id,title,artist,count,year,duration,loudness,tempo,time_signature,key,danceability,energy,valence,explicit
6vt0I1cw1YmAIKDJvHVIM5,Suit & Tie,Justin Timberlake Featuring JAY Z,26,2013,326.28,-3.799,101.985,4.0,11.0,0.795,0.596,0.357,True
3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel,Darius Rucker,26,2013,298.37332,-7.174,148.044,4.0,9.0,0.535,0.66,0.577,False
0nrRP2bk19rLc0orkWPQk2,Wake Me Up!,Avicii,25,2013,247.42667,-5.697,124.08,4.0,2.0,0.532,0.783,0.643,False
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love,Calvin Harris Featuring Ellie Goulding,25,2013,234.50667,-5.066,124.989,4.0,8.0,0.695,0.869,0.58,False
3w3y8KPTfNeOKPiqUTakBh,Locked Out Of Heaven,Bruno Mars,25,2013,233.47823,-4.165,143.994,4.0,5.0,0.726,0.698,0.867,False
2dLLR6qlu5UJ5gk0dKz0h3,Royals,Lorde,24,2013,190.18526,-9.504,84.876,4.0,7.0,0.674,0.426,0.337,False
0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment,Pitbull Featuring Christina Aguilera,24,2013,229.50667,-3.632,135.956,4.0,7.0,0.673,0.758,0.542,False
55h7vJchibLdUkxdlX3fK7,Treasure,Bruno Mars,23,2013,178.56,-5.28,116.017,4.0,5.0,0.874,0.692,0.937,True
6TwfdLbaxTKzQi3AgsZNzx,Daylight,Maroon 5,23,2013,225.30667,-5.511,120.007,4.0,2.0,0.657,0.679,0.331,False
1Ist6PR2BZR3n2z2Y5R6S1,Summertime Sadness,Lana Del Rey & Cedric Gervais,23,2013,264.77332,-6.815,111.96,4.0,1.0,0.566,0.647,0.22,False
37jTPJgwCCmIGMPB45jrPV,Holy Grail,Jay Z Featuring Justin Timberlake,23,2013,338.41333,-6.901,145.082,4.0,2.0,0.676,0.534,0.156,True
6GsAD8PgHxmEuIPTG8GP3M,It Goes Like This,Thomas Rhett,22,2013,186.08,-6.448,168.056,4.0,11.0,0.543,0.837,0.506,False
2XHzzp1j4IfTNp1FTn7YFg,Love Me,Lil Wayne Featuring Drake & Future,22,2013,255.05333,-6.471,124.926,4.0,11.0,0.67,0.634,0.497,True
4P5KoWXOxwuobLmHXLMobV,Come & Get It,Selena Gomez,22,2013,218.92,-5.846,120.125,4.0,4.0,0.5,0.824,0.539,False
5DI9jxTHrEiFAhStG7VA8E,Started From The Bottom,Drake,22,2013,174.13333,-7.827,86.325,4.0,8.0,0.793,0.524,0.579,True
24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing,Calvin Harris Featuring Florence Welch,21,2013,212.56,-3.942,127.934,4.0,8.0,0.573,0.929,0.582,False
39FwE8edwuyiaa4PrGBkP7,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,21,2013,288.76,-6.369,169.895,4.0,2.0,0.611,0.688,0.649,False
4Pwjz3DfvfQWV0rO2V8jyh,"Bitch, Don't Kill My Vibe",Kendrick Lamar,21,2013,310.72,-8.948,133.954,4.0,1.0,0.587,0.698,0.0985,True
6GBUsjHfZuweYf5lQEz6mP,Crash My Party,Luke Bryan,21,2013,234.76,-4.009,144.032,4.0,7.0,0.526,0.816,0.413,False
1UMKquW1olreYO1LlLmTqi,Gas Pedal,Sage The Gemini Featuring IamSu!,21,2013,208.16,-8.028,97.49,4.0,1.0,0.843,0.538,0.428,True
2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,will.i.am & Britney Spears,21,2013,283.4,-6.849,130.039,4.0,5.0,0.772,0.685,0.501,True
2MDueMvPkUTpU6Xkmeinln,Love More,Chris Brown Featuring Nicki Minaj,21,2013,189.70667,-6.652,104.954,4.0,1.0,0.882,0.621,0.487,True
5FljCWR0cys07PQ9277GTz,The Other Side,Jason Derulo,21,2013,226.9869,-3.939,127.923,4.0,9.0,0.561,0.836,0.517,False
0HnaqUxvHP5LaWdmWwJpiS,Love Somebody,Maroon 5,21,2013,229.81332,-6.303,120.016,4.0,1.0,0.675,0.792,0.395,False
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,Lana Del Rey,21,2013,236.05333,-8.92,113.986,4.0,11.0,0.324,0.416,0.151,False
4CcrLWFQY4dRGMbUR59cSp,Hey Girl,Billy Currington,21,2013,200.53333,-5.289,81.945,4.0,1.0,0.549,0.674,0.651,False
1V6gIisPpYqgFeWbMLI0bA,Heart Attack,Demi Lovato,21,2013,210.84,-4.802,173.968,4.0,8.0,0.504,0.785,0.502,False
3aHkbJXFYpPrup2K8wvDOV,We Still In This B****,B.o.B Featuring T.I. & Juicy J,20,2013,247.98666,-5.126,140.01,4.0,1.0,0.693,0.733,0.497,True
7gpy7sfWPNuOKmUNs3XQYE,Carry On,fun.,20,2013,278.37332,-5.769,145.434,5.0,5.0,0.388,0.694,0.365,False
5gFoAVTN9YlM9uJCrFZtgl,Crooked Smile,J. Cole Featuring TLC,20,2013,278.57333,-6.293,80.985,4.0,7.0,0.606,0.784,0.48,True
4wFUdSCer8bdQsrp1M90sa,Highway Don't Care,Tim McGraw With Taylor Swift,20,2013,276.88,-5.352,158.061,4.0,2.0,0.47,0.79,0.495,False
1J8j3IeJz1HXoHF59LoP4h,Little Bit Of Everything,Keith Urban,20,2013,205.70667,-5.99,159.98,4.0,8.0,0.619,0.882,0.897,False
3Bclyko7WmwM2oGmKj8sue,I Will Wait,Mumford & Sons,20,2013,276.72,-5.399,131.127,4.0,1.0,0.48,0.756,0.449,False
4kY7rYtE4OQkJNq22OIYRI,Downtown,Lady Antebellum,20,2013,195.86667,-5.287,169.963,4.0,9.0,0.533,0.825,0.96,False
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child,Swedish House Mafia Featuring John Martin,20,2013,212.86249,-3.145,129.042,4.0,11.0,0.612,0.84,0.438,False
1PNGJBI1Lx0h8QCpkHKZLU,Tom Ford,JAY-Z,20,2013,189.01334,-6.202,145.099,4.0,8.0,0.863,0.705,0.599,True
0HFrCOmhCYXlv4NdEwRAuj,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,20,2013,260.2761,-4.947,187.027,3.0,10.0,0.422,0.641,0.654,True
4FkgULes13bk2eHrsJg4q9,I Want Crazy,Hunter Hayes,20,2013,236.86536,-4.806,103.029,4.0,8.0,0.562,0.878,0.558,False
3Qe097eJNp9MfpT2PieEw0,Don't Ya,Brett Eldredge,20,2013,181.20998,-5.257,176.001,4.0,9.0,0.537,0.692,0.588,False
6nu35hLc8zsA9bwBpcuf5L,Type Of Way,Rich Homie Quan,20,2013,261.32083,-9.637,134.9,4.0,6.0,0.85,0.509,0.763,True
6s9ICeczYOfbHHIaSMq9jd,Get Your Shine On,Florida Georgia Line,20,2013,222.01334,-4.52,96.987,4.0,0.0,0.497,0.927,0.608,False
75p6fgACKYIyIhsoG411SZ,Hey Pretty Girl,Kip Moore,20,2013,215.92,-10.615,83.112,1.0,2.0,0.291,0.4,0.0935,False
01XFgRZfZI7oBagNf1Loml,Harlem Shake,Baauer,20,2013,196.66426,-5.151,137.825,4.0,0.0,0.452,0.794,0.282,False
6s8nHXTJVqFjXE4yVZPDHR,Troublemaker,Olly Murs Featuring Flo Rida,20,2013,185.58667,-3.689,106.012,4.0,0.0,0.762,0.863,0.965,False
6aPc6SSWgTsiXrrUpJCPlj,I Drive Your Truck,Lee Brice,20,2013,234.84,-6.215,141.963,4.0,11.0,0.51,0.649,0.118,False
7t3yEWJXS4ZZE64JyJDJIg,DONE.,The Band Perry,20,2013,205.26666,-3.015,100.045,4.0,6.0,0.653,0.876,0.77,False
5ctk3VJoHoURSiwkCJn2bf,How Many Drinks?,Miguel,20,2013,272.98666,-7.011,81.822,4.0,0.0,0.379,0.608,0.241,True
1KxwZYyzWNyZSRyErj2ojT,Let Her Go,Passenger,20,2013,252.73334,-7.346,74.897,4.0,7.0,0.479,0.545,0.243,False
5T6DM9qjjngWnukcw0svkX,Round Here,Florida Georgia Line,20,2013,215.12,-3.051,141.982,4.0,1.0,0.523,0.954,0.901,False
4X5f3vT8MRuXF68pfjNte5,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",20,2013,233.78667,-6.87,95.967,4.0,1.0,0.853,0.693,0.662,True
53Dj5PCDhb22qWqmre3YQs,Aw Naw,Chris Young,20,2013,188.70667,-3.746,109.971,4.0,2.0,0.652,0.859,0.491,False
1KIQ0RscHwxXPJUvhuO5Bl,Red Nose,Sage The Gemini,20,2013,193.2,-5.733,194.893,4.0,11.0,0.682,0.473,0.765,True
3SShjQBczSt1HMpWA9zbwE,Rich As F**k,Lil Wayne Featuring 2 Chainz,20,2013,223.17332,-6.303,82.75,5.0,1.0,0.536,0.589,0.876,True
08ljt6NCNAgewQaMya1URa,Bugatti,Ace Hood Featuring Future & Rick Ross,20,2013,269.26666,-4.947,130.205,4.0,1.0,0.6,0.592,0.0663,True
2yWtLaPCOUDyi7f1lOXCn5,Anywhere With You,Jake Owen,20,2013,209.58667,-2.545,151.988,4.0,5.0,0.475,0.936,0.598,False
2EUHzmBZux7SSra71cGkIB,Beat This Summer,Brad Paisley,20,2013,281.45334,-5.252,150.039,4.0,6.0,0.563,0.722,0.801,False
1Xsxp1SEOxuMzjrFZhtw8u,Next To Me,Emeli Sande,20,2013,196.86667,-5.118,94.999,4.0,7.0,0.674,0.81,0.377,False
5yIiXdLRE85OBiQmCaUenq,Sure Be Cool If You Did,Blake Shelton,20,2013,215.72,-4.625,136.802,4.0,11.0,0.576,0.726,0.582,False
29AR5X5yKPd4DBIAiqUMDy,Southern Girl,Tim McGraw,20,2013,255.48,-4.559,110.04,4.0,7.0,0.731,0.772,0.928,False
4HFNGbVmsMV5lHUvDuXLkl,Parking Lot Party,Lee Brice,20,2013,207.89333,-5.763,171.72,4.0,1.0,0.54,0.86,0.856,False
1zvQt99d5oTkEQLmSoO1yu,Mine Would Be You,Blake Shelton,20,2013,239.50667,-6.897,139.876,4.0,0.0,0.572,0.529,0.321,False
2mXsZsJBThTaJXbNcg5QD4,Mama's Broken Heart,Miranda Lambert,20,2013,177.77333,-4.204,111.989,4.0,4.0,0.768,0.809,0.748,False
6bxUnsSGZCmoHHU5auwtps,Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,20,2013,235.18668,-5.909,97.129,4.0,1.0,0.701,0.554,0.0634,True
7A8d6xGJy2DpNqO2b9DrJu,Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20,2013,284.58667,-5.221,142.056,4.0,8.0,0.763,0.577,0.288,True
3DZQ6mzUkAdHqZWzqxBKIK,Loveeeeeee Song,Rihanna Featuring Future,20,2013,256.32,-7.597,119.983,4.0,5.0,0.711,0.599,0.502,True
0rFZaQ4crlGAzuCjWCQ2xu,Body Party,Ciara,20,2013,234.04,-6.299,133.973,4.0,2.0,0.577,0.576,0.12,False
6XD3HMATLswheYevIfKkSi,All Over The Road,Easton Corbin,20,2013,163.06667,-3.579,199.849,4.0,5.0,0.492,0.841,0.722,False
76VtA90NKurNqaQpV126Ue,Pour It Up,Rihanna,20,2013,161.2,-8.735,134.003,4.0,2.0,0.785,0.478,0.39,True
7jP7iCJ1cXVXYHWIkYtP6d,See You Again,Carrie Underwood,20,2013,246.45332,-2.525,101.0,4.0,8.0,0.514,0.742,0.47,False
4lcXNTm9JrQpJYXqsENmFI,Redneck Crazy,Tyler Farr,20,2013,216.04,-4.216,145.854,4.0,7.0,0.487,0.667,0.463,False
2SHnUyZq0zwmvRIl4WY77G,Alive,Krewella,20,2013,290.76,-2.909,128.002,4.0,9.0,0.663,0.822,0.567,False
4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,Gotye Featuring Kimbra,52,2012,244.97333,-7.036,129.062,4.0,0.0,0.864,0.495,0.72,False
11ozIUBoXAgRTVWelDn4pL,Lights,Ellie Goulding,51,2012,244.26666,-6.283,120.028,4.0,8.0,0.703,0.731,0.719,False
53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,Jason Mraz,44,2012,240.16599,-10.058,133.406,3.0,4.0,0.483,0.303,0.139,False
3TGRqZ0a2l1LRblBkJoaDx,Call Me Maybe,Carly Rae Jepsen,43,2012,193.4,-6.548,120.021,4.0,7.0,0.782,0.58,0.66,False
6t6oULCRS6hnI7rm0h5gwl,Some Nights,fun.,43,2012,277.04,-7.045,107.938,4.0,0.0,0.672,0.738,0.392,True
1zugfOhn6BebboqGcpUlba,We Are Young,Glee Cast,41,2012,249.77333,-6.086,91.977,4.0,7.0,0.378,0.554,0.523,False
6q5nAr2JniAHj1gKheejE0,Home,Dierks Bentley,39,2012,238.41333,-7.157,118.038,4.0,11.0,0.61,0.69,0.462,False
2iUmqdfGZcHIhS3b9E9EWq,Everybody Talks,Neon Trees,39,2012,177.28,-3.906,154.962,4.0,8.0,0.471,0.924,0.716,True
4sK96UnGx3NjBaqvfTG2dm,Too Close,Alex Clare,39,2012,256.56,-4.311,126.043,4.0,11.0,0.584,0.712,0.286,False
5yDL13y5giogKs2fSNf7sj,Glad You Came,The Wanted,38,2012,197.93552,-3.873,126.885,4.0,7.0,0.722,0.851,0.452,False
1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones,Flo Rida Featuring Sia,36,2012,232.94667,-5.324,127.075,4.0,5.0,0.608,0.86,0.437,False
0KAiuUOrLTIkzkpfpn9jb9,Drive By,Train,36,2012,195.97333,-3.113,122.028,4.0,1.0,0.765,0.837,0.721,False
6D60klaHqbCl9ySc8VcRss,Stronger (What Doesn't Kill You),Kelly Clarkson,35,2012,221.94667,-4.282,116.044,4.0,0.0,0.562,0.939,0.684,False
0p1BcEcYVO3uk4KDf3gzkY,Wanted,Hunter Hayes,34,2012,228.84,-7.692,169.784,4.0,0.0,0.421,0.476,0.3,False
4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,One Direction,34,2012,199.98666,-2.494,124.99,4.0,4.0,0.726,0.787,0.888,False
4qikXelSRKvoCqFcHLB2H2,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",33,2012,329.32,-9.381,139.993,4.0,6.0,0.563,0.496,0.426,True
6hkOqJ5mE093AQf2lbZnsG,The One That Got Away,Katy Perry,33,2012,227.33333,-4.021,133.968,4.0,1.0,0.689,0.795,0.876,False
0lHAMNU8RGiIObScrsRgmP,Titanium,David Guetta Featuring Sia,32,2012,245.04018,-3.673,126.06,4.0,0.0,0.604,0.788,0.301,False
3sP3c86WFjOzHHnbhhZcLA,Give Your Heart A Break,Demi Lovato,32,2012,205.34666,-3.218,123.008,4.0,6.0,0.651,0.695,0.569,False
4P0osvTXoSYZZC2n8IFH3c,Payphone,Maroon 5 Featuring Wiz Khalifa,31,2012,231.38667,-4.828,110.028,4.0,4.0,0.739,0.756,0.523,True
1oHNvJVbFkexQc0BpQp7Y4,Starships,Nicki Minaj,31,2012,210.62666,-2.457,125.006,4.0,11.0,0.747,0.716,0.751,True
4Kz4RdRCceaA9VgTqBhBfa,The Motto,Drake Featuring Lil Wayne,30,2012,181.57333,-8.558,201.8,4.0,1.0,0.766,0.442,0.39,True
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,Of Monsters And Men,30,2012,266.6,-5.177,102.961,4.0,1.0,0.457,0.757,0.417,False
0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,29,2012,262.17334,-4.21,129.992,4.0,5.0,0.75,0.727,0.359,False
6BtmXhTJMM9sBTHeYYASGz,It's Time,Imagine Dragons,29,2012,237.98666,-4.748,105.009,4.0,2.0,0.656,0.884,0.858,False
6qn9YLKt13AGvpq9jfO8py,We Found Love,Rihanna Featuring Calvin Harris,29,2012,215.22667,-4.485,127.975,4.0,1.0,0.735,0.766,0.6,False
3bC1ahPIYt1btJzSSEyyrF,Whistle,Flo Rida,29,2012,224.65334,-5.746,103.976,4.0,0.0,0.747,0.937,0.739,False
124NFj84ppZ5pAxTuVQYCQ,Take Care,Drake Featuring Rihanna,29,2012,277.38666,-10.358,121.845,4.0,0.0,0.629,0.515,0.299,True
0DwClY2t9YAWHBROMIgrXb,Ho Hey,The Lumineers,28,2012,163.13333,-9.074,79.936,4.0,0.0,0.685,0.466,0.353,False
0obBFrPYkSoBJbvHfUIhkv,Sexy And I Know It,LMFAO,27,2012,199.48,-4.225,130.043,4.0,7.0,0.708,0.861,0.795,False
73CMRj62VK8nUS4ezD2wvi,Set Fire To The Rain,Adele,27,2012,242.97362,-3.882,107.993,4.0,2.0,0.603,0.67,0.446,False
6j9iyrrmqWlQZ5SD1hSTaq,No Lie,2 Chainz Featuring Drake,26,2012,237.82668,-5.984,131.104,4.0,6.0,0.634,0.665,0.611,True
75lo8VozcCLRG9WGG674iD,As Long As You Love Me,Justin Bieber Featuring Big Sean,26,2012,229.46667,-3.382,139.691,4.0,0.0,0.571,0.873,0.613,False
25CA8QVJQrh5R05UUCaODM,Heart Attack,Trey Songz,26,2012,233.14667,-4.87,150.029,4.0,11.0,0.608,0.863,0.476,True
4XNrMwGx1SqP01sqkGTDmo,One More Night,Maroon 5,26,2012,219.46667,-3.453,92.998,4.0,5.0,0.718,0.82,0.613,False
1gihuPhrLraKYrJMAEONyc,Feel So Close,Calvin Harris,26,2012,206.41333,-2.842,127.937,4.0,7.0,0.707,0.924,0.919,False
1rUQmXEy41tXwHIKFECNTa,Wide Awake,Katy Perry,26,2012,220.93333,-5.103,160.04,4.0,5.0,0.511,0.68,0.557,False
2rg3yLJKN5Yl4JCHHkMgeC,Time Is Love,Josh Turner,25,2012,200.37334,-4.987,111.97,4.0,2.0,0.663,0.814,0.547,False
2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,Flo Rida,25,2012,248.13333,-4.444,128.011,4.0,1.0,0.706,0.89,0.684,False
5WQQIDU3HRaMyPkob8mpFb,Where Have You Been,Rihanna,25,2012,242.68,-6.34,127.96,4.0,0.0,0.719,0.847,0.443,False
18VfHIPaCo0s6FTi1Fnp6T,Don't Wake Me Up,Chris Brown,25,2012,222.30667,-5.197,127.967,4.0,7.0,0.602,0.691,0.206,False
4k80K0b6KZ2QjAYkXON7q6,Blow Me (One Last Kiss),P!nk,24,2012,255.58667,-2.954,113.991,4.0,7.0,0.597,0.919,0.729,True
1kPpge9JDLpcj15qgrPbYX,Good Time,Owl City & Carly Rae Jepsen,24,2012,205.93333,-4.269,126.05,4.0,3.0,0.56,0.872,0.682,False
6JOlNkT0QdHeZB0wPbI9IR,Turn Me On,David Guetta Featuring Nicki Minaj,24,2012,199.68,-2.266,127.961,4.0,8.0,0.705,0.794,0.412,False
1VdZ0vKfR5jneCmWIUAMxK,The A Team,Ed Sheeran,23,2012,258.37332,-9.918,84.996,4.0,9.0,0.642,0.289,0.407,False
3kv6omImmKEfOVJWjstusF,Drunk On You,Luke Bryan,23,2012,213.54668,-4.4,143.967,4.0,9.0,0.558,0.873,0.475,False
6E9V9TRlVOLjenGjHemzEH,Hard To Love,Lee Brice,23,2012,224.29333,-6.177,103.017,4.0,9.0,0.638,0.722,0.469,False
7oVEtyuv9NBmnytsCIsY5I,Burn It Down,Linkin Park,23,2012,230.25333,-4.45,110.006,4.0,9.0,0.585,0.972,0.585,False
7LcfRTgAVTs5pQGEQgUEzN,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,23,2012,201.16,-4.477,128.047,4.0,11.0,0.722,0.758,0.62,False
7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,Frank Ocean,23,2012,200.74667,-11.195,129.83,4.0,0.0,0.721,0.339,0.2,False
4WnY4W5KrqglCdIus8X9Bo,You Don't Know Her Like I Do,Brantley Gilbert,23,2012,286.52,-6.681,74.988,4.0,4.0,0.49,0.716,0.288,False
6yARPLK0PV4heEyh7pVMGz,Part Of Me,Katy Perry,22,2012,216.16,-4.645,130.007,4.0,5.0,0.666,0.922,0.758,False
5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,22,2012,207.33333,-6.425,95.078,4.0,0.0,0.715,0.655,0.531,True
08f0fHqZigPgPHCfRjk8SC,Why Ya Wanna,Jana Kramer,22,2012,221.37334,-3.187,167.37,3.0,4.0,0.298,0.676,0.299,False
05ZACkzW8YbRq3eFgIfSNB,Springsteen,Eric Church,22,2012,263.38666,-5.935,104.022,4.0,2.0,0.692,0.809,0.927,False
3Jv1XgMPVjdN5xGfnRJ20s,Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",22,2012,303.53333,-1.856,138.031,4.0,2.0,0.734,0.892,0.605,True
0cunAi5FhuVTMMIE9XfqfP,Amen,Edens Edge,22,2012,228.56,-3.892,179.047,4.0,5.0,0.509,0.688,0.434,False
0mtPNQl5vePVwiI9Vykp7L,We Run The Night,Havana Brown Featuring Pitbull,22,2012,228.2,-4.389,127.023,4.0,9.0,0.697,0.861,0.703,True
3bfqkspKABT4pPicm6wC9F,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,22,2012,222.21333,-4.289,130.034,4.0,10.0,0.716,0.838,0.646,True
4vULFpGH9sCBdCfCC6p3Xo,Faded,Tyga Featuring Lil Wayne,22,2012,211.41333,-8.824,95.035,4.0,1.0,0.837,0.638,0.281,True
3m8CQnnfJJp4eQMWWl3zay,Drank In My Cup,Kirko Bangz,22,2012,232.16,-7.98,132.89,4.0,8.0,0.451,0.632,0.234,True
1kFi7TFCs6yBaIcQN06NIb,Cowboys And Angels,Dustin Lynch,22,2012,227.72,-5.772,73.842,4.0,10.0,0.355,0.55,0.26,False
0vFMQi8ZnOM2y8cuReZTZ2,Blown Away,Carrie Underwood,22,2012,240.13333,-2.569,136.991,4.0,9.0,0.531,0.843,0.392,False
4urcG6Nfubqsuqy3juMjBi,Brokenhearted,Karmin,22,2012,227.14667,-2.732,120.001,4.0,1.0,0.765,0.765,0.886,False
12eMQUn2GzfsfsQLH53M19,Scream,Usher,21,2012,234.69333,-5.18,127.992,4.0,7.0,0.616,0.862,0.569,False
2A73XBDBQgmdXO8VsXPWIs,Rumour Has It,Adele,21,2012,223.26666,-5.014,120.052,4.0,0.0,0.612,0.749,0.574,False
7rPLYmabWMobWhoIqZe6rh,Rack City,Tyga,21,2012,208.44,-10.929,98.966,4.0,1.0,0.93,0.332,0.255,True
4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,20,2012,251.62666,-6.633,124.904,4.0,5.0,0.657,0.676,0.246,False
0Nu9WA8kEbBWEsay2s8Q0U,Even If It Breaks Your Heart,Eli Young Band,20,2012,220.52,-4.742,208.067,4.0,0.0,0.495,0.527,0.574,False
0V4l4GQhgnWQGtCWpvA7va,Crew Love,Drake Featuring The Weeknd,20,2012,208.81332,-9.057,160.152,4.0,0.0,0.418,0.546,0.294,True
20DfkHC5grnKNJCzZQB6KC,Good Girl,Carrie Underwood,20,2012,205.56,-2.849,128.91,4.0,0.0,0.617,0.839,0.741,False
1eyzqe2QqGZUmfcPZtrIyt,Midnight City,M83.,20,2012,241.44,-6.525,105.009,4.0,11.0,0.526,0.712,0.32,False
5G2c6FsfTzgYUzageCmfXY,One Thing,One Direction,20,2012,197.6,-3.806,126.999,4.0,2.0,0.713,0.718,0.656,False
4wkQmYpAaMe41Rc3sYZ7Vz,Let's Go,Calvin Harris Featuring Ne-Yo,20,2012,232.8,-2.932,128.016,4.0,4.0,0.71,0.882,0.875,False
3fDsErbmOD3TuaSDuxSXav,Over You,Miranda Lambert,20,2012,253.37334,-6.973,158.119,4.0,6.0,0.566,0.507,0.141,False
2Gy3XMLbBxACZ4tXdFRGr7,Pontoon,Little Big Town,20,2012,212.32,-5.715,96.02,4.0,9.0,0.721,0.819,0.867,False
5GOqOUVv7vk0jWDdNToHtA,Leave You Alone,Young Jeezy Featuring Ne-Yo,20,2012,329.18668,-7.759,94.523,4.0,11.0,0.669,0.663,0.453,True
5qNkZdbdfL9tQm1ppZmUrW,Lovin' You Is Fun,Easton Corbin,20,2012,199.01334,-3.028,109.958,4.0,8.0,0.704,0.83,0.599,False
0dUsJqLL2gVO9SOQXtgCMd,Fly Over States,Jason Aldean,20,2012,218.2,-3.269,81.577,4.0,7.0,0.487,0.736,0.184,False
6lgzJuBX3iqevLdtgNlyAU,2 Reasons,Trey Songz Featuring T.I.,20,2012,197.62666,-5.088,94.033,4.0,11.0,0.734,0.746,0.539,True
4MevEW6tsWrpmzPKaqK0Uw,Lemme See,Usher Featuring Rick Ross,20,2012,252.82668,-4.067,153.873,4.0,1.0,0.656,0.725,0.403,False
0Rj68IX1WqAtceUZQGk7aa,(Kissed You) Good Night,Gloriana,20,2012,232.90308,-6.125,118.97,4.0,11.0,0.523,0.747,0.294,False
3eQlGeyuSibgAGPEJugaDW,Back In Time,Pitbull,20,2012,207.76,-4.5,127.087,4.0,0.0,0.729,0.911,0.74,False
6Ymvlzom4TQeoKqAWsZRD8,Somethin' 'Bout A Truck,Kip Moore,20,2012,213.82668,-5.417,176.01,4.0,11.0,0.554,0.794,0.79,False
3UGIZ8qcrMTwzLbx6Kttqt,Boyfriend,Justin Bieber,20,2012,171.33333,-6.019,96.976,4.0,10.0,0.717,0.55,0.332,False
0x335qdLBS6o30hYdc8h2I,Beez In The Trap,Nicki Minaj Featuring 2 Chainz,20,2012,268.48,-6.005,150.003,4.0,9.0,0.813,0.782,0.681,True
2lD4LsB3iQVnddkVM2RFAl,Take It To The Head,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",20,2012,267.17334,-2.802,141.976,4.0,11.0,0.714,0.846,0.634,True
6VRhkROS2SZHGlp0pxndbJ,Bangarang,Skrillex Featuring Sirah,20,2012,215.25333,-2.302,110.026,4.0,7.0,0.716,0.972,0.576,True
1KZ13No14RifaK2e9ii8da,Take A Little Ride,Jason Aldean,20,2012,187.61333,-3.77,163.853,4.0,2.0,0.471,0.866,0.774,False
1POAx4NMLOBPVKZUSsBh92,Cashin' Out,Ca$h Out,20,2012,238.76,-3.627,129.989,4.0,1.0,0.831,0.665,0.663,True
1RMRkCn07y2xtBip9DzwmC,Turn Up The Music,Chris Brown,20,2012,227.97333,-5.792,129.925,4.0,1.0,0.594,0.841,0.643,False
1lqKgoo11HKUoMpbouC7I4,UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,20,2012,256.76627,-13.488,96.997,4.0,1.0,0.881,0.416,0.468,True
5pyVqlqThcxI7tPDjHIzPh,Climax,Usher,20,2012,232.90668,-8.837,135.877,4.0,8.0,0.647,0.478,0.333,False
6E11E0lT5Zy7yb6iT3y8DN,Want U Back,Cher Lloyd,20,2012,214.57333,-2.94,97.939,4.0,9.0,0.694,0.891,0.563,False
4EfN6bixdOOgoLYR5C4cWo,Birthday Cake,Rihanna Featuring Chris Brown,20,2012,78.2,-6.498,80.011,4.0,3.0,0.702,0.826,0.328,True
63w0QA1wiV7QhF9jeiHETF,Angel Eyes,Love And Theft,20,2012,186.62666,-5.917,108.015,4.0,8.0,0.656,0.696,0.966,False
25cUhiAod71TIQSNicOaW3,Adorn,Miguel,20,2012,193.14667,-5.693,179.063,4.0,11.0,0.625,0.576,0.235,False
6BCrbWBpb8d6KWmEqZ41tr,Come Over,Kenny Chesney,20,2012,248.42667,-7.169,176.043,4.0,1.0,0.466,0.704,0.481,False
2WKCH4ISejDV9ad7iPp5XU,5-1-5-0,Dierks Bentley,20,2012,182.89333,-5.181,116.992,4.0,1.0,0.554,0.849,0.683,False
5mCttXluvE0gaIArboAoFA,Come Wake Me Up,Rascal Flatts,20,2012,263.25333,-6.816,155.861,3.0,4.0,0.454,0.605,0.18,False
