,title,artist,count,year,id
1961,Incomplete,Backstreet Boys,20,2005,0CnD7Hiw6pae6rLsZw5q5W
1962,1 Thing,Amerie,20,2005,1mnqraQ8oV8MX92rdOFLWW
1963,Lonely,Akon,20,2005,4v7DCN09hgXkKazefkznDQ
1964,Look What You've Done,Jet,20,2005,0ZSmRnXnP5fdANtVlCok1g
1965,Making Memories Of Us,Keith Urban,20,2005,0Sg5kWoILCs2zBoIHIsDAa
1966,Mississippi Girl,Faith Hill,20,2005,79YeQbd1p7MsuT7wHQLRYY
1967,Mockingbird,Eminem,20,2005,561jH07mF1jHuk7KlaeF0s
1968,Must Be Nice,Lyfe Jennings,20,2005,2mp3sLUNQaJ025Lx5f4AAJ
1969,My Give A Damn's Busted,Jo Dee Messina,20,2005,3n8QTc8J3T72KurDsWo1b6
1970,My Humps,The Black Eyed Peas,20,2005,19JdbdEwQI7bCxefMokZO8
1971,Nothin' To Lose,Josh Gracin,20,2005,7oiCqfE8Wjk8wf0pFTgL2H
1972,Gone,Montgomery Gentry,20,2005,71lXNAROGX1zo6tX0MSnCS
1973,O,Omarion,20,2005,3gOBLrOvDovzHL4xBDQw0B
1974,Give Me That,Webbie Featuring Bun B,20,2005,63DVu8cBacPqt0PBJFmWA8
1975,Girlfight,Brooke Valentine Featuring Lil Jon & Big Boi,20,2005,0GkkiqqRdjqmRDrWfTdemH
1976,Girl,Destiny's Child,20,2005,3s2MyU2YCwNNwcSokt0jXD
1977,Okay,Nivea Featuring Lil Jon & YoungBloodZ,20,2005,1e5ayf28RKanXy0NNJVANp
1978,Get It Poppin',Fat Joe Featuring Nelly,20,2005,04FXF9tLQvYzc9ZWnTpaA3
1979,U Already Know,112 Featuring Foxy Brown,20,2005,0ahRDzkKq0KEi7FRoHb0qk
1980,This Is How A Heart Breaks,Rob Thomas,20,2005,3Voz5vnFfMu8nrVP6hIYte
1981,Anything But Mine,Kenny Chesney,20,2005,36mCPzCbnDVSfvh5KHGutc
1982,Back Then,Mike Jones,20,2005,5krOROgmf8adn3SJzeKLZy
1983,Something To Be Proud Of,Montgomery Gentry,20,2005,4D8uIY6Wzj7dJDaw0dW0UF
1984,As Good As I Once Was,Toby Keith,20,2005,7G6l2FtQyRhQgYgut2I6i8
1985,Chariot,Gavin DeGraw,20,2005,4dygMGhvfENVhwRXmAscbl
1986,Something More,Sugarland,20,2005,3C3oknuBLo3jxhmRk67glu
1987,Speed Of Sound,Coldplay,20,2005,7clUVcSOtkNWa58Gw5RfD4
1988,Belly Dancer (Bananza),Akon,20,2005,3BwkldhE22DdxOcXegF2Kv
1989,Almost,Bowling For Soup,20,2005,6TclVCUxDQm9s3Bey6Ao8H
1990,The Hand That Feeds,Nine Inch Nails,20,2005,5ugzDiilhy6ILKmKfhEzd7
1991,Breathe (2 AM),Anna Nalick,20,2005,5auMzVHFr5Zfw6IbKarZ56
1992,Your Body,Pretty Ricky,20,2005,5y4TDQdYzlT4eoQIPOgNDz
1993,Truth Is,Fantasia,20,2005,3QfsB9tPwAjMb5b9P7r3Z5
1994,That's What I Love About Sunday,Craig Morgan,20,2005,2nKvLnpExkH7Mfc14c6a7H
1995,Sunday Morning,Maroon 5,20,2005,5qII2n90lVdPDcgXEEVHNy
1996,Cool,Gwen Stefani,20,2005,469RmLzEsicj8VSn9aIuKV
1997,A Real Fine Place To Start,Sara Evans,20,2005,6O2lo7245XfRbIfpL5yRLJ
1998,These Words,Natasha Bedingfield,20,2005,7leW1Dmvs9A4oDh9i5Qwpz
1999,B.Y.O.B.,System Of A Down,20,2005,0EYOdF5FCkgOJJla8DI2Md
2000,Yeah!,Usher Featuring Lil Jon & Ludacris,45,2004,5rb9QrpfcKFHM1EUbSIurX
2001,This Love,Maroon 5,43,2004,6ECp64rv50XVz93WvxXMGF
2002,If I Ain't Got You,Alicia Keys,40,2004,3XVBdLihbNbxUwZosxcGuJ
2003,Freek-A-Leek,Petey Pablo,39,2004,4MeDnO5yA2Zi6IMlVApRci
2004,The Reason,Hoobastank,38,2004,5B5eTk7DF8KVp1zpQoY1XY
2005,Here Without You,3 Doors Down,33,2004,3NLrRZoMF0Lx6zTlYqeIo4
2006,My Immortal,Evanescence,32,2004,4UzVcXufOhGUwF56HT7b8M
2007,Heaven,Live,32,2004,0pfm3xmeB1xNdTcKap5Jum
2008,Someday,Nickelback,31,2004,4PkJ7c9y1CwpuVOiJODnCZ
2009,Dip It Low,Christina Milian,30,2004,4L55p6txv9vuCWhpNnY6eY
2010,Burn,Usher,30,2004,7z3N2W7Xz1t2G2sAO8wFVH
2011,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,30,2004,2yr2HnFYl7XvqJk4fXoQBt
2012,Tipsy,J-Kwon,30,2004,0jSMveIWvnhDIvzqN74Uc7
2013,Perfect,Simple Plan,30,2004,4j3X4KX8rURekAVIFUhI23
2014,Leave (Get Out),JoJo,29,2004,3QigOeWryUCP56I1IlTB9x
2015,Diary,Alicia Keys Featuring Tony! Toni! Tone!,28,2004,5dxHF4lrDimKqnI3GaZUmC
2016,Meant To Live,Switchfoot,28,2004,2md2i5QvelRFnafpnd6LOg
2017,Slow Motion,Juvenile Featuring Soulja Slim,28,2004,6ihObRBTB8xdSH2mlERtOX
2018,Goodies,Ciara Featuring Petey Pablo,27,2004,3dFwpxh2yH7C7p9BGEKLVB
2019,Lean Back,Terror Squad,27,2004,2Ozc0me9PV5vlt8cokwdvI
2020,Locked Up,Akon Featuring Styles P.,27,2004,48EQasc6XD0pOQtkIOWqOC
2021,Dude,Beenie Man Featuring Ms. Thing,26,2004,746nPV2NXSoxW3imGpG8gk
2022,The First Cut Is The Deepest,Sheryl Crow,26,2004,0wyOnrfGOlDdWHdIybLr4n
2023,Dirt Off Your Shoulder,JAY-Z,26,2004,3IrkbGQCoEPAkzJ0Tkv8nm
2024,Move Ya Body,Nina Sky Featuring Jabba,26,2004,2ndnVdR8si7CW9T8vJRHyW
2025,White Flag,Dido,26,2004,3adnLFXKO5rC1lhUNSeg3N
2026,Confessions Part II,Usher,25,2004,7wBThXx7BGZHJJ3aN3OPvv
2027,I'm Still In Love With You,Sean Paul Featuring Sasha,25,2004,5lJx5eiSahFfsqkMJVlkDN
2028,The Way You Move,OutKast Featuring Sleepy Brown,25,2004,5z7mYFfhw6N6f23VwrokJD
2029,Turn Me On,Kevin Lyttle Featuring Spragga Benz,25,2004,0BBOLOV5JntPL3341swIre
2030,Breathe,Michelle Branch,25,2004,635mzxhITS1xY3AVSLKgyD
2031,Jesus Walks,Kanye West,25,2004,5g1vtHqi9uV7xtYeCcFOBx
2032,Numb,Linkin Park,24,2004,2nLtzopw4rPReszdYBJU6h
2033,Sunshine,Lil' Flip Featuring Lea,23,2004,4s0o8TJHfX9LLHa0umnOzT
2034,She Will Be Loved,Maroon 5,23,2004,4llK75pXNWZz6KAho2Gp16
2035,Are You Gonna Be My Girl,Jet,23,2004,305WCRhhS10XUcH6AEwZk6
2036,One Thing,Finger Eleven,23,2004,2BepFzUWfczDk68DXj10w3
2037,Hotel,Cassidy Featuring R. Kelly,22,2004,4hHXhCRSnOKd6nMGaivmD0
2038,On The Way Down,Ryan Cabrera,22,2004,1GwVi2ceNb8dMFA3DZGnnY
2039,Naughty Girl,Beyonce,22,2004,0YGQ3hZcRLC5YX7o0hdmHg
2040,100 Years,Five For Fighting,22,2004,2lFlveK1y13WWp3vnQtrr3
2041,My Happy Ending,Avril Lavigne,22,2004,6sqNctd7MlJoKDOxPVCAvU
2042,With You,Jessica Simpson,22,2004,7pNJ1T9TGbVbNHKaLhhPri
2043,Cold,Crossfade,21,2004,6ZxrUCaynLgKSUudACOTwj
2044,Splash Waterfalls,Ludacris,21,2004,2T8hXV9LUZMDBKR5RALGEa
2045,Roses,OutKast,21,2004,6bUNEbXT7HovLW6BgPCBsb
2046,Hey Ya!,OutKast,21,2004,2PpruBYCo4H7WOBJ7Q2EwM
2047,Pieces Of Me,Ashlee Simpson,21,2004,7yXibbAYi4to5oQTeO738f
2048,Love's Divine,Seal,20,2004,7AfzCKD11wbtbAie4IXD2A
2049,Got It Twisted,Mobb Deep,20,2004,2nzFiCB8YoXf24MAM1qDmU
2050,Megalomaniac,Incubus,20,2004,1rSo624QuuCteNxAzsU3SV
2051,Just Like You,Three Days Grace,20,2004,0CA3RxBx2xSQXPfpmUBK1v
2052,Mayberry,Rascal Flatts,20,2004,04rZkq3ihHmGNfKPgBiTX1
2053,Sorry 2004,Ruben Studdard,20,2004,2u34ZVPVlr7hfN7vDr1512
2054,Love Song,311,20,2004,3mtukCAgd0mE260QcBfXAX
2055,Let's Be Us Again,Lonestar,20,2004,4WCHdzWUJzDUIBc22phJux
2056,Game Over (Flip),Lil' Flip,20,2004,79lmvU7Qmc8QpXilbSk37z
2057,Let's Get It Started,The Black Eyed Peas,20,2004,4hfIVhq0F0zFUcrbecsYmo
2058,Float On,Modest Mouse,20,2004,2lwwrWVKdf3LR9lbbhnr6R
2059,Letters From Home,John Michael Montgomery,20,2004,15cGdiAHmezm0P04jVAjMo
2060,Rubber Band Man,T.I.,20,2004,5Rkbnhwkb6oiqq1HQcXirN
2061,Headsprung,LL Cool J,20,2004,1GIN41bLhiKeEPeC2vXH8i
2062,Happy People,R. Kelly,20,2004,266hoXlxTshUk4XsNQK5to
2063,On Fire,Lloyd Banks,20,2004,0B2ZuTLZnWQ6gz8RlNwBu1
2064,If You Ever Stop Loving Me,Montgomery Gentry,20,2004,7zywdG4ysfC5XNBzjQAo2o
2065,Redneck Woman,Gretchen Wilson,20,2004,26bL4gSULWDgdIMX0pRFrG
2066,I Miss You,Blink-182,20,2004,1oTo3ijRbaDAtrjJrGAPSw
2067,Hey Mama,The Black Eyed Peas,20,2004,3KDCYRQl4O681lkYI2sCqE
2068,I Like That,"Houston Featuring Chingy, Nate Dogg & I-20",20,2004,4MMqj7HaLL8BphbBZnlsdq
2069,I Hate Everything,George Strait,20,2004,6r4LyNgkR7DmwgKj8Hbe6r
2070,Overnight Celebrity,Twista,20,2004,2tOZtdbkAMQASWokLvSlzj
2071,I Go Back,Kenny Chesney,20,2004,57I7CUbXo4XlWuTVB8pXW6
2072,My Place,Nelly Featuring Jaheim,20,2004,1NAyvpW70a9lxY0YlLWFV4
2073,No Problem,Lil Scrappy,20,2004,4X0gLfG9AtY5Kja1Ejbz51
2074,One Call Away,Chingy Featuring J. Weav,20,2004,0UNTBB02C1aB55Fu4H63qd
2075,Ocean Avenue,Yellowcard,20,2004,23oxJmDc1V9uLUSmN2LIvx
2076,Slither,Velvet Revolver,20,2004,7kF1iPJTj3VFJX9XokQ80F
2077,Live Like You Were Dying,Tim McGraw,20,2004,7B1QliUMZv7gSTUGAfMRRD
2078,Breaking The Habit,Linkin Park,20,2004,6n8TMVyFKoUmDc4apxceRD
2079,Accidentally In Love,Counting Crows,20,2004,4ccM2xBxicGigjLqt6A0YY
2080,Days Go By,Keith Urban,20,2004,2jwaErbghhcia4JqUYWz3g
2081,Suds In The Bucket,Sara Evans,20,2004,6NhpIdjYoufuNNlBsgOztc
2082,Don't Take Your Love Away,Avant,20,2004,5rI62NPoTQ1qxvqbgUy2sN
2083,Sweet Southern Comfort,Buddy Jewell,20,2004,0tuEEuDijBNJxcLSIrMNsU
2084,Why?,Jadakiss Featuring Anthony Hamilton,20,2004,58LflM1owDAzQkYIL7ayCX
2085,Don't Tell Me,Avril Lavigne,20,2004,0dEQaNYfp5G7Sflek2Qnde
2086,Still In Love,Teena Marie Featuring Baby,20,2004,6OGTrkbMrBdeIyOK4tjHSm
2087,All Falls Down,Kanye West Featuring Syleena Johnson,20,2004,5SkRLpaGtvYPhw02vZhQQ9
2088,Toxic,Britney Spears,20,2004,6I9VzXrHxO9rA9A5euc8Ak
2089,8th World Wonder,Kimberley Locke,20,2004,7oGIRgJMViLFRzGHyhF9bI
2090,Culo,Pitbull Featuring Lil Jon,20,2004,4tAru66VGVLWYjg90UV4vJ
2091,Whiskey Girl,Toby Keith,20,2004,2CaxgnHBHuiOYIGIyvMbCl
2092,When The Sun Goes Down,Kenny Chesney & Uncle Kracker,20,2004,5vLonpxn4VN0A8GtQOBSG0
2093,Southside,Lloyd Featuring Ashanti,20,2004,7lurcq2Yw96B1K0KOJAHxg
2094,You'll Think Of Me,Keith Urban,20,2004,68Iw932AjRCDEPLIzpmOtF
2095,Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,20,2004,6QVDBajBKQAz7RSS66k4vF
2096,Cold Hard Bitch,Jet,20,2004,5u6fnmRO5V0PTl5M2Eekeu
2097,U Should've Known Better,Monica,20,2004,0EQuu6hyNACWI7LT7N5pRv
2098,American Soldier,Toby Keith,19,2004,0oVWPlnK5eAqnJCVB0FvpP
2099,It's My Life,No Doubt,19,2004,44u52jALuPgpczTbZuRWHM
2100,Unwell,matchbox twenty,41,2003,6Bm6qUCSatPAqkQllFL7oA
2101,Beautiful,Christina Aguilera,41,2003,3TCauNPqFiniaYHBvEVoHG
2102,When I'm Gone,3 Doors Down,39,2003,3WbphvawbMZ8FyqDxYGdSQ
2103,Breathe,Telepopmusik,37,2003,0uKrhHBDUQ4w5fv4qwOubP
2104,Headstrong,Trapt,36,2003,1AEYT6VxrxXPMoQUxsY0E4
2105,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,35,2003,0r2Bul2NuCViraT2zX1l5j
2106,Drift Away,Uncle Kracker Featuring Dobie Gray,35,2003,0RFgvrhkf9FiDRLA0BhzpZ
2107,Ignition,R. Kelly,34,2003,5dNfHmqgr128gMY2tc5CeJ
2108,Right Thurr,Chingy,33,2003,0l3GEbH3CviUytD6iX4wzg
2109,Get Busy,Sean Paul,32,2003,6bK9BH9Ts8Gj5JFvnQkzak
2110,Bring Me To Life,Evanescence Featuring Paul McCoy,32,2003,0COqiPhxzoWICwFCS4eZcp
2111,No Letting Go,Wayne Wonder,31,2003,5dWfl2PBpKHpBVdz95wxK1
2112,In Da Club,50 Cent,30,2003,4RY96Asd9IefaL3X4LOLZ8
2113,Picture,Kid Rock Featuring Sheryl Crow,29,2003,69j0KoPJuwpnbGWrfn7Yll
2114,Hell Yeah,Ginuwine Featuring Baby,29,2003,1p149YJfXkHkSzYp4UZUxV
2115,Calling All Angels,Train,29,2003,0E29BKKGCJHcb7b9oIWgGB
2116,The Remedy (I Won't Worry),Jason Mraz,28,2003,4tK4ARuilOrBzwVQK73E0Y
2117,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",27,2003,4TJduXYW1Pg96EDNnfiwxJ
2118,Crazy In Love,Beyonce Featuring Jay Z,27,2003,5IVuqXILoxVWvWEPm82Jxr
2119,Into You,Fabolous Featuring Tamia Or Ashanti,26,2003,1Jm1I3APcmVz3MqPr5vfTx
2120,Miss You,Aaliyah,25,2003,1OKwog5Da5Zli6SJSaUjpt
2121,How You Gonna Act Like That,Tyrese,25,2003,3OUApyz3jDB3syGUNGqB1d
2122,P.I.M.P.,50 Cent,25,2003,2D1hlMwWWXpkc3CZJ5U351
2123,Where Is The Love?,The Black Eyed Peas,25,2003,0xmjwnQ3FNE6HuWCt2nHdZ
2124,Magic Stick,Lil' Kim Featuring 50 Cent,24,2003,0aULRU35N9kTj6O1xMULRR
2125,The Game Of Love,Santana Featuring Michelle Branch,24,2003,41IShViF79gmulEkIHAjcb
2126,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,24,2003,0YImOCkIJ2PWhCXaURCZnY
2127,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,23,2003,6lrRIfQDcikJ5y5DtyZPuJ
2128,I'm With You,Avril Lavigne,23,2003,1jlG3KJ3gdYmhfuySFfpO1
2129,Frontin',Pharrell Featuring Jay-Z,23,2003,0iFOG4Ki9aDmJUYUFHQlPG
2130,21 Questions,50 Cent Featuring Nate Dogg,23,2003,41bIQPBE1lFN0mmw6Lmssz
2131,Forever And For Always,Shania Twain,23,2003,5eQtR62IZ8P8qZM2pSD9Ip
2132,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,23,2003,0sNKiz82ATCvT3f3XVVUUj
2133,Clocks,Coldplay,22,2003,0BCPKOYdS2jbQ8iyB56Zns
2134,So Far Away,Staind,22,2003,6FOpPA0a80RuBqqgDozvja
2135,My Front Porch Looking In,Lonestar,22,2003,2CVJECHIdpe8otFH0XFI4F
2136,So Gone,Monica,22,2003,6BIcjFZIVDZxNAcofRFPx4
2137,Rock Your Body,Justin Timberlake,22,2003,1AWQoqb9bSvzTjaLralEkT
2138,Rock Wit U (Awww Baby),Ashanti,21,2003,6pWzCKTrKrwbUPzY8RLCoP
2139,Damn!,YoungBloodZ Featuring Lil Jon,21,2003,5TpaWJKnuyA4MjzAbFXSTQ
2140,Like A Pimp,David Banner Featuring Lil' Flip,20,2003,0DW5anNzTO7h0OlKqFsVQ6
2141,Times Like These,Foo Fighters,20,2003,67vYdAAM3oGsEImCRfbtsF
2142,Seven Nation Army,The White Stripes,20,2003,3dPQuX8Gs42Y7b454ybpMR
2143,Dance With My Father,Luther Vandross,20,2003,7snmvZMLdGGk3l9PcvoYSM
2144,Speed,Montgomery Gentry,20,2003,1zUQcIZZK3QpJKeBNbS9wk
2145,Three Wooden Crosses,Randy Travis,20,2003,0riGx0wA6jMQsFmgdOUgcH
2146,Thoia Thoing,R. Kelly,20,2003,5uj2AfrbHQREGXVxhqhvyU
2147,This One's For The Girls,Martina McBride,20,2003,01CnYyPXMFRzOFVQBU8WMb
2148,I Can,Nas,20,2003,0DcrhZ12WcCqruCs8ibXSf
2149,Somewhere I Belong,Linkin Park,20,2003,3agtg0x11wPvLIWkYR39nZ
2150,Don't Wanna Try,Frankie J,20,2003,1XE1UGRpvvkaFEeqe1OJpw
2151,That'd Be Alright,Alan Jackson,20,2003,5S5TBPy2x24wXbkzpjHdIg
2152,Show Me How To Live,Audioslave,20,2003,1Qdnvn4XlmZANCVy3XjrQo
2153,She's My Kind Of Rain,Tim McGraw,20,2003,599y8O5L7DicaGwm1KUdrX
2154,Fighter,Christina Aguilera,20,2003,7nXq1vaZiz7PdbfojpPjW5
2155,I Wish I Wasn't,Heather Headley,20,2003,4xVTo97ZBwlT8ai9Wj8zw4
2156,If You're Not The One,Daniel Bedingfield,20,2003,4gJoAvFpDvaeqm2EKYGmhb
2157,Stupid Girl,Cold,20,2003,40u9RFyKQfXwpPjFzK1bGO
2158,Like Glue,Sean Paul,20,2003,56m8Wv3qRBfwLuO08GtfHs
2159,The Jump Off,Lil' Kim Featuring Mr. Cheeks,20,2003,6UZS3KgNc0NF13bbtQTzD6
2160,Have You Forgotten?,Darryl Worley,20,2003,5JWuz7zukN8z9JLNm29U5K
2161,In Those Jeans,Ginuwine,20,2003,5ojJNnX5ND2gMGojPd3NiO
2162,Stay Gone,Jimmy Wayne,20,2003,2HEMdZPNfOLF9W3LeE7dkC
2163,So Yesterday,Hilary Duff,20,2003,0J1Wfjo9H3R62yaCuuNDZX
2164,Intuition,Jewel,20,2003,1DQEvkPTtRJ4E0Lmk6sfIc
2165,Faint,Linkin Park,20,2003,4Yf5bqU3NK4kNOypcrLYwU
2166,It's Five O'Clock Somewhere,Alan Jackson & Jimmy Buffett,20,2003,7KysI43rsjlhjTeWO6ePUq
2167,Help Pour Out The Rain (Lacey's Song),Buddy Jewell,20,2003,4xWIqUIlfrusaaygS9RQsR
2168,Still Ballin,2Pac Featuring Trick Daddy,20,2003,6CMidyjegRGsM2NyEmbuoT
2169,Like A Stone,Audioslave,20,2003,3YuaBvuZqcwN3CEAyyoaei
2170,I Believe,Diamond Rio,20,2003,6lZyMZGbnDusKNgBn3P252
2171,What Would You Do?,The Isley Brothers Featuring Ronald Isley,20,2003,7tVibpFBMdBkbMoGj8Icmp
2172,Send The Pain Below,Chevelle,20,2003,6dRAAG4sB71NAtVCHJep7s
2173,What A Beautiful Day,Chris Cagle,20,2003,2I4wcoJP7bT7PceIag67rn
2174,My Love Is Like... Wo,Mya,20,2003,3Gamc2D6VSlXpUcmhPUFYt
2175,Big Yellow Taxi,Counting Crows Featuring Vanessa Carlton,20,2003,4O4dhPrjcw7GSLNafNydmb
2176,Big Star,Kenny Chesney,20,2003,6BJOQ94yeGXYwuR6X9QO1N
2177,Man To Man,Gary Allan,20,2003,0YmlrCG5yGehEJgVycbG9g
2178,Beer For My Horses,Toby Keith Duet With Willie Nelson,20,2003,7E2DqvnVtbIrFrL5X6YH9Q
2179,What Was I Thinkin',Dierks Bentley,20,2003,0r8iDf65NHgFgZOGLwj5r8
2180,Baby Boy,Beyonce Featuring Sean Paul,20,2003,4WY3HyGXsWqjFRCVD6gnTe
2181,Brokenheartsville,Joe Nichols,20,2003,0WB48shl2wAH4KqyQkQ8nJ
2182,All I Have,Jennifer Lopez Featuring LL Cool J,20,2003,3kgutGd839IOYRl6ekeq6V
2183,Are You Happy Now?,Michelle Branch,20,2003,5B7XIcS5T76NJZFOHX30Io
2184,Angel,Amanda Perez,20,2003,7DSfv2r0Km90N97qlRTxou
2185,Miss Independent,Kelly Clarkson,20,2003,2CZi8d774dBB0wiuWMIpr8
2186,All The Things She Said,t.A.T.u.,20,2003,4bJygwUKrRgq1stlNXcgMg
2187,Who Wouldn't Wanna Be Me,Keith Urban,20,2003,7MtZJEuIZ6GEKGSN7ttTkX
2188,Amazing,Josh Kelley,20,2003,3fbKJNrsPJwye98LTGm4Ok
2189,Real Good Man,Tim McGraw,20,2003,4ns2xaym21aBOOUN1vaBPJ
2190,"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee,20,2003,7z8aFQ2vr0fbdkuWBH3e6V
2191,Celebrity,Brad Paisley,20,2003,1Jmkm1iiVn6cxiKRaOlqOW
2192,Your Body Is A Wonderland,John Mayer,20,2003,7vFv0yFGMJW3qVXbAd9BK9
2193,"No Shoes, No Shirt, No Problems",Kenny Chesney,20,2003,208bYsadJ56km31IENM2qS
2194,Come Over,Aaliyah,20,2003,0euzSf4g3WC9Djm4SpBZXe
2195,Say Yes,Floetry,20,2003,2fE4MbwX3QGMzNaMjGVhtw
2196,4 Ever,Lil' Mo Featuring Fabolous,20,2003,64IrqnZBUoCFmF8BXGOHnK
2197,Love You Out Loud,Rascal Flatts,20,2003,2WsWOqZk5YKJD1WTGKihRp
2198,"Can't Stop, Won't Stop",Young Gunz,20,2003,1kgDlypHy9hCvCxeoCtd7X
2199,Never Scared,Bone Crusher Featuring Killer Mike & T.I.,20,2003,4kmIO0yPq92dXtKCL28RfC
2200,Hero,Enrique Iglesias,42,2002,24Gxm7Eh7tO83E26LG0CsY
2201,A Thousand Miles,Vanessa Carlton,41,2002,4w1lzcaoZ1IC2K5TwjalRP
2202,Wherever You Will Go,The Calling,37,2002,5QpaGzWp0hwB5faV8dkbAz
2203,Blurry,Puddle Of Mudd,36,2002,6lSr3iZTC144PKhvbPFzMp
2204,Gimme The Light,Sean Paul,35,2002,5WavgurgGX48eZv1q1E3on
2205,Wasting My Time,Default,35,2002,5dpAN1mjFPL38kh9kWsCiw
2206,The Middle,Jimmy Eat World,33,2002,6GG73Jik4jUlQCkKg9JuGO
2207,Foolish,Ashanti,32,2002,6zMUIb4uce1CzpbjR3vMdN
2208,How You Remind Me,Nickelback,32,2002,0gmbgwZ8iqyMPmXefof8Yf
2209,Complicated,Avril Lavigne,31,2002,5xEM5hIgJ1jjgcEBfpkt2F
2210,One Last Breath,Creed,30,2002,42T2QQv3xgBlpQxaSP7lnK
2211,Soak Up The Sun,Sheryl Crow,29,2002,215JYyyUnrJ98NK3KEwu6d
2212,In The End,Linkin Park,29,2002,60a0Rd6pjrkxjPbaKzXjfq
2213,What's Luv?,Fat Joe Featuring Ashanti,28,2002,2mKouqwAIdQnMP43zxR89r
2214,All You Wanted,Michelle Branch,28,2002,0kr6d8wHDQPlzuET33NVn6
2215,Heaven,DJ Sammy & Yanou Featuring Do,27,2002,0KT6DLAELYSbgfUemzwGPX
2216,I Need A Girl (Part Two),"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri",26,2002,6Wt5QBzHp9vdSLAFlvdnDQ
2217,U Don't Have To Call,Usher,26,2002,5PCJldueshnwqQVjS16543
2218,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,26,2002,5ahFyKndeg1hqfmNumL3WF
2219,If I Could Go!,Angie Martinez Featuring Lil' Mo & Sacario,26,2002,1PB6gllaq5kUUSpb5jzWjn
2220,Hot In Herre,Nelly,26,2002,04KTF78FFg8sOHC1BADqbY
2221,halfcrazy,Musiq,25,2002,3oXNIpoUMdk8qGkwCeXqGv
2222,Dilemma,Nelly Featuring Kelly Rowland,25,2002,0ARK753YaiJbpLUk7z5yIM
2223,More Than A Woman,Aaliyah,24,2002,2Zh6XtOWdtcY6GdosPU9bF
2224,No Such Thing,John Mayer,24,2002,6Vecwo7AHst9V2CE3kmwr0
2225,Nothin',N.O.R.E.,24,2002,5ZKVNTG7yu7gbX4vryqS2X
2226,Still Fly,Big Tymers,24,2002,563vSy3HB5NHxel1VGQCW6
2227,Move B***h,Ludacris Featuring Mystikal & Infamous 2.0,23,2002,1zpGdUbIFEDJIQuGrsSrA0
2228,Happy,Ashanti,23,2002,6CbcdeTQKj0qTaZTt0xkdk
2229,I'm Gonna Be Alright,Jennifer Lopez Featuring Nas,23,2002,2UbFyKS0gTj9NcGLO4NpyZ
2230,Po' Folks,Nappy Roots Featuring Anthony Hamilton,23,2002,22F01qwlQDpxjPN8UQFz8n
2231,I Need A Girl (Part One),P. Diddy Featuring Usher & Loon,23,2002,6Wt5QBzHp9vdSLAFlvdnDQ
2232,Gangsta Lovin',Eve Featuring Alicia Keys,22,2002,0WgLpgUdThEpA5L5K0SKq7
2233,Baby,Ashanti,22,2002,6cZPfzVtkicrA3CyjqYKhu
2234,Uh Huh,B2K,22,2002,2nBY2iQvxOIXrdlJvg7ZPo
2235,Just A Friend 2002,Mario,21,2002,2cxbxpHrND6i4uvUGVvC9J
2236,Oh Boy,Cam'Ron Featuring Juelz Santana,21,2002,4X1odWLrLSSahaK6Hi15AA
2237,The Impossible,Joe Nichols,21,2002,5vyVckEUyIogu3Fq7J3lBR
2238,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,21,2002,39YovPslPCXbFYhlYjsZ2Y
2239,Don't Let Me Get Me,P!nk,21,2002,1BfRdnfPYrni7zj4ANodBX
2240,Gotta Get Thru This,Daniel Bedingfield,21,2002,747tpec1a0Hfqvj2za1pBs
2241,I Love You,Faith Evans,21,2002,6gsmFgUiSTuinJlScwFODv
2242,Too Bad,Nickelback,20,2002,2cCWbBmadLbKvr9xddC79R
2243,Two Wrongs,Wyclef Jean Featuring Claudette Ortiz,20,2002,632GESqggMN84rS3sRXy0K
2244,Escape,Enrique Iglesias,20,2002,6KRi6CBUitENJB4HQbSVSD
2245,Feels Good (Don't Worry Bout A Thing),Naughty By Nature Featuring 3LW,20,2002,3uh7YcFzAWHGg7spVzPfqP
2246,Girlfriend,'N Sync Featuring Nelly,20,2002,6u5flhVFxKZrl9AApvf2SL
2247,Unbroken,Tim McGraw,20,2002,5m6q6Y7WNJj3Jn3MhKzTSl
2248,Give It To Her,Tanto Metro & Devonte,20,2002,00FU5uypELwgQuM9IbFC6G
2249,Full Moon,Brandy,20,2002,0pLmfgIANOX9FB9uZDU43x
2250,The One,Gary Allan,20,2002,3bshjjlr63HkgFFxdA8mvg
2251,The Good Stuff,Kenny Chesney,20,2002,1sR3kJi14jA8Gau3a0yXAo
2252,Drive (For Daddy Gene),Alan Jackson,20,2002,1FV374EPG5CrjdIbIMLkcv
2253,Good Times,Styles,20,2002,7cFpB4ozcSwXuhqjvNbrbP
2254,For You,Staind,20,2002,464HG7mt7NNKtKY0Hco8Y8
