index,rank,title,artist,count,year,id,duration,loudness,tempo,time_signature,key
195,95,Trance,"Metro Boomin, Travis Scott & Young Thug",17,2023,5wG3HvLhF6Y5KTGlK0IW3J,194.78667,-7.524,119.476,4.0,1.0
196,96,Bad Idea Right?,Olivia Rodrigo,17,2023,3IX0yuEVvDbnqUwMBB3ouC,184.78372,-3.545,129.981,4.0,9.0
197,97,Hey Driver,Zach Bryan Featuring The War And Treaty,17,2023,4pCbJC43j3gSqG6Fen6upD,227.46667,-5.836,79.014,4.0,0.0
198,98,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,17,2023,4KULAymBBJcPRpk1yO4dOG,227.19592,-7.746,77.639,4.0,0.0
199,99,Used To Be Young,Miley Cyrus,17,2023,41WQUSINanQHfhfKpFDsms,191.18576,-3.834,147.029,4.0,4.0
200,0,Big Energy,Latto,43,2022,6Zu3aw7FfjAF9WA0fA81Oq,173.18236,-3.838,106.017,4.0,11.0
201,1,Heat Waves,Glass Animals,43,2022,3USxtqRwSYz57Ewm6wWRMp,238.80508,-6.9,80.87,4.0,11.0
202,2,Stay,The Kid LAROI & Justin Bieber,40,2022,567e29TDzLwZwfDuEpGTwo,141.80576,-5.484,169.928,4.0,1.0
203,3,Ghost,Justin Bieber,40,2022,6I3mqTwhRpn34SLVafSH7G,153.19011,-5.569,153.96,4.0,2.0
204,4,Shivers,Ed Sheeran,38,2022,50nfwKoDiSYg8zOCREWAm5,207.85333,-2.724,141.02,4.0,2.0
205,5,As It Was,Harry Styles,38,2022,4Dvkj6JhhA12EX05fT7y2e,167.30318,-5.338,173.93,4.0,6.0
206,6,Wasted On You,Morgan Wallen,37,2022,3cBsEDNhFI9E82vPj3kvi3,178.52,-5.24,196.0,3.0,11.0
207,7,Cold Heart (PNAU Remix),Elton John & Dua Lipa,37,2022,7rglLriMNBPAyuJOMGwi39,202.73546,-6.32,116.032,4.0,1.0
208,8,Super Gremlin,Kodak Black,36,2022,1Y5Jvi3eLi4Chwqch9GMem,200.54794,-6.634,72.993,4.0,2.0
209,9,Something In The Orange,Zach Bryan,35,2022,3WMj8moIAXJhHsyLaqIIHI,228.01329,-12.151,175.212,3.0,4.0
210,10,About Damn Time,Lizzo,33,2022,6HMtHNpW6YPi1hrw9tgF8P,191.93777,-6.305,108.965,4.0,10.0
211,11,Fall In Love,Bailey Zimmerman,32,2022,0rCFRyEy4WXjRXNpO80Dzs,232.05882,-6.055,135.962,4.0,9.0
212,12,Numb Little Bug,Em Beihold,32,2022,1KQc37jezhunxnOPhvdwSG,169.2376,-6.892,84.974,4.0,8.0
213,13,Enemy,Imagine Dragons X JID,32,2022,3CIyK1V4JEJkg02E4EJnDl,173.38123,-4.424,77.011,4.0,11.0
214,14,Wait For U,Future Featuring Drake & Tems,32,2022,59nOXPmaKlBfGMDeOVGrIK,189.89333,-4.474,83.389,4.0,1.0
215,15,Woman,Doja Cat,32,2022,6Uj1ctrBOjOas8xZXGqKk4,172.62666,-4.175,107.998,4.0,5.0
216,16,You Proof,Morgan Wallen,32,2022,5W4kiM2cUYBJXKRudNyxjW,157.47787,-5.068,119.706,4.0,9.0
217,17,Thats What I Want,Lil Nas X,32,2022,0e8nrvls4Qqv5Rfa2UhqmO,143.90112,-4.51,87.981,4.0,1.0
218,18,Bad Habits,Ed Sheeran,31,2022,3rmo8F54jFF8OgYsqTxm5d,230.74667,-3.745,126.011,4.0,11.0
219,19,She Likes It,Russell Dickerson & Jake Scott,30,2022,4uJDDG8vXJ6fZHtTfrPfMX,163.3112,-11.689,126.877,4.0,4.0
220,20,Titi Me Pregunto,Bad Bunny,30,2022,1IHWl5LamUGEuP4ozKQSXZ,243.71664,-5.198,106.672,4.0,5.0
221,21,Rock And A Hard Place,Bailey Zimmerman,28,2022,1TE8AAk9koG0UJco6ZAUfx,207.54095,-7.3,121.991,3.0,1.0
222,22,In A Minute,Lil Baby,28,2022,31lopd32BkJBTSgYE16c5e,200.47057,-5.99,78.75,1.0,4.0
223,23,First Class,Jack Harlow,28,2022,0wHFktze2PHC5jDt3B17DC,173.94798,-5.902,107.005,4.0,5.0
224,24,She Had Me At Heads Carolina,Cole Swindell,27,2022,200x8ONbPfFzByUr3fVz46,206.10667,-3.449,134.944,4.0,8.0
225,25,I Like You (A Happier Song),Post Malone Featuring Doja Cat,27,2022,0O6u0VJ46W86TxN9wgyqDj,192.84073,-6.009,100.964,4.0,5.0
226,26,Whiskey On You,Nate Smith,27,2022,0unNLQbn2xlm2nPcB1pdjS,183.78667,-5.196,110.025,4.0,8.0
227,27,Sunroof,Nicky Youre & dazy,27,2022,5YqEzk3C5c3UZ1D5fJUlXA,163.02571,-5.11,131.443,4.0,10.0
228,28,Flower Shops,ERNEST Featuring Morgan Wallen,26,2022,1DbZAffh8GGwW41Q3AU8iC,214.40549,-5.908,128.062,3.0,7.0
229,29,Me Porto Bonito,Bad Bunny & Chencho Corleone,26,2022,6Sq7ltF9Qa7SNFBsV5Cogx,178.56744,-5.105,92.005,4.0,1.0
230,30,'Til You Can't,Cody Johnson,26,2022,4k3lPl8YTKuY8c1HelVnm3,224.21333,-4.865,160.087,4.0,1.0
231,31,Vegas,Doja Cat,26,2022,0hquQWY3xvYqN4qtiquniF,182.90668,-7.574,159.969,4.0,8.0
232,32,Son Of A Sinner,Jelly Roll,25,2022,6ngGiVX91DRmGDH4G5EgeO,232.09332,-7.489,86.041,4.0,7.0
233,33,Circles Around This Town,Maren Morris,25,2022,13G5xv1wUKvJYbK0wYmioN,195.76,-4.986,149.9,4.0,4.0
234,34,Until I Found You,Stephen Sanchez,25,2022,6VhuP99TE6gYNQRJIlAWFD,176.66667,-6.097,202.466,3.0,10.0
235,35,Bad Habit,Steve Lacy,25,2022,4k6Uh1HXdhtusDW5y8Gbvy,232.06667,-7.093,168.946,4.0,1.0
236,36,I Ain't Worried,OneRepublic,25,2022,0oF9jpn0n8afMpbHKgRd6J,148.48586,-5.93,140.003,4.0,0.0
237,37,Get Into It (Yuh),Doja Cat,24,2022,0W6I02J9xcqK8MtSeosEXb,138.29333,-6.029,91.942,4.0,8.0
238,38,Late Night Talking,Harry Styles,24,2022,1qEmFfgcLObUfQm0j1W2CK,177.9547,-4.595,114.996,4.0,10.0
239,39,AA,Walker Hayes,24,2022,6aIrXGmaFqPafbYgxbMUsj,189.56,-5.858,104.03,4.0,4.0
240,40,Boyfriend,Dove Cameron,24,2022,59CfNbkERJ3NoTXDvoURjj,153.0,-6.543,179.773,3.0,7.0
241,41,Jimmy Cooks,Drake Featuring 21 Savage,24,2022,3F5CgOj3wFlRv51JsHbxhe,218.36462,-4.711,165.921,4.0,0.0
242,42,The Kind Of Love We Make,Luke Combs,23,2022,48UKTR66uUOT9LaUvooTNx,224.42667,-4.13,102.025,4.0,1.0
243,43,Moscow Mule,Bad Bunny,23,2022,6Xom58OOXk2SoU711L2IXO,245.93996,-5.453,99.968,4.0,5.0
244,44,5 Foot 9,Tyler Hubbard,22,2022,0U4iRayct65wsaBMQGiLbg,189.77333,-5.576,105.997,4.0,5.0
245,45,Efecto,Bad Bunny,22,2022,5Eax0qFko2dh7Rl2lYs3bx,213.06122,-8.797,98.047,4.0,7.0
246,46,Free Mind,Tems,21,2022,2mzM4Y0Rnx2BDZqRnhQ5Q6,247.57896,-7.478,125.15,5.0,6.0
247,47,Provenza,Karol G,21,2022,3HqcNJdZ2seoGxhn0wVNDK,207.62666,-7.912,111.029,4.0,1.0
248,48,Party,Bad Bunny & Rauw Alejandro,21,2022,4tYFy8ALRjIZvnvSLw5lxN,227.62889,-5.389,97.013,4.0,9.0
249,49,Sweetest Pie,Megan Thee Stallion & Dua Lipa,21,2022,3JXF3LsUjyDIHjuwhXxdjo,201.33401,-7.187,123.972,4.0,7.0
250,50,Easy On Me,Adele,21,2022,46IZ0fSY2mpAiktS3KOqds,224.69478,-7.519,141.981,4.0,5.0
251,51,Doin' This,Luke Combs,21,2022,6TpyujRefwsflWFXbmjVpj,254.17332,-5.878,115.01,4.0,1.0
252,52,Die For You,The Weeknd,21,2022,2LBqCSwhJGcFQeTHMVGwy3,260.25333,-7.163,133.629,4.0,1.0
253,53,One Right Now,Post Malone & The Weeknd,21,2022,00Blm7zeNqgYLPtW6zg8cj,193.50667,-4.806,97.014,4.0,1.0
254,54,Need To Know,Doja Cat,21,2022,3Vi5XqYrmQgOYBajMWSvCi,210.56,-6.509,130.041,4.0,1.0
255,55,Industry Baby,Lil Nas X & Jack Harlow,21,2022,27NovPIUIRrOZoCHxABJwK,212.0,-7.409,149.995,4.0,3.0
256,56,abcdefu,GAYLE,21,2022,4fouWK6XVHhzl78KzQ1UjL,168.60172,-5.692,121.932,4.0,4.0
257,57,Glimpse Of Us,Joji,20,2022,6xGruZOHLs39ZbVccQTuPZ,233.45619,-9.258,169.914,3.0,8.0
258,58,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",20,2022,52xJxFP6TqMuO4Yt0eOkMz,216.12,-8.516,205.863,4.0,0.0
259,59,Hrs And Hrs,Muni Long,20,2022,3ncmoWTwJgx63LwMTyBCXf,204.3166,-4.746,133.953,3.0,6.0
260,60,Hotel Lobby (Unc And Phew),Quavo & Takeoff,20,2022,4vVjPTApwXZwB2H3mBq3ml,142.6572,-4.377,127.984,4.0,11.0
261,61,Bones,Imagine Dragons,20,2022,54ipXppHLA8U4yqpOFTUhr,165.26482,-3.67,114.061,4.0,5.0
262,62,Bam Bam,Camila Cabello Featuring Ed Sheeran,20,2022,2DB4DdfCFMw1iaR6JaR03a,206.07053,-6.377,94.996,4.0,8.0
263,63,To The Moon!,JNR CHOI & Sam Tompkins,20,2022,5vUnjhBzRJJIAOJPde6zDx,152.13715,-11.814,144.047,4.0,2.0
264,64,Like I Love Country Music,Kane Brown,20,2022,5C9jQ8ikTOieveuORd8wlf,234.8,-6.73,124.986,4.0,8.0
265,65,All Mine,Brent Faiyaz,20,2022,3XgGQ1wjo5khvq2UImjyNF,216.06268,-8.54,141.967,4.0,9.0
266,66,23,Sam Hunt,20,2022,4PuAqZlL1tkidkuxfDlLbF,179.72018,-5.138,98.004,4.0,3.0
267,67,MAMIII,Becky G X Karol G,20,2022,7FlQk2gJ6TBrHHiidvdR2O,226.09332,-3.554,94.048,4.0,4.0
268,68,What Happened To Virgil,Lil Durk Featuring Gunna,20,2022,7ohROa13QK43JBRqfCmz4P,181.39333,-9.086,140.037,4.0,6.0
269,69,Broadway Girls,Lil Durk Featuring Morgan Wallen,20,2022,7qTaDOcld0VmBWXnkbUj45,185.6,-3.599,74.967,4.0,10.0
270,70,Thought You Should Know,Morgan Wallen,20,2022,3Qu3Zh4WTKhP9GEXo0aDnb,215.57152,-6.214,139.995,4.0,6.0
271,71,She's All I Wanna Be,Tate McRae,20,2022,7l9IqDtVWJurTvkQHq1BGh,207.12,-5.323,160.118,4.0,2.0
272,72,Wishful Drinking,Ingrid Andress With Sam Hunt,20,2022,3HGnIIdHYIbkowzLk8UHbE,194.54498,-7.317,79.018,4.0,10.0
273,73,F.N.F. (Let's Go),Hitkidd & Glorilla,20,2022,5nEUEJWFtBFdjVGeFyIOL0,137.38667,-4.159,156.985,4.0,1.0
274,74,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,20,2022,5mt882Eqx22RwFOTE01jS8,111.48385,-14.202,77.487,4.0,9.0
275,75,Tarot,Bad Bunny & Jhay Cortez,20,2022,41oY4WCTj5kccfesTVFnvN,237.89474,-3.971,114.011,4.0,11.0
276,76,Good 4 U,Olivia Rodrigo,20,2022,4ZtFanR9U6ndgddUvNcjcG,178.14667,-5.044,166.928,4.0,9.0
277,77,Running Up That Hill (A Deal With God),Kate Bush,20,2022,1PtQJZVZIdWIYdARpZRDFO,298.93332,-13.123,108.376,4.0,10.0
278,78,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,20,2022,7yRJMLG9ja0fBVVEmV6vcT,214.41615,-6.436,73.903,4.0,1.0
279,79,Trouble With A Heartbreak,Jason Aldean,20,2022,0P9c1rdCeGAkCeS425KbI5,196.02667,-4.926,135.973,4.0,5.0
280,80,If I Was A Cowboy,Miranda Lambert,20,2022,6F7UOC6fPWOkPqybOWBHSv,195.01334,-5.68,80.07,4.0,6.0
281,81,Beers On Me,"Dierks Bentley, Breland & HARDY",20,2022,19ZzEzb4BVK1wVO4brrmZz,174.68054,-4.251,146.028,4.0,4.0
282,82,Despues de La Playa,Bad Bunny,20,2022,1dm6z1fWB0cErMszU25dy2,230.4,-3.221,78.293,4.0,5.0
283,83,Pushin P,Gunna & Future Featuring Young Thug,20,2022,3XOalgusokruzA5ZBA2Qcb,136.26666,-4.572,77.502,1.0,1.0
284,84,Never Say Never,Cole Swindell / Lainey Wilson,20,2022,3iYEsBl8NBq1o1j5uY2Noe,176.14667,-4.028,140.073,4.0,0.0
285,85,Ojitos Lindos,Bad Bunny & Bomba Estereo,20,2022,3k3NWokhRRkEPhCzPmV8TW,258.29877,-5.745,79.928,4.0,3.0
286,86,Damn Strait,Scotty McCreery,20,2022,0gNrujgnSfw4LuSvd0Jbs6,230.22667,-6.15,144.022,4.0,4.0
287,87,Ghost Story,Carrie Underwood,20,2022,2FGOg7uYBfnspkPOISXTFY,181.4,-5.587,142.909,3.0,7.0
288,88,Unstoppable,Sia,20,2022,1yvMUkIOTeUNtNWlWRgANS,217.74667,-4.839,173.799,4.0,9.0
289,89,Last Night Lonely,Jon Pardi,20,2022,0k11c8vwyeNSGQex6UMa1v,182.16136,-2.842,102.987,4.0,6.0
290,90,Take My Name,Parmalee,20,2022,7g0Zfd5J6Hzx9M2fRUMuba,157.90668,-4.143,163.957,4.0,7.0
291,91,Sand In My Boots,Morgan Wallen,19,2022,0uRrG2jRR5tuifsYIJHEao,202.13333,-6.628,69.877,4.0,3.0
292,92,Puffin On Zootiez,Future,19,2022,1qMMYpVatbRITKCfq1gasi,172.93333,-5.748,124.992,4.0,8.0
293,93,Cuff It,Beyonce,19,2022,1xzi1Jcr7mEi9K2RfzLOqS,225.38884,-5.668,115.042,4.0,7.0
294,94,Last Last,Burna Boy,19,2022,57DarSfRMIVRCeDBGW0l5S,172.34232,-4.457,87.925,4.0,3.0
295,95,I Hate U,SZA,19,2022,2aJnyNu4PQxQ2lyj5boiMG,173.90668,-8.665,106.534,5.0,7.0
296,96,What My World Spins Around,Jordan Davis,19,2022,6vjZxvzdAeHp7jv3R398Xm,186.8,-6.483,124.882,4.0,2.0
297,97,Super Freaky Girl,Nicki Minaj,19,2022,2yjlYDiNiQkdxVqTlaSrlX,170.97742,-2.565,133.014,4.0,2.0
298,98,Me Or Sum,"Nardo Wick, Lil Baby & Future",19,2022,2HHLfzE7PkljuqyYU4vwmh,225.53333,-6.757,160.333,4.0,1.0
299,99,Surface Pressure,Jessica Darrow,19,2022,760jhRscwGbIIe1m1IIQpU,202.22667,-8.286,180.088,4.0,2.0
300,0,Save Your Tears,The Weeknd,50,2021,5QO79kh1waicV47BqGRL3g,215.62666,-5.487,118.049,4.0,0.0
301,1,Levitating,Dua Lipa Featuring DaBaby,49,2021,5nujrmhLynf4yMoMtj8AQF,203.06416,-3.787,102.977,4.0,6.0
302,2,Heat Waves,Glass Animals,48,2021,3USxtqRwSYz57Ewm6wWRMp,238.80508,-6.9,80.87,4.0,11.0
303,3,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),38,2021,02VBYrHfVwfEWXk5DXyf0T,242.09642,-7.964,148.088,4.0,5.0
304,4,Forever After All,Luke Combs,37,2021,6IBcOGPsniK3Pso1wHIhew,232.53333,-5.195,151.964,4.0,0.0
305,5,Kiss Me More,Doja Cat Featuring SZA,36,2021,3DarAbFujv6eYNliUTyqtz,208.66667,-3.463,110.97,4.0,8.0
306,6,Without You,The Kid LAROI,36,2021,1KMkcUvF7m3SDChDOa7i5L,161.38458,-7.357,93.005,4.0,0.0
307,7,Blinding Lights,The Weeknd,35,2021,0VjIjW4GlUZAMYd2vXMi3b,200.04,-5.94,171.001,4.0,1.0
308,8,Montero (Call Me By Your Name),Lil Nas X,34,2021,1SC5rEoYDGUK4NfG82494W,137.70432,-6.725,178.781,4.0,8.0
309,9,My Ex's Best Friend,Machine Gun Kelly X blackbear,34,2021,7kDUspsoYfLkWnZR7qwHZl,139.46068,-5.134,124.939,4.0,5.0
310,10,Mood,24kGoldn Featuring iann dior,33,2021,4jPy3l0RUwlUI9T5XHBW2m,140.53333,-3.671,91.007,4.0,7.0
311,11,Good 4 U,Olivia Rodrigo,31,2021,4ZtFanR9U6ndgddUvNcjcG,178.14667,-5.044,166.928,4.0,9.0
312,12,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,30,2021,4iJyoBOLtHqaGxP12qzhQI,198.08163,-6.181,90.03,4.0,0.0
313,13,Best Friend,Saweetie Featuring Doja Cat,30,2021,20BOju91NaEFK5Py4VJ2pp,155.88385,-4.12,94.018,4.0,4.0
314,14,One Too Many,Keith Urban Duet With P!nk,30,2021,5NUXE8W12lWcUXgJRCjeEw,203.89333,-6.504,82.959,4.0,4.0
315,15,Deja Vu,Olivia Rodrigo,29,2021,6HU7h9RYOaPRFeh0R3UeAr,215.50667,-7.222,180.917,4.0,2.0
316,16,Glad You Exist,Dan + Shay,29,2021,3oV2RVOmwdWdf9BmGS4Oad,144.76,-8.035,103.96,4.0,11.0
317,17,Heartbreak Anniversary,Giveon,29,2021,3FAJ6O0NOHQV8Mc5Ri6ENp,198.37099,-8.964,89.087,3.0,0.0
318,18,Chasing After You,Ryan Hurd With Maren Morris,29,2021,3MkXV52jXtsG4pvKp4cGE8,207.66667,-6.358,131.933,4.0,4.0
319,19,Wockesha,Moneybagg Yo,28,2021,0nqhKXDjsyBMvbeWmgijD0,180.9302,-9.229,82.103,4.0,0.0
320,20,Drivers License,Olivia Rodrigo,28,2021,5wANPM4fQCJwkGd4rN57mH,242.01334,-8.81,143.875,4.0,10.0
321,21,Astronaut In The Ocean,Masked Wolf,28,2021,3Ofmpyhv5UAQ70mENzB277,132.78036,-6.865,149.996,4.0,4.0
322,22,Need To Know,Doja Cat,27,2021,3Vi5XqYrmQgOYBajMWSvCi,210.56,-6.509,130.041,4.0,1.0
323,23,What You Know Bout Love,Pop Smoke,27,2021,1tkg4EHVoqnhR6iFEXb60y,160.0,-8.493,83.995,4.0,10.0
324,24,Fancy Like,Walker Hayes,26,2021,58UKC45GPNTflCN6nwCUeF,161.85333,-6.459,79.994,4.0,1.0
325,25,You Right,Doja Cat & The Weeknd,25,2021,0k4d5YPDr1r7FX77VdqWez,186.17332,-6.414,128.986,4.0,8.0
326,26,Traitor,Olivia Rodrigo,25,2021,5CZ40GBx1sQ9agT82CLQCT,229.22667,-7.885,100.607,4.0,3.0
327,27,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,25,2021,5zFglKYiknIxks8geR8rcL,227.39516,-5.483,99.048,4.0,10.0
328,28,Telepatia,Kali Uchis,25,2021,6tDDoYIxWvMLTdKpjFkc1B,160.19147,-9.016,83.97,4.0,11.0
329,29,Bad Habits,Ed Sheeran,25,2021,3rmo8F54jFF8OgYsqTxm5d,230.74667,-3.745,126.011,4.0,11.0
330,30,Essence,Wizkid Featuring Tems,24,2021,5FG7Tl93LdH117jEKYl3Cm,248.04,-6.002,104.027,4.0,0.0
331,31,Beggin',Maneskin,24,2021,3Wrjm47oTz2sjIgck11l5e,211.56,-4.808,134.002,4.0,11.0
332,32,Arcade,Duncan Laurence,24,2021,1J14CdDAvBTE1AJYUOwl6C,185.14667,-11.639,72.017,3.0,9.0
333,33,You Should Probably Leave,Chris Stapleton,24,2021,2UikqkwBv7aIvlixeVXHWt,213.49333,-8.425,183.89,4.0,9.0
334,34,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,24,2021,0QULNNd9z5s35entfiiXoa,245.62553,-4.4,119.991,4.0,5.0
335,35,On Me,Lil Baby,24,2021,4Iedi94TIaB2GGb1nMB68v,135.95964,-6.295,77.972,4.0,6.0
336,36,The Good Ones,Gabby Barrett,23,2021,3hLuHKzG1cmlRpq53ZVWd8,215.1406,-5.023,89.957,4.0,2.0
337,37,Stay,The Kid LAROI & Justin Bieber,23,2021,567e29TDzLwZwfDuEpGTwo,141.80576,-5.484,169.928,4.0,1.0
338,38,Almost Maybes,Jordan Davis,23,2021,1BVzLiBS3MWmXzqcxBFJDt,179.18668,-4.025,180.316,4.0,11.0
339,39,Beat Box,SpotemGottem,23,2021,2LbNkvmYabhVf9jBCVeLm7,212.02667,-8.177,159.985,4.0,8.0
340,40,Back In Blood,Pooh Shiesty Featuring Lil Durk,23,2021,7FGdjbZ32vMybPuP0IuE7d,184.4898,-8.256,146.933,4.0,8.0
341,41,Lil Bit,Nelly & Florida Georgia Line,23,2021,33aow0AcXYvT1FoWNzMcqN,195.96245,-7.097,119.987,4.0,4.0
342,42,Calling My Phone,Lil Tjay Featuring 6LACK,22,2021,3J8EOeKLTLXORtWPpOU5bE,205.458,-7.636,104.949,4.0,4.0
343,43,Leave Before You Love Me,Marshmello X Jonas Brothers,22,2021,4qu63nuBpdn0qHUHuObEj1,154.98312,-4.77,119.976,4.0,7.0
344,44,Sand In My Boots,Morgan Wallen,22,2021,0uRrG2jRR5tuifsYIJHEao,202.13333,-6.628,69.877,4.0,3.0
345,45,Famous Friends,Chris Young + Kane Brown,22,2021,00KyYtT6NaXwbPecina5Pj,166.50667,-2.922,102.008,4.0,6.0
346,46,Tombstone,Rod Wave,22,2021,3zc8VZEpM1onYV4FWGdFvm,160.07837,-5.212,84.448,4.0,8.0
347,47,Hell Of A View,Eric Church,21,2021,4mXGooManGPH6xAWRAtRJU,175.02667,-6.758,98.997,4.0,5.0
348,48,Industry Baby,Lil Nas X & Jack Harlow,21,2021,27NovPIUIRrOZoCHxABJwK,212.0,-7.409,149.995,4.0,3.0
349,49,You Broke Me First.,Tate McRae,21,2021,4l0RmWt52FxpVxMNni6i63,170.22667,-9.357,124.027,4.0,4.0
350,50,Therefore I Am,Billie Eilish,21,2021,20R4HfKloPKgXDqU7UKk3x,173.53905,-7.781,94.016,4.0,2.0
351,51,You're Mines Still,Yung Bleu Featuring Drake,21,2021,6tiKwZppNjrls8RsPQwK6r,226.22044,-4.859,86.782,4.0,5.0
352,52,Wants And Needs,Drake Featuring Lil Baby,21,2021,65OVbaJR5O1RmwOQx0875b,192.95605,-6.349,136.006,4.0,1.0
353,53,Dakiti,Bad Bunny & Jhay Cortez,21,2021,4MzXwWMhyBbmu6hOcLVD49,205.09003,-10.059,109.928,4.0,4.0
354,54,Positions,Ariana Grande,21,2021,35mvY5S1H3J2QZyna3TFe0,172.32475,-4.771,144.015,4.0,0.0
355,55,34+35,Ariana Grande,21,2021,6Im9k8u9iIzKMrmV7BWtlF,173.71053,-6.476,109.978,4.0,0.0
356,56,Things A Man Oughta Know,Lainey Wilson,20,2021,3S0sk6DSTgesXsUSAEHNr5,203.37334,-5.623,139.931,4.0,3.0
357,57,Gone,Dierks Bentley,20,2021,7IhfjcaXuXCq20ZiAA7igK,205.96,-6.173,149.977,4.0,6.0
358,58,Late At Night,Roddy Ricch,20,2021,6kksmL4t09IgxhajuVDDxR,174.54942,-11.26,98.427,4.0,1.0
359,59,Up,Cardi B,20,2021,1M4OcYkxAtu3ErzSgDEfoi,156.94485,-6.044,166.0,4.0,11.0
360,60,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,2021,1EJIcDYXwSqipW5dFe4uJz,236.52444,-4.053,150.062,4.0,2.0
361,61,Track Star,Mooski,20,2021,5hChuUMe5iHfjkXgzj1D4b,199.70612,-5.7,131.459,5.0,7.0
362,62,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,20,2021,0rOVgtieEk5SoypbulRiKI,160.83905,-4.691,100.032,4.0,2.0
363,63,Down To One,Luke Bryan,20,2021,6QpZSfLid1YZ6c01BvB5jH,221.6332,-4.109,93.964,4.0,8.0
364,64,Go Crazy,Chris Brown & Young Thug,20,2021,1IIKrJVP1C9N7iPtG6eOsK,176.96,-8.932,94.148,4.0,0.0
365,65,Todo de Ti,Rauw Alejandro,20,2021,3rdAz1fbUfZxYgaCviYhRo,199.60445,-3.613,127.962,4.0,3.0
366,66,Breaking Up Was Easy In The 90's,Sam Hunt,20,2021,4sf2L157iEgAR7yrCNLgSq,215.93333,-5.4,145.913,4.0,9.0
367,67,Thot Shit,Megan Thee Stallion,20,2021,5zNW5ARjYhJQJz1AChP33n,184.63474,-3.424,130.02,4.0,9.0
368,68,Just The Way,Parmalee x Blanco Brown,20,2021,4h5OVQQbeqw3lNaFIbmlzG,193.88,-3.335,90.033,4.0,9.0
369,69,What's Your Country Song,Thomas Rhett,20,2021,4oR2cCQGs0Yt0Mgr2diV6V,171.33333,-6.151,174.079,4.0,5.0
370,70,Good Days,SZA,20,2021,4PMqSO5qyjpvzhlLI5GnID,278.48,-8.81,121.07,4.0,1.0
371,71,Butter,BTS,20,2021,6jjYDGxVJsWS0a5wlVF5vS,164.95235,-5.187,109.997,4.0,8.0
372,72,Goosebumps,Travis Scott & HVME,20,2021,6gBFPUFcJLzWGx4lenP6h2,243.83691,-3.37,130.049,4.0,7.0
373,73,Time Today,Moneybagg Yo,20,2021,0YrKSfpvflYnLSBd4Jtu6J,136.89964,-7.686,136.994,4.0,1.0
374,74,If I Didn't Love You,Jason Aldean & Carrie Underwood,20,2021,7IYoh1u7dFM1xIWSEYd5B8,212.89333,-4.829,183.937,4.0,1.0
375,75,Wild Side,Normani Featuring Cardi B,20,2021,2vXgyN14LX2zl7JEASw242,209.47601,-6.744,110.095,4.0,6.0
376,76,Country Again,Thomas Rhett,20,2021,4oR2cCQGs0Yt0Mgr2diV6V,171.33333,-6.151,174.079,4.0,5.0
377,77,Woman,Doja Cat,20,2021,6Uj1ctrBOjOas8xZXGqKk4,172.62666,-4.175,107.998,4.0,5.0
378,78,Happier Than Ever,Billie Eilish,20,2021,4RVwu0g32PAqgUiJoXsdF8,298.89926,-8.697,81.055,3.0,0.0
379,79,Yonaguni,Bad Bunny,20,2021,2JPLbjOn0wPCngEot2STUS,206.71034,-4.601,179.951,4.0,1.0
380,80,Settling Down,Miranda Lambert,20,2021,53bZYxVbCYm6w1Gx8U64bz,197.45332,-5.8,90.001,4.0,6.0
381,81,Rapstar,Polo G,20,2021,18vXApRmJSgQ6wG2ll9AOg,165.926,-6.862,81.039,4.0,6.0
382,82,Pepas,Farruko,20,2021,5fwSHlTEWpluwOM0Sxnh5k,287.12,-3.955,130.001,4.0,7.0
383,83,Quicksand,Morray,20,2021,4iCZ6Cr76For1TuHUQ90r8,224.93333,-7.452,119.956,4.0,4.0
384,84,Made For You,Jake Owen,20,2021,3iqKk5wUb8RNSV9zHqq0RG,238.4,-6.829,82.005,4.0,1.0
385,85,Single Saturday Night,Cole Swindell,20,2021,6LnIxE8CqkK7faQV76nEHS,189.96,-5.093,82.003,4.0,7.0
386,86,Pick Up Your Feelings,Jazmine Sullivan,20,2021,2I7CJZLo2nDqGuzZJA1XlZ,229.41333,-6.239,85.46,3.0,2.0
387,87,Streets,Doja Cat,20,2021,60ynsPSSKe6O3sfwRnIBRf,226.98666,-8.433,90.035,4.0,11.0
388,88,No More Parties,Coi Leray,20,2021,5A4WcRuy0FFEAC5pAK43oa,192.88,-10.073,157.0,4.0,11.0
389,89,Buy Dirt,Jordan Davis Featuring Luke Bryan,19,2021,69AIpwGNLxr4qS1X5ynx60,167.48,-6.725,177.945,4.0,4.0
390,90,Willow,Taylor Swift,19,2021,0lx2cLdOt3piJbcaXIV74f,214.70667,-9.195,81.112,4.0,7.0
