rank,title,artist,count,year,id
31,Faded,SoulDecision Featuring Thrust,24,2000,4WP1XJnAUkZfTtMdZTaN9k
32,Let's Get Married,Jagged Edge,24,2000,18CODOzJ5DWzWh6kAeKiSC
33,I Need To Know,Marc Anthony,24,2000,7ffwRz8lZyDOE4Vj58Lo72
34,Show Me The Meaning Of Being Lonely,Backstreet Boys,24,2000,3BsaRV5QIulYz2lV9WWa8T
35,It Feels So Good,Sonique,24,2000,4Y8q64VnhD0vFYy9g2WFpi
36,Doesn't Really Matter,Janet,24,2000,0ekdT3jOhn3LinWtqHhmsw
37,Bye Bye Bye,'N Sync,23,2000,62bOmKYxYg7dhrC6gH9vFn
38,Dance With Me,Debelah Morgan,23,2000,1C2Q3AymKS17bw7T5gfq6p
39,I Knew I Loved You,Savage Garden,23,2000,6nozDLxeL0TE4MS9GqYU1v
40,Never Let You Go,Third Eye Blind,22,2000,1sxUaLi0G2vB7dl4ogtCxH
41,Don't Think I'm Not,Kandi,22,2000,487Dyzs7Xbbk4hIWYyYT80
42,Get It On Tonite,Montell Jordan,22,2000,0AcLrSfAEBQcUnHOTm5pXg
43,Otherside,Red Hot Chili Peppers,22,2000,64BbK9SFKH2jk86U3dGj2P
44,I Turn To You,Christina Aguilera,22,2000,4Do68W4FWO2hRAJCzG1lus
45,Wifey,Next,21,2000,1NNDZc9BHaWe9JqIsPRlNV
46,Most Girls,P!nk,21,2000,635PqgECfFbL0MNLogX7Yv
47,Music,Madonna,21,2000,6WzRpISELf3YglGAh7TXcG
48,Party Up (Up In Here),DMX,21,2000,0LWkaEyQRkF0XAms8Bg1fC
49,That's The Way It Is,Celine Dion,21,2000,0aKWpnMZCR42M9lLhnzJEZ
50,Come On Over Baby (All I Want Is You),Christina Aguilera,21,2000,7A0apkTSTvMbSI7yplcmlh
51,Wonderful,Everclear,21,2000,0WHOPmOuQKuu05k4g3UTvk
52,Love's The Only House,Martina McBride,20,2000,4YWwYKGDB81pKLZJVnB3rk
53,Only God Knows Why,Kid Rock,20,2000,1rAzW6aco1ZtxLRx4XOagB
54,Couldn't Last A Moment,Collin Raye,20,2000,47h6AvKprOz2pXNgfml87k
55,I Will...But,SHeDAISY,20,2000,0oP29136UYddJ9DnGpKKQg
56,Prayin' For Daylight,Rascal Flatts,20,2000,0DAVCurdi9ZqkVUKIuikzm
57,Crash And Burn,Savage Garden,20,2000,60g4sp8i3gXSb1EkphMl1g
58,I'll Be,Reba McEntire,20,2000,66ZBkOR0Q2bQEM42Pbj7hQ
59,It Must Be Love,Alan Jackson,20,2000,16OFkCrdYH524sqvTPt6CT
60,It's My Life,Bon Jovi,20,2000,0v1XpBHnsbkCn7iJ9Ucr1l
61,Oops!...I Did It Again,Britney Spears,20,2000,6naxalmIoLFWR0siv8dnQQ
62,I Disappear,Metallica,20,2000,51Vic2Yi71YKNtLbyJKgQt
63,I Like It,Sammie,20,2000,0IvTGWbNnCiUi9IOF7ye3F
64,Just Be A Man About It,Toni Braxton,20,2000,6kD36kVRn5leDDbjXpHQY0
65,How Do You Like Me Now?!,Toby Keith,20,2000,7rDcULv8vV16vetBjPJhuE
66,Give Me Just One Night (Una Noche),98 Degrees,20,2000,1OvjOVieEsYqGiK1T3mUv9
67,Last Resort,Papa Roach,20,2000,5W8YXBz9MTIDyrpYaCg2Ky
68,Lessons Learned,Tracy Lawrence,20,2000,6uGm4s2eODfOOIUZXjboJp
69,Forgot About Dre,Dr. Dre Featuring Eminem,20,2000,7iXF2W9vKmDoGAhlHdpyIa
70,Don't Call Me Baby,Madison Avenue,20,2000,5GguB1QMdud2FWbs5VHAzB
71,Flowers On The Wall,Eric Heatherly,20,2000,38buCDomzeOx85MeoDJgQ7
72,Falls Apart,Sugar Ray,20,2000,4T7fVN4ZOFE3JoGyaxZL6O
73,From The Bottom Of My Broken Heart,Britney Spears,20,2000,70XtWbcVZcpaOddJftMcVi
74,I Don't Wanna,Aaliyah,20,2000,5FqlfpjQDwRuGwZ5zrfdZa
75,I Hope You Dance,Lee Ann Womack,20,2000,65B1tEOv5W294uCKbmEcFV
76,Separated,Avant,20,2000,5S0cvScXb33JVpjTiY9Ivi
77,Better Off Alone,Alice Deejay,20,2000,5XVjNRubJUW0iPhhSWpLCj
78,Best Of Intentions,Travis Tritt,20,2000,7v3BvPRQS4DcsDzYU0BiVd
79,The Chain Of Love,Clay Walker,20,2000,68AhslXGVDKUUyHnDkORGF
80,The Best Day,George Strait,20,2000,5ApdBBa3MtTzpF0MbpB2NG
81,The Next Episode,Dr. Dre Featuring Snoop Dogg,20,2000,4LwU4Vp6od3Sb08CsP99GC
82,Been There,Clint Black With Steve Wariner,20,2000,4oKX0TWTowvj2SBCcqU9C9
83,That's The Way,Jo Dee Messina,20,2000,296XGtH5MeGisqD3uAz6Q6
84,Be With You,Enrique Iglesias,20,2000,2N4viTG9njqCa4c46YyWs1
85,Broadway,Goo Goo Dolls,20,2000,0RZuCBV900eNA2FXCQ3uUM
86,Bag Lady,Erykah Badu,20,2000,7BgUcOjSOlKJXASLgJ6bx1
87,Taking You Home,Don Henley,20,2000,7AoJXxRBfLVF2Dpx75lcg9
88,Unconditional,Clay Davidson,20,2000,2vmL6YN8FcqbcHQcmv0BVh
89,Swear It Again,Westlife,20,2000,4ekWUsmWMaT5EI3VL0epBk
90,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,20,2000,2WmCJvoZ0J242JreLBr479
91,Big Pimpin',Jay-Z Featuring UGK,20,2000,7m97yKVzPpXV9Z4ezEziOD
92,Case Of The Ex (Whatcha Gonna Do),Mya,20,2000,1ak0S3NhwWrUgNlQhJ1412
93,What You Want,DMX Featuring Sisqo,20,2000,0xT3Fg571q1iFjLe897ZYX
94,What'Chu Like,Da Brat Featuring Tyrese,20,2000,5d8woPn6sHRA6yPnnHnqSt
95,Shackles (Praise You),Mary Mary,20,2000,7JKEA8xYDoFp4q0QBW2PGg
96,Who Let The Dogs Out,Baha Men,20,2000,1H5tvpoApNDxvxDexoaAUo
97,Change Your Mind,Sister Hazel,20,2000,3PuoEoC2QYXUJPk1DObFsU
98,She's More,Andy Griggs,20,2000,0bF8vEqQyvTfAMWkbP7MnY
99,Yes!,Chad Brock,20,2000,1PrZOkFxJqTZAH8P3x87hW
0,Where My Girls At?,702,35,1999,4VSyH8AkIt3kaR5xIPFVVi
1,Kiss Me,Sixpence None The Richer,32,1999,754kgU5rWscRTfvlsuEwFp
2,What It's Like,Everlast,31,1999,6vUPPEN2V2lZ78b6DyEIjZ
3,Slide,Goo Goo Dolls,31,1999,0nnwn7LWHCAu09jfuH1xTA
4,Every Morning,Sugar Ray,31,1999,2ouURa1AIXp3AvkS52Jry5
5,I Want It That Way,Backstreet Boys,31,1999,47BBI51FKFwOMlIiX6m8ya
6,All Star,Smash Mouth,30,1999,3cfOd4CMv2snFaKAnMdnvK
7,Believe,Cher,29,1999,2goLsvvODILDzeeiT4dAoR
8,Scar Tissue,Red Hot Chili Peppers,29,1999,1G391cbiT3v3Cywg8T7DM1
9,Man! I Feel Like A Woman!,Shania Twain,28,1999,2mqaYmF0XmV8egZB6jQOtN
10,That Don't Impress Me Much,Shania Twain,28,1999,4FUfoWMypAyWbOavmYyeNu
11,She's So High,Tal Bachman,28,1999,7mnGQesk1TzQLzQ9bYWZPR
12,Fly Away,Lenny Kravitz,28,1999,1OxcIUqVmVYxT6427tbhDW
13,No Scrubs,TLC,28,1999,1KGi9sZVMeszgZOWivFpxs
14,Unpretty,TLC,27,1999,0BUoLE4o9eVahDHvTqak67
15,Back 2 Good,matchbox 20,27,1999,64XSAtXpCJUmadm3fkpH4z
16,Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,27,1999,4J9u7UsXH7F6sFI32KnYuP
17,Angel Of Mine,Monica,26,1999,1AM1o0mKbgAK5oMpY8B3Z7
18,Someday,Sugar Ray,26,1999,6zeDYmP3ARpURvpK29Q09P
19,...Baby One More Time,Britney Spears,26,1999,3MjUtNVVq3C8Fn0MP3zhXa
20,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,25,1999,5jbKpvtoxZB14tbnBafMuL
21,Anywhere,112 Featuring Lil'z,25,1999,0Zze3tFRSNwL6KllmYjLgZ
22,Black Balloon,Goo Goo Dolls,25,1999,5zmaypMaWb21FUGBxbw8hT
23,Genie In A Bottle,Christina Aguilera,25,1999,11mwFrKvLXCbcVGNxffGyP
24,Fortunate,Maxwell,25,1999,2RtvkLz5tmOXlzz918It6E
25,If You Had My Love,Jennifer Lopez,25,1999,3x4yV0hW5Ve3TKhFkXSqFn
26,Sweet Lady,Tyrese,25,1999,1Dx8rIZaXzZPvUQRF2j9hB
27,The Hardest Thing,98 Degrees,24,1999,6PuaQbH3oPmj9XojS0SRaO
28,Angel,Sarah McLachlan,24,1999,3xZMPZQYETEn4hjor3TR1A
29,Save Tonight,Eagle-Eye Cherry,24,1999,1t2Hq2WIBcZINOEnK6mdJG
30,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,24,1999,4LGMSdeKOUoy5Wf75Je0Hl
31,Lately,Divine,24,1999,0cv9WHEizHUkZAo0kXorgA
32,Ex-Factor,Lauryn Hill,22,1999,2VjXGuPVVxyhMgER3Uz2Fe
33,Smooth,Santana Featuring Rob Thomas,22,1999,2pX4FpOgwItRVPPUFdRcxA
34,Spend My Life With You,Eric Benet Featuring Tamia,22,1999,58s4iqgXFzXhBndBkg2AaD
35,American Woman,Lenny Kravitz,21,1999,3X6iIrFuQoCshIWBseEKPl
36,Amazed,Lonestar,21,1999,6qc34bnVOyqGDPni8H5W0U
37,Last Kiss,Pearl Jam,21,1999,0QnONzv3TvHAWk294h6DaQ
38,All I Have To Give,Backstreet Boys,21,1999,3hlhefxgyp4MDnN6C2dQ5H
39,How Forever Feels,Kenny Chesney,21,1999,2HmMklpgK8vGCpJmPpz1yG
40,I Don't Want To Miss A Thing,Mark Chesnutt,21,1999,3FN7JMZaaQ9lSzIaan0YZ1
41,I Will Remember You (Live),Sarah McLachlan,20,1999,0HWP0zWAUviRgsXdqCCOSc
42,So Anxious,Ginuwine,20,1999,2zbjlcLi1VQWqDNYdhyx1l
43,Livin' La Vida Loca,Ricky Martin,20,1999,0Ph6L4l8dYUuXFmb71Ajnd
44,I'll Think Of A Reason Later,Lee Ann Womack,20,1999,7ygWc80Ao1nhcV2D6Q3zPa
45,Something Like That,Tim McGraw,20,1999,6leiB1fEsTnVCuPiielde5
46,Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls,20,1999,28Wn8iIMnBiZ60V5HkQyFm
47,Little Good-Byes,SHeDAISY,20,1999,5ZX3IrB9tPxOoBZdXILNpy
48,Sometimes,Britney Spears,20,1999,1UI0l2L66HJ9AtoEOlHzv4
49,If You (Lovin' Me),Silk,20,1999,5DwP705ZZWaTQ8olnVtD0b
50,Lesson In Leavin',Jo Dee Messina,20,1999,2g0BAZVaLlK8GeTVzF6hQ6
51,Steal My Sunshine,Len,20,1999,4agp6oHofabdUedr0B1krj
52,Jigga My N****,JAY-Z,20,1999,0Db1a7sL9MOjXgO5Z7zRM4
53,Tell Me It's Real,K-Ci & JoJo,20,1999,3fQtdmVB0cAe4Hs9e5bVQb
54,I Still Believe,Mariah Carey,20,1999,2feekrJqyB9lBEBgC54IQn
55,Single White Female,Chely Wright,20,1999,3rDYYPicaQbT2rcpdfqQF9
56,Give It To You,Jordan Knight,20,1999,6xNnPtnmqpktZLFkgT21u7
57,One,Creed,20,1999,42T2QQv3xgBlpQxaSP7lnK
58,God Must Have Spent A Little More Time On You,Alabama Featuring 'N Sync,20,1999,4R3BvvUm5fe8SCPs6287dY
59,I Do (Cherish You),98 Degrees,20,1999,6XgwPf0cqjySCMsOmQq4t6
60,I Could Not Ask For More,Edwin McCain,20,1999,14J3PO0VnhtcRa31r7Aj1L
61,She's All I Ever Had,Ricky Martin,20,1999,4Bza6algEDbY8yrm8qMeg7
62,Sexual (Li Da Di),Amber,20,1999,6EbHq1fhCZePddEdD5ppui
63,My Own Worst Enemy,Lit,20,1999,33iv3wnGMrrDugd7GBso1z
64,Happily Ever After,Case,20,1999,21fXrzSxu2y51Yqf57QycI
65,Praise You,Fatboy Slim,20,1999,3yGy1JYz3zQKlxSgjgpQqX
66,Please Remember Me,Tim McGraw,20,1999,5u7BDyugDW7ZXkXdCxU9JC
67,Nann,Trick Daddy Featuring Trina,20,1999,7d9I42jF759n5HuUeoulzR
68,Out Of My Head,Fastball,20,1999,5tOjRq5shlEdm15nmJBq7Z
69,Never Gonna Let You Go,Faith Evans,20,1999,0wqocHOZg8odmys7DOyVER
70,Holla Holla,Ja Rule,20,1999,27te5wEv1SXij9SP9d1Rib
71,Heavy,Collective Soul,20,1999,0VbOBom0Ya2zrlSpv7II1C
72,It's Not Right But It's Okay,Whitney Houston,20,1999,7861kBrZ5aw7o4NfggcyYW
73,Who Dat,JT Money Featuring Sole,20,1999,2rbb3lOMI71NIMbJCS1wQQ
74,Almost Doesn't Count,Brandy,20,1999,5ZCv9I8mgChcYkSrLuLSTc
75,What Ya Want,EVE & Nokio,20,1999,7trv6zFBS6YUuJsZf5U8uE
76,Better Days (And The Bottom Drops Out),Citizen King,20,1999,460Wn6Dq2uMviG5nPXtPnb
77,Blue Monday,Orgy,20,1999,5267gVdYWrLoz6ClOhlqmE
78,What's It Gonna Be?!,Busta Rhymes Featuring Janet,20,1999,0FpLfrOyHblbDlHUsrPN1N
79,Vivrant Thing,Q-Tip,20,1999,31KK3pcPclmIt087tPuwMr
80,What's My Age Again?,Blink-182,20,1999,4LJhJ6DQS7NwE7UKtvcM52
81,Bailamos,Enrique Iglesias,20,1999,1ySwd43oWXbrytN2BD0Mhb
82,Two Teardrops,Steve Wariner,20,1999,6YxZAKDWDPpNPoRwoiCGOb
83,Whatever You Say,Martina McBride,20,1999,3N8NK1UuDAIJnSEognAOXP
84,Anyone Else,Collin Raye,20,1999,2xvsy2gEUN5AI3PlFNm2Fm
85,"Bills, Bills, Bills",Destiny's Child,20,1999,1Oi2zpmL81Q0yScF1zxaC0
86,Wish You Were Here,Mark Wills,20,1999,3pxspEmKcJFmegzjcJjq9l
87,We Like To Party!,Vengaboys,20,1999,73ljrkSg4A0q3ByU0Cu7mw
88,A Night To Remember,Joe Diffie,20,1999,7r45fN7xpmDIOxKIyPb6qb
89,You Were Mine,Dixie Chicks,20,1999,2qdVHdkLxKntNjPh3Ssz7s
90,808,Blaque,20,1999,1Pqv7l6vxjBxd5fx4bWchC
91,You,Jesse Powell,20,1999,0hcW7qPqWWJc8189OaqQvX
92,You Won't Ever Be Lonely,Andy Griggs,20,1999,0wfr8FjpLXIO1YjqEyVCg5
93,You Had Me From Hello,Kenny Chesney,20,1999,3NJn7p1nrI3R8alivEMPwB
94,You'll Be In My Heart,Phil Collins,20,1999,4Y8vb1uy9IjM2V1hqvrAid
95,Write This Down,George Strait,20,1999,1TanmIWbaUj5NVwJ3k4XPd
96,When A Woman's Fed Up,R. Kelly,19,1999,015A6ZcNAWSSuwY7iDcD1b
97,Lonely And Gone,Montgomery Gentry,19,1999,3DZ9lFH4NBO4FjRJAnQYef
98,All Night Long,Faith Evans Featuring Puff Daddy,19,1999,4Bh83s84d9YUiuLzeuF24N
99,What's So Different,Ginuwine,19,1999,7jgZiwNyTH08evb3bDLfIy
0,How's It Going To Be,Third Eye Blind,48,1998,3Uvx1TO0Kg5HgGPk58lHXv
1,Truly Madly Deeply,Savage Garden,48,1998,013AWvizllIUEC2FOBzOnh
2,I Don't Want To Wait,Paula Cole,47,1998,5MDQNJ7SZTytJwCbWKqJDL
3,Too Close,Next,46,1998,5IFCyWplye09HytIP80RCF
4,Together Again,Janet,44,1998,1aJnGme5ZRltYTp8FJ52eZ
5,You're Still The One,Shania Twain,42,1998,3x2ksaXI6EZUWidE2BiLXy
6,How Do I Live,LeAnn Rimes,41,1998,7BD50ATrF3Vab5FQy7vtK8
7,This Kiss,Faith Hill,41,1998,5EYWGM3Ns3iYew8ws0FatB
8,My Heart Will Go On,Celine Dion,37,1998,33LC84JgLvK2KuW43MfaNq
9,All My Life,K-Ci & JoJo,36,1998,5GorFaKkP2mLREQvhSblIg
10,Gettin' Jiggy Wit It,Will Smith,32,1998,0weAUscowxeqDtpCgtbpgp
11,Say It,Voices Of Theory,31,1998,5919i3Sp9U2IE5m7hhlgSw
12,They Don't Know,Jon B,31,1998,4TVTbdNZtCJEhibH231GxQ
13,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,30,1998,3DUcaEvPO72PijivCjtZcU
14,"No, No, No",Destiny's Child,30,1998,5kHgrRO3hMDPehtH9VhYQc
15,Sex And Candy,Marcy Playground,28,1998,7KJvpM9fwlHMT1p3dCumdC
16,You Make Me Wanna...,Usher,28,1998,47TqCCnEliDp8NRDyIQoQq
17,Adia,Sarah McLachlan,27,1998,0rl84FuazRHYmK72krdmA1
18,The Boy Is Mine,Brandy & Monica,27,1998,6sHsXIJoEN5JpdkGMQDJxt
19,Make Em' Say Uhh!,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",27,1998,6pGMEaR9abfB03jcoFSQID
20,When The Lights Go Out,Five,26,1998,40zp4lswjHlH7t2eByjg7z
21,Deja Vu [Uptown Baby],Lord Tariq & Peter Gunz,25,1998,6dLujFTBvLRnr8zPMMVUJg
22,Crush,Jennifer Paige,25,1998,6YXWauQKn5nQVhcC4KVplQ
23,Looking Through Your Eyes,LeAnn Rimes,24,1998,5es9FeUsKa8P8bB5iuN2co
24,I'm Alright,Jo Dee Messina,24,1998,0MjT9xQqJrQlNrkWKZgFbQ
25,What You Want,Mase Featuring Total,24,1998,6hxn98poTu1O4YZfafvC18
26,I Want You Back,'N Sync,24,1998,221LRlPHPuevgE1tuUlof9
27,My Way,Usher,24,1998,5PIveStlGgjVL54GpVcqxr
28,Make It Hot,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",23,1998,74nsOZqzZzyvFVvBy12I7Y
29,Nice & Slow,Usher,23,1998,3CA9pLiwRIGtUBiMjbZmRw
30,Kiss The Rain,Billie Myers,23,1998,4wtHbIS26FOtpjMkaQQ8Zk
31,Still Not A Player,Big Punisher Featuring Joe,23,1998,3GKL13lkM5nRc4zC1lIOrR
32,Body Bumpin' Yippie-Yi-Yo,Public Announcement,22,1998,3EdakRU1Y7pc8QXcON3vlz
33,Everybody [Backstreet's Back],Backstreet Boys,22,1998,4rTeOSYqwXNz5qPR2DUTFZ
34,Ghetto Supastar (That Is What You Are),Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,21,1998,3ZI94oaQBva1OK6DmpIGG7
35,Tubthumping,Chumbawamba,21,1998,22HYEJveCvykVDHDiEEmjZ
36,Touch It,Monifah,21,1998,3upCmUgdchN3u0vkedbC5S
37,Let's Ride,Montell Jordan Feat. Master P & Silkk The Shocker,21,1998,3wQUwUopne0hVBDXa44Bki
38,I Still Love You,Next,21,1998,6zZJkvtu3N9GhbSQdVzsKT
39,Victory,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,20,1998,2B9aYvlGefTIgKLhM6ia8t
40,Cruel Summer,Ace Of Base,20,1998,1ntjFaRNVpC1V2cKekUnU5
41,Cheers 2 U,Playa,20,1998,3LbKnvAXxKptTqoUYkMmQP
42,Get At Me Dog,DMX Featuring Sheek Of The Lox,20,1998,64Jvj5JVttGkVHXHN21wiG
43,Frozen,Madonna,20,1998,6lknMmJZALXxx7emwwZWLX
44,My All,Mariah Carey,20,1998,3RSpK5Y0y5tl25qvssrwJ6
45,Movin' On,Mya Featuring Silkk The Shocker,20,1998,0Z7cJizY93V2SGCpNKYV2j
46,Come With Me,Puff Daddy Featuring Jimmy Page,20,1998,4jecEDcnnoLbgdxfnpc76E
47,"Money, Power & Respect",The Lox [Featuring DMX & Lil' Kim],20,1998,7Ms58r8G6Y0r1XLtpwoGxN
48,Friend Of Mine,Kelly Price,20,1998,35irxCsC8QXJ1IN0eioD3H
49,You Only Have To Say You Love Me,Hannah Jones,20,1998,7K766rNA232c6hjmPSzfe2
50,Turn It Up [Remix]/Fire It Up,Busta Rhymes,20,1998,0Cwn4fq9ysV0PsfSew34bp
51,Ray Of Light,Madonna,20,1998,4Fpsa3pYc3gozrxHRRPvR6
52,Money Ain't A Thang,JD Featuring Jay-Z,20,1998,6taEl81TyyzSezfsAla9o5
53,Landslide,Fleetwood Mac,20,1998,5ihS6UUlyQAfmp48eSkxuQ
54,Raise The Roof,Luke Featuring No Good But So Good,20,1998,0tVDfAiHDgvRyXuVike1Ju
55,Ava Adore,The Smashing Pumpkins,20,1998,6bVB2MGR7LcotAIB1vfpw6
56,Love You Down,INOJ/LATHUN,20,1998,7tjbm60E0t7SerbiG61cce
57,You Won't Forget Me,La Bouche,20,1998,5XeQ0rudxvqNA2mJmZBjBK
58,Ooh La La,Rod Stewart,20,1998,1xQeNjkcWb2at409bfedop
59,Gone Till November,Wyclef Jean,20,1998,6Gd123r71KDdpH8JRdYvrh
60,Romeo And Juliet,Sylk-E. Fyne Featuring Chill,20,1998,6ddWFsfy7GMt7RyROYcUwM
61,So Into You,Tamia,20,1998,3c6afiysmB7OnxQzzSqRfD
62,Who Am I,Beenie Man,20,1998,0ezgXLaqdsBsv7Pka0TNdb
63,I Got The Hook Up!,Master P Featuring Sons Of Funk,20,1998,3qEEoMccf3U90pM47dbQtX
64,One Heart At A Time,Various Artists,20,1998,7LxQ2HLHXQpIzTGpNkdzgF
65,I Get Lonely,Janet Featuring BLACKstreet,20,1998,4FTq81I0X4J6y9X06GcZIN
66,I Don't Ever Want To See You Again,Uncle Sam,20,1998,4oJEy4qDPwDk5ac26yEMeL
67,Wishlist,Pearl Jam,20,1998,7hObovvcbBpXgZHQ9if4WU
68,Bitter Sweet Symphony,The Verve,20,1998,57iDDD9N9tTWe75x6qhStw
69,Too Much,Spice Girls,20,1998,1RQnYh2xw2BPpnzQFbO5r5
70,The First Night,Monica,20,1998,5rWzxloNXvbRPhlC1O2b6T
71,The Mummers' Dance,Loreena McKennitt,20,1998,5OFXqc0YydDLSJTxEp0AjS
72,Shorty (You Keep Playin' With My Mind),Imajin Featuring Keith Murray,20,1998,5AYqtxKZ5MIbb6BIKGiVLA
73,Imagination,Tamia,20,1998,5YszKTyljHKEzmWi5AR2Sk
74,Heaven's What I Feel,Gloria Estefan,20,1998,5hGJrGspOPWwlDbKB4v4GK
75,The City Is Mine,Jay-Z Featuring BLACKstreet,20,1998,3qA9K2uI9v3lxq9ZFFtOmN
76,Burn,Militia,20,1998,3cTjArwFDQZOwlxGgClHO1
77,Recover Your Soul,Elton John,20,1998,6FGfXPvZ8sMpq1xd75FHXp
78,It's All About Me,Mya & Sisqo,20,1998,4Wtk0YYWUcx1JYicaq5Jd0
79,The Arms Of The One Who Loves You,Xscape,20,1998,6Zyk31Yyk7AUU1TTJn7plb
80,Can't We Try,Rockell [Duet With Collage],20,1998,05x2GKR3eEzPNglTIkAwVL
81,Swing My Way,K.P. & Envyi,19,1998,2IObe2lNB04HPbFfsSQ89f
82,I Don't Want To Miss A Thing,Aerosmith,19,1998,5qlJg0Wbj3sslxfwiaRNpq
83,Stop,Spice Girls,19,1998,3FteycP8CaXS1MhjcXekVT
84,I Just Want To Dance With You,George Strait,19,1998,4cdAXfguhQHYFkvuuzye1m
85,Light In Your Eyes,Blessid Union Of Souls,19,1998,1yckLYhD232gkDZG86QhAn
86,Lookin' At Me,Mase Featuring Puff Daddy,19,1998,2dieHErJLwG7fOzD8WAtFO
87,The Party Continues,JD Featuring Da Brat,19,1998,0zSaR3TpVlqfQzbSCbhWfU
88,Dangerous,Busta Rhymes,19,1998,2cZuNzaAGNFozlZTxSDU1g
89,Do Your Thing,7 Mile,19,1998,5cL4YD56dTKofCoFrdAK6Y
90,Never Ever,All Saints,19,1998,7ziHnshbknkpFLDW5yGBjO
91,Ding-A-Ling,Hi-Town DJs,19,1998,n/a
92,Whatcha Gone Do?,Link,19,1998,1oPKnJv14YIAbEw4Xw1sAN
93,Cleopatra's Theme,Cleopatra,19,1998,19udLuHd7CD8XxrOmUaXPn
94,Are You Jimmy Ray?,Jimmy Ray,18,1998,6VWFrHAnLDyNUEJbJvpkZA
95,Then What?,Clay Walker,18,1998,1TjtrBIx7fPUBjDXL9svN1
96,Nobody Does It Better,Nate Dogg Featuring Warren G,18,1998,7miy73aP7NFhj8PL7V4VqM
97,Intergalactic,Beastie Boys,18,1998,5fpizYGbi5IQoEraj6FP0R
98,I'm From The Country,Tracy Byrd,18,1998,5Lwc3DTWzX6JaW2x2PZezt
99,A Rose Is Still A Rose,Aretha Franklin,18,1998,3pi27Gt4NetgWmEMFOCjBQ
0,Foolish Games/You Were Meant For Me,Jewel,52,1997,2LflDhyBXVNrfmHxAayS3K
1,Barely Breathing,Duncan Sheik,50,1997,75HZ6Wxnw8xbgz6HU9kKCS
2,The Freshmen,The Verve Pipe,42,1997,21jEuMn2lf37715rwjow2M
3,Return Of The Mack,Mark Morrison,40,1997,3jDdpx9PMlfMBS5tOBHFm9
4,Da' Dip,Freak Nasty,37,1997,76YDsWGWezclVy9Z6sDGhf
5,Hard To Say I'm Sorry,Az Yet Featuring Peter Cetera,34,1997,2OWzR8QoH7KaLtiN65v32x
6,I Want You,Savage Garden,33,1997,3XorCFmcupSm5QS6hA9g4N
7,Un-Break My Heart,Toni Braxton,32,1997,5Ihd9HrPvOADyVoonH9ZjB
8,"For You I Will (From ""Space Jam"")",Monica,32,1997,2b29qJRy4asbQNFjPO96XC
9,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,31,1997,2RzJwBCXsS1VnjDm2jKKAa
10,Bitch,Meredith Brooks,30,1997,3i6qNxyVgIdUZTTi5m25EM
11,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,29,1997,3QHONiXGMGU3z68mQInncF
12,Do You Know (What It Takes),Robyn,28,1997,0idCpkJ2pspfAILbanmERu
13,Cupid,112,28,1997,3kVIFDE3G89I2RPVkiRaRj
14,How Do I Live,LeAnn Rimes,28,1997,7BD50ATrF3Vab5FQy7vtK8
15,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),28,1997,1EM23A621Z0QyTlWKu7T1l
16,Quit Playing Games (With My Heart),Backstreet Boys,27,1997,1nRwyxNsqCLeA17qR8Nfxx
17,Don't Let Go (Love),En Vogue,27,1997,06TuMCjDEYjTOJScCRzmjf
18,Every Time I Close My Eyes,Babyface,26,1997,2ezqQeBiC72gwMJoO4w1hA
19,I Belong To You (Every Time I See Your Face),Rome,26,1997,1nP6feYWJVpbO41aezFtm2
20,Semi-Charmed Life,Third Eye Blind,26,1997,42et6fnHCw1HIPSrdPprMl
21,Call Me,Le Click,25,1997,7eKhvnkvfK4sSaflFafIne
22,In My Bed,Dru Hill,25,1997,2MflYZf6aZzOxQWX0O7Brc
23,ESPN Presents The Jock Jam,Various Artists,25,1997,683hRieVmYdAhVA1DkjSAk
24,Invisible Man,98 Degrees,25,1997,5EOGZmuU56m3fFhqr4HCLe
25,G.H.E.T.T.O.U.T.,Changing Faces,25,1997,13XNjh0UY5LBsICcoHUdxl
26,Ooh Aah... Just A Little Bit,Gina G,25,1997,7kyMLaXepcGHIrsLqoiTB8
27,Sunny Came Home,Shawn Colvin,25,1997,4mOxpj82q6n3EO7HBZCelX
28,All For You,Sister Hazel,25,1997,2skmOCFU64Bg7Ytkgwliwe
29,Naked Eye,Luscious Jackson,24,1997,6YtkOhiHmf46w1noltVnF2
30,Wannabe,Spice Girls,23,1997,1Je1IMUlBXcx1Fz0WE7oPT
31,Nobody,Keith Sweat Featuring Athena Cage,22,1997,4SF1747p541umnykBp352Q
