rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
1,How You Remind Me,Nickelback,https://charts-static.billboard.com/img/2017/07/nickelback-53x53.jpg,3,1,1,18,same,2002-01-05
2,U Got It Bad,Usher,https://charts-static.billboard.com/img/2001/08/usher-oqp-53x53.jpg,,2,1,16,same,2002-01-05
3,Family Affair,Mary J. Blige,https://charts-static.billboard.com/img/2017/07/mary-j-blige-53x53.jpg,,3,1,24,same,2002-01-05
4,Get The Party Started,P!nk,https://charts-static.billboard.com/img/2001/10/pnk-e1s-53x53.jpg,,4,4,11,same,2002-01-05
5,Always On Time,Ja Rule Featuring Ashanti,https://charts-static.billboard.com/img/2001/10/ja-rule-p2l-53x53.jpg,,7,5,8,up,2002-01-05
6,My Sacrifice,Creed,https://charts-static.billboard.com/img/2001/10/creed-r7u-53x53.jpg,,9,6,11,up,2002-01-05
7,"Whenever, Wherever",Shakira,https://charts-static.billboard.com/img/2001/09/shakira-mhe-53x53.jpg,,6,6,11,down,2002-01-05
8,Hero,Enrique Iglesias,https://charts-static.billboard.com/img/2001/09/enrique-iglesias-m5f-53x53.jpg,,5,3,15,down,2002-01-05
9,Differences,Ginuwine,https://charts-static.billboard.com/img/1840/12/ginuwine-q7a-53x53.jpg,,8,4,24,down,2002-01-05
10,A Woman's Worth,Alicia Keys,https://charts-static.billboard.com/img/2001/09/alicia-keys-xkr-53x53.jpg,,11,10,11,up,2002-01-05
11,Livin' It Up,Ja Rule Featuring Case,https://charts-static.billboard.com/img/2001/08/ja-rule-p2l-53x53.jpg,,10,6,19,down,2002-01-05
12,Gone,'N Sync,https://charts-static.billboard.com/img/2001/09/n-sync-yuh-53x53.jpg,,13,11,16,up,2002-01-05
13,Wherever You Will Go,The Calling,https://charts-static.billboard.com/img/1840/12/the-calling-jpy-53x53.jpg,,15,13,9,up,2002-01-05
14,Rock The Boat,Aaliyah,https://charts-static.billboard.com/img/2001/08/aaliyah-3rl-53x53.jpg,,16,14,18,up,2002-01-05
15,In The End,Linkin Park,https://charts-static.billboard.com/img/2001/05/linkin-park-brd-53x53.jpg,,26,15,10,up,2002-01-05
16,I Do!!,Toya,https://charts-static.billboard.com/img/2001/03/toya-s5h-53x53.jpg,,17,16,32,up,2002-01-05
17,Turn Off The Light,Nelly Furtado,https://charts-static.billboard.com/img/2001/08/nelly-furtado-ezw-53x53.jpg,,12,5,21,down,2002-01-05
18,We Thuggin',Fat Joe Featuring R. Kelly,https://charts-static.billboard.com/img/2001/09/fat-joe-02a-53x53.jpg,,22,18,11,up,2002-01-05
19,Butterflies,Michael Jackson,https://charts-static.billboard.com/img/2001/11/michael-jackson-9to-53x53.jpg,,21,19,8,up,2002-01-05
20,Hey Baby,No Doubt Featuring Bounty Killer,https://charts-static.billboard.com/img/2001/11/no-doubt-qev-53x53.jpg,,27,20,5,up,2002-01-05
