rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
1,Locked Out Of Heaven,Bruno Mars,https://charts-static.billboard.com/img/2012/10/bruno-mars-va7-53x53.jpg,3,1,1,12,same,2013-01-05
2,Diamonds,Rihanna,https://charts-static.billboard.com/img/2012/10/rihanna-v3t-53x53.jpg,,2,1,13,same,2013-01-05
3,Ho Hey,The Lumineers,https://charts-static.billboard.com/img/2017/01/the-lumineers-53x53.jpg,,3,3,29,same,2013-01-05
4,I Knew You Were Trouble.,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,10,3,10,up,2013-01-05
5,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,https://charts-static.billboard.com/img/2012/07/justin-bieber-3jm-53x53.jpg,,7,5,11,up,2013-01-05
6,Die Young,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,,4,2,13,down,2013-01-05
7,One More Night,Maroon 5,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg,,5,1,27,down,2013-01-05
8,I Cry,Flo Rida,https://charts-static.billboard.com/img/2012/09/flo-rida-8v1-53x53.jpg,,6,6,13,down,2013-01-05
9,Home,Phillip Phillips,https://charts-static.billboard.com/img/1840/12/phillip-phillips-75j-53x53.jpg,,8,7,26,down,2013-01-05
10,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,https://charts-static.billboard.com/img/2016/11/macklemore-ryan-lewis-53x53.jpg,,13,10,12,up,2013-01-05
11,Don't You Worry Child,Swedish House Mafia Featuring John Martin,https://charts-static.billboard.com/img/2012/09/swedish-house-mafia-ep7-53x53.jpg,,12,11,14,up,2013-01-05
12,Scream & Shout,will.i.am & Britney Spears,https://charts-static.billboard.com/img/2012/12/william-eaz-53x53.jpg,,15,12,4,up,2013-01-05
13,Try,P!nk,https://charts-static.billboard.com/img/2012/10/pnk-e1s-53x53.jpg,,14,13,9,up,2013-01-05
14,Some Nights,fun.,https://charts-static.billboard.com/img/2012/03/fun-gqs-53x53.jpg,,9,3,44,down,2013-01-05
15,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,https://charts-static.billboard.com/img/2012/08/ne-yo-9u2-53x53.jpg,,11,6,21,down,2013-01-05
16,Girl On Fire,Alicia Keys Featuring Nicki Minaj,https://charts-static.billboard.com/img/2012/09/alicia-keys-xkr-53x53.jpg,,16,11,16,same,2013-01-05
17,The A Team,Ed Sheeran,https://charts-static.billboard.com/img/2012/02/ed-sheeran-3vg-53x53.jpg,,17,17,24,same,2013-01-05
18,It's Time,Imagine Dragons,https://charts-static.billboard.com/img/2012/03/imagine-dragons-hy6-53x53.jpg,,19,18,29,up,2013-01-05
19,Gangnam Style,PSY,https://charts-static.billboard.com/img/2012/07/psy-xbs-53x53.jpg,,18,2,16,down,2013-01-05
20,Swimming Pools (Drank),Kendrick Lamar,https://charts-static.billboard.com/img/2012/08/kendrick-lamar-h1y-53x53.jpg,,21,17,19,up,2013-01-05
21,All I Want For Christmas Is You,Mariah Carey,https://charts-static.billboard.com/img/1994/12/mariah-carey-tgq-53x53.jpg,,25,21,4,up,2013-01-05
22,Cruise,Florida Georgia Line Featuring Nelly,https://charts-static.billboard.com/img/2012/08/florida-georgia-line-jau-53x53.jpg,,20,16,19,down,2013-01-05
23,Clique,"Kanye West, Jay-Z, Big Sean",https://charts-static.billboard.com/img/2012/09/kanye-west-irm-53x53.jpg,,22,12,16,down,2013-01-05
24,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",https://charts-static.billboard.com/img/2012/11/aap-rocky-avt-53x53.jpg,,32,24,8,up,2013-01-05
25,Adorn,Miguel,https://charts-static.billboard.com/img/1840/12/miguel-y6r-53x53.jpg,,23,17,21,down,2013-01-05
26,Sweet Nothing,Calvin Harris Featuring Florence Welch,https://charts-static.billboard.com/img/2012/10/calvin-harris-ffl-53x53.jpg,,33,26,7,up,2013-01-05
27,Don't Stop The Party,Pitbull Featuring TJR,https://charts-static.billboard.com/img/2012/10/pitbull-odu-53x53.jpg,,30,27,10,up,2013-01-05
28,Too Close,Alex Clare,https://charts-static.billboard.com/img/2012/03/alex-clare-gdw-53x53.jpg,,24,7,39,down,2013-01-05
29,We Are Never Ever Getting Back Together,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,27,1,20,down,2013-01-05
30,Catch My Breath,Kelly Clarkson,https://charts-static.billboard.com/img/2012/10/kelly-clarkson-091-53x53.jpg,,49,30,9,up,2013-01-05
31,Va Va Voom,Nicki Minaj,https://charts-static.billboard.com/img/2012/04/nicki-minaj-thi-53x53.jpg,,26,22,10,down,2013-01-05
32,Little Talks,Of Monsters And Men,https://charts-static.billboard.com/img/2011/11/of-monsters-and-men-ovw-53x53.jpg,,31,31,31,down,2013-01-05
33,I'm Different,2 Chainz,https://charts-static.billboard.com/img/2012/09/2-chainz-8fw-53x53.jpg,,42,33,6,up,2013-01-05
34,No Worries,Lil Wayne Featuring Detail,https://charts-static.billboard.com/img/2012/09/lil-wayne-9q6-53x53.jpg,,39,34,16,up,2013-01-05
35,As Long As You Love Me,Justin Bieber Featuring Big Sean,https://charts-static.billboard.com/img/2012/06/justin-bieber-3jm-53x53.jpg,,28,6,27,down,2013-01-05
36,Wanted,Hunter Hayes,Not supported yet,,37,16,35,up,2013-01-05
37,Hall Of Fame,The Script Featuring will.i.am,https://charts-static.billboard.com/img/2012/09/the-script-lb9-53x53.jpg,,38,36,13,up,2013-01-05
38,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,https://charts-static.billboard.com/img/2012/07/juicy-j-9cf-53x53.jpg,,35,29,15,down,2013-01-05
39,I Will Wait,Mumford & Sons,https://charts-static.billboard.com/img/2012/08/mumford-sons-miw-53x53.jpg,,34,23,20,down,2013-01-05
40,Thinkin Bout You,Frank Ocean,https://charts-static.billboard.com/img/2012/03/frank-ocean-rv3-53x53.jpg,,36,32,24,down,2013-01-05
41,Little Things,One Direction,Not supported yet,,46,41,6,up,2013-01-05
42,Don't Wake Me Up,Chris Brown,https://charts-static.billboard.com/img/2012/06/chris-brown-cte-53x53.jpg,,29,10,26,down,2013-01-05
43,Call Me Maybe,Carly Rae Jepsen,https://charts-static.billboard.com/img/2017/06/carly-rae-jepsen-53x53.jpg,,45,1,44,up,2013-01-05
44,Better Dig Two,The Band Perry,https://charts-static.billboard.com/img/2012/11/the-band-perry-lzw-53x53.jpg,,41,40,8,down,2013-01-05
45,Lights,Ellie Goulding,https://charts-static.billboard.com/img/2011/08/ellie-goulding-1mr-53x53.jpg,,43,2,53,down,2013-01-05
46,Daylight,Maroon 5,https://charts-static.billboard.com/img/2012/12/maroon-5-9st-53x53.jpg,,58,46,3,up,2013-01-05
47,Blow Me (One Last Kiss),P!nk,https://charts-static.billboard.com/img/2012/07/pnk-e1s-53x53.jpg,,44,5,25,down,2013-01-05
48,Anything Could Happen,Ellie Goulding,https://charts-static.billboard.com/img/2012/09/ellie-goulding-1mr-53x53.jpg,,47,47,11,down,2013-01-05
49,Somebody That I Used To Know,Gotye Featuring Kimbra,https://charts-static.billboard.com/img/1840/12/gotye-ujn-53x53.jpg,,48,1,51,down,2013-01-05
50,Every Storm (Runs Out Of Rain),Gary Allan,https://charts-static.billboard.com/img/2012/09/gary-allan-ncl-53x53.jpg,,54,50,12,up,2013-01-05
51,Goodbye In Her Eyes,Zac Brown Band,https://charts-static.billboard.com/img/2012/07/zac-brown-band-elb-53x53.jpg,,50,48,11,down,2013-01-05
52,Radioactive,Imagine Dragons,https://charts-static.billboard.com/img/2012/08/imagine-dragons-hy6-53x53.jpg,,55,52,17,up,2013-01-05
53,Feel Again,OneRepublic,https://charts-static.billboard.com/img/2012/09/onerepublic-bjw-53x53.jpg,,52,36,17,down,2013-01-05
54,Til My Last Day,Justin Moore,https://charts-static.billboard.com/img/2012/03/justin-moore-mtw-53x53.jpg,,53,51,15,down,2013-01-05
55,How Country Feels,Randy Houser,https://charts-static.billboard.com/img/2012/05/randy-houser-ilh-53x53.jpg,,57,55,12,up,2013-01-05
56,Beer Money,Kip Moore,https://charts-static.billboard.com/img/2012/07/kip-moore-fzz-53x53.jpg,,51,51,14,down,2013-01-05
57,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,https:https://charts-static.billboard.com/img/2012/11/jason-aldean-jfn-106x106.jpg,,60,57,7,up,2013-01-05
58,Wicked Games,The Weeknd,https://charts-static.billboard.com/img/2012/10/the-weeknd-gvx-53x53.jpg,,61,58,8,up,2013-01-05
59,Birthday Song,2 Chainz Featuring Kanye West,https://charts-static.billboard.com/img/2012/08/2-chainz-8fw-53x53.jpg,,62,47,20,up,2013-01-05
60,Cry,Cassadee Pope,https://charts-static.billboard.com/img/2013/01/cassadee-pope-k5p-53x53.jpg,,,,,new,2013-01-05
61,Ball,T.I. Featuring Lil Wayne,https://charts-static.billboard.com/img/2012/11/ti-e27-53x53.jpg,,64,50,10,up,2013-01-05
62,When I Was Your Man,Bruno Mars,https://charts-static.billboard.com/img/2012/12/bruno-mars-va7-53x53.jpg,,-,62,2,re-entry,2013-01-05
63,Madness,Muse,https://charts-static.billboard.com/img/2012/09/muse-wup-53x53.jpg,,65,60,18,up,2013-01-05
64,Remember You,Wiz Khalifa Featuring The Weeknd,https://charts-static.billboard.com/img/2012/10/wiz-khalifa-b1e-53x53.jpg,,63,63,5,down,2013-01-05
65,Kiss Tomorrow Goodbye,Luke Bryan,https://charts-static.billboard.com/img/2012/07/luke-bryan-kl4-53x53.jpg,,59,29,18,down,2013-01-05
66,Tornado,Little Big Town,https://charts-static.billboard.com/img/2012/09/little-big-town-z2a-53x53.jpg,,66,66,7,same,2013-01-05
67,Don't Judge Me,Chris Brown,https://charts-static.billboard.com/img/2012/07/chris-brown-cte-53x53.jpg,,68,67,8,up,2013-01-05
68,Creepin',Eric Church,https://charts-static.billboard.com/img/2011/08/eric-church-3cj-53x53.jpg,,56,56,18,down,2013-01-05
69,Somebody's Heartbreak,Hunter Hayes,Not supported yet,,73,69,5,up,2013-01-05
70,Love Sosa,Chief Keef,https://charts-static.billboard.com/img/2012/11/chief-keef-1sd-53x53.jpg,,82,70,2,up,2013-01-05
71,Southern Comfort Zone,Brad Paisley,https://charts-static.billboard.com/img/2012/10/brad-paisley-ws4-53x53.jpg,,69,68,12,down,2013-01-05
72,Poetic Justice,Kendrick Lamar Featuring Drake,https://charts-static.billboard.com/img/2012/11/kendrick-lamar-h1y-53x53.jpg,,77,72,9,up,2013-01-05
73,Skyfall,Adele,https://charts-static.billboard.com/img/2012/10/adele-hdy-53x53.jpg,,72,8,12,down,2013-01-05
74,Live While We're Young,One Direction,Not supported yet,,78,3,12,up,2013-01-05
75,One Of Those Nights,Tim McGraw,https://charts-static.billboard.com/img/2012/11/tim-mcgraw-j7r-53x53.jpg,,79,75,4,up,2013-01-05
76,Begin Again,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,75,7,12,down,2013-01-05
77,Diced Pineapples,Rick Ross Featuring Wale & Drake,https://charts-static.billboard.com/img/2012/08/rick-ross-oua-53x53.jpg,,76,71,12,down,2013-01-05
78,Guap,Big Sean,https://charts-static.billboard.com/img/2012/11/big-sean-820-53x53.jpg,,89,78,2,up,2013-01-05
79,Rest Of My Life,Ludacris Featuring Usher & David Guetta,https://charts-static.billboard.com/img/2012/11/ludacris-5cn-53x53.jpg,,80,72,5,up,2013-01-05
80,El Cerrito Place,Kenny Chesney,https://charts-static.billboard.com/img/2012/09/kenny-chesney-en6-53x53.jpg,,74,72,11,down,2013-01-05
81,All Gold Everything,Trinidad James,https://charts-static.billboard.com/img/2012/11/trinidad-james-kkd-53x53.jpg,,96,81,2,up,2013-01-05
82,Neva End,Future,https://charts-static.billboard.com/img/2012/11/future-l22-53x53.jpg,,91,82,3,up,2013-01-05
83,Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",https://charts-static.billboard.com/img/2012/09/the-game-r55-53x53.jpg,,85,82,7,up,2013-01-05
84,Over You,Cassadee Pope,https://charts-static.billboard.com/img/2012/12/cassadee-pope-k5p-53x53.jpg,,-,25,2,re-entry,2013-01-05
85,Two Black Cadillacs,Carrie Underwood,https://charts-static.billboard.com/img/2012/05/carrie-underwood-ko6-53x53.jpg,,90,85,2,up,2013-01-05
86,Did It For The Girl,Greg Bates,https://charts-static.billboard.com/img/2012/04/greg-bates-o88-53x53.jpg,,67,66,14,down,2013-01-05
87,Turn On The Lights,Future,https://charts-static.billboard.com/img/2012/07/future-l22-53x53.jpg,,83,50,20,down,2013-01-05
88,Stubborn Love,The Lumineers,https://charts-static.billboard.com/img/2012/08/the-lumineers-oks-53x53.jpg,,81,81,3,down,2013-01-05
89,Merry Go 'round,Kacey Musgraves,https://charts-static.billboard.com/img/2012/09/kacey-musgraves-rch-53x53.jpg,,88,88,2,down,2013-01-05
90,The One That Got Away,Jake Owen,https://charts-static.billboard.com/img/2012/05/jake-owen-17q-53x53.jpg,,71,51,20,down,2013-01-05
91,Who Booty,Jonn Hart Featuring IamSU!,https://charts-static.billboard.com/img/2012/10/jonn-hart-r3q-53x53.jpg,,93,91,2,up,2013-01-05
92,Take A Walk,Passion Pit,https://charts-static.billboard.com/img/2012/05/passion-pit-ueb-53x53.jpg,,86,85,17,down,2013-01-05
93,Tip It On Back,Dierks Bentley,https://charts-static.billboard.com/img/2012/08/dierks-bentley-yjg-53x53.jpg,,84,84,5,down,2013-01-05
94,Ready Or Not,Bridgit Mendler,https://charts-static.billboard.com/img/2012/08/bridgit-mendler-7ay-53x53.jpg,,87,78,10,down,2013-01-05
95,King Wizard,Kid Cudi,https://charts-static.billboard.com/img/2013/01/kid-cudi-f7w-53x53.jpg,,,,,new,2013-01-05
96,Ice,Kelly Rowland Featuring Lil Wayne,https://charts-static.billboard.com/img/2012/08/kelly-rowland-ndd-53x53.jpg,,94,88,10,down,2013-01-05
97,Young & Gettin' It,Meek Mill Featuring Kirko Bangz,https://charts-static.billboard.com/img/2012/10/meek-mill-utw-53x53.jpg,,92,88,8,down,2013-01-05
98,Representin',Ludacris Featuring Kelly Rowland,https://charts-static.billboard.com/img/2012/10/ludacris-5cn-53x53.jpg,,98,97,4,same,2013-01-05
99,C'mon,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,,,,,new,2013-01-05
100,Crying On A Suitcase,Casey James,https://charts-static.billboard.com/img/2012/06/casey-james-ecn-53x53.jpg,,,,,new,2013-01-05
1,Locked Out Of Heaven,Bruno Mars,https://charts-static.billboard.com/img/2012/10/bruno-mars-va7-53x53.jpg,4,1,1,13,same,2013-01-12
2,I Knew You Were Trouble.,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,4,2,11,up,2013-01-12
3,Diamonds,Rihanna,https://charts-static.billboard.com/img/2012/10/rihanna-v3t-53x53.jpg,,2,1,14,down,2013-01-12
4,Ho Hey,The Lumineers,https://charts-static.billboard.com/img/2017/01/the-lumineers-53x53.jpg,,3,3,30,down,2013-01-12
5,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,https://charts-static.billboard.com/img/2012/07/justin-bieber-3jm-53x53.jpg,,5,5,12,same,2013-01-12
6,Gangnam Style,PSY,https://charts-static.billboard.com/img/2012/07/psy-xbs-53x53.jpg,,19,2,17,up,2013-01-12
7,Die Young,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,,6,2,14,down,2013-01-12
8,One More Night,Maroon 5,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg,,7,1,28,down,2013-01-12
9,Home,Phillip Phillips,https://charts-static.billboard.com/img/1840/12/phillip-phillips-75j-53x53.jpg,,9,7,27,same,2013-01-12
10,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,https://charts-static.billboard.com/img/2016/11/macklemore-ryan-lewis-53x53.jpg,,10,10,13,same,2013-01-12
11,I Cry,Flo Rida,https://charts-static.billboard.com/img/2012/09/flo-rida-8v1-53x53.jpg,,8,6,14,down,2013-01-12
12,Scream & Shout,will.i.am & Britney Spears,https://charts-static.billboard.com/img/2012/12/william-eaz-53x53.jpg,,12,12,5,same,2013-01-12
13,Some Nights,fun.,https://charts-static.billboard.com/img/2012/03/fun-gqs-53x53.jpg,,14,3,45,up,2013-01-12
14,Girl On Fire,Alicia Keys Featuring Nicki Minaj,https://charts-static.billboard.com/img/2012/09/alicia-keys-xkr-53x53.jpg,,16,11,17,up,2013-01-12
15,Don't You Worry Child,Swedish House Mafia Featuring John Martin,https://charts-static.billboard.com/img/2012/09/swedish-house-mafia-ep7-53x53.jpg,,11,11,15,down,2013-01-12
16,The A Team,Ed Sheeran,https://charts-static.billboard.com/img/2012/02/ed-sheeran-3vg-53x53.jpg,,17,16,25,up,2013-01-12
17,We Are Never Ever Getting Back Together,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,29,1,21,up,2013-01-12
18,Try,P!nk,https://charts-static.billboard.com/img/2012/10/pnk-e1s-53x53.jpg,,13,13,10,down,2013-01-12
19,Cruise,Florida Georgia Line Featuring Nelly,https://charts-static.billboard.com/img/2012/08/florida-georgia-line-jau-53x53.jpg,,22,16,20,up,2013-01-12
20,Swimming Pools (Drank),Kendrick Lamar,https://charts-static.billboard.com/img/2012/08/kendrick-lamar-h1y-53x53.jpg,,20,17,20,same,2013-01-12
21,It's Time,Imagine Dragons,https://charts-static.billboard.com/img/2012/03/imagine-dragons-hy6-53x53.jpg,,18,18,30,down,2013-01-12
22,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,https://charts-static.billboard.com/img/2012/08/ne-yo-9u2-53x53.jpg,,15,6,22,down,2013-01-12
