rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
1,All I Want For Christmas Is You,Mariah Carey,https://charts-static.billboard.com/img/1994/12/mariah-carey-99g-all-i-want-for-christmas-is-you-3w0-180x180.jpg,2,1,1,50,same,2022-01-01
2,Rockin' Around The Christmas Tree,Brenda Lee,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,,2,2,44,same,2022-01-01
3,Jingle Bell Rock,Bobby Helms,https://charts-static.billboard.com/img/1958/12/bobby-helms-8s1-jingle-bell-rock-12o-180x180.jpg,,4,3,41,up,2022-01-01
4,A Holly Jolly Christmas,Burl Ives,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,,5,4,25,up,2022-01-01
5,Easy On Me,Adele,https://charts-static.billboard.com/img/2021/10/adele-000-easy-on-me-zy9-180x180.jpg,,3,1,11,down,2022-01-01
6,It's The Most Wonderful Time Of The Year,Andy Williams,https://charts-static.billboard.com/img/2001/12/andy-williams-lz2-180x180.jpg,,7,5,26,up,2022-01-01
7,Last Christmas,Wham!,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,,9,7,24,up,2022-01-01
8,Feliz Navidad,Jose Feliciano,https://charts-static.billboard.com/img/1998/01/jose-feliciano-b5h-180x180.jpg,,11,6,19,up,2022-01-01
9,Stay,The Kid LAROI & Justin Bieber,https://charts-static.billboard.com/img/2021/07/the-kid-laroi-qev-stay-ens-180x180.jpg,,6,1,24,down,2022-01-01
10,Sleigh Ride,The Ronettes,https://charts-static.billboard.com/img/2001/12/the-ronettes-k1e-sleigh-ride-60v-180x180.jpg,,13,10,15,up,2022-01-01
11,The Christmas Song (Merry Christmas To You),Nat King Cole,https://charts-static.billboard.com/img/1960/12/nat-king-cole-wkp-the-christmas-song-merry-christmas-to-you-gfr-180x180.jpg,,15,11,31,up,2022-01-01
12,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,https://charts-static.billboard.com/img/2011/12/dean-martin-mm0-180x180.jpg,,17,8,18,up,2022-01-01
13,Underneath The Tree,Kelly Clarkson,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-gyw-underneath-the-tree-hcd-180x180.jpg,,18,12,14,up,2022-01-01
14,Broadway Girls,Lil Durk Featuring Morgan Wallen,https://charts-static.billboard.com/img/2022/01/lil-durk-hvd-broadway-girls-i15-180x180.jpg,,None,14,1,new,2022-01-01
15,Heat Waves,Glass Animals,https://charts-static.billboard.com/img/2020/07/glass-animals-rtd-heat-waves-o3i-180x180.jpg,,8,7,49,down,2022-01-01
16,Christmas (Baby Please Come Home),Darlene Love,https://charts-static.billboard.com/img/2014/12/darlene-love-pok-180x180.jpg,,25,16,11,up,2022-01-01
17,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg,,19,12,11,up,2022-01-01
18,Santa Tell Me,Ariana Grande,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,,24,17,12,up,2022-01-01
19,Rudolph The Red-Nosed Reindeer,Gene Autry,https://charts-static.billboard.com/img/1998/12/gene-autry-o4a-180x180.jpg,,21,16,16,up,2022-01-01
20,Happy Holiday / The Holiday Season,Andy Williams,https://charts-static.billboard.com/img/2001/12/andy-williams-epf-180x180.jpg,,22,18,12,up,2022-01-01
21,White Christmas,Bing Crosby,https://charts-static.billboard.com/img/1958/12/bing-crosby-q6i-180x180.jpg,,27,12,24,up,2022-01-01
22,Industry Baby,Lil Nas X & Jack Harlow,https://charts-static.billboard.com/img/2021/07/lil-nas-x-qv4-industry-baby-td4-180x180.jpg,,10,1,22,down,2022-01-01
23,Shivers,Ed Sheeran,https://charts-static.billboard.com/img/2021/09/ed-sheeran-w3r-shivers-x3e-180x180.jpg,,12,5,15,down,2022-01-01
24,Need To Know,Doja Cat,https://charts-static.billboard.com/img/2021/06/doja-cat-lm6-need-to-know-awe-180x180.jpg,,14,8,28,down,2022-01-01
