rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
1,Lose Yourself,Eminem,https://charts-static.billboard.com/img/2002/10/eminem-1xq-53x53.jpg,9,1,1,14,same,2003-01-04
2,Work It,"Missy ""Misdemeanor"" Elliott",https://charts-static.billboard.com/img/2002/09/missy-elliott-zjj-53x53.jpg,,2,2,17,same,2003-01-04
3,Air Force Ones,"Nelly Featuring Kyjuan, Ali & Murphy Lee",https://charts-static.billboard.com/img/2002/09/nelly-fmf-53x53.jpg,,5,3,9,up,2003-01-04
4,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,https://charts-static.billboard.com/img/2002/10/jay-z-gbw-53x53.jpg,,4,4,11,same,2003-01-04
5,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,https://charts-static.billboard.com/img/2002/10/jennifer-lopez-eme-53x53.jpg,,3,3,13,down,2003-01-04
6,Beautiful,Christina Aguilera,https://charts-static.billboard.com/img/2002/11/christina-aguilera-9ag-53x53.jpg,,6,6,7,same,2003-01-04
7,"Bump, Bump, Bump",B2K & P. Diddy,https://charts-static.billboard.com/img/2002/11/b2k-xq8-53x53.jpg,,7,7,6,same,2003-01-04
8,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,https://charts-static.billboard.com/img/2002/06/nivea-q2d-53x53.jpg,,8,8,22,same,2003-01-04
9,Love Of My Life (An Ode To Hip Hop),Erykah Badu Featuring Common,https://charts-static.billboard.com/img/2002/07/erykah-badu-21i-53x53.jpg,,11,9,18,up,2003-01-04
10,Underneath It All,No Doubt Featuring Lady Saw,https://charts-static.billboard.com/img/2002/08/no-doubt-qev-53x53.jpg,,9,3,19,down,2003-01-04
11,Miss You,Aaliyah,https://charts-static.billboard.com/img/2002/11/aaliyah-3rl-53x53.jpg,,15,11,6,up,2003-01-04
12,I'm With You,Avril Lavigne,https://charts-static.billboard.com/img/2002/11/avril-lavigne-517-53x53.jpg,,16,12,5,up,2003-01-04
13,She Hates Me,Puddle Of Mudd,https://charts-static.billboard.com/img/2002/08/puddle-of-mudd-nx0-53x53.jpg,,13,13,13,same,2003-01-04
14,The Game Of Love,Santana Featuring Michelle Branch,https://charts-static.billboard.com/img/2002/10/santana-fo5-53x53.jpg,,10,5,14,down,2003-01-04
15,All I Have,Jennifer Lopez Featuring LL Cool J,https://charts-static.billboard.com/img/2002/12/jennifer-lopez-eme-53x53.jpg,,25,15,2,up,2003-01-04
16,Landslide,Dixie Chicks,https://charts-static.billboard.com/img/2002/09/dixie-chicks-1tn-53x53.jpg,,14,13,16,down,2003-01-04
17,Cry Me A River,Justin Timberlake,https://charts-static.billboard.com/img/2002/12/justin-timberlake-wmm-53x53.jpg,,29,17,3,up,2003-01-04
18,Gimme The Light,Sean Paul,https://charts-static.billboard.com/img/2002/04/sean-paul-uyx-53x53.jpg,,12,7,36,down,2003-01-04
