rank,title,artist,image,last week,peak position,weeks on chart,detail,date,weeks at no.1
28,When I Wanted You,Barry Manilow,https://charts-static.billboard.com/img/1979/12/barry-manilow-0ni-53x53.jpg,38,28,9,up,1980-02-09,
29,Wonderland,Commodores,https://charts-static.billboard.com/img/1979/12/commodores-lju-53x53.jpg,34,29,9,up,1980-02-09,
30,Do You Love What You Feel,Rufus And Chaka Khan,https://charts-static.billboard.com/img/1840/12/chaka-khan-kwe-53x53.jpg,30,30,12,same,1980-02-09,
31,Refugee,Tom Petty And The Heartbreakers,https://charts-static.billboard.com/img/1980/01/tom-petty-and-the-heartbreakers-eog-53x53.jpg,50,31,3,up,1980-02-09,
32,Another Brick In The Wall (Part II),Pink Floyd,https://charts-static.billboard.com/img/1980/01/pink-floyd-pu1-53x53.jpg,51,32,4,up,1980-02-09,
33,The Second Time Around,Shalamar,https://charts-static.billboard.com/img/1979/09/shalamar-zos-53x53.jpg,40,33,10,up,1980-02-09,
34,Lost Her In The Sun,John Stewart,https://charts-static.billboard.com/img/1979/12/john-stewart-zom-53x53.jpg,36,34,10,up,1980-02-09,
35,How Do I Make You,Linda Ronstadt,https://charts-static.billboard.com/img/1980/02/linda-ronstadt-vi6-53x53.jpg,68,35,2,up,1980-02-09,
36,Him,Rupert Holmes,https://charts-static.billboard.com/img/1980/01/rupert-holmes-6iw-53x53.jpg,47,36,4,up,1980-02-09,
37,Ladies Night,Kool & The Gang,https://charts-static.billboard.com/img/1979/09/kool-the-gang-bbp-53x53.jpg,37,8,19,same,1980-02-09,
38,Send One Your Love,Stevie Wonder,https://charts-static.billboard.com/img/1979/11/stevie-wonder-12f-53x53.jpg,14,4,15,down,1980-02-09,
39,99,Toto,https://charts-static.billboard.com/img/1979/12/toto-ful-53x53.jpg,45,39,8,up,1980-02-09,
40,Heartbreaker,Pat Benatar,https://charts-static.billboard.com/img/1979/12/pat-benatar-lo1-53x53.jpg,44,40,8,up,1980-02-09,
41,Looks Like Love Again,Dann Rogers,Not supported yet,43,41,9,up,1980-02-09,
42,Special Lady,"Ray, Goodman & Brown",https://charts-static.billboard.com/img/1979/11/ray-goodman-brown-1cc-53x53.jpg,74,42,3,up,1980-02-09,
43,"Let Me Go, Love",Nicolette Larson & Michael McDonald,https://charts-static.billboard.com/img/1980/01/nicolette-larson-6m5-53x53.jpg,53,43,5,up,1980-02-09,
44,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Bonnie Pointer,Not supported yet,48,44,8,up,1980-02-09,
45,Wait For Me,Daryl Hall John Oates,Not supported yet,26,18,16,down,1980-02-09,
46,I Don't Want To Talk About It,Rod Stewart,https://charts-static.billboard.com/img/1979/12/rod-stewart-icm-53x53.jpg,46,46,8,same,1980-02-09,
47,Kiss Me In The Rain,Barbra Streisand,https://charts-static.billboard.com/img/1980/01/barbra-streisand-2i4-53x53.jpg,58,47,5,up,1980-02-09,
48,Flirtin' With Disaster,Molly Hatchet,https:https://charts-static.billboard.com/img/1980/01/molly-hatchet-2q8-53x53.jpg,54,48,6,up,1980-02-09,
49,Give It All You Got,Chuck Mangione,https://charts-static.billboard.com/img/1980/01/chuck-mangione-i7c-53x53.jpg,57,49,4,up,1980-02-09,
50,When A Man Loves A Woman,Bette Midler,https://charts-static.billboard.com/img/1980/01/bette-midler-7sa-53x53.jpg,59,50,4,up,1980-02-09,
51,I Thank You,ZZ Top,https://charts-static.billboard.com/img/1980/01/zz-top-l8g-53x53.jpg,61,51,4,up,1980-02-09,
52,Forever Mine,The O'Jays,https://charts-static.billboard.com/img/1979/11/the-ojays-vzm-53x53.jpg,28,28,12,down,1980-02-09,
53,Bad Times,Tavares,https://charts-static.billboard.com/img/1980/01/tavares-q28-53x53.jpg,62,53,6,up,1980-02-09,
54,Back On My Feet Again,The Babys,https://charts-static.billboard.com/img/1980/01/the-babys-qdc-53x53.jpg,64,54,4,up,1980-02-09,
55,With You I'm Born Again,Billy Preston & Syreeta,https://charts-static.billboard.com/img/1979/12/billy-preston-9en-53x53.jpg,67,55,10,up,1980-02-09,
56,Better Love Next Time,Dr. Hook,https://charts-static.billboard.com/img/1979/10/dr-hook-oph-53x53.jpg,31,12,18,down,1980-02-09,
57,Cool Change,Little River Band,https://charts-static.billboard.com/img/1979/10/little-river-band-45x-53x53.jpg,33,10,17,down,1980-02-09,
58,Voices,Cheap Trick,https://charts-static.billboard.com/img/1979/12/cheap-trick-jcq-53x53.jpg,32,32,10,down,1980-02-09,
59,You Know That I Love You,Santana,https://charts-static.billboard.com/img/1979/11/santana-fo5-53x53.jpg,35,35,12,down,1980-02-09,
60,I Pledge My Love,Peaches & Herb,https://charts-static.billboard.com/img/1980/01/peaches-herb-ubt-53x53.jpg,71,60,4,up,1980-02-09,
61,Can We Still Be Friends,Robert Palmer,https://charts-static.billboard.com/img/1979/12/robert-palmer-i8q-53x53.jpg,52,52,8,down,1980-02-09,
62,Three Times In Love,Tommy James,https://charts-static.billboard.com/img/1980/01/tommy-james-n0d-53x53.jpg,73,62,3,up,1980-02-09,
63,Lonely Eyes,Robert John,Not supported yet,41,41,10,down,1980-02-09,
64,Got To Love Somebody,Sister Sledge,https://charts-static.billboard.com/img/1980/01/sister-sledge-pos-53x53.jpg,66,64,4,up,1980-02-09,
65,I Wish I Was Eighteen Again,George Burns,https://charts-static.billboard.com/img/1980/01/george-burns-vmp-53x53.jpg,76,65,4,up,1980-02-09,
66,Last Train To London,Electric Light Orchestra,https://charts-static.billboard.com/img/1979/12/electric-light-orchestra-jef-53x53.jpg,39,39,10,down,1980-02-09,
67,Remember (Walking In The Sand),Aerosmith,https://charts-static.billboard.com/img/1980/01/aerosmith-fsf-53x53.jpg,69,67,5,up,1980-02-09,
68,Haven't You Heard,Patrice Rushen,https://charts-static.billboard.com/img/1979/11/patrice-rushen-9t3-53x53.jpg,77,68,3,up,1980-02-09,
69,You Might Need Somebody,Turley Richards,Not supported yet,78,69,3,up,1980-02-09,
70,Rockin' Into The Night,38 Special,Not supported yet,80,70,2,up,1980-02-09,
71,Come Back,The J. Geils Band,https://charts-static.billboard.com/img/1980/02/the-j-geils-band-etm-53x53.jpg,82,71,2,up,1980-02-09,
72,Goodnight My Love,Mike Pinera,https://charts-static.billboard.com/img/1980/01/mike-pinera-cd7-53x53.jpg,72,72,6,same,1980-02-09,
73,Baby Talks Dirty,The Knack,Not supported yet,,,,new,1980-02-09,
74,Years,Wayne Newton,Not supported yet,84,74,2,up,1980-02-09,
75,Dig The Gold,Joyce Cobb,Not supported yet,42,42,12,down,1980-02-09,
76,Us And Love (We Go Together),Kenny Nolan,Not supported yet,87,76,2,up,1980-02-09,
77,Please Don't Go,KC And The Sunshine Band,https://charts-static.billboard.com/img/1979/08/kc-and-the-sunshine-band-h7q-53x53.jpg,56,1,25,down,1980-02-09,
78,Jane,Jefferson Starship,https://charts-static.billboard.com/img/1979/11/starship-djg-53x53.jpg,63,14,15,down,1980-02-09,
79,And The Beat Goes On,The Whispers,Not supported yet,,,,new,1980-02-09,
80,I Don't Like Mondays,The Boomtown Rats,https://charts-static.billboard.com/img/1980/02/the-boomtown-rats-ftz-53x53.jpg,91,80,2,up,1980-02-09,
81,Lost In Love,Air Supply,Not supported yet,,,,new,1980-02-09,
82,Even It Up,Heart,Not supported yet,,,,new,1980-02-09,
83,"Computer Game ""Theme From The Circus""",Yellow Magic Orchestra,https://charts-static.billboard.com/img/1980/01/yellow-magic-orchestra-w6d-53x53.jpg,92,83,2,up,1980-02-09,
84,The Hardest Part,Blondie,https://charts-static.billboard.com/img/1980/02/blondie-9wz-53x53.jpg,88,84,2,up,1980-02-09,
85,Where Does The Lovin' Go,David Gates,Not supported yet,,,,new,1980-02-09,
86,Peanut Butter,Twennynine Featuring Lenny White,https://charts-static.billboard.com/img/1979/10/twennynine-featuring-lenny-white-f97-53x53.jpg,90,86,2,up,1980-02-09,
87,My Heroes Have Always Been Cowboys,Willie Nelson,Not supported yet,,,,new,1980-02-09,
88,I Don't Want To Be Lonely,Dana Valery,Not supported yet,89,88,4,up,1980-02-09,
89,I Shoulda Loved Ya,Narada Michael Walden,Not supported yet,,,,new,1980-02-09,
90,I Like To Rock,April Wine,Not supported yet,,,,new,1980-02-09,
91,Holdin' On For Dear Love,Lobo,Not supported yet,75,75,8,down,1980-02-09,
92,Still,Commodores,https://charts-static.billboard.com/img/1979/09/commodores-lju-53x53.jpg,81,1,20,down,1980-02-09,
93,Glide,Pleasure,Not supported yet,55,55,10,down,1980-02-09,
94,Rotation,Herb Alpert,https://charts-static.billboard.com/img/1979/11/herb-alpert-hn0-53x53.jpg,65,30,13,down,1980-02-09,
95,Memorize Your Number,Leif Garrett,https://charts-static.billboard.com/img/1979/12/leif-garrett-tjn-53x53.jpg,70,60,9,down,1980-02-09,
96,Babe,Styx,https://charts-static.billboard.com/img/1979/10/styx-2ra-53x53.jpg,79,1,19,down,1980-02-09,
97,Dirty Water,The Inmates,https://charts-static.billboard.com/img/1979/12/the-inmates-ofd-53x53.jpg,85,51,10,down,1980-02-09,
98,I Call Your Name,Switch,https://charts-static.billboard.com/img/1979/10/switch-dn4-53x53.jpg,83,83,15,down,1980-02-09,
99,Head Games,Foreigner,https://charts-static.billboard.com/img/1979/11/foreigner-kky-53x53.jpg,86,14,14,down,1980-02-09,
100,I'm Alive,Gamma,Not supported yet,60,60,6,down,1980-02-09,
1,Do That To Me One More Time,Captain & Tennille,https://charts-static.billboard.com/img/1979/10/captain-tennille-ft5-53x53.jpg,2,1,18,up,1980-02-16,
2,Crazy Little Thing Called Love,Queen,https://charts-static.billboard.com/img/1979/12/queen-m21-53x53.jpg,5,2,9,up,1980-02-16,
3,Coward Of The County,Kenny Rogers,https://charts-static.billboard.com/img/1979/11/kenny-rogers-vja-53x53.jpg,3,3,14,same,1980-02-16,
4,Cruisin',Smokey Robinson,https://charts-static.billboard.com/img/1979/10/smokey-robinson-ktg-53x53.jpg,4,4,20,same,1980-02-16,
5,Rock With You,Michael Jackson,https://charts-static.billboard.com/img/1840/12/michael-jackson-9to-53x53.jpg,1,1,16,down,1980-02-16,
6,"Yes, I'm Ready",Teri DeSario With K.C.,Not supported yet,6,6,14,same,1980-02-16,
7,Sara,Fleetwood Mac,https://charts-static.billboard.com/img/1979/12/fleetwood-mac-m6k-53x53.jpg,7,7,10,same,1980-02-16,
8,Longer,Dan Fogelberg,https://charts-static.billboard.com/img/1979/12/dan-fogelberg-4ox-53x53.jpg,9,8,10,up,1980-02-16,
9,On The Radio,Donna Summer,https://charts-static.billboard.com/img/1979/11/donna-summer-617-53x53.jpg,14,9,6,up,1980-02-16,
10,Desire,Andy Gibb,https://charts-static.billboard.com/img/1980/01/andy-gibb-ske-53x53.jpg,13,10,4,up,1980-02-16,
11,This Is It,Kenny Loggins,https://charts-static.billboard.com/img/1979/10/kenny-loggins-dn7-53x53.jpg,11,11,18,same,1980-02-16,
12,Don't Do Me Like That,Tom Petty And The Heartbreakers,https://charts-static.billboard.com/img/1979/11/tom-petty-and-the-heartbreakers-eog-53x53.jpg,10,10,14,down,1980-02-16,
13,Daydream Believer,Anne Murray,https://charts-static.billboard.com/img/1979/12/anne-murray-zsk-53x53.jpg,17,13,9,up,1980-02-16,
14,Romeo's Tune,Steve Forbert,https://charts-static.billboard.com/img/1979/12/steve-forbert-rc1-53x53.jpg,16,14,12,up,1980-02-16,
15,The Long Run,Eagles,https://charts-static.billboard.com/img/1979/12/eagles-520-53x53.jpg,8,8,11,down,1980-02-16,
16,An American Dream,The Dirt Band,Not supported yet,19,16,11,up,1980-02-16,
17,"Working My Way Back To You/Forgive Me, Girl",The Spinners,https://charts-static.billboard.com/img/1979/10/the-spinners-2yh-53x53.jpg,25,17,10,up,1980-02-16,
18,Another Brick In The Wall (Part II),Pink Floyd,https://charts-static.billboard.com/img/1980/01/pink-floyd-pu1-53x53.jpg,32,18,5,up,1980-02-16,
19,September Morn',Neil Diamond,https://charts-static.billboard.com/img/1979/12/neil-diamond-4va-53x53.jpg,21,19,9,up,1980-02-16,
20,The Second Time Around,Shalamar,https://charts-static.billboard.com/img/1979/09/shalamar-zos-53x53.jpg,33,20,11,up,1980-02-16,
21,Fool In The Rain,Led Zeppelin,https://charts-static.billboard.com/img/1979/12/led-zeppelin-baq-53x53.jpg,22,21,9,up,1980-02-16,
22,Too Hot,Kool & The Gang,https://charts-static.billboard.com/img/1980/01/kool-the-gang-bbp-53x53.jpg,27,22,5,up,1980-02-16,
23,How Do I Make You,Linda Ronstadt,https://charts-static.billboard.com/img/1980/02/linda-ronstadt-vi6-53x53.jpg,35,23,3,up,1980-02-16,
24,Escape (The Pina Colada Song),Rupert Holmes,https://charts-static.billboard.com/img/1979/10/rupert-holmes-6iw-53x53.jpg,12,1,18,down,1980-02-16,
25,When I Wanted You,Barry Manilow,https://charts-static.billboard.com/img/1979/12/barry-manilow-0ni-53x53.jpg,28,25,10,up,1980-02-16,
26,Refugee,Tom Petty And The Heartbreakers,https://charts-static.billboard.com/img/1980/01/tom-petty-and-the-heartbreakers-eog-53x53.jpg,31,26,4,up,1980-02-16,
27,Wonderland,Commodores,https://charts-static.billboard.com/img/1979/12/commodores-lju-53x53.jpg,29,27,10,up,1980-02-16,
28,Him,Rupert Holmes,https://charts-static.billboard.com/img/1980/01/rupert-holmes-6iw-53x53.jpg,36,28,5,up,1980-02-16,
29,Deja Vu,Dionne Warwick,https://charts-static.billboard.com/img/1979/10/dionne-warwick-6mm-53x53.jpg,15,15,15,down,1980-02-16,
30,Don't Let Go,Isaac Hayes,https://charts-static.billboard.com/img/1979/10/isaac-hayes-4y9-53x53.jpg,18,18,17,down,1980-02-16,
31,I Wanna Be Your Lover,Prince,https://charts-static.billboard.com/img/1979/09/prince-vp8-53x53.jpg,20,11,13,down,1980-02-16,
32,We Don't Talk Anymore,Cliff Richard,https://charts-static.billboard.com/img/1979/10/cliff-richard-uyb-53x53.jpg,23,7,18,down,1980-02-16,
33,99,Toto,https://charts-static.billboard.com/img/1979/12/toto-ful-53x53.jpg,39,33,9,up,1980-02-16,
34,Heartbreaker,Pat Benatar,https://charts-static.billboard.com/img/1979/12/pat-benatar-lo1-53x53.jpg,40,34,9,up,1980-02-16,
35,Why Me,Styx,https://charts-static.billboard.com/img/1979/12/styx-2ra-53x53.jpg,26,26,10,down,1980-02-16,
36,Lost Her In The Sun,John Stewart,https://charts-static.billboard.com/img/1979/12/john-stewart-zom-53x53.jpg,34,34,11,down,1980-02-16,
37,Give It All You Got,Chuck Mangione,https://charts-static.billboard.com/img/1980/01/chuck-mangione-i7c-53x53.jpg,49,37,5,up,1980-02-16,
38,Special Lady,"Ray, Goodman & Brown",https://charts-static.billboard.com/img/1979/11/ray-goodman-brown-1cc-53x53.jpg,42,38,4,up,1980-02-16,
39,"Let Me Go, Love",Nicolette Larson & Michael McDonald,https://charts-static.billboard.com/img/1980/01/nicolette-larson-6m5-53x53.jpg,43,39,6,up,1980-02-16,
40,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Bonnie Pointer,Not supported yet,44,40,9,up,1980-02-16,
41,Looks Like Love Again,Dann Rogers,Not supported yet,41,41,10,same,1980-02-16,
42,Kiss Me In The Rain,Barbra Streisand,https://charts-static.billboard.com/img/1980/01/barbra-streisand-2i4-53x53.jpg,47,42,6,up,1980-02-16,
43,Third Time Lucky (First Time I Was A Fool),Foghat,https://charts-static.billboard.com/img/1979/11/foghat-kmf-53x53.jpg,24,23,14,down,1980-02-16,
44,Flirtin' With Disaster,Molly Hatchet,https:https://charts-static.billboard.com/img/1980/01/molly-hatchet-2q8-53x53.jpg,48,44,7,up,1980-02-16,
45,When A Man Loves A Woman,Bette Midler,https://charts-static.billboard.com/img/1980/01/bette-midler-7sa-53x53.jpg,50,45,5,up,1980-02-16,
46,I Thank You,ZZ Top,https://charts-static.billboard.com/img/1980/01/zz-top-l8g-53x53.jpg,51,46,5,up,1980-02-16,
47,Bad Times,Tavares,https://charts-static.billboard.com/img/1980/01/tavares-q28-53x53.jpg,53,47,7,up,1980-02-16,
48,With You I'm Born Again,Billy Preston & Syreeta,https://charts-static.billboard.com/img/1979/12/billy-preston-9en-53x53.jpg,55,48,11,up,1980-02-16,
49,Back On My Feet Again,The Babys,https://charts-static.billboard.com/img/1980/01/the-babys-qdc-53x53.jpg,54,49,5,up,1980-02-16,
50,Do You Love What You Feel,Rufus And Chaka Khan,https://charts-static.billboard.com/img/1840/12/chaka-khan-kwe-53x53.jpg,30,30,13,down,1980-02-16,
51,Ladies Night,Kool & The Gang,https://charts-static.billboard.com/img/1979/09/kool-the-gang-bbp-53x53.jpg,37,8,20,down,1980-02-16,
52,I Pledge My Love,Peaches & Herb,https://charts-static.billboard.com/img/1980/01/peaches-herb-ubt-53x53.jpg,60,52,5,up,1980-02-16,
53,Off The Wall,Michael Jackson,Not supported yet,,,,new,1980-02-16,
54,Three Times In Love,Tommy James,https://charts-static.billboard.com/img/1980/01/tommy-james-n0d-53x53.jpg,62,54,4,up,1980-02-16,
55,I Wish I Was Eighteen Again,George Burns,https://charts-static.billboard.com/img/1980/01/george-burns-vmp-53x53.jpg,65,55,5,up,1980-02-16,
56,Come Back,The J. Geils Band,https://charts-static.billboard.com/img/1980/02/the-j-geils-band-etm-53x53.jpg,71,56,3,up,1980-02-16,
57,Haven't You Heard,Patrice Rushen,https://charts-static.billboard.com/img/1979/11/patrice-rushen-9t3-53x53.jpg,68,57,4,up,1980-02-16,
58,You Might Need Somebody,Turley Richards,Not supported yet,69,58,4,up,1980-02-16,
59,Baby Talks Dirty,The Knack,https://charts-static.billboard.com/img/1980/02/the-knack-1yw-53x53.jpg,73,59,2,up,1980-02-16,
60,Rockin' Into The Night,38 Special,Not supported yet,70,60,3,up,1980-02-16,
61,Ride Like The Wind,Christopher Cross,Not supported yet,,,,new,1980-02-16,
62,Send One Your Love,Stevie Wonder,https://charts-static.billboard.com/img/1979/11/stevie-wonder-12f-53x53.jpg,38,4,16,down,1980-02-16,
63,Us And Love (We Go Together),Kenny Nolan,Not supported yet,76,63,3,up,1980-02-16,
64,Years,Wayne Newton,Not supported yet,74,64,3,up,1980-02-16,
65,Wait For Me,Daryl Hall John Oates,Not supported yet,45,18,17,down,1980-02-16,
66,Lost In Love,Air Supply,https://charts-static.billboard.com/img/1980/02/air-supply-6x5-53x53.jpg,81,66,2,up,1980-02-16,
67,And The Beat Goes On,The Whispers,https://charts-static.billboard.com/img/1980/01/the-whispers-20a-53x53.jpg,79,67,2,up,1980-02-16,
68,I Don't Want To Talk About It,Rod Stewart,https://charts-static.billboard.com/img/1979/12/rod-stewart-icm-53x53.jpg,46,46,9,down,1980-02-16,
69,Even It Up,Heart,https://charts-static.billboard.com/img/1980/02/heart-2lh-53x53.jpg,82,69,2,up,1980-02-16,
70,Goodnight My Love,Mike Pinera,https://charts-static.billboard.com/img/1980/01/mike-pinera-cd7-53x53.jpg,72,70,7,up,1980-02-16,
71,Sexy Eyes,Dr. Hook,Not supported yet,,,,new,1980-02-16,
72,Better Love Next Time,Dr. Hook,https://charts-static.billboard.com/img/1979/10/dr-hook-oph-53x53.jpg,56,12,19,down,1980-02-16,
73,Voice Of Freedom,Jim Kirk And The Tm Singers,Not supported yet,,,,new,1980-02-16,
74,Where Does The Lovin' Go,David Gates,https://charts-static.billboard.com/img/1980/02/david-gates-7qu-53x53.jpg,85,74,2,up,1980-02-16,
75,I Don't Like Mondays,The Boomtown Rats,https://charts-static.billboard.com/img/1980/02/the-boomtown-rats-ftz-53x53.jpg,80,75,3,up,1980-02-16,
76,My Heroes Have Always Been Cowboys,Willie Nelson,https://charts-static.billboard.com/img/1980/02/willie-nelson-o7c-53x53.jpg,87,76,2,up,1980-02-16,
77,Women,Foreigner,Not supported yet,,,,new,1980-02-16,
78,I Shoulda Loved Ya,Narada Michael Walden,https://charts-static.billboard.com/img/1979/12/narada-michael-walden-eup-53x53.jpg,89,78,2,up,1980-02-16,
79,"Computer Game ""Theme From The Circus""",Yellow Magic Orchestra,https://charts-static.billboard.com/img/1980/01/yellow-magic-orchestra-w6d-53x53.jpg,83,79,3,up,1980-02-16,
80,Call Me,Blondie,Not supported yet,,,,new,1980-02-16,
81,Cars,Gary Numan,Not supported yet,,,,new,1980-02-16,
82,Forever Mine,The O'Jays,https://charts-static.billboard.com/img/1979/11/the-ojays-vzm-53x53.jpg,52,28,13,down,1980-02-16,
83,Peanut Butter,Twennynine Featuring Lenny White,https://charts-static.billboard.com/img/1979/10/twennynine-featuring-lenny-white-f97-53x53.jpg,86,83,3,up,1980-02-16,
84,The Hardest Part,Blondie,https://charts-static.billboard.com/img/1980/02/blondie-9wz-53x53.jpg,84,84,3,same,1980-02-16,
85,What I Like About You,The Romantics,Not supported yet,,,,new,1980-02-16,
86,I Like To Rock,April Wine,https://charts-static.billboard.com/img/1980/02/april-wine-bxt-53x53.jpg,90,86,2,up,1980-02-16,
87,I Don't Want To Be Lonely,Dana Valery,Not supported yet,88,87,5,up,1980-02-16,
88,Small Paradise,John Cougar,Not supported yet,,,,new,1980-02-16,
89,Desire,Rockets,Not supported yet,,,,new,1980-02-16,
90,Cool Change,Little River Band,https://charts-static.billboard.com/img/1979/10/little-river-band-45x-53x53.jpg,57,10,18,down,1980-02-16,
91,You Are My Heaven,Roberta Flack With Donny Hathaway,Not supported yet,,,,new,1980-02-16,
92,Brass In Pocket (I'm Special),Pretenders,Not supported yet,,,,new,1980-02-16,
93,Voices,Cheap Trick,https://charts-static.billboard.com/img/1979/12/cheap-trick-jcq-53x53.jpg,58,32,11,down,1980-02-16,
94,You Know That I Love You,Santana,https://charts-static.billboard.com/img/1979/11/santana-fo5-53x53.jpg,59,35,13,down,1980-02-16,
95,Can We Still Be Friends,Robert Palmer,https://charts-static.billboard.com/img/1979/12/robert-palmer-i8q-53x53.jpg,61,52,9,down,1980-02-16,
96,Lonely Eyes,Robert John,Not supported yet,63,41,11,down,1980-02-16,
97,Got To Love Somebody,Sister Sledge,https://charts-static.billboard.com/img/1980/01/sister-sledge-pos-53x53.jpg,64,64,5,down,1980-02-16,
98,Last Train To London,Electric Light Orchestra,https://charts-static.billboard.com/img/1979/12/electric-light-orchestra-jef-53x53.jpg,66,39,11,down,1980-02-16,
99,Remember (Walking In The Sand),Aerosmith,https://charts-static.billboard.com/img/1980/01/aerosmith-fsf-53x53.jpg,67,67,6,down,1980-02-16,
100,Please Don't Go,KC And The Sunshine Band,https://charts-static.billboard.com/img/1979/08/kc-and-the-sunshine-band-h7q-53x53.jpg,77,1,26,down,1980-02-16,
1,Crazy Little Thing Called Love,Queen,https://charts-static.billboard.com/img/1979/12/queen-m21-53x53.jpg,2,1,10,up,1980-02-23,
2,Do That To Me One More Time,Captain & Tennille,https://charts-static.billboard.com/img/1979/10/captain-tennille-ft5-53x53.jpg,1,1,19,down,1980-02-23,
3,"Yes, I'm Ready",Teri DeSario With K.C.,Not supported yet,6,3,15,up,1980-02-23,
4,Cruisin',Smokey Robinson,https://charts-static.billboard.com/img/1979/10/smokey-robinson-ktg-53x53.jpg,4,4,21,same,1980-02-23,
5,Rock With You,Michael Jackson,https://charts-static.billboard.com/img/1840/12/michael-jackson-9to-53x53.jpg,5,1,17,same,1980-02-23,
6,Longer,Dan Fogelberg,https://charts-static.billboard.com/img/1979/12/dan-fogelberg-4ox-53x53.jpg,8,6,11,up,1980-02-23,
7,On The Radio,Donna Summer,https://charts-static.billboard.com/img/1979/11/donna-summer-617-53x53.jpg,9,7,7,up,1980-02-23,
8,Desire,Andy Gibb,https://charts-static.billboard.com/img/1980/01/andy-gibb-ske-53x53.jpg,10,8,5,up,1980-02-23,
9,Coward Of The County,Kenny Rogers,https://charts-static.billboard.com/img/1979/11/kenny-rogers-vja-53x53.jpg,3,3,15,down,1980-02-23,
10,Sara,Fleetwood Mac,https://charts-static.billboard.com/img/1979/12/fleetwood-mac-m6k-53x53.jpg,7,7,11,down,1980-02-23,
11,Romeo's Tune,Steve Forbert,https://charts-static.billboard.com/img/1979/12/steve-forbert-rc1-53x53.jpg,14,11,13,up,1980-02-23,
12,Daydream Believer,Anne Murray,https://charts-static.billboard.com/img/1979/12/anne-murray-zsk-53x53.jpg,13,12,10,up,1980-02-23,
13,"Working My Way Back To You/Forgive Me, Girl",The Spinners,https://charts-static.billboard.com/img/1979/10/the-spinners-2yh-53x53.jpg,17,13,11,up,1980-02-23,
14,An American Dream,The Dirt Band,Not supported yet,16,14,12,up,1980-02-23,
15,Another Brick In The Wall (Part II),Pink Floyd,https://charts-static.billboard.com/img/1980/01/pink-floyd-pu1-53x53.jpg,18,15,6,up,1980-02-23,
16,This Is It,Kenny Loggins,https://charts-static.billboard.com/img/1979/10/kenny-loggins-dn7-53x53.jpg,11,11,19,down,1980-02-23,
17,The Second Time Around,Shalamar,https://charts-static.billboard.com/img/1979/09/shalamar-zos-53x53.jpg,20,17,12,up,1980-02-23,
18,September Morn',Neil Diamond,https://charts-static.billboard.com/img/1979/12/neil-diamond-4va-53x53.jpg,19,18,10,up,1980-02-23,
19,Too Hot,Kool & The Gang,https://charts-static.billboard.com/img/1980/01/kool-the-gang-bbp-53x53.jpg,22,19,6,up,1980-02-23,
20,How Do I Make You,Linda Ronstadt,https://charts-static.billboard.com/img/1980/02/linda-ronstadt-vi6-53x53.jpg,23,20,4,up,1980-02-23,
21,Fool In The Rain,Led Zeppelin,https://charts-static.billboard.com/img/1979/12/led-zeppelin-baq-53x53.jpg,21,21,10,same,1980-02-23,
22,When I Wanted You,Barry Manilow,https://charts-static.billboard.com/img/1979/12/barry-manilow-0ni-53x53.jpg,25,22,11,up,1980-02-23,
23,Refugee,Tom Petty And The Heartbreakers,https://charts-static.billboard.com/img/1980/01/tom-petty-and-the-heartbreakers-eog-53x53.jpg,26,23,5,up,1980-02-23,
24,Him,Rupert Holmes,https://charts-static.billboard.com/img/1980/01/rupert-holmes-6iw-53x53.jpg,28,24,6,up,1980-02-23,
25,Wonderland,Commodores,https://charts-static.billboard.com/img/1979/12/commodores-lju-53x53.jpg,27,25,11,up,1980-02-23,
26,Don't Do Me Like That,Tom Petty And The Heartbreakers,https://charts-static.billboard.com/img/1979/11/tom-petty-and-the-heartbreakers-eog-53x53.jpg,12,10,15,down,1980-02-23,
27,The Long Run,Eagles,https://charts-static.billboard.com/img/1979/12/eagles-520-53x53.jpg,15,8,12,down,1980-02-23,
28,Escape (The Pina Colada Song),Rupert Holmes,https://charts-static.billboard.com/img/1979/10/rupert-holmes-6iw-53x53.jpg,24,1,19,down,1980-02-23,
29,Heartbreaker,Pat Benatar,https://charts-static.billboard.com/img/1979/12/pat-benatar-lo1-53x53.jpg,34,29,10,up,1980-02-23,
30,99,Toto,https://charts-static.billboard.com/img/1979/12/toto-ful-53x53.jpg,33,30,10,up,1980-02-23,
31,Give It All You Got,Chuck Mangione,https://charts-static.billboard.com/img/1980/01/chuck-mangione-i7c-53x53.jpg,37,31,6,up,1980-02-23,
32,Special Lady,"Ray, Goodman & Brown",https://charts-static.billboard.com/img/1979/11/ray-goodman-brown-1cc-53x53.jpg,38,32,5,up,1980-02-23,
33,Don't Let Go,Isaac Hayes,https://charts-static.billboard.com/img/1979/10/isaac-hayes-4y9-53x53.jpg,30,18,18,down,1980-02-23,
34,Deja Vu,Dionne Warwick,https://charts-static.billboard.com/img/1979/10/dionne-warwick-6mm-53x53.jpg,29,15,16,down,1980-02-23,
35,"Let Me Go, Love",Nicolette Larson & Michael McDonald,https://charts-static.billboard.com/img/1980/01/nicolette-larson-6m5-53x53.jpg,39,35,7,up,1980-02-23,
36,I Wanna Be Your Lover,Prince,https://charts-static.billboard.com/img/1979/09/prince-vp8-53x53.jpg,31,11,14,down,1980-02-23,
