rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
36,Honestly,Stryper,https://charts-static.billboard.com/img/1987/11/stryper-fdc-53x53.jpg,,36,36,9,same,1988-01-02
37,Motortown,The Kane Gang,https://charts-static.billboard.com/img/1987/10/the-kane-gang-8o8-53x53.jpg,,37,36,12,same,1988-01-02
38,Everywhere,Fleetwood Mac,https://charts-static.billboard.com/img/1987/11/fleetwood-mac-m6k-53x53.jpg,,38,38,6,same,1988-01-02
39,What Have I Done To Deserve This?,Pet Shop Boys & Dusty Springfield,https://charts-static.billboard.com/img/1987/11/dusty-springfield-lr8-53x53.jpg,,39,39,4,same,1988-01-02
40,Push It,Salt-N-Pepa,https://charts-static.billboard.com/img/1987/11/salt-n-pepa-8w9-53x53.jpg,,40,40,7,same,1988-01-02
41,Just Like Heaven,The Cure,https://charts-static.billboard.com/img/1987/10/the-cure-vpu-53x53.jpg,,41,41,13,same,1988-01-02
42,The One I Love,R.E.M.,https://charts-static.billboard.com/img/1987/09/rem-w4l-53x53.jpg,,42,9,16,same,1988-01-02
43,I Think We're Alone Now,Tiffany,https://charts-static.billboard.com/img/1987/08/tiffany-qt6-53x53.jpg,,43,1,19,same,1988-01-02
44,I Found Someone,Cher,https://charts-static.billboard.com/img/1987/11/cher-n7y-53x53.jpg,,44,44,7,same,1988-01-02
45,Can't Stay Away From You,Gloria Estefan & Miami Sound Machine,https://charts-static.billboard.com/img/1987/11/gloria-estefan-7bs-53x53.jpg,,45,45,7,same,1988-01-02
46,Pump Up The Volume,M/A/R/R/S,Not supported yet,,46,46,6,same,1988-01-02
47,I Don't Mind At All,Bourgeois Tagg,https://charts-static.billboard.com/img/1987/10/bourgeois-tagg-xti-53x53.jpg,,47,38,13,same,1988-01-02
48,I Can't Help It,Bananarama,https://charts-static.billboard.com/img/1987/11/bananarama-xn1-53x53.jpg,,48,48,7,same,1988-01-02
49,Skeletons,Stevie Wonder,https://charts-static.billboard.com/img/1987/10/stevie-wonder-12f-53x53.jpg,,49,19,12,same,1988-01-02
50,I Do You,The Jets,https://charts-static.billboard.com/img/1987/10/the-jets-rb3-53x53.jpg,,50,20,12,same,1988-01-02
51,Because Of You,The Cover Girls,https://charts-static.billboard.com/img/1987/10/the-cover-girls-j9q-53x53.jpg,,51,51,6,same,1988-01-02
52,Mony Mony,Billy Idol,https://charts-static.billboard.com/img/1987/09/billy-idol-2tl-53x53.jpg,,52,1,18,same,1988-01-02
53,In God's Country,U2,https://charts-static.billboard.com/img/1987/12/u2-uun-53x53.jpg,,53,53,5,same,1988-01-02
54,You And Me Tonight,Deja,Not supported yet,,54,54,7,same,1988-01-02
55,She's Like The Wind,Patrick Swayze (Featuring Wendy Fraser),https://charts-static.billboard.com/img/1987/12/wendy-fraser-ztj-53x53.jpg,,55,55,3,same,1988-01-02
56,853-5937,Squeeze,https://charts-static.billboard.com/img/1987/12/squeeze-cm8-53x53.jpg,,56,56,3,same,1988-01-02
57,I've Been In Love Before,Cutting Crew,https://charts-static.billboard.com/img/1987/09/cutting-crew-2ig-53x53.jpg,,57,9,18,same,1988-01-02
58,(Baby Tell Me) Can You Dance,Shanice Wilson,Not supported yet,,58,50,9,same,1988-01-02
59,Lover's Lane,Georgio,Not supported yet,,59,59,5,same,1988-01-02
60,Hot In The City,Billy Idol,https://charts-static.billboard.com/img/1982/07/billy-idol-2tl-53x53.jpg,,60,23,21,same,1988-01-02
61,Never Gonna Give You Up,Rick Astley,https://charts-static.billboard.com/img/1987/11/rick-astley-opu-53x53.jpg,,61,61,3,same,1988-01-02
62,Hourglass,Squeeze,https://charts-static.billboard.com/img/1987/09/squeeze-cm8-53x53.jpg,,62,15,16,same,1988-01-02
63,Dear Mr. Jesus,Powersource (Solo...Sharon),Not supported yet,,63,63,3,same,1988-01-02
64,Rhythm Of Love,Yes,https://charts-static.billboard.com/img/1987/12/yes-pm5-53x53.jpg,,64,64,3,same,1988-01-02
65,Never Thought (That I Could Love),Dan Hill,Not supported yet,,65,65,4,same,1988-01-02
66,System Of Survival,"Earth, Wind & Fire",https://charts-static.billboard.com/img/1987/10/earth-wind-fire-tue-53x53.jpg,,66,60,10,same,1988-01-02
67,Hot Hot Hot,Buster Poindexter & His Banshees Of Blue,https://charts-static.billboard.com/img/1987/11/buster-poindexter-7ob-53x53.jpg,,67,67,4,same,1988-01-02
68,Reason To Live,KISS,https://charts-static.billboard.com/img/1987/12/kiss-sus-53x53.jpg,,68,68,5,same,1988-01-02
69,I Won't Forget You,Poison,https://charts-static.billboard.com/img/1987/09/poison-r52-53x53.jpg,,69,13,18,same,1988-01-02
70,I Need A Man,Eurythmics,https://charts-static.billboard.com/img/1987/12/eurythmics-3as-53x53.jpg,,70,70,3,same,1988-01-02
71,Little Lies,Fleetwood Mac,https://charts-static.billboard.com/img/1987/08/fleetwood-mac-m6k-53x53.jpg,,71,4,19,same,1988-01-02
72,Breakout,Swing Out Sister,https://charts-static.billboard.com/img/1987/08/swing-out-sister-xbp-53x53.jpg,,72,6,21,same,1988-01-02
73,Love Will Find A Way,Yes,https://charts-static.billboard.com/img/1987/10/yes-pm5-53x53.jpg,,73,30,14,same,1988-01-02
74,Criticize,Alexander O'Neal,https://charts-static.billboard.com/img/1987/09/alexander-oneal-n93-53x53.jpg,,74,70,8,same,1988-01-02
75,U Got The Look,Prince,https://charts-static.billboard.com/img/1987/08/prince-vp8-53x53.jpg,,75,2,23,same,1988-01-02
76,Twilight World,Swing Out Sister,https://charts-static.billboard.com/img/1987/12/swing-out-sister-xbp-53x53.jpg,,76,76,3,same,1988-01-02
77,Throwaway,Mick Jagger,https://charts-static.billboard.com/img/1987/11/mick-jagger-n58-53x53.jpg,,77,67,6,same,1988-01-02
78,Brilliant Disguise,Bruce Springsteen,https://charts-static.billboard.com/img/1987/10/bruce-springsteen-the-e-street-band-uup-53x53.jpg,,78,5,14,same,1988-01-02
79,In My Dreams,REO Speedwagon,https://charts-static.billboard.com/img/1987/07/reo-speedwagon-uqz-53x53.jpg,,79,19,25,same,1988-01-02
80,"Live My Life (From The Film ""Hiding Out"")",Boy George,https://charts-static.billboard.com/img/1987/12/boy-george-ock-53x53.jpg,,80,80,2,same,1988-01-02
81,Rain In The Summertime,The Alarm,https://charts-static.billboard.com/img/1987/12/the-alarm-6pg-53x53.jpg,,81,81,3,same,1988-01-02
82,Burning Like A Flame,Dokken,https://charts-static.billboard.com/img/1987/12/dokken-rig-53x53.jpg,,82,82,3,same,1988-01-02
83,She's Fly,Tony Terry,https://charts-static.billboard.com/img/1987/11/tony-terry-iff-53x53.jpg,,83,82,6,same,1988-01-02
84,Silent Morning,Noel,Not supported yet,,84,47,20,same,1988-01-02
85,Cherokee,Europe,https://charts-static.billboard.com/img/1987/11/europe-q36-53x53.jpg,,85,72,6,same,1988-01-02
86,Someone To Love Me For Me,Lisa Lisa And Cult Jam Featuring Full Force,https://charts-static.billboard.com/img/1987/11/lisa-lisa-and-cult-jam-l5q-53x53.jpg,,86,78,8,same,1988-01-02
87,We've Only Just Begun (The Romance Is Not Over),Glenn Jones,https://charts-static.billboard.com/img/1987/08/glenn-jones-qwv-53x53.jpg,,87,66,10,same,1988-01-02
88,Lonely Won't Leave Me Alone,Glenn Medeiros,https://charts-static.billboard.com/img/1987/12/glenn-medeiros-jqh-53x53.jpg,,88,88,3,same,1988-01-02
89,Let Me Be The One,Expose,Not supported yet,,89,7,21,same,1988-01-02
90,What's Too Much,Smokey Robinson,https://charts-static.billboard.com/img/1987/11/smokey-robinson-ktg-53x53.jpg,,90,79,8,same,1988-01-02
91,You're All I Need,Motley Crue,https://charts-static.billboard.com/img/1987/11/motley-crue-qt0-53x53.jpg,,91,83,6,same,1988-01-02
92,Special Way,Kool & The Gang,https://charts-static.billboard.com/img/1987/10/kool-the-gang-bbp-53x53.jpg,,92,72,12,same,1988-01-02
93,Eagles Fly,Sammy Hagar,https://charts-static.billboard.com/img/1987/10/sammy-hagar-ve8-53x53.jpg,,93,82,11,same,1988-01-02
94,It's A Sin,Pet Shop Boys,https:https://charts-static.billboard.com/img/1987/07/pet-shop-boys-47k-53x53.jpg,,94,9,18,same,1988-01-02
95,Who Will You Run To,Heart,https://charts-static.billboard.com/img/1987/08/heart-2lh-53x53.jpg,,95,7,21,same,1988-01-02
96,Never Let Me Down Again,Depeche Mode,https://charts-static.billboard.com/img/1987/09/depeche-mode-eu1-53x53.jpg,,96,96,2,same,1988-01-02
97,Causing A Commotion,Madonna,https://charts-static.billboard.com/img/1987/09/madonna-rq3-53x53.jpg,,97,2,17,same,1988-01-02
98,Here I Go Again,Whitesnake,https://charts-static.billboard.com/img/1987/07/whitesnake-2s6-53x53.jpg,,98,1,27,same,1988-01-02
99,Don't Tell Me The Time,Martha Davis,https://charts-static.billboard.com/img/1987/11/martha-davis-oug-53x53.jpg,,99,80,7,same,1988-01-02
100,Don't Make Me Wait For Love,Kenny G. (Vocal By Lenny Williams),https://charts-static.billboard.com/img/1986/12/kenny-g-r4k-53x53.jpg,,100,15,19,same,1988-01-02
1,So Emotional,Whitney Houston,https://charts-static.billboard.com/img/1987/10/whitney-houston-m52-53x53.jpg,,2,1,11,up,1988-01-09
2,Got My Mind Set On You,George Harrison,https://charts-static.billboard.com/img/1987/10/george-harrison-rre-53x53.jpg,,4,2,12,up,1988-01-09
3,Faith,George Michael,https://charts-static.billboard.com/img/1987/10/george-michael-6b3-53x53.jpg,,1,1,12,down,1988-01-09
4,Is This Love,Whitesnake,https://charts-static.billboard.com/img/1987/10/whitesnake-2s6-53x53.jpg,,3,2,12,down,1988-01-09
5,The Way You Make Me Feel,Michael Jackson,https://charts-static.billboard.com/img/1987/11/michael-jackson-9to-53x53.jpg,,7,5,8,up,1988-01-09
6,Need You Tonight,INXS,https://charts-static.billboard.com/img/1987/10/inxs-lxc-53x53.jpg,,10,6,12,up,1988-01-09
7,Shake Your Love,Debbie Gibson,https://charts-static.billboard.com/img/1987/10/debbie-gibson-jzw-53x53.jpg,,5,4,15,down,1988-01-09
8,Cherry Bomb,John Mellencamp,https://charts-static.billboard.com/img/1987/09/john-mellencamp-tnp-53x53.jpg,,9,8,12,up,1988-01-09
9,Tell It To My Heart(Dub),Taylor Dayne,https://charts-static.billboard.com/img/1987/09/taylor-dayne-qas-53x53.jpg,,12,9,14,up,1988-01-09
10,Don't You Want Me,Jody Watley,https://charts-static.billboard.com/img/1987/08/jody-watley-2kq-53x53.jpg,,6,6,15,down,1988-01-09
11,Candle In The Wind,Elton John,https://charts-static.billboard.com/img/1987/10/elton-john-qls-53x53.jpg,,13,11,10,up,1988-01-09
12,Hazy Shade Of Winter,The Bangles,https://charts-static.billboard.com/img/1987/11/the-bangles-9kl-53x53.jpg,,15,12,9,up,1988-01-09
13,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")",Pretty Poison,https://charts-static.billboard.com/img/1987/09/pretty-poison-twk-53x53.jpg,,8,8,16,down,1988-01-09
14,Could've Been,Tiffany,https://charts-static.billboard.com/img/1987/11/tiffany-qt6-53x53.jpg,,16,14,7,up,1988-01-09
15,Valerie,Steve Winwood,https://charts-static.billboard.com/img/1982/11/steve-winwood-6hs-53x53.jpg,,11,9,18,down,1988-01-09
16,Seasons Change,Expose,Not supported yet,,20,16,7,up,1988-01-09
17,There's The Girl,Heart,https://charts-static.billboard.com/img/1987/11/heart-2lh-53x53.jpg,,18,17,10,up,1988-01-09
18,Dude (Looks Like A Lady),Aerosmith,https://charts-static.billboard.com/img/1987/08/aerosmith-fsf-53x53.jpg,,14,14,15,down,1988-01-09
19,Heaven Is A Place On Earth,Belinda Carlisle,https://charts-static.billboard.com/img/1987/11/belinda-carlisle-kje-53x53.jpg,,17,1,16,down,1988-01-09
20,I Could Never Take The Place Of Your Man,Prince,https://charts-static.billboard.com/img/1987/11/prince-vp8-53x53.jpg,,23,20,9,up,1988-01-09
21,Crazy,Icehouse,https://charts-static.billboard.com/img/1987/09/icehouse-c8n-53x53.jpg,,22,21,13,up,1988-01-09
22,I Want To Be Your Man,Roger,https://charts-static.billboard.com/img/1987/10/roger-ith-53x53.jpg,,26,22,9,up,1988-01-09
23,"Hungry Eyes (From ""Dirty Dancing"")",Eric Carmen,https://charts-static.billboard.com/img/1987/11/eric-carmen-e4d-53x53.jpg,,25,23,10,up,1988-01-09
24,Animal,Def Leppard,https://charts-static.billboard.com/img/1987/08/def-leppard-3qx-53x53.jpg,,19,19,14,down,1988-01-09
25,Tunnel Of Love,Bruce Springsteen,https://charts-static.billboard.com/img/1987/10/bruce-springsteen-the-e-street-band-uup-53x53.jpg,,30,25,6,up,1988-01-09
26,Power Of Love,Laura Branigan,https://charts-static.billboard.com/img/1987/10/laura-branigan-cd4-53x53.jpg,,27,26,12,up,1988-01-09
27,I Live For Your Love,Natalie Cole,https://charts-static.billboard.com/img/1987/11/natalie-cole-fq7-53x53.jpg,,31,27,10,up,1988-01-09
28,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,https://charts-static.billboard.com/img/1987/08/bill-medley-0xb-53x53.jpg,,21,1,16,down,1988-01-09
29,Say You Will,Foreigner,https://charts-static.billboard.com/img/1987/12/foreigner-kky-53x53.jpg,,33,29,6,up,1988-01-09
30,Don't Shed A Tear,Paul Carrack,https://charts-static.billboard.com/img/1987/11/paul-carrack-jmo-53x53.jpg,,34,30,9,up,1988-01-09
31,What Have I Done To Deserve This?,Pet Shop Boys & Dusty Springfield,https://charts-static.billboard.com/img/1987/11/dusty-springfield-lr8-53x53.jpg,,39,31,5,up,1988-01-09
32,Should've Known Better,Richard Marx,https://charts-static.billboard.com/img/1987/09/richard-marx-xrr-53x53.jpg,,29,3,16,down,1988-01-09
33,Honestly,Stryper,https://charts-static.billboard.com/img/1987/11/stryper-fdc-53x53.jpg,,36,33,10,up,1988-01-09
34,Everywhere,Fleetwood Mac,https://charts-static.billboard.com/img/1987/11/fleetwood-mac-m6k-53x53.jpg,,38,34,7,up,1988-01-09
35,Pop Goes The World,Men Without Hats,https://charts-static.billboard.com/img/1987/10/men-without-hats-bpc-53x53.jpg,,35,35,11,same,1988-01-09
36,We'll Be Together,Sting,https://charts-static.billboard.com/img/1987/10/sting-fr9-53x53.jpg,,28,7,14,down,1988-01-09
37,That's What Love Is All About,Michael Bolton,https://charts-static.billboard.com/img/1987/09/michael-bolton-hcc-53x53.jpg,,24,19,19,down,1988-01-09
38,True Faith,New Order,https://charts-static.billboard.com/img/1987/08/new-order-2u8-53x53.jpg,,32,32,12,down,1988-01-09
39,Push It,Salt-N-Pepa,https://charts-static.billboard.com/img/1987/11/salt-n-pepa-8w9-53x53.jpg,,40,39,8,up,1988-01-09
40,Just Like Heaven,The Cure,https://charts-static.billboard.com/img/1987/10/the-cure-vpu-53x53.jpg,,41,40,14,up,1988-01-09
41,I Found Someone,Cher,https://charts-static.billboard.com/img/1987/11/cher-n7y-53x53.jpg,,44,41,8,up,1988-01-09
42,Can't Stay Away From You,Gloria Estefan & Miami Sound Machine,https://charts-static.billboard.com/img/1987/11/gloria-estefan-7bs-53x53.jpg,,45,42,8,up,1988-01-09
43,Motortown,The Kane Gang,https://charts-static.billboard.com/img/1987/10/the-kane-gang-8o8-53x53.jpg,,37,36,13,down,1988-01-09
44,Pump Up The Volume,M/A/R/R/S,Not supported yet,,46,44,7,up,1988-01-09
45,The One I Love,R.E.M.,https://charts-static.billboard.com/img/1987/09/rem-w4l-53x53.jpg,,42,9,17,down,1988-01-09
46,I Think We're Alone Now,Tiffany,https://charts-static.billboard.com/img/1987/08/tiffany-qt6-53x53.jpg,,43,1,20,down,1988-01-09
47,I Can't Help It,Bananarama,https://charts-static.billboard.com/img/1987/11/bananarama-xn1-53x53.jpg,,48,47,8,up,1988-01-09
48,She's Like The Wind,Patrick Swayze (Featuring Wendy Fraser),https://charts-static.billboard.com/img/1987/12/wendy-fraser-ztj-53x53.jpg,,55,48,4,up,1988-01-09
49,Because Of You,The Cover Girls,https://charts-static.billboard.com/img/1987/10/the-cover-girls-j9q-53x53.jpg,,51,49,7,up,1988-01-09
50,In God's Country,U2,https://charts-static.billboard.com/img/1987/12/u2-uun-53x53.jpg,,53,50,6,up,1988-01-09
51,Skeletons,Stevie Wonder,https://charts-static.billboard.com/img/1987/10/stevie-wonder-12f-53x53.jpg,,49,19,13,down,1988-01-09
52,Never Gonna Give You Up,Rick Astley,https://charts-static.billboard.com/img/1987/11/rick-astley-opu-53x53.jpg,,61,52,4,up,1988-01-09
53,853-5937,Squeeze,https://charts-static.billboard.com/img/1987/12/squeeze-cm8-53x53.jpg,,56,53,4,up,1988-01-09
54,I Do You,The Jets,https://charts-static.billboard.com/img/1987/10/the-jets-rb3-53x53.jpg,,50,20,13,down,1988-01-09
55,I Don't Mind At All,Bourgeois Tagg,https://charts-static.billboard.com/img/1987/10/bourgeois-tagg-xti-53x53.jpg,,47,38,14,down,1988-01-09
56,You And Me Tonight,Deja,Not supported yet,,54,54,8,down,1988-01-09
57,Hot In The City,Billy Idol,https://charts-static.billboard.com/img/1982/07/billy-idol-2tl-53x53.jpg,,60,23,22,up,1988-01-09
58,Mony Mony,Billy Idol,https://charts-static.billboard.com/img/1987/09/billy-idol-2tl-53x53.jpg,,52,1,19,down,1988-01-09
59,Lover's Lane,Georgio,Not supported yet,,59,59,6,same,1988-01-09
60,I've Been In Love Before,Cutting Crew,https://charts-static.billboard.com/img/1987/09/cutting-crew-2ig-53x53.jpg,,57,9,19,down,1988-01-09
61,Dear Mr. Jesus,Powersource (Solo...Sharon),Not supported yet,,63,61,4,up,1988-01-09
62,Rhythm Of Love,Yes,https://charts-static.billboard.com/img/1987/12/yes-pm5-53x53.jpg,,64,62,4,up,1988-01-09
63,Hot Hot Hot,Buster Poindexter & His Banshees Of Blue,https://charts-static.billboard.com/img/1987/11/buster-poindexter-7ob-53x53.jpg,,67,63,5,up,1988-01-09
64,Never Thought (That I Could Love),Dan Hill,Not supported yet,,65,64,5,up,1988-01-09
65,(Baby Tell Me) Can You Dance,Shanice Wilson,Not supported yet,,58,50,10,down,1988-01-09
66,Hourglass,Squeeze,https://charts-static.billboard.com/img/1987/09/squeeze-cm8-53x53.jpg,,62,15,17,down,1988-01-09
67,I Need A Man,Eurythmics,https://charts-static.billboard.com/img/1987/12/eurythmics-3as-53x53.jpg,,70,67,4,up,1988-01-09
68,Reason To Live,KISS,https://charts-static.billboard.com/img/1987/12/kiss-sus-53x53.jpg,,68,68,6,same,1988-01-09
69,Twilight World,Swing Out Sister,https://charts-static.billboard.com/img/1987/12/swing-out-sister-xbp-53x53.jpg,,76,69,4,up,1988-01-09
70,I Won't Forget You,Poison,https://charts-static.billboard.com/img/1987/09/poison-r52-53x53.jpg,,69,13,19,down,1988-01-09
71,"Live My Life (From The Film ""Hiding Out"")",Boy George,https://charts-static.billboard.com/img/1987/12/boy-george-ock-53x53.jpg,,80,71,3,up,1988-01-09
72,Rain In The Summertime,The Alarm,https://charts-static.billboard.com/img/1987/12/the-alarm-6pg-53x53.jpg,,81,72,4,up,1988-01-09
73,Burning Like A Flame,Dokken,https://charts-static.billboard.com/img/1987/12/dokken-rig-53x53.jpg,,82,73,4,up,1988-01-09
74,Little Lies,Fleetwood Mac,https://charts-static.billboard.com/img/1987/08/fleetwood-mac-m6k-53x53.jpg,,71,4,20,down,1988-01-09
75,Criticize,Alexander O'Neal,https://charts-static.billboard.com/img/1987/09/alexander-oneal-n93-53x53.jpg,,74,70,9,down,1988-01-09
76,Lonely Won't Leave Me Alone,Glenn Medeiros,https://charts-static.billboard.com/img/1987/12/glenn-medeiros-jqh-53x53.jpg,,88,76,4,up,1988-01-09
77,Throwaway,Mick Jagger,https://charts-static.billboard.com/img/1987/11/mick-jagger-n58-53x53.jpg,,77,67,7,same,1988-01-09
78,Love Will Find A Way,Yes,https://charts-static.billboard.com/img/1987/10/yes-pm5-53x53.jpg,,73,30,15,down,1988-01-09
79,In My Dreams,REO Speedwagon,https://charts-static.billboard.com/img/1987/07/reo-speedwagon-uqz-53x53.jpg,,79,19,26,same,1988-01-09
80,She's Fly,Tony Terry,https://charts-static.billboard.com/img/1987/11/tony-terry-iff-53x53.jpg,,83,80,7,up,1988-01-09
81,Brilliant Disguise,Bruce Springsteen,https://charts-static.billboard.com/img/1987/10/bruce-springsteen-the-e-street-band-uup-53x53.jpg,,78,5,15,down,1988-01-09
82,Love Overboard,Gladys Knight And The Pips,Not supported yet,,,,,new,1988-01-09
83,Never Let Me Down Again,Depeche Mode,https://charts-static.billboard.com/img/1987/09/depeche-mode-eu1-53x53.jpg,,96,83,3,up,1988-01-09
84,Someone To Love Me For Me,Lisa Lisa And Cult Jam Featuring Full Force,https://charts-static.billboard.com/img/1987/11/lisa-lisa-and-cult-jam-l5q-53x53.jpg,,86,78,9,up,1988-01-09
85,Cherokee,Europe,https://charts-static.billboard.com/img/1987/11/europe-q36-53x53.jpg,,85,72,7,same,1988-01-09
86,System Of Survival,"Earth, Wind & Fire",https://charts-static.billboard.com/img/1987/10/earth-wind-fire-tue-53x53.jpg,,66,60,11,down,1988-01-09
87,Breakout,Swing Out Sister,https://charts-static.billboard.com/img/1987/08/swing-out-sister-xbp-53x53.jpg,,72,6,22,down,1988-01-09
88,We've Only Just Begun (The Romance Is Not Over),Glenn Jones,https://charts-static.billboard.com/img/1987/08/glenn-jones-qwv-53x53.jpg,,87,66,11,down,1988-01-09
89,Silent Morning,Noel,Not supported yet,,84,47,21,down,1988-01-09
90,What's Too Much,Smokey Robinson,https://charts-static.billboard.com/img/1987/11/smokey-robinson-ktg-53x53.jpg,,90,79,9,same,1988-01-09
91,You're All I Need,Motley Crue,https://charts-static.billboard.com/img/1987/11/motley-crue-qt0-53x53.jpg,,91,83,7,same,1988-01-09
92,Special Way,Kool & The Gang,https://charts-static.billboard.com/img/1987/10/kool-the-gang-bbp-53x53.jpg,,92,72,13,same,1988-01-09
93,Eagles Fly,Sammy Hagar,https://charts-static.billboard.com/img/1987/10/sammy-hagar-ve8-53x53.jpg,,93,82,12,same,1988-01-09
94,Let Me Be The One,Expose,Not supported yet,,89,7,22,down,1988-01-09
95,It's A Sin,Pet Shop Boys,https:https://charts-static.billboard.com/img/1987/07/pet-shop-boys-47k-53x53.jpg,,94,9,19,down,1988-01-09
96,U Got The Look,Prince,https://charts-static.billboard.com/img/1987/08/prince-vp8-53x53.jpg,,75,2,24,down,1988-01-09
97,Who Will You Run To,Heart,https://charts-static.billboard.com/img/1987/08/heart-2lh-53x53.jpg,,95,7,22,down,1988-01-09
98,Causing A Commotion,Madonna,https://charts-static.billboard.com/img/1987/09/madonna-rq3-53x53.jpg,,97,2,18,down,1988-01-09
