rank,title,artist,image,last week,peak position,weeks on chart,detail,date,weeks at no.1
1,Let Me Love You,Mario,https://charts-static.billboard.com/img/1840/12/mario-53t-53x53.jpg,2,1,11,up,2005-01-01,
2,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,https://charts-static.billboard.com/img/2004/09/snoop-dogg-7vk-53x53.jpg,1,1,14,down,2005-01-01,
3,"1, 2 Step",Ciara Featuring Missy Elliott,https://charts-static.billboard.com/img/2004/10/ciara-b1v-53x53.jpg,3,3,10,same,2005-01-01,
4,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,https://charts-static.billboard.com/img/2004/11/destinys-child-31s-53x53.jpg,7,4,6,up,2005-01-01,
5,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,https://charts-static.billboard.com/img/2004/11/lil-jon-cje-53x53.jpg,6,5,6,up,2005-01-01,
6,My Boo,Usher And Alicia Keys,https://charts-static.billboard.com/img/2004/08/usher-oqp-53x53.jpg,4,1,17,down,2005-01-01,
7,Over And Over,Nelly Featuring Tim McGraw,https://charts-static.billboard.com/img/2004/10/nelly-fmf-53x53.jpg,5,3,12,down,2005-01-01,
8,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,https://charts-static.billboard.com/img/2004/06/ja-rule-p2l-53x53.jpg,8,5,12,same,2005-01-01,
9,Lose My Breath,Destiny's Child,https://charts-static.billboard.com/img/2004/09/destinys-child-31s-53x53.jpg,9,3,15,same,2005-01-01,
10,I Don't Want To Be,Gavin DeGraw,https://charts-static.billboard.com/img/2004/03/gavin-degraw-n1q-53x53.jpg,12,10,11,up,2005-01-01,
11,Disco Inferno,50 Cent,https://charts-static.billboard.com/img/2004/12/50-cent-9ay-53x53.jpg,13,11,4,up,2005-01-01,
12,Breakaway,Kelly Clarkson,https://charts-static.billboard.com/img/2004/08/kelly-clarkson-091-53x53.jpg,10,6,19,down,2005-01-01,
13,Get Back,Ludacris,https://charts-static.billboard.com/img/2004/10/ludacris-5cn-53x53.jpg,18,13,7,up,2005-01-01,
14,Only U,Ashanti,https://charts-static.billboard.com/img/2004/10/ashanti-pl5-53x53.jpg,14,14,7,same,2005-01-01,
15,Let's Go,Trick Daddy Featuring Lil Jon & Twista,https://charts-static.billboard.com/img/2004/09/trick-daddy-56p-53x53.jpg,11,7,16,down,2005-01-01,
16,How We Do,The Game Featuring 50 Cent,https://charts-static.billboard.com/img/2004/10/the-game-r55-53x53.jpg,23,16,6,up,2005-01-01,
17,She Will Be Loved,Maroon 5,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg,15,5,24,down,2005-01-01,
18,Boulevard Of Broken Dreams,Green Day,https://charts-static.billboard.com/img/2004/10/green-day-qwn-53x53.jpg,27,18,6,up,2005-01-01,
19,Karma,Lloyd Banks Featuring Avant,https://charts-static.billboard.com/img/2004/10/lloyd-banks-6zp-53x53.jpg,25,19,7,up,2005-01-01,
20,Goodies,Ciara Featuring Petey Pablo,https://charts-static.billboard.com/img/2004/06/ciara-b1v-53x53.jpg,16,1,28,down,2005-01-01,
21,Dare You To Move,Switchfoot,https://charts-static.billboard.com/img/2004/03/switchfoot-apa-53x53.jpg,19,17,14,down,2005-01-01,
22,What U Gon' Do,Lil Jon & The East Side Boyz Featuring Lil Scrappy,https://charts-static.billboard.com/img/2004/08/lil-jon-cje-53x53.jpg,22,22,9,same,2005-01-01,
23,U Make Me Wanna,Jadakiss Featuring Mariah Carey,https://charts-static.billboard.com/img/2004/07/jadakiss-y85-53x53.jpg,21,21,7,down,2005-01-01,
24,Numb/Encore,Jay-Z/Linkin Park,https://charts-static.billboard.com/img/2004/11/jay-z-gbw-53x53.jpg,37,24,6,up,2005-01-01,
25,Encore,"Eminem, Dr. Dre & 50 Cent",https://charts-static.billboard.com/img/2004/11/eminem-1xq-53x53.jpg,26,25,7,up,2005-01-01,
26,Bring Em Out,T.I.,https://charts-static.billboard.com/img/2004/10/ti-e27-53x53.jpg,35,26,6,up,2005-01-01,
27,New York,Ja Rule Featuring Fat Joe & Jadakiss,https://charts-static.billboard.com/img/2004/10/ja-rule-p2l-53x53.jpg,32,27,7,up,2005-01-01,
28,Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",https://charts-static.billboard.com/img/2004/08/nore-cas-53x53.jpg,17,12,19,down,2005-01-01,
29,True,Ryan Cabrera,https://charts-static.billboard.com/img/2004/10/ryan-cabrera-xmg-53x53.jpg,39,29,4,up,2005-01-01,
30,Daughters,John Mayer,https://charts-static.billboard.com/img/2004/09/john-mayer-4ke-53x53.jpg,34,30,9,up,2005-01-01,
31,Some Beach,Blake Shelton,https://charts-static.billboard.com/img/2004/08/blake-shelton-22w-53x53.jpg,28,28,10,down,2005-01-01,
32,Charlene,Anthony Hamilton,https://charts-static.billboard.com/img/2004/02/anthony-hamilton-03q-53x53.jpg,29,19,18,down,2005-01-01,
33,Breathe,Fabolous,https://charts-static.billboard.com/img/2004/08/fabolous-3lg-53x53.jpg,20,10,16,down,2005-01-01,
34,Go D.J.,Lil Wayne,https://charts-static.billboard.com/img/2004/09/lil-wayne-9q6-53x53.jpg,24,14,14,down,2005-01-01,
35,Back When,Tim McGraw,https://charts-static.billboard.com/img/2004/09/tim-mcgraw-j7r-53x53.jpg,30,30,11,down,2005-01-01,
36,Broken,Seether Featuring Amy Lee,https://charts-static.billboard.com/img/2004/04/seether-tje-53x53.jpg,31,20,18,down,2005-01-01,
37,Vertigo,U2,https://charts-static.billboard.com/img/2004/10/u2-uun-53x53.jpg,36,31,13,down,2005-01-01,
38,Since U Been Gone,Kelly Clarkson,https://charts-static.billboard.com/img/2004/11/kelly-clarkson-091-53x53.jpg,53,38,3,up,2005-01-01,
39,One Thing,Finger Eleven,https://charts-static.billboard.com/img/2003/10/finger-eleven-7ug-53x53.jpg,41,16,24,up,2005-01-01,
40,Beautiful Soul,Jesse McCartney,https://charts-static.billboard.com/img/2004/10/jesse-mccartney-2fg-53x53.jpg,49,40,4,up,2005-01-01,
41,On The Way Down,Ryan Cabrera,https://charts-static.billboard.com/img/2004/06/ryan-cabrera-xmg-53x53.jpg,42,15,23,up,2005-01-01,
42,"Awful, Beautiful Life",Darryl Worley,https://charts-static.billboard.com/img/2004/07/darryl-worley-saq-53x53.jpg,44,42,8,up,2005-01-01,
43,Baby It's You,JoJo Featuring Bow Wow,https://charts-static.billboard.com/img/2004/09/jojo-iey-53x53.jpg,33,22,13,down,2005-01-01,
44,Karma,Alicia Keys,https://charts-static.billboard.com/img/2004/11/alicia-keys-xkr-53x53.jpg,66,44,6,up,2005-01-01,
45,Shorty Wanna Ride,Young Buck,https://charts-static.billboard.com/img/2004/09/young-buck-k97-53x53.jpg,38,17,12,down,2005-01-01,
46,Welcome To My Life,Simple Plan,https://charts-static.billboard.com/img/2004/09/simple-plan-o7y-53x53.jpg,40,40,8,down,2005-01-01,
47,Lean Back,Terror Squad,Not supported yet,46,1,28,down,2005-01-01,
48,Nobody's Home,Avril Lavigne,https://charts-static.billboard.com/img/2004/11/avril-lavigne-517-53x53.jpg,57,48,4,up,2005-01-01,
49,My Happy Ending,Avril Lavigne,https://charts-static.billboard.com/img/2004/07/avril-lavigne-517-53x53.jpg,43,9,23,down,2005-01-01,
50,Gasolina,Daddy Yankee,https://charts-static.billboard.com/img/2004/08/daddy-yankee-1tx-53x53.jpg,73,50,8,up,2005-01-01,
51,Just Lose It,Eminem,https://charts-static.billboard.com/img/2004/10/eminem-1xq-53x53.jpg,45,6,13,down,2005-01-01,
52,When I Think About Cheatin',Gretchen Wilson,https://charts-static.billboard.com/img/2004/10/gretchen-wilson-end-53x53.jpg,55,52,4,up,2005-01-01,
53,Bless The Broken Road,Rascal Flatts,https://charts-static.billboard.com/img/2004/11/rascal-flatts-o8u-53x53.jpg,62,53,3,up,2005-01-01,
54,How Am I Doin',Dierks Bentley,https://charts-static.billboard.com/img/2004/05/dierks-bentley-yjg-53x53.jpg,51,49,11,down,2005-01-01,
55,Mud On The Tires,Brad Paisley,https://charts-static.billboard.com/img/2017/05/brad-paisley-53x53.jpg,58,55,5,up,2005-01-01,
56,You're My Better Half,Keith Urban,https://charts-static.billboard.com/img/2004/10/keith-urban-t54-53x53.jpg,56,56,5,same,2005-01-01,
57,Nothing On But The Radio,Gary Allan,https://charts-static.billboard.com/img/2004/06/gary-allan-ncl-53x53.jpg,50,32,16,down,2005-01-01,
58,The Woman With You,Kenny Chesney,https://charts-static.billboard.com/img/2004/09/kenny-chesney-en6-53x53.jpg,47,33,12,down,2005-01-01,
59,Balla Baby,Chingy,https://charts-static.billboard.com/img/2004/09/chingy-pez-53x53.jpg,52,20,13,down,2005-01-01,
60,Nothin 'Bout Love Makes Sense,LeAnn Rimes,https://charts-static.billboard.com/img/2004/09/leann-rimes-4xc-53x53.jpg,60,59,8,same,2005-01-01,
61,Lady,Lenny Kravitz,https://charts-static.billboard.com/img/2004/09/lenny-kravitz-jjg-53x53.jpg,65,61,4,up,2005-01-01,
62,Give A Little Bit,Goo Goo Dolls,https://charts-static.billboard.com/img/2004/10/goo-goo-dolls-d57-53x53.jpg,68,62,6,up,2005-01-01,
63,Mr. Mom,Lonestar,https://charts-static.billboard.com/img/2004/07/lonestar-2an-53x53.jpg,59,33,16,down,2005-01-01,
64,Party For Two,Shania Twain With Billy Currington Or Mark McGrath,https://charts-static.billboard.com/img/2004/10/shania-twain-aes-53x53.jpg,61,58,9,down,2005-01-01,
65,Monday Morning Church,Alan Jackson,https://charts-static.billboard.com/img/2004/10/alan-jackson-pbl-53x53.jpg,67,64,5,up,2005-01-01,
66,Somebody Told Me,The Killers,https://charts-static.billboard.com/img/2004/05/the-killers-1wx-53x53.jpg,63,51,18,down,2005-01-01,
67,Rich Girl,Gwen Stefani Featuring Eve,https://charts-static.billboard.com/img/2004/12/gwen-stefani-72d-53x53.jpg,74,67,2,up,2005-01-01,
68,1985,Bowling For Soup,https://charts-static.billboard.com/img/2004/07/bowling-for-soup-lwb-53x53.jpg,64,23,17,down,2005-01-01,
69,Some Cut,Trillville Featuring Cutty,https://charts-static.billboard.com/img/2004/10/trillville-dgz-53x53.jpg,70,69,2,up,2005-01-01,
70,Tempted To Touch,Rupee,Not supported yet,69,39,13,down,2005-01-01,
71,I Changed My Mind,Keyshia Cole Featuring Shyne,https://charts-static.billboard.com/img/2004/09/keyshia-cole-3ov-53x53.jpg,82,71,6,up,2005-01-01,
72,Caught Up,Usher,https://charts-static.billboard.com/img/2004/08/usher-oqp-53x53.jpg,76,72,4,up,2005-01-01,
73,He Gets That From Me,Reba McEntire,https://charts-static.billboard.com/img/2004/09/reba-mcentire-ivy-53x53.jpg,71,71,3,down,2005-01-01,
74,Mockingbird,Eminem,https://charts-static.billboard.com/img/2004/11/eminem-1xq-53x53.jpg,,,,new,2005-01-01,
75,Holy Water,Big & Rich,https://charts-static.billboard.com/img/2004/10/big-rich-s6k-53x53.jpg,,,,new,2005-01-01,
76,Vitamin R (Leading Us Along),Chevelle,https://charts-static.billboard.com/img/2004/08/chevelle-imh-53x53.jpg,72,68,7,down,2005-01-01,
77,You're The One,Guerilla Black Featuring Mario Winans,https://charts-static.billboard.com/img/2004/10/guerilla-black-oww-53x53.jpg,78,77,6,up,2005-01-01,
78,Fall To Pieces,Velvet Revolver,https://charts-static.billboard.com/img/2004/07/velvet-revolver-td8-53x53.jpg,77,67,15,down,2005-01-01,
79,So Cold,Breaking Benjamin,https://charts-static.billboard.com/img/2004/05/breaking-benjamin-rch-53x53.jpg,79,76,17,same,2005-01-01,
80,Come Home Soon,SHeDAISY,https://charts-static.billboard.com/img/2004/07/shedaisy-zwb-53x53.jpg,75,75,4,down,2005-01-01,
81,Cold,Crossfade,https://charts-static.billboard.com/img/2004/02/crossfade-a2e-53x53.jpg,81,81,22,same,2005-01-01,
82,Hush,LL Cool J Featuring 7 Aurelius,https://charts-static.billboard.com/img/2004/09/ll-cool-j-vs1-53x53.jpg,54,26,15,down,2005-01-01,
83,Take Me Home,Terror Squad,Not supported yet,84,62,11,up,2005-01-01,
84,Getting Away With Murder,Papa Roach,https://charts-static.billboard.com/img/2004/07/papa-roach-oga-53x53.jpg,83,69,11,down,2005-01-01,
85,In A Real Love,Phil Vassar,https://charts-static.billboard.com/img/2004/05/phil-vassar-xsv-53x53.jpg,80,38,18,down,2005-01-01,
86,Baby Girl,Sugarland,https://charts-static.billboard.com/img/2004/07/sugarland-661-53x53.jpg,89,86,4,up,2005-01-01,
87,Knuck If You Buck,Crime Mob Featuring Lil Scrappy,https://charts-static.billboard.com/img/2004/04/crime-mob-o59-53x53.jpg,85,76,20,down,2005-01-01,
88,What You Waiting For?,Gwen Stefani,https://charts-static.billboard.com/img/2004/10/gwen-stefani-72d-53x53.jpg,87,47,12,down,2005-01-01,
89,Nolia Clap,"Juvenile, Wacko & Skip",https://charts-static.billboard.com/img/2004/06/juvenile-yh3-53x53.jpg,86,31,19,down,2005-01-01,
90,American Idiot,Green Day,https://charts-static.billboard.com/img/2004/08/green-day-qwn-53x53.jpg,92,61,20,up,2005-01-01,
91,Gotta Go Solo,Patti LaBelle Featuring Ron Isley,https://charts-static.billboard.com/img/2004/07/patti-labelle-oaj-53x53.jpg,90,89,4,down,2005-01-01,
92,Dangerously In Love,Beyonce,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg,93,57,16,up,2005-01-01,
93,That's What It's All About,Brooks & Dunn,https://charts-static.billboard.com/img/2004/07/brooks-dunn-b6k-53x53.jpg,88,38,19,down,2005-01-01,
94,Okay,Nivea Featuring Lil Jon & YoungBloodZ,https://charts-static.billboard.com/img/2004/11/nivea-q2d-53x53.jpg,95,94,2,up,2005-01-01,
95,"I Smoke, I Drank",Body Head Bangerz Featuring YoungBloodz,https://charts-static.billboard.com/img/2004/07/body-head-bangerz-0ke-53x53.jpg,91,81,10,down,2005-01-01,
96,Perdidos,Monchy & Alexandra,Not supported yet,96,96,2,same,2005-01-01,
97,A Rose By Any Other Name,Teena Marie Featuring Gerald Levert,https://charts-static.billboard.com/img/2004/09/teena-marie-qeq-53x53.jpg,,,,new,2005-01-01,
98,Thugs Get Lonely Too,2Pac Featuring Nate Dogg,https://charts-static.billboard.com/img/2004/11/2pac-asm-53x53.jpg,,,,new,2005-01-01,
99,You're My Everything,Anita Baker,https://charts-static.billboard.com/img/2004/07/anita-baker-9zu-53x53.jpg,99,74,20,same,2005-01-01,
100,Real Big,Mannie Fresh,https://charts-static.billboard.com/img/2004/09/mannie-fresh-f3t-53x53.jpg,-,79,11,re-entry,2005-01-01,
1,Let Me Love You,Mario,https://charts-static.billboard.com/img/1840/12/mario-53t-53x53.jpg,1,1,12,same,2005-01-08,2
2,"1, 2 Step",Ciara Featuring Missy Elliott,https://charts-static.billboard.com/img/2004/10/ciara-b1v-53x53.jpg,3,2,11,up,2005-01-08,
3,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,https://charts-static.billboard.com/img/2004/09/snoop-dogg-7vk-53x53.jpg,2,1,15,down,2005-01-08,
4,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,https://charts-static.billboard.com/img/2004/11/lil-jon-cje-53x53.jpg,5,4,7,up,2005-01-08,
5,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,https://charts-static.billboard.com/img/2004/11/destinys-child-31s-53x53.jpg,4,4,7,down,2005-01-08,
6,My Boo,Usher And Alicia Keys,https://charts-static.billboard.com/img/2004/08/usher-oqp-53x53.jpg,6,1,18,same,2005-01-08,
7,Over And Over,Nelly Featuring Tim McGraw,https://charts-static.billboard.com/img/2004/10/nelly-fmf-53x53.jpg,7,3,13,same,2005-01-08,
8,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,https://charts-static.billboard.com/img/2004/06/ja-rule-p2l-53x53.jpg,8,5,13,same,2005-01-08,
9,Disco Inferno,50 Cent,https://charts-static.billboard.com/img/2004/12/50-cent-9ay-53x53.jpg,11,9,5,up,2005-01-08,
10,Lose My Breath,Destiny's Child,https://charts-static.billboard.com/img/2004/09/destinys-child-31s-53x53.jpg,9,3,16,down,2005-01-08,
11,Breakaway,Kelly Clarkson,https://charts-static.billboard.com/img/2004/08/kelly-clarkson-091-53x53.jpg,12,6,20,up,2005-01-08,
12,I Don't Want To Be,Gavin DeGraw,https://charts-static.billboard.com/img/2004/03/gavin-degraw-n1q-53x53.jpg,10,10,12,down,2005-01-08,
13,How We Do,The Game Featuring 50 Cent,https://charts-static.billboard.com/img/2004/10/the-game-r55-53x53.jpg,16,13,7,up,2005-01-08,
14,Get Back,Ludacris,https://charts-static.billboard.com/img/2004/10/ludacris-5cn-53x53.jpg,13,13,8,down,2005-01-08,
15,Only U,Ashanti,https://charts-static.billboard.com/img/2004/10/ashanti-pl5-53x53.jpg,14,14,8,down,2005-01-08,
16,Boulevard Of Broken Dreams,Green Day,https://charts-static.billboard.com/img/2004/10/green-day-qwn-53x53.jpg,18,16,7,up,2005-01-08,
17,Let's Go,Trick Daddy Featuring Lil Jon & Twista,https://charts-static.billboard.com/img/2004/09/trick-daddy-56p-53x53.jpg,15,7,17,down,2005-01-08,
18,She Will Be Loved,Maroon 5,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg,17,5,25,down,2005-01-08,
19,Karma,Lloyd Banks Featuring Avant,https://charts-static.billboard.com/img/2004/10/lloyd-banks-6zp-53x53.jpg,19,19,8,same,2005-01-08,
20,Bring Em Out,T.I.,https://charts-static.billboard.com/img/2004/10/ti-e27-53x53.jpg,26,20,7,up,2005-01-08,
21,Goodies,Ciara Featuring Petey Pablo,https://charts-static.billboard.com/img/2004/06/ciara-b1v-53x53.jpg,20,1,29,down,2005-01-08,
22,What U Gon' Do,Lil Jon & The East Side Boyz Featuring Lil Scrappy,https://charts-static.billboard.com/img/2004/08/lil-jon-cje-53x53.jpg,22,22,10,same,2005-01-08,
23,Numb/Encore,Jay-Z/Linkin Park,https://charts-static.billboard.com/img/2004/11/jay-z-gbw-53x53.jpg,24,23,7,up,2005-01-08,
24,U Make Me Wanna,Jadakiss Featuring Mariah Carey,https://charts-static.billboard.com/img/2004/07/jadakiss-y85-53x53.jpg,23,21,8,down,2005-01-08,
25,Dare You To Move,Switchfoot,https://charts-static.billboard.com/img/2004/03/switchfoot-apa-53x53.jpg,21,17,15,down,2005-01-08,
26,Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",https://charts-static.billboard.com/img/2004/08/nore-cas-53x53.jpg,28,12,20,up,2005-01-08,
27,Charlene,Anthony Hamilton,https://charts-static.billboard.com/img/2004/02/anthony-hamilton-03q-53x53.jpg,32,19,19,up,2005-01-08,
28,Encore,"Eminem, Dr. Dre & 50 Cent",https://charts-static.billboard.com/img/2004/11/eminem-1xq-53x53.jpg,25,25,8,down,2005-01-08,
29,True,Ryan Cabrera,https://charts-static.billboard.com/img/2004/10/ryan-cabrera-xmg-53x53.jpg,29,29,5,same,2005-01-08,
30,Daughters,John Mayer,https://charts-static.billboard.com/img/2004/09/john-mayer-4ke-53x53.jpg,30,30,10,same,2005-01-08,
31,New York,Ja Rule Featuring Fat Joe & Jadakiss,https://charts-static.billboard.com/img/2004/10/ja-rule-p2l-53x53.jpg,27,27,8,down,2005-01-08,
32,Since U Been Gone,Kelly Clarkson,https://charts-static.billboard.com/img/2004/11/kelly-clarkson-091-53x53.jpg,38,32,4,up,2005-01-08,
33,Broken,Seether Featuring Amy Lee,https://charts-static.billboard.com/img/2004/04/seether-tje-53x53.jpg,36,20,19,up,2005-01-08,
34,Beautiful Soul,Jesse McCartney,https://charts-static.billboard.com/img/2004/10/jesse-mccartney-2fg-53x53.jpg,40,34,5,up,2005-01-08,
35,One Thing,Finger Eleven,https://charts-static.billboard.com/img/2003/10/finger-eleven-7ug-53x53.jpg,39,16,25,up,2005-01-08,
36,Karma,Alicia Keys,https://charts-static.billboard.com/img/2004/11/alicia-keys-xkr-53x53.jpg,44,36,7,up,2005-01-08,
37,Vertigo,U2,https://charts-static.billboard.com/img/2004/10/u2-uun-53x53.jpg,37,31,14,same,2005-01-08,
38,Some Beach,Blake Shelton,https://charts-static.billboard.com/img/2004/08/blake-shelton-22w-53x53.jpg,31,28,11,down,2005-01-08,
39,Lean Back,Terror Squad,Not supported yet,47,1,29,up,2005-01-08,
40,Breathe,Fabolous,https://charts-static.billboard.com/img/2004/08/fabolous-3lg-53x53.jpg,33,10,17,down,2005-01-08,
41,On The Way Down,Ryan Cabrera,https://charts-static.billboard.com/img/2004/06/ryan-cabrera-xmg-53x53.jpg,41,15,24,same,2005-01-08,
42,Baby It's You,JoJo Featuring Bow Wow,https://charts-static.billboard.com/img/2004/09/jojo-iey-53x53.jpg,43,22,14,up,2005-01-08,
43,Go D.J.,Lil Wayne,https://charts-static.billboard.com/img/2004/09/lil-wayne-9q6-53x53.jpg,34,14,15,down,2005-01-08,
44,Gasolina,Daddy Yankee,https://charts-static.billboard.com/img/2004/08/daddy-yankee-1tx-53x53.jpg,50,44,9,up,2005-01-08,
45,Back When,Tim McGraw,https://charts-static.billboard.com/img/2004/09/tim-mcgraw-j7r-53x53.jpg,35,30,12,down,2005-01-08,
46,Shorty Wanna Ride,Young Buck,https://charts-static.billboard.com/img/2004/09/young-buck-k97-53x53.jpg,45,17,13,down,2005-01-08,
47,My Happy Ending,Avril Lavigne,https://charts-static.billboard.com/img/2004/07/avril-lavigne-517-53x53.jpg,49,9,24,up,2005-01-08,
48,Nobody's Home,Avril Lavigne,https://charts-static.billboard.com/img/2004/11/avril-lavigne-517-53x53.jpg,48,48,5,same,2005-01-08,
49,"Awful, Beautiful Life",Darryl Worley,https://charts-static.billboard.com/img/2004/07/darryl-worley-saq-53x53.jpg,42,42,9,down,2005-01-08,
50,Welcome To My Life,Simple Plan,https://charts-static.billboard.com/img/2004/09/simple-plan-o7y-53x53.jpg,46,40,9,down,2005-01-08,
51,Lady,Lenny Kravitz,https://charts-static.billboard.com/img/2004/09/lenny-kravitz-jjg-53x53.jpg,61,51,5,up,2005-01-08,
52,When I Think About Cheatin',Gretchen Wilson,https://charts-static.billboard.com/img/2004/10/gretchen-wilson-end-53x53.jpg,52,52,5,same,2005-01-08,
53,Just Lose It,Eminem,https://charts-static.billboard.com/img/2004/10/eminem-1xq-53x53.jpg,51,6,14,down,2005-01-08,
54,Rich Girl,Gwen Stefani Featuring Eve,https://charts-static.billboard.com/img/2004/12/gwen-stefani-72d-53x53.jpg,67,54,3,up,2005-01-08,
55,Bless The Broken Road,Rascal Flatts,https://charts-static.billboard.com/img/2004/11/rascal-flatts-o8u-53x53.jpg,53,53,4,down,2005-01-08,
56,Balla Baby,Chingy,https://charts-static.billboard.com/img/2004/09/chingy-pez-53x53.jpg,59,20,14,up,2005-01-08,
57,You're My Better Half,Keith Urban,https://charts-static.billboard.com/img/2004/10/keith-urban-t54-53x53.jpg,56,56,6,down,2005-01-08,
58,Give A Little Bit,Goo Goo Dolls,https://charts-static.billboard.com/img/2004/10/goo-goo-dolls-d57-53x53.jpg,62,58,7,up,2005-01-08,
59,Mud On The Tires,Brad Paisley,https://charts-static.billboard.com/img/2017/05/brad-paisley-53x53.jpg,55,55,6,down,2005-01-08,
60,Caught Up,Usher,https://charts-static.billboard.com/img/2004/08/usher-oqp-53x53.jpg,72,60,5,up,2005-01-08,
61,How Am I Doin',Dierks Bentley,https://charts-static.billboard.com/img/2004/05/dierks-bentley-yjg-53x53.jpg,54,49,12,down,2005-01-08,
62,Somebody Told Me,The Killers,https://charts-static.billboard.com/img/2004/05/the-killers-1wx-53x53.jpg,66,51,19,up,2005-01-08,
63,Some Cut,Trillville Featuring Cutty,https://charts-static.billboard.com/img/2004/10/trillville-dgz-53x53.jpg,69,63,3,up,2005-01-08,
64,Mockingbird,Eminem,https://charts-static.billboard.com/img/2004/11/eminem-1xq-53x53.jpg,74,64,2,up,2005-01-08,
65,Nothing On But The Radio,Gary Allan,https://charts-static.billboard.com/img/2004/06/gary-allan-ncl-53x53.jpg,57,32,17,down,2005-01-08,
66,1985,Bowling For Soup,https://charts-static.billboard.com/img/2004/07/bowling-for-soup-lwb-53x53.jpg,68,23,18,up,2005-01-08,
67,The Woman With You,Kenny Chesney,https://charts-static.billboard.com/img/2004/09/kenny-chesney-en6-53x53.jpg,58,33,13,down,2005-01-08,
68,Tempted To Touch,Rupee,Not supported yet,70,39,14,up,2005-01-08,
69,Nothin 'Bout Love Makes Sense,LeAnn Rimes,https://charts-static.billboard.com/img/2004/09/leann-rimes-4xc-53x53.jpg,60,59,9,down,2005-01-08,
70,Mr. Mom,Lonestar,https://charts-static.billboard.com/img/2004/07/lonestar-2an-53x53.jpg,63,33,17,down,2005-01-08,
71,Monday Morning Church,Alan Jackson,https://charts-static.billboard.com/img/2004/10/alan-jackson-pbl-53x53.jpg,65,64,6,down,2005-01-08,
72,I Changed My Mind,Keyshia Cole Featuring Shyne,https://charts-static.billboard.com/img/2004/09/keyshia-cole-3ov-53x53.jpg,71,71,7,down,2005-01-08,
73,Ordinary People,John Legend,https://charts-static.billboard.com/img/2004/10/john-legend-xtz-53x53.jpg,,,,new,2005-01-08,
74,Party For Two,Shania Twain With Billy Currington Or Mark McGrath,https://charts-static.billboard.com/img/2004/10/shania-twain-aes-53x53.jpg,64,58,10,down,2005-01-08,
75,Sunday Morning,Maroon 5,https://charts-static.billboard.com/img/2004/11/maroon-5-9st-53x53.jpg,,,,new,2005-01-08,
76,Let's Get Blown,Snoop Dogg,https://charts-static.billboard.com/img/2004/11/snoop-dogg-7vk-53x53.jpg,,,,new,2005-01-08,
77,So Cold,Breaking Benjamin,https://charts-static.billboard.com/img/2004/05/breaking-benjamin-rch-53x53.jpg,79,76,18,up,2005-01-08,
78,He Gets That From Me,Reba McEntire,https://charts-static.billboard.com/img/2004/09/reba-mcentire-ivy-53x53.jpg,73,71,4,down,2005-01-08,
79,Vitamin R (Leading Us Along),Chevelle,https://charts-static.billboard.com/img/2004/08/chevelle-imh-53x53.jpg,76,68,8,down,2005-01-08,
80,Fall To Pieces,Velvet Revolver,https://charts-static.billboard.com/img/2004/07/velvet-revolver-td8-53x53.jpg,78,67,16,down,2005-01-08,
81,Cold,Crossfade,https://charts-static.billboard.com/img/2004/02/crossfade-a2e-53x53.jpg,81,81,23,same,2005-01-08,
82,Hush,LL Cool J Featuring 7 Aurelius,https://charts-static.billboard.com/img/2004/09/ll-cool-j-vs1-53x53.jpg,82,26,16,same,2005-01-08,
83,You're The One,Guerilla Black Featuring Mario Winans,https://charts-static.billboard.com/img/2004/10/guerilla-black-oww-53x53.jpg,77,77,7,down,2005-01-08,
84,Getting Away With Murder,Papa Roach,https://charts-static.billboard.com/img/2004/07/papa-roach-oga-53x53.jpg,84,69,12,same,2005-01-08,
85,Holy Water,Big & Rich,https://charts-static.billboard.com/img/2004/10/big-rich-s6k-53x53.jpg,75,75,2,down,2005-01-08,
86,Come Home Soon,SHeDAISY,https://charts-static.billboard.com/img/2004/07/shedaisy-zwb-53x53.jpg,80,75,5,down,2005-01-08,
87,Nolia Clap,"Juvenile, Wacko & Skip",https://charts-static.billboard.com/img/2004/06/juvenile-yh3-53x53.jpg,89,31,20,up,2005-01-08,
88,Baby Girl,Sugarland,https://charts-static.billboard.com/img/2004/07/sugarland-661-53x53.jpg,86,86,5,down,2005-01-08,
89,In A Real Love,Phil Vassar,https://charts-static.billboard.com/img/2004/05/phil-vassar-xsv-53x53.jpg,85,38,19,down,2005-01-08,
90,What You Waiting For?,Gwen Stefani,https://charts-static.billboard.com/img/2004/10/gwen-stefani-72d-53x53.jpg,88,47,13,down,2005-01-08,
