rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,https://charts-static.billboard.com/img/1997/09/elton-john-qls-53x53.jpg,13,1,1,13,same,1998-01-03
2,Been Around The World,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),https://charts-static.billboard.com/img/1997/05/puff-daddy-rb6-53x53.jpg,,5,2,5,up,1998-01-03
3,How Do I Live,LeAnn Rimes,https://charts-static.billboard.com/img/1997/06/leann-rimes-4xc-53x53.jpg,,2,2,29,down,1998-01-03
4,Together Again,Janet,https://charts-static.billboard.com/img/1997/10/janet-jackson-9z4-53x53.jpg,,4,4,3,same,1998-01-03
5,My Body,LSG,https://charts-static.billboard.com/img/1997/10/gerald-levert-x2m-53x53.jpg,,6,4,10,up,1998-01-03
6,You Make Me Wanna...,Usher,https://charts-static.billboard.com/img/1997/07/usher-oqp-53x53.jpg,,3,2,20,down,1998-01-03
7,Truly Madly Deeply,Savage Garden,https://charts-static.billboard.com/img/1997/11/savage-garden-l4s-53x53.jpg,,9,7,5,up,1998-01-03
8,Feel So Good,Mase,https://charts-static.billboard.com/img/1997/09/mase-2j7-53x53.jpg,,7,5,10,down,1998-01-03
9,A Song For Mama,Boyz II Men,https://charts-static.billboard.com/img/1997/10/boyz-ii-men-iur-53x53.jpg,,12,9,4,up,1998-01-03
10,Show Me Love,Robyn,https://charts-static.billboard.com/img/1997/08/robyn-f4u-53x53.jpg,,8,7,8,down,1998-01-03
11,I Will Come To You,Hanson,https://charts-static.billboard.com/img/1997/10/hanson-yfa-53x53.jpg,,13,9,6,up,1998-01-03
12,My Love Is The Shhh!,Somethin' For The People Featuring Trina & Tamara,https://charts-static.billboard.com/img/1997/08/trina-34y-53x53.jpg,,10,4,19,down,1998-01-03
13,Tubthumping,Chumbawamba,https://charts-static.billboard.com/img/1997/09/chumbawamba-krq-53x53.jpg,,11,6,17,down,1998-01-03
14,We're Not Making Love No More,Dru Hill,https://charts-static.billboard.com/img/1997/10/dru-hill-s7t-53x53.jpg,,16,14,4,up,1998-01-03
15,I Don't Ever Want To See You Again,Uncle Sam,https://charts-static.billboard.com/img/1997/11/uncle-sam-ib4-53x53.jpg,,20,15,9,up,1998-01-03
16,The One I Gave My Heart To,Aaliyah,https://charts-static.billboard.com/img/1997/09/aaliyah-3rl-53x53.jpg,,15,9,14,down,1998-01-03
17,I Don't Want To Wait,Paula Cole,https://charts-static.billboard.com/img/1997/07/paula-cole-3hw-53x53.jpg,,14,12,10,down,1998-01-03
18,Butta Love,Next,https://charts-static.billboard.com/img/1997/08/next-oab-53x53.jpg,,19,16,18,up,1998-01-03
19,Spice Up Your Life,Spice Girls,https://charts-static.billboard.com/img/1997/11/spice-girls-oei-53x53.jpg,,18,18,9,down,1998-01-03
20,Sock It 2 Me,"Missy ""Misdemeanor"" Elliott Featuring Da Brat",https://charts-static.billboard.com/img/1997/09/missy-elliott-zjj-53x53.jpg,,21,12,12,up,1998-01-03
21,All Cried Out,Allure Featuring 112,https://charts-static.billboard.com/img/1997/08/112-9qc-53x53.jpg,,17,4,19,down,1998-01-03
22,I Do,Lisa Loeb,https://charts-static.billboard.com/img/1997/11/lisa-loeb-y0s-53x53.jpg,,23,22,10,up,1998-01-03
23,How's It Going To Be,Third Eye Blind,https://charts-static.billboard.com/img/1997/08/third-eye-blind-8cn-53x53.jpg,,27,23,5,up,1998-01-03
24,Lollipop (Candyman),Aqua,https://charts-static.billboard.com/img/1997/12/aqua-ipc-53x53.jpg,,29,24,4,up,1998-01-03
25,4 Seasons Of Loneliness,Boyz II Men,https://charts-static.billboard.com/img/1997/09/boyz-ii-men-iur-53x53.jpg,,24,1,15,down,1998-01-03
26,Foolish Games/You Were Meant For Me,Jewel,https://charts-static.billboard.com/img/1996/11/jewel-b5q-53x53.jpg,,22,2,58,down,1998-01-03
27,What About Us,Total,https://charts-static.billboard.com/img/1997/08/total-ssp-53x53.jpg,,28,16,19,up,1998-01-03
28,Semi-Charmed Life,Third Eye Blind,https://charts-static.billboard.com/img/1997/03/third-eye-blind-8cn-53x53.jpg,,25,4,27,down,1998-01-03
29,Quit Playing Games (With My Heart),Backstreet Boys,https://charts-static.billboard.com/img/1997/05/backstreet-boys-fo7-53x53.jpg,,26,2,28,down,1998-01-03
30,"No, No, No",Destiny's Child,https://charts-static.billboard.com/img/1997/11/destinys-child-31s-53x53.jpg,,35,30,6,up,1998-01-03
31,Criminal,Fiona Apple,https://charts-static.billboard.com/img/1997/07/fiona-apple-49y-53x53.jpg,,31,21,14,same,1998-01-03
32,Going Back To Cali,The Notorious B.I.G.,https://charts-static.billboard.com/img/1997/04/the-notorious-big-rts-53x53.jpg,,37,32,5,up,1998-01-03
33,Heaven,Nu Flavor,https://charts-static.billboard.com/img/1997/08/nu-flavor-hqp-53x53.jpg,,33,33,13,same,1998-01-03
34,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,https://charts-static.billboard.com/img/1997/04/the-notorious-big-rts-53x53.jpg,,30,1,23,down,1998-01-03
35,All For You,Sister Hazel,https://charts-static.billboard.com/img/1840/12/sister-hazel-ok5-53x53.jpg,,34,11,26,down,1998-01-03
36,Breaking All The Rules,She Moves,https://charts-static.billboard.com/img/1997/10/she-moves-dsw-53x53.jpg,,32,32,9,down,1998-01-03
37,If I Could Teach The World,Bone Thugs-N-Harmony,https://charts-static.billboard.com/img/1997/09/bone-thugs-n-harmony-897-53x53.jpg,,39,27,12,up,1998-01-03
38,The Memory Remains,Metallica,https://charts-static.billboard.com/img/1997/11/metallica-b7f-53x53.jpg,,43,28,6,up,1998-01-03
39,Building A Mystery,Sarah McLachlan,https://charts-static.billboard.com/img/1997/07/sarah-mclachlan-ol8-53x53.jpg,,36,13,18,down,1998-01-03
40,Honey,Mariah Carey,https://charts-static.billboard.com/img/1997/08/mariah-carey-tgq-53x53.jpg,,41,1,17,up,1998-01-03
41,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,https://charts-static.billboard.com/img/1840/12/puff-daddy-i6l-53x53.jpg,,40,1,30,down,1998-01-03
42,No Tengo Dinero,Los Umbrellos,Not supported yet,,42,42,19,same,1998-01-03
43,Don't Be Stupid (You Know I Love You),Shania Twain,https://charts-static.billboard.com/img/1997/11/shania-twain-aes-53x53.jpg,,48,43,5,up,1998-01-03
44,They Like It Slow,H-Town,https://charts-static.billboard.com/img/1997/10/h-town-okz-53x53.jpg,,38,35,13,down,1998-01-03
45,Kiss The Rain,Billie Myers,https://charts-static.billboard.com/img/1997/10/billie-myers-9vv-53x53.jpg,,52,45,9,up,1998-01-03
46,2 Become 1,Spice Girls,https://charts-static.billboard.com/img/1997/07/spice-girls-oei-53x53.jpg,,45,4,21,down,1998-01-03
47,Invisible Man,98 Degrees,Not supported yet,,44,12,26,down,1998-01-03
48,At The Beginning,Richard Marx & Donna Lewis,https://charts-static.billboard.com/img/1997/10/richard-marx-xrr-53x53.jpg,,51,48,9,up,1998-01-03
49,Sunny Came Home,Shawn Colvin,https://charts-static.billboard.com/img/1997/02/shawn-colvin-l22-53x53.jpg,,46,7,26,down,1998-01-03
50,I Care 'Bout You,Milestone,Not supported yet,,49,23,19,down,1998-01-03
51,You Light Up My Life,LeAnn Rimes,https://charts-static.billboard.com/img/1997/08/leann-rimes-4xc-53x53.jpg,,59,34,17,up,1998-01-03
52,Everything,Mary J. Blige,https://charts-static.billboard.com/img/1997/05/mary-j-blige-hn0-53x53.jpg,,47,24,15,down,1998-01-03
53,32 Flavors,Alana Davis,https://charts-static.billboard.com/img/1997/11/alana-davis-vim-53x53.jpg,,56,53,5,up,1998-01-03
54,Love Gets Me Every Time,Shania Twain,https://charts-static.billboard.com/img/1997/10/shania-twain-aes-53x53.jpg,,53,25,13,down,1998-01-03
55,What If,Reba McEntire,https://charts-static.billboard.com/img/1997/12/reba-mcentire-ivy-53x53.jpg,,63,55,4,up,1998-01-03
56,Legend Of A Cowgirl,Imani Coppola,https://charts-static.billboard.com/img/1997/09/imani-coppola-wc5-53x53.jpg,,54,36,17,down,1998-01-03
57,Still Waters (Run Deep),Bee Gees,https://charts-static.billboard.com/img/1997/11/bee-gees-uc7-53x53.jpg,,57,57,4,same,1998-01-03
58,Just Clownin',WC From Westside Connection,Not supported yet,,58,58,4,same,1998-01-03
59,So Help Me Girl,Gary Barlow,https://charts-static.billboard.com/img/1997/09/gary-barlow-zf6-53x53.jpg,,50,44,12,down,1998-01-03
60,Roxanne `97 - Puff Daddy Remix,Sting & The Police,https://charts-static.billboard.com/img/1997/11/the-police-yho-53x53.jpg,,65,60,2,up,1998-01-03
61,I Miss My Homies,Master P Featuring Pimp C And The Shocker,https://charts-static.billboard.com/img/1997/09/master-p-3zs-53x53.jpg,,55,25,18,down,1998-01-03
62,Tuck Me In,Kimberly Scott,https://charts-static.billboard.com/img/1997/11/kimberly-scott-equ-53x53.jpg,,68,62,4,up,1998-01-03
63,You're Not Alone,Olive,https://charts-static.billboard.com/img/1997/07/olive-6p6-53x53.jpg,,64,56,11,up,1998-01-03
64,I'm Not A Player,Big Punisher,https://charts-static.billboard.com/img/1997/11/big-punisher-1c1-53x53.jpg,,62,57,10,down,1998-01-03
65,So Good,Davina,Not supported yet,,60,60,10,down,1998-01-03
66,I'm Afraid Of Americans,David Bowie,https://charts-static.billboard.com/img/1997/11/david-bowie-c36-53x53.jpg,,66,66,7,same,1998-01-03
67,Santa's A Fat Bitch,Insane Clown Posse,https://charts-static.billboard.com/img/1997/12/insane-clown-posse-uhh-53x53.jpg,,67,67,2,same,1998-01-03
68,Backyard Boogie,Mack 10,https:https://charts-static.billboard.com/img/1997/08/mack-10-7kd.jpg,,61,37,19,down,1998-01-03
69,You Should Be Mine (Don't Waste Your Time),Brian McKnight Featuring Mase,https://charts-static.billboard.com/img/1997/08/brian-mcknight-sam-53x53.jpg,,69,17,18,same,1998-01-03
70,Say You'll Stay,KAI,Not supported yet,,78,70,3,up,1998-01-03
71,Swing My Way,K.P. & Envyi,https://charts-static.billboard.com/img/1997/12/kp-envyi-8rg-53x53.jpg,,86,71,2,up,1998-01-03
72,Last Night's Letter,K-Ci & JoJo,https://charts-static.billboard.com/img/1997/09/k-ci-jojo-9uq-53x53.jpg,,70,46,14,down,1998-01-03
73,Don't Stop The Music,Playa,Not supported yet,,73,73,8,same,1998-01-03
74,One More Night,Amber,Not supported yet,,72,69,12,down,1998-01-03
75,Around The World,Daft Punk,https://charts-static.billboard.com/img/1997/08/daft-punk-rvu-53x53.jpg,,81,61,19,up,1998-01-03
76,Something That We Do,Clint Black,https://charts-static.billboard.com/img/1997/08/clint-black-hzk-53x53.jpg,,76,76,3,same,1998-01-03
77,I Wonder If Heaven Got A Ghetto,2Pac,https://charts-static.billboard.com/img/1997/11/2pac-asm-53x53.jpg,,79,67,4,up,1998-01-03
78,Deja Vu [Uptown Baby],Lord Tariq & Peter Gunz,https://charts-static.billboard.com/img/1997/10/lord-tariq-000-53x53.jpg,,80,78,4,up,1998-01-03
79,"Too Gone, Too Long",En Vogue,https://charts-static.billboard.com/img/1997/09/en-vogue-osy-53x53.jpg,,82,33,13,up,1998-01-03
80,L-L-Lies,Diana King,https://charts-static.billboard.com/img/1997/11/diana-king-ist-53x53.jpg,,71,71,7,down,1998-01-03
81,Mourn You Til I Join You,Naughty By Nature,https://charts-static.billboard.com/img/1997/10/naughty-by-nature-8ig-53x53.jpg,,77,51,8,down,1998-01-03
82,Valentine,Martina McBride With Jim Brickman,https://charts-static.billboard.com/img/1997/10/jim-brickman-xrg-53x53.jpg,,74,50,14,down,1998-01-03
83,In Harm's Way,BeBe Winans,https://charts-static.billboard.com/img/1997/10/bebe-winans-hdq-53x53.jpg,,83,83,7,same,1998-01-03
84,The Rest Of Mine,Trace Adkins,https://charts-static.billboard.com/img/1997/09/trace-adkins-bo9-53x53.jpg,,84,70,12,same,1998-01-03
85,Did I Shave My Legs For This?,Deana Carter,https://charts-static.billboard.com/img/1997/11/deana-carter-1by-53x53.jpg,,91,85,4,up,1998-01-03
