rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
28,Everybody Dance,Ta Mara & The Seen,Not supported yet,,28,28,13,same,1986-01-04
29,Object Of My Desire,Starpoint,https://charts-static.billboard.com/img/1985/07/starpoint-ohc-53x53.jpg,,29,25,15,same,1986-01-04
30,Sidewalk Talk,Jellybean Featuring Catherine Buchanan,https://charts-static.billboard.com/img/1985/11/jellybean-o32-53x53.jpg,,30,30,8,same,1986-01-04
31,"When The Going Gets Tough, The Tough Get Going",Billy Ocean,https://charts-static.billboard.com/img/1985/11/billy-ocean-vb4-53x53.jpg,,31,31,6,same,1986-01-04
32,Sex As A Weapon,Pat Benatar,https://charts-static.billboard.com/img/1985/11/pat-benatar-lo1-53x53.jpg,,32,32,7,same,1986-01-04
33,Face The Face,Pete Townshend,https://charts-static.billboard.com/img/1985/11/pete-townshend-n4l-53x53.jpg,,33,33,9,same,1986-01-04
34,Who's Zoomin' Who,Aretha Franklin,https://charts-static.billboard.com/img/1985/09/aretha-franklin-z73-53x53.jpg,,34,7,15,same,1986-01-04
35,Wrap Her Up,Elton John,https://charts-static.billboard.com/img/1985/10/elton-john-qls-53x53.jpg,,35,20,11,same,1986-01-04
36,How Will I Know,Whitney Houston,https://charts-static.billboard.com/img/1985/12/whitney-houston-m52-53x53.jpg,,36,36,5,same,1986-01-04
37,A Love Bizarre,Sheila E.,https://charts-static.billboard.com/img/1985/11/sheila-e-5e5-53x53.jpg,,37,37,8,same,1986-01-04
38,The Sweetest Taboo,Sade,https://charts-static.billboard.com/img/1985/11/sade-e4o-53x53.jpg,,38,38,7,same,1986-01-04
39,Everything In My Heart,Corey Hart,https://charts-static.billboard.com/img/1985/11/corey-hart-j1k-53x53.jpg,,39,39,6,same,1986-01-04
40,Lay Your Hands On Me,Thompson Twins,https://charts-static.billboard.com/img/1985/09/thompson-twins-e4m-53x53.jpg,,40,6,16,same,1986-01-04
41,Sun City,Artists United Against Apartheid,Not supported yet,,41,38,10,same,1986-01-04
42,Sisters Are Doin' It For Themselves,Eurythmics & Aretha Franklin,https://charts-static.billboard.com/img/1985/10/eurythmics-3as-53x53.jpg,,42,18,12,same,1986-01-04
43,The Sun Always Shines on T.V.,a-ha,https://charts-static.billboard.com/img/1985/11/a-ha-qkf-53x53.jpg,,43,43,6,same,1986-01-04
44,Living In America,James Brown,https://charts-static.billboard.com/img/1985/12/james-brown-9z7-53x53.jpg,,44,44,5,same,1986-01-04
45,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,https://charts-static.billboard.com/img/1985/10/baltimora-f9e-53x53.jpg,,45,45,12,same,1986-01-04
46,Life In A Northern Town,The Dream Academy,https://charts-static.billboard.com/img/1985/11/the-dream-academy-ev6-53x53.jpg,,46,46,6,same,1986-01-04
47,You Belong To The City,Glenn Frey,https://charts-static.billboard.com/img/1985/09/glenn-frey-0tc-53x53.jpg,,47,2,17,same,1986-01-04
48,The Big Money,Rush,https://charts-static.billboard.com/img/1985/11/rush-7i2-53x53.jpg,,48,48,9,same,1986-01-04
49,Do It For Love,Sheena Easton,https://charts-static.billboard.com/img/1985/10/sheena-easton-wvg-53x53.jpg,,49,29,11,same,1986-01-04
50,Kyrie,Mr. Mister,https://charts-static.billboard.com/img/1985/12/mr-mister-ze5-53x53.jpg,,50,50,3,same,1986-01-04
51,To Live And Die In L.A.,Wang Chung,https://charts-static.billboard.com/img/1985/10/wang-chung-r2k-53x53.jpg,,51,41,13,same,1986-01-04
52,Silent Running (On Dangerous Ground),Mike + The Mechanics,https://charts-static.billboard.com/img/1985/11/mike-the-mechanics-xp3-53x53.jpg,,52,52,7,same,1986-01-04
53,Go,Asia,https://charts-static.billboard.com/img/1985/12/asia-oik-53x53.jpg,,53,53,5,same,1986-01-04
54,Digital Display,Ready For The World,https://charts-static.billboard.com/img/1985/12/ready-for-the-world-25h-53x53.jpg,,54,54,5,same,1986-01-04
55,Count Me Out,New Edition,https://charts-static.billboard.com/img/1985/11/new-edition-669-53x53.jpg,,55,51,10,same,1986-01-04
56,Leader Of The Pack,Twisted Sister,https://charts-static.billboard.com/img/1985/11/twisted-sister-stm-53x53.jpg,,56,56,6,same,1986-01-04
57,Everything Must Change,Paul Young,https://charts-static.billboard.com/img/1985/11/paul-young-5vz-53x53.jpg,,57,57,7,same,1986-01-04
58,Part-Time Lover,Stevie Wonder,https://charts-static.billboard.com/img/1985/09/stevie-wonder-12f-53x53.jpg,,58,1,18,same,1986-01-04
59,Too Young,Jack Wagner,https://charts-static.billboard.com/img/1985/10/jack-wagner-ooi-53x53.jpg,,59,52,11,same,1986-01-04
60,You Are My Lady,Freddie Jackson,https://charts-static.billboard.com/img/1985/08/freddie-jackson-fqn-53x53.jpg,,60,12,18,same,1986-01-04
61,Miami Vice Theme,Jan Hammer,https://charts-static.billboard.com/img/1985/09/jan-hammer-g38-53x53.jpg,,61,1,18,same,1986-01-04
62,He'll Never Love You (Like I Do),Freddie Jackson,https://charts-static.billboard.com/img/1985/12/freddie-jackson-fqn-53x53.jpg,,62,62,4,same,1986-01-04
63,Somewhere,Barbra Streisand,https://charts-static.billboard.com/img/1985/11/barbra-streisand-2i4-53x53.jpg,,63,63,4,same,1986-01-04
64,One Vision,Queen,https://charts-static.billboard.com/img/1985/12/queen-m21-53x53.jpg,,64,64,5,same,1986-01-04
65,Sara,Starship,https://charts-static.billboard.com/img/1985/12/starship-djg-53x53.jpg,,65,65,2,same,1986-01-04
66,Day By Day,Hooters,Not supported yet,,66,66,4,same,1986-01-04
67,Caravan Of Love,"Isley, Jasper, Isley",Not supported yet,,67,67,5,same,1986-01-04
68,Love Theme From St. Elmo's Fire (Instrumental),David Foster,https://charts-static.billboard.com/img/1985/08/david-foster-4iu-53x53.jpg,,68,15,20,same,1986-01-04
69,Head Over Heels,Tears For Fears,https://charts-static.billboard.com/img/1985/08/tears-for-fears-k4u-53x53.jpg,,69,3,17,same,1986-01-04
70,Can You Feel The Beat,Lisa Lisa And Clult Jam With Full Force,https://charts-static.billboard.com/img/1985/11/lisa-lisa-and-cult-jam-l5q-53x53.jpg,,70,69,8,same,1986-01-04
71,Everyday,James Taylor,https://charts-static.billboard.com/img/1985/11/james-taylor-u4r-53x53.jpg,,71,61,9,same,1986-01-04
72,Morning Desire,Kenny Rogers,https://charts-static.billboard.com/img/1985/11/kenny-rogers-vja-53x53.jpg,,72,72,7,same,1986-01-04
73,One Of The Living,Tina Turner,https://charts-static.billboard.com/img/1985/10/tina-turner-kd3-53x53.jpg,,73,15,14,same,1986-01-04
74,Beat's So Lonely,Charlie Sexton,https://charts-static.billboard.com/img/1985/12/charlie-sexton-w0g-53x53.jpg,,74,74,4,same,1986-01-04
75,Running Up That Hill,Kate Bush,https://charts-static.billboard.com/img/1985/09/kate-bush-4vv-53x53.jpg,,75,30,18,same,1986-01-04
76,The Heart Is Not So Smart,El DeBarge With DeBarge,https://charts-static.billboard.com/img/1985/11/el-debarge-fhb-53x53.jpg,,76,76,5,same,1986-01-04
77,Secret,Orchestral Manoeuvres In The Dark,https://charts-static.billboard.com/img/1985/12/orchestral-manoeuvres-in-the-dark-8h0-53x53.jpg,,77,77,4,same,1986-01-04
78,Own The Night,Chaka Khan,https://charts-static.billboard.com/img/1985/12/chaka-khan-h18-53x53.jpg,,78,78,3,same,1986-01-04
79,Be Near Me,ABC,Not supported yet,,79,9,20,same,1986-01-04
80,Secret Lovers,Atlantic Starr,https://charts-static.billboard.com/img/1985/11/atlantic-starr-vhm-53x53.jpg,,80,80,2,same,1986-01-04
81,I Knew The Bride (When She Use To Rock And Roll),Nick Lowe And His Cowboy Outfit,https://charts-static.billboard.com/img/1985/11/nick-lowe-zqx-53x53.jpg,,81,81,6,same,1986-01-04
82,Don't Say No Tonight,Eugene Wilde,https://charts-static.billboard.com/img/1985/12/eugene-wilde-h0h-53x53.jpg,,82,82,5,same,1986-01-04
83,Small Town Girl,John Cafferty & The Beaver Brown Band,https://charts-static.billboard.com/img/1985/11/john-cafferty-the-beaver-brown-band-go3-53x53.jpg,,83,64,9,same,1986-01-04
84,Dangerous,Loverboy,https://charts-static.billboard.com/img/1985/11/loverboy-e51-53x53.jpg,,84,65,8,same,1986-01-04
85,Let's Go All The Way,Sly Fox,Not supported yet,,85,85,2,same,1986-01-04
86,Stacy,Fortune,https://charts-static.billboard.com/img/1985/12/fortune-ia1-53x53.jpg,,86,86,3,same,1986-01-04
87,Baby Talk,Alisha,Not supported yet,,87,87,3,same,1986-01-04
88,Good Friends,Joni Mitchell,https://charts-static.billboard.com/img/1985/12/joni-mitchell-ehj-53x53.jpg,,88,88,2,same,1986-01-04
89,Let Me Down Easy,Roger Daltrey,https://charts-static.billboard.com/img/1985/12/roger-daltrey-8u0-53x53.jpg,,89,89,2,same,1986-01-04
90,Tears Are Falling,KISS,https://charts-static.billboard.com/img/1985/09/kiss-sus-53x53.jpg,,90,51,12,same,1986-01-04
91,Strength,The Alarm,https://charts-static.billboard.com/img/1985/12/the-alarm-6pg-53x53.jpg,,91,91,2,same,1986-01-04
92,Saving All My Love For You,Whitney Houston,https://charts-static.billboard.com/img/1985/06/whitney-houston-m52-53x53.jpg,,92,1,21,same,1986-01-04
93,Lovin' Every Minute Of It,Loverboy,https://charts-static.billboard.com/img/1985/08/loverboy-e51-53x53.jpg,,93,9,20,same,1986-01-04
94,And She Was,Talking Heads,https://charts-static.billboard.com/img/1985/09/talking-heads-thx-53x53.jpg,,94,54,18,same,1986-01-04
95,Freedom,The Pointer Sisters,https://charts-static.billboard.com/img/1985/11/the-pointer-sisters-aql-53x53.jpg,,95,59,10,same,1986-01-04
96,Soul Kiss,Olivia Newton-John,https://charts-static.billboard.com/img/1985/10/olivia-newton-john-hxh-53x53.jpg,,96,20,14,same,1986-01-04
97,Take On Me,a-ha,https://charts-static.billboard.com/img/1985/07/a-ha-qkf-53x53.jpg,,97,1,26,same,1986-01-04
98,Fortress Around Your Heart,Sting,https://charts-static.billboard.com/img/1985/08/sting-fr9-53x53.jpg,,98,8,20,same,1986-01-04
99,Girls Are More Fun,Ray Parker Jr.,Not supported yet,,99,34,14,same,1986-01-04
100,Lonely Ol' Night,John Mellencamp,https://charts-static.billboard.com/img/1985/08/john-mellencamp-tnp-53x53.jpg,,100,6,20,same,1986-01-04
1,"Say You, Say Me",Lionel Richie,https://charts-static.billboard.com/img/1840/12/lionel-richie-srd-53x53.jpg,4,1,1,10,same,1986-01-11
2,Party All The Time,Eddie Murphy,https://charts-static.billboard.com/img/1985/09/eddie-murphy-45f-53x53.jpg,,2,2,15,same,1986-01-11
3,That's What Friends Are For,Dionne & Friends,https://charts-static.billboard.com/img/1985/11/dionne-warwick-6mm-53x53.jpg,,4,3,10,up,1986-01-11
4,Alive & Kicking,Simple Minds,https://charts-static.billboard.com/img/1985/10/simple-minds-20s-53x53.jpg,,3,3,13,down,1986-01-11
5,I Miss You,Klymaxx,https://charts-static.billboard.com/img/1985/09/klymaxx-b0a-53x53.jpg,,5,5,18,same,1986-01-11
6,Small Town,John Mellencamp,https://charts-static.billboard.com/img/1985/09/john-mellencamp-tnp-53x53.jpg,,6,6,11,same,1986-01-11
7,Tonight She Comes,The Cars,https://charts-static.billboard.com/img/1985/11/the-cars-ndj-53x53.jpg,,9,7,11,up,1986-01-11
8,Talk To Me,Stevie Nicks,https://charts-static.billboard.com/img/1985/11/stevie-nicks-dt0-53x53.jpg,,11,8,9,up,1986-01-11
9,Broken Wings,Mr. Mister,https://charts-static.billboard.com/img/1985/08/mr-mister-ze5-53x53.jpg,,7,1,17,down,1986-01-11
10,Walk Of Life,Dire Straits,https://charts-static.billboard.com/img/1985/06/dire-straits-w73-53x53.jpg,,13,10,11,up,1986-01-11
11,Separate Lives,Phil Collins and Marilyn Martin,https://charts-static.billboard.com/img/1985/10/phil-collins-zdh-53x53.jpg,,8,1,15,down,1986-01-11
12,Burning Heart,Survivor,https://charts-static.billboard.com/img/1985/11/survivor-yca-53x53.jpg,,15,12,11,up,1986-01-11
13,My Hometown,Bruce Springsteen,https://charts-static.billboard.com/img/1985/12/bruce-springsteen-the-e-street-band-uup-53x53.jpg,,16,13,6,up,1986-01-11
14,I'm Your Man,Wham!,https://charts-static.billboard.com/img/1985/11/wham-usx-53x53.jpg,,20,14,7,up,1986-01-11
15,Election Day,Arcadia,https://charts-static.billboard.com/img/1985/10/arcadia-7xm-53x53.jpg,,10,6,12,down,1986-01-11
16,It's Only Love,Bryan Adams/Tina Turner,https://charts-static.billboard.com/img/1985/11/bryan-adams-xrt-53x53.jpg,,19,16,8,up,1986-01-11
17,Love Is The Seventh Wave,Sting,https://charts-static.billboard.com/img/1985/11/sting-fr9-53x53.jpg,,17,17,10,same,1986-01-11
18,Go Home,Stevie Wonder,https://charts-static.billboard.com/img/1985/11/stevie-wonder-12f-53x53.jpg,,22,18,8,up,1986-01-11
19,Spies Like Us,Paul McCartney,https://charts-static.billboard.com/img/1985/11/paul-mccartney-ntf-53x53.jpg,,24,19,8,up,1986-01-11
20,Conga,Miami Sound Machine,https://charts-static.billboard.com/img/1985/09/gloria-estefan-7bs-53x53.jpg,,21,20,13,up,1986-01-11
21,Sleeping Bag,ZZ Top,https://charts-static.billboard.com/img/1985/10/zz-top-l8g-53x53.jpg,,12,8,13,down,1986-01-11
22,You're A Friend Of Mine,Clarence Clemons & Jackson Browne,https://charts-static.billboard.com/img/1985/10/clarence-clemons-i7y-53x53.jpg,,23,22,12,up,1986-01-11
23,Perfect Way,Scritti Politti,https://charts-static.billboard.com/img/1985/09/scritti-politti-sme-53x53.jpg,,14,11,19,down,1986-01-11
24,Emergency,Kool & The Gang,https://charts-static.billboard.com/img/1985/10/kool-the-gang-bbp-53x53.jpg,,18,18,12,down,1986-01-11
25,Goodbye,Night Ranger,https://charts-static.billboard.com/img/1985/11/night-ranger-srx-53x53.jpg,,27,25,10,up,1986-01-11
26,"When The Going Gets Tough, The Tough Get Going",Billy Ocean,https://charts-static.billboard.com/img/1985/11/billy-ocean-vb4-53x53.jpg,,31,26,7,up,1986-01-11
27,Everybody Dance,Ta Mara & The Seen,Not supported yet,,28,27,14,up,1986-01-11
28,Sidewalk Talk,Jellybean Featuring Catherine Buchanan,https://charts-static.billboard.com/img/1985/11/jellybean-o32-53x53.jpg,,30,28,9,up,1986-01-11
29,Sex As A Weapon,Pat Benatar,https://charts-static.billboard.com/img/1985/11/pat-benatar-lo1-53x53.jpg,,32,29,8,up,1986-01-11
30,Face The Face,Pete Townshend,https://charts-static.billboard.com/img/1985/11/pete-townshend-n4l-53x53.jpg,,33,30,10,up,1986-01-11
31,How Will I Know,Whitney Houston,https://charts-static.billboard.com/img/1985/12/whitney-houston-m52-53x53.jpg,,36,31,6,up,1986-01-11
32,Object Of My Desire,Starpoint,https://charts-static.billboard.com/img/1985/07/starpoint-ohc-53x53.jpg,,29,25,16,down,1986-01-11
33,The Sweetest Taboo,Sade,https://charts-static.billboard.com/img/1985/11/sade-e4o-53x53.jpg,,38,33,8,up,1986-01-11
34,A Love Bizarre,Sheila E.,https://charts-static.billboard.com/img/1985/11/sheila-e-5e5-53x53.jpg,,37,34,9,up,1986-01-11
35,Everything In My Heart,Corey Hart,https://charts-static.billboard.com/img/1985/11/corey-hart-j1k-53x53.jpg,,39,35,7,up,1986-01-11
36,Living In America,James Brown,https://charts-static.billboard.com/img/1985/12/james-brown-9z7-53x53.jpg,,44,36,6,up,1986-01-11
37,The Sun Always Shines on T.V.,a-ha,https://charts-static.billboard.com/img/1985/11/a-ha-qkf-53x53.jpg,,43,37,7,up,1986-01-11
38,Life In A Northern Town,The Dream Academy,https://charts-static.billboard.com/img/1985/11/the-dream-academy-ev6-53x53.jpg,,46,38,7,up,1986-01-11
39,Kyrie,Mr. Mister,https://charts-static.billboard.com/img/1985/12/mr-mister-ze5-53x53.jpg,,50,39,4,up,1986-01-11
40,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,https://charts-static.billboard.com/img/1985/10/baltimora-f9e-53x53.jpg,,45,40,13,up,1986-01-11
41,Never,Heart,https://charts-static.billboard.com/img/1986/12/heart-2lh-53x53.jpg,,25,4,18,down,1986-01-11
42,We Built This City,Starship,https://charts-static.billboard.com/img/1985/09/starship-djg-53x53.jpg,,26,1,19,down,1986-01-11
43,Wrap Her Up,Elton John,https://charts-static.billboard.com/img/1985/10/elton-john-qls-53x53.jpg,,35,20,12,down,1986-01-11
44,Silent Running (On Dangerous Ground),Mike + The Mechanics,https://charts-static.billboard.com/img/1985/11/mike-the-mechanics-xp3-53x53.jpg,,52,44,8,up,1986-01-11
45,The Big Money,Rush,https://charts-static.billboard.com/img/1985/11/rush-7i2-53x53.jpg,,48,45,10,up,1986-01-11
46,Who's Zoomin' Who,Aretha Franklin,https://charts-static.billboard.com/img/1985/09/aretha-franklin-z73-53x53.jpg,,34,7,16,down,1986-01-11
47,Lay Your Hands On Me,Thompson Twins,https://charts-static.billboard.com/img/1985/09/thompson-twins-e4m-53x53.jpg,,40,6,17,down,1986-01-11
48,Go,Asia,https://charts-static.billboard.com/img/1985/12/asia-oik-53x53.jpg,,53,48,6,up,1986-01-11
49,You Belong To The City,Glenn Frey,https://charts-static.billboard.com/img/1985/09/glenn-frey-0tc-53x53.jpg,,47,2,18,down,1986-01-11
50,Digital Display,Ready For The World,https://charts-static.billboard.com/img/1985/12/ready-for-the-world-25h-53x53.jpg,,54,50,6,up,1986-01-11
51,Sun City,Artists United Against Apartheid,Not supported yet,,41,38,11,down,1986-01-11
52,Somewhere,Barbra Streisand,https://charts-static.billboard.com/img/1985/11/barbra-streisand-2i4-53x53.jpg,,63,52,5,up,1986-01-11
53,Leader Of The Pack,Twisted Sister,https://charts-static.billboard.com/img/1985/11/twisted-sister-stm-53x53.jpg,,56,53,7,up,1986-01-11
54,Sara,Starship,https://charts-static.billboard.com/img/1985/12/starship-djg-53x53.jpg,,65,54,3,up,1986-01-11
55,He'll Never Love You (Like I Do),Freddie Jackson,https://charts-static.billboard.com/img/1985/12/freddie-jackson-fqn-53x53.jpg,,62,55,5,up,1986-01-11
56,Everything Must Change,Paul Young,https://charts-static.billboard.com/img/1985/11/paul-young-5vz-53x53.jpg,,57,56,8,up,1986-01-11
57,To Live And Die In L.A.,Wang Chung,https://charts-static.billboard.com/img/1985/10/wang-chung-r2k-53x53.jpg,,51,41,14,down,1986-01-11
58,Do It For Love,Sheena Easton,https://charts-static.billboard.com/img/1985/10/sheena-easton-wvg-53x53.jpg,,49,29,12,down,1986-01-11
59,Day By Day,Hooters,Not supported yet,,66,59,5,up,1986-01-11
60,Sisters Are Doin' It For Themselves,Eurythmics & Aretha Franklin,https://charts-static.billboard.com/img/1985/10/eurythmics-3as-53x53.jpg,,42,18,13,down,1986-01-11
61,One Vision,Queen,https://charts-static.billboard.com/img/1985/12/queen-m21-53x53.jpg,,64,61,6,up,1986-01-11
62,Count Me Out,New Edition,https://charts-static.billboard.com/img/1985/11/new-edition-669-53x53.jpg,,55,51,11,down,1986-01-11
63,Too Young,Jack Wagner,https://charts-static.billboard.com/img/1985/10/jack-wagner-ooi-53x53.jpg,,59,52,12,down,1986-01-11
64,Caravan Of Love,"Isley, Jasper, Isley",Not supported yet,,67,64,6,up,1986-01-11
65,Own The Night,Chaka Khan,https://charts-static.billboard.com/img/1985/12/chaka-khan-h18-53x53.jpg,,78,65,4,up,1986-01-11
66,Secret Lovers,Atlantic Starr,https://charts-static.billboard.com/img/1985/11/atlantic-starr-vhm-53x53.jpg,,80,66,3,up,1986-01-11
67,Miami Vice Theme,Jan Hammer,https://charts-static.billboard.com/img/1985/09/jan-hammer-g38-53x53.jpg,,61,1,19,down,1986-01-11
68,Part-Time Lover,Stevie Wonder,https://charts-static.billboard.com/img/1985/09/stevie-wonder-12f-53x53.jpg,,58,1,19,down,1986-01-11
69,You Are My Lady,Freddie Jackson,https://charts-static.billboard.com/img/1985/08/freddie-jackson-fqn-53x53.jpg,,60,12,19,down,1986-01-11
70,Beat's So Lonely,Charlie Sexton,https://charts-static.billboard.com/img/1985/12/charlie-sexton-w0g-53x53.jpg,,74,70,5,up,1986-01-11
71,Can You Feel The Beat,Lisa Lisa And Clult Jam With Full Force,https://charts-static.billboard.com/img/1985/11/lisa-lisa-and-cult-jam-l5q-53x53.jpg,,70,69,9,down,1986-01-11
72,Secret,Orchestral Manoeuvres In The Dark,https://charts-static.billboard.com/img/1985/12/orchestral-manoeuvres-in-the-dark-8h0-53x53.jpg,,77,72,5,up,1986-01-11
73,Head Over Heels,Tears For Fears,https://charts-static.billboard.com/img/1985/08/tears-for-fears-k4u-53x53.jpg,,69,3,18,down,1986-01-11
74,Everyday,James Taylor,https://charts-static.billboard.com/img/1985/11/james-taylor-u4r-53x53.jpg,,71,61,10,down,1986-01-11
75,The Heart Is Not So Smart,El DeBarge With DeBarge,https://charts-static.billboard.com/img/1985/11/el-debarge-fhb-53x53.jpg,,76,75,6,up,1986-01-11
76,Don't Say No Tonight,Eugene Wilde,https://charts-static.billboard.com/img/1985/12/eugene-wilde-h0h-53x53.jpg,,82,76,6,up,1986-01-11
77,I Knew The Bride (When She Use To Rock And Roll),Nick Lowe And His Cowboy Outfit,https://charts-static.billboard.com/img/1985/11/nick-lowe-zqx-53x53.jpg,,81,77,7,up,1986-01-11
78,Let's Go All The Way,Sly Fox,Not supported yet,,85,78,3,up,1986-01-11
79,Morning Desire,Kenny Rogers,https://charts-static.billboard.com/img/1985/11/kenny-rogers-vja-53x53.jpg,,72,72,8,down,1986-01-11
80,Stacy,Fortune,https://charts-static.billboard.com/img/1985/12/fortune-ia1-53x53.jpg,,86,80,4,up,1986-01-11
81,Be Near Me,ABC,Not supported yet,,79,9,21,down,1986-01-11
82,Baby Talk,Alisha,Not supported yet,,87,82,4,up,1986-01-11
83,One Of The Living,Tina Turner,https://charts-static.billboard.com/img/1985/10/tina-turner-kd3-53x53.jpg,,73,15,15,down,1986-01-11
84,Love Theme From St. Elmo's Fire (Instrumental),David Foster,https://charts-static.billboard.com/img/1985/08/david-foster-4iu-53x53.jpg,,68,15,21,down,1986-01-11
85,Good Friends,Joni Mitchell,https://charts-static.billboard.com/img/1985/12/joni-mitchell-ehj-53x53.jpg,,88,85,3,up,1986-01-11
86,Let Me Down Easy,Roger Daltrey,https://charts-static.billboard.com/img/1985/12/roger-daltrey-8u0-53x53.jpg,,89,86,3,up,1986-01-11
87,Your Personal Touch,"Evelyn ""Champagne"" King",Not supported yet,,,,,new,1986-01-11
88,Strength,The Alarm,https://charts-static.billboard.com/img/1985/12/the-alarm-6pg-53x53.jpg,,91,88,3,up,1986-01-11
89,Small Town Girl,John Cafferty & The Beaver Brown Band,https://charts-static.billboard.com/img/1985/11/john-cafferty-the-beaver-brown-band-go3-53x53.jpg,,83,64,10,down,1986-01-11
90,Dangerous,Loverboy,https://charts-static.billboard.com/img/1985/11/loverboy-e51-53x53.jpg,,84,65,9,down,1986-01-11
91,Running Up That Hill,Kate Bush,https://charts-static.billboard.com/img/1985/09/kate-bush-4vv-53x53.jpg,,75,30,19,down,1986-01-11
92,The Super Bowl Shuffle,The Chicago Bears Shufflin' Crew,Not supported yet,,,,,new,1986-01-11
93,Saving All My Love For You,Whitney Houston,https://charts-static.billboard.com/img/1985/06/whitney-houston-m52-53x53.jpg,,92,1,22,down,1986-01-11
94,Tears Are Falling,KISS,https://charts-static.billboard.com/img/1985/09/kiss-sus-53x53.jpg,,90,51,13,down,1986-01-11
95,And She Was,Talking Heads,https://charts-static.billboard.com/img/1985/09/talking-heads-thx-53x53.jpg,,94,54,19,down,1986-01-11
96,Freedom,The Pointer Sisters,https://charts-static.billboard.com/img/1985/11/the-pointer-sisters-aql-53x53.jpg,,95,59,11,down,1986-01-11
