rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
1,I'm Your Angel,R. Kelly & Celine Dion,https://charts-static.billboard.com/img/1998/10/celine-dion-0hi-53x53.jpg,5,1,1,5,same,1999-01-02
2,Nobody's Supposed To Be Here,Deborah Cox,https://charts-static.billboard.com/img/1998/09/deborah-cox-gw1-53x53.jpg,,2,2,14,same,1999-01-02
3,Lately,Divine,https://charts-static.billboard.com/img/1998/09/divine-1ma-53x53.jpg,,3,1,17,same,1999-01-02
4,...Baby One More Time,Britney Spears,https://charts-static.billboard.com/img/1998/10/britney-spears-s89-53x53.jpg,,5,4,7,up,1999-01-02
5,Because Of You,98 Degrees,Not supported yet,,6,3,14,up,1999-01-02
6,From This Moment On,Shania Twain,https://charts-static.billboard.com/img/1997/11/shania-twain-aes-53x53.jpg,,4,4,5,down,1999-01-02
7,Doo Wop (That Thing),Lauryn Hill,https://charts-static.billboard.com/img/1998/08/lauryn-hill-f6n-53x53.jpg,,7,1,8,same,1999-01-02
8,Trippin',Total Featuring Missy Elliott,https://charts-static.billboard.com/img/1998/10/total-ssp-53x53.jpg,,12,8,9,up,1999-01-02
9,Have You Ever?,Brandy,https://charts-static.billboard.com/img/1998/10/brandy-khx-53x53.jpg,,9,9,5,same,1999-01-02
10,Love Like This,Faith Evans,https://charts-static.billboard.com/img/1998/09/faith-evans-2g0-53x53.jpg,,8,7,8,down,1999-01-02
11,Goodbye,Spice Girls,https://charts-static.billboard.com/img/1998/12/spice-girls-oei-53x53.jpg,,11,11,2,same,1999-01-02
12,Lullaby,Shawn Mullins,https://charts-static.billboard.com/img/1998/09/shawn-mullins-e75-53x53.jpg,,10,8,5,down,1999-01-02
13,Save Tonight,Eagle-Eye Cherry,https://charts-static.billboard.com/img/1998/07/eagle-eye-cherry-ima-53x53.jpg,,13,12,5,same,1999-01-02
14,This Kiss,Faith Hill,https://charts-static.billboard.com/img/1998/02/faith-hill-go6-53x53.jpg,,14,7,42,same,1999-01-02
15,Hands,Jewel,https://charts-static.billboard.com/img/1998/10/jewel-b5q-53x53.jpg,,15,15,5,same,1999-01-02
16,Slide,Goo Goo Dolls,https://charts-static.billboard.com/img/2017/07/goo-goo-dolls-53x53.jpg,,17,16,5,up,1999-01-02
17,Jumper,Third Eye Blind,https://charts-static.billboard.com/img/1998/07/third-eye-blind-8cn-53x53.jpg,,16,15,5,down,1999-01-02
18,Love Me,112 Featuring Mase,https://charts-static.billboard.com/img/1998/10/mase-2j7-53x53.jpg,,21,17,11,up,1999-01-02
19,I Don't Want To Miss A Thing,Mark Chesnutt,https://charts-static.billboard.com/img/1998/11/mark-chesnutt-cos-53x53.jpg,,47,19,3,up,1999-01-02
20,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,https://charts-static.billboard.com/img/1998/09/ja-rule-p2l-53x53.jpg,,20,20,14,same,1999-01-02
21,Ghetto Cowboy,Mo Thugs Family Featuring Bone Thugs-N-Harmony,https://charts-static.billboard.com/img/1998/11/mo-thugs-family-bt3-53x53.jpg,,46,21,7,up,1999-01-02
22,Iris,Goo Goo Dolls,https://charts-static.billboard.com/img/2017/07/goo-goo-dolls-53x53.jpg,,18,9,5,down,1999-01-02
23,The First Night,Monica,https://charts-static.billboard.com/img/1998/07/monica-utr-53x53.jpg,,19,1,21,down,1999-01-02
24,Take Me There,BLACKstreet & Mya Featuring Mase & Blinky Blink,https://charts-static.billboard.com/img/1998/11/mase-2j7-53x53.jpg,,25,24,5,up,1999-01-02
25,Angel,Sarah McLachlan,https://charts-static.billboard.com/img/1998/10/sarah-mclachlan-ol8-53x53.jpg,,28,25,5,up,1999-01-02
26,I'll Be,Edwin McCain,https://charts-static.billboard.com/img/1998/01/edwin-mccain-6dj-53x53.jpg,,22,5,15,down,1999-01-02
27,My Favorite Mistake,Sheryl Crow,https://charts-static.billboard.com/img/1998/09/sheryl-crow-pfk-53x53.jpg,,24,20,5,down,1999-01-02
28,How Deep Is Your Love,Dru Hill Featuring Redman,https://charts-static.billboard.com/img/1998/08/dru-hill-s7t-53x53.jpg,,23,3,13,down,1999-01-02
29,Miami,Will Smith,https://charts-static.billboard.com/img/1998/10/will-smith-wy2-53x53.jpg,,30,29,5,up,1999-01-02
30,Pushin' Weight,Ice Cube Featuring Mr. Short Khop,https://charts-static.billboard.com/img/1998/10/ice-cube-bw5-53x53.jpg,,42,28,10,up,1999-01-02
31,These Are The Times,Dru Hill,https://charts-static.billboard.com/img/1998/10/dru-hill-s7t-53x53.jpg,,36,31,5,up,1999-01-02
32,Thank U,Alanis Morissette,https://charts-static.billboard.com/img/1998/10/alanis-morissette-xap-53x53.jpg,,26,17,5,down,1999-01-02
33,Touch It,Monifah,https://charts-static.billboard.com/img/1998/08/monifah-xdv-53x53.jpg,,33,9,22,same,1999-01-02
34,Inside Out,Eve 6,https://charts-static.billboard.com/img/1998/05/eve-6-ag0-53x53.jpg,,31,28,5,down,1999-01-02
35,(God Must Have Spent) A Little More Time On You,'N Sync,https://charts-static.billboard.com/img/1998/10/n-sync-yuh-53x53.jpg,,34,34,5,down,1999-01-02
36,Angel Of Mine,Monica,https://charts-static.billboard.com/img/1998/11/monica-utr-53x53.jpg,,37,36,5,up,1999-01-02
37,One Week,Barenaked Ladies,https://charts-static.billboard.com/img/1998/06/barenaked-ladies-otk-53x53.jpg,,27,1,14,down,1999-01-02
38,Hard Knock Life (Ghetto Anthem),JAY-Z,https://charts-static.billboard.com/img/1998/10/jay-z-gbw-53x53.jpg,,35,32,9,down,1999-01-02
39,Too Close,Next,https://charts-static.billboard.com/img/1998/01/next-oab-53x53.jpg,,32,1,47,down,1999-01-02
40,Hold Me,Brian McKnight Featuring Tone & Kobe Bryant,https://charts-static.billboard.com/img/1998/10/brian-mcknight-sam-53x53.jpg,,43,40,5,up,1999-01-02
41,All The Places (I Will Kiss You),Aaron Hall,https://charts-static.billboard.com/img/1998/09/aaron-hall-tlz-53x53.jpg,,45,26,12,up,1999-01-02
42,You're Beginning To Get To Me,Clay Walker,https://charts-static.billboard.com/img/1998/08/clay-walker-ea6-53x53.jpg,,39,39,5,down,1999-01-02
43,The Power Of Good-Bye,Madonna,https://charts-static.billboard.com/img/1998/09/madonna-rq3-53x53.jpg,,41,11,12,down,1999-01-02
44,Changes,2Pac,https://charts-static.billboard.com/img/1998/11/2pac-asm-53x53.jpg,,38,38,5,down,1999-01-02
45,There You Have It,BlackHawk,https://charts-static.billboard.com/img/1998/08/blackhawk-65y-53x53.jpg,,48,45,5,up,1999-01-02
46,Someone You Used To Know,Collin Raye,https://charts-static.billboard.com/img/1998/08/collin-raye-dtx-53x53.jpg,,40,37,7,down,1999-01-02
47,Are You That Somebody?,Aaliyah,https://charts-static.billboard.com/img/1998/06/aaliyah-3rl-53x53.jpg,,29,21,5,down,1999-01-02
48,Wrong Again,Martina McBride,https://charts-static.billboard.com/img/1998/08/martina-mcbride-bwm-53x53.jpg,,49,48,5,up,1999-01-02
49,You're Easy On The Eyes,Terri Clark,https://charts-static.billboard.com/img/1998/08/terri-clark-87s-53x53.jpg,,44,40,5,down,1999-01-02
50,You Get What You Give,New Radicals,Not supported yet,,52,47,5,up,1999-01-02
51,Right On The Money,Alan Jackson,https://charts-static.billboard.com/img/1998/10/alan-jackson-pbl-53x53.jpg,,51,48,5,same,1999-01-02
52,Fly Away,Lenny Kravitz,https://charts-static.billboard.com/img/1998/07/lenny-kravitz-jjg-53x53.jpg,,53,45,5,up,1999-01-02
53,For You I Will,Aaron Tippin,https://charts-static.billboard.com/img/1998/08/aaron-tippin-rwt-53x53.jpg,,54,52,13,up,1999-01-02
54,No Place That Far,Sara Evans,https://charts-static.billboard.com/img/1998/10/sara-evans-fvv-53x53.jpg,,66,54,4,up,1999-01-02
55,"Spirit Of A Boy, Wisdom Of A Man",Randy Travis,https://charts-static.billboard.com/img/1998/10/randy-travis-pll-53x53.jpg,,57,55,5,up,1999-01-02
56,Come And Get With Me,Keith Sweat Featuring Snoop Dogg,https://charts-static.billboard.com/img/1998/08/snoop-dogg-7vk-53x53.jpg,,62,12,11,up,1999-01-02
57,Pretty Fly (For A White Guy),The Offspring,https://charts-static.billboard.com/img/1998/10/the-offspring-y1c-53x53.jpg,,59,57,5,up,1999-01-02
58,Believe,Cher,https://charts-static.billboard.com/img/1998/11/cher-n7y-53x53.jpg,,77,58,3,up,1999-01-02
59,Rosa Parks,OutKast,https://charts-static.billboard.com/img/1998/10/outkast-294-53x53.jpg,,58,58,5,down,1999-01-02
60,Husbands And Wives,Brooks & Dunn,https://charts-static.billboard.com/img/1998/09/brooks-dunn-b6k-53x53.jpg,,50,36,5,down,1999-01-02
61,For A Little While,Tim McGraw,https://charts-static.billboard.com/img/1998/11/tim-mcgraw-j7r-53x53.jpg,,60,60,5,down,1999-01-02
62,Let Me Let Go,Faith Hill,https://charts-static.billboard.com/img/1998/09/faith-hill-go6-53x53.jpg,,55,33,5,down,1999-01-02
63,Stand Beside Me,Jo Dee Messina,https://charts-static.billboard.com/img/1998/10/jo-dee-messina-9qg-53x53.jpg,,65,63,4,up,1999-01-02
64,When You Believe,Whitney Houston & Mariah Carey,https://charts-static.billboard.com/img/1998/11/mariah-carey-tgq-53x53.jpg,,56,51,5,down,1999-01-02
65,Hold On To Me,John Michael Montgomery,https://charts-static.billboard.com/img/1998/10/john-michael-montgomery-ayn-53x53.jpg,,68,65,5,up,1999-01-02
66,It's All Been Done,Barenaked Ladies,https://charts-static.billboard.com/img/1998/11/barenaked-ladies-otk-53x53.jpg,,74,66,2,up,1999-01-02
67,Sweetest Thing,U2,https://charts-static.billboard.com/img/1998/10/u2-uun-53x53.jpg,,69,63,5,up,1999-01-02
68,Fly (The Angel Song),The Wilkinsons,https://charts-static.billboard.com/img/1998/10/the-wilkinsons-cqd-53x53.jpg,,75,68,4,up,1999-01-02
