rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
1,Don't Forget About Us,Mariah Carey,https://charts-static.billboard.com/img/2005/10/mariah-carey-tgq-53x53.jpg,2,1,1,12,same,2006-01-07
2,Run It!,Chris Brown,https://charts-static.billboard.com/img/2005/07/chris-brown-cte-53x53.jpg,,2,1,20,same,2006-01-07
3,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",https://charts-static.billboard.com/img/2005/10/nelly-fmf-53x53.jpg,,3,3,8,same,2006-01-07
4,Laffy Taffy,D4L,https://charts-static.billboard.com/img/2005/07/d4l-ba3-53x53.jpg,,4,2,15,same,2006-01-07
5,Photograph,Nickelback,https://charts-static.billboard.com/img/2017/07/nickelback-53x53.jpg,,6,2,18,up,2006-01-07
6,Stickwitu,The Pussycat Dolls,https://charts-static.billboard.com/img/2005/10/the-pussycat-dolls-t1l-53x53.jpg,,5,5,12,down,2006-01-07
7,Check On It,Beyonce Featuring Slim Thug,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg,,8,7,8,up,2006-01-07
8,Gold Digger,Kanye West Featuring Jamie Foxx,https://charts-static.billboard.com/img/2017/04/kanye-west-53x53.jpg,,7,1,24,down,2006-01-07
9,There It Go! (The Whistle Song),Juelz Santana,https://charts-static.billboard.com/img/2005/08/juelz-santana-yuj-53x53.jpg,,10,9,13,up,2006-01-07
10,My Humps,The Black Eyed Peas,https://charts-static.billboard.com/img/2005/08/the-black-eyed-peas-b9u-53x53.jpg,,11,3,21,up,2006-01-07
11,Because Of You,Kelly Clarkson,https://charts-static.billboard.com/img/2005/08/kelly-clarkson-091-53x53.jpg,,9,7,19,down,2006-01-07
12,Be Without You,Mary J. Blige,https://charts-static.billboard.com/img/2017/07/mary-j-blige-53x53.jpg,,20,12,7,up,2006-01-07
13,One Wish,Ray J,https://charts-static.billboard.com/img/2005/08/ray-j-rv3-53x53.jpg,,12,12,14,down,2006-01-07
14,Soul Survivor,Young Jeezy Featuring Akon,https://charts-static.billboard.com/img/2005/07/jeezy-g79-53x53.jpg,,14,4,19,same,2006-01-07
15,"Dance, Dance",Fall Out Boy,https://charts-static.billboard.com/img/2005/10/fall-out-boy-zhw-53x53.jpg,,24,15,10,up,2006-01-07
16,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",https://charts-static.billboard.com/img/2005/07/dem-franchize-boyz-a35-53x53.jpg,,15,15,16,down,2006-01-07
17,"Sugar, We're Goin' Down",Fall Out Boy,https://charts-static.billboard.com/img/2005/06/fall-out-boy-zhw-53x53.jpg,,22,8,28,up,2006-01-07
18,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,https://charts-static.billboard.com/img/2005/07/three-6-mafia-wgx-53x53.jpg,,13,13,16,down,2006-01-07
19,When I'm Gone,Eminem,https://charts-static.billboard.com/img/2005/11/eminem-1xq-53x53.jpg,,16,8,7,down,2006-01-07
20,I'm Sprung,T-Pain,https://charts-static.billboard.com/img/2005/08/t-pain-kj8-53x53.jpg,,17,8,20,down,2006-01-07
21,Dirty Little Secret,The All-American Rejects,https://charts-static.billboard.com/img/2005/07/the-all-american-rejects-yky-53x53.jpg,,27,21,22,up,2006-01-07
22,We Be Burnin',Sean Paul,https:https://charts-static.billboard.com/img/2005/03/sean-paul-uyx-91x91.jpg,,19,6,17,down,2006-01-07
23,Hung Up,Madonna,https://charts-static.billboard.com/img/2005/10/madonna-rq3-53x53.jpg,,21,7,10,down,2006-01-07
24,You're Beautiful,James Blunt,https://charts-static.billboard.com/img/2005/07/james-blunt-nim-53x53.jpg,,23,22,9,down,2006-01-07
25,So Sick,Ne-Yo,https://charts-static.billboard.com/img/2005/10/ne-yo-9u2-53x53.jpg,,26,25,5,up,2006-01-07
26,Unpredictable,Jamie Foxx Featuring Ludacris,https://charts-static.billboard.com/img/2005/10/jamie-foxx-hji-53x53.jpg,,47,26,6,up,2006-01-07
27,Here We Go,Trina Featuring Kelly Rowland,https://charts-static.billboard.com/img/2005/09/trina-34y-53x53.jpg,,18,17,14,down,2006-01-07
28,Luxurious,Gwen Stefani,https://charts-static.billboard.com/img/2005/10/gwen-stefani-72d-53x53.jpg,,25,21,10,down,2006-01-07
29,Beverly Hills,Weezer,https://charts-static.billboard.com/img/2005/04/weezer-715-53x53.jpg,,37,10,39,up,2006-01-07
