rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
1,I Will Always Love You,Whitney Houston,https://charts-static.billboard.com/img/1840/12/whitney-houston-k4w-53x53.jpg,6,1,1,8,same,1993-01-02
2,Rump Shaker,Wreckx-N-Effect,https://charts-static.billboard.com/img/1992/09/wreckx-n-effect-ud9-53x53.jpg,,2,2,14,same,1993-01-02
3,If I Ever Fall In Love,Shai,https://charts-static.billboard.com/img/1992/10/shai-n1f-53x53.jpg,,3,2,12,same,1993-01-02
4,"In The Still Of The Nite (From ""The Jacksons"")",Boyz II Men,https://charts-static.billboard.com/img/1992/10/boyz-ii-men-iur-53x53.jpg,,4,4,6,same,1993-01-02
5,Rhythm Is A Dancer,Snap!,https://charts-static.billboard.com/img/1992/07/snap-awj-53x53.jpg,,6,5,21,up,1993-01-02
6,"I'd Die Without You (From ""Boomerang"")",P.M. Dawn,https://charts-static.billboard.com/img/1992/08/pm-dawn-6qa-53x53.jpg,,5,3,17,down,1993-01-02
7,"Saving Forever For You (From ""Beverly Hills, 90210"")",Shanice,https://charts-static.billboard.com/img/1992/10/shanice-wkd-53x53.jpg,,8,7,11,up,1993-01-02
8,Good Enough,Bobby Brown,https://charts-static.billboard.com/img/1992/09/bobby-brown-s9w-53x53.jpg,,7,7,12,down,1993-01-02
9,What About Your Friends,TLC,https://charts-static.billboard.com/img/1992/08/tlc-ll0-53x53.jpg,,11,7,18,up,1993-01-02
10,Real Love,Mary J. Blige,https://charts-static.billboard.com/img/1992/08/mary-j-blige-hn0-53x53.jpg,,10,7,19,same,1993-01-02
11,Deeper And Deeper,Madonna,https://charts-static.billboard.com/img/1992/11/madonna-rq3-53x53.jpg,,13,11,5,up,1993-01-02
12,To Love Somebody,Michael Bolton,https://charts-static.billboard.com/img/1992/10/michael-bolton-hcc-53x53.jpg,,12,11,12,same,1993-01-02
13,How Do You Talk To An Angel,The Heights,https://charts-static.billboard.com/img/1992/09/the-heights-6tx-53x53.jpg,,9,1,14,down,1993-01-02
14,Love Is On The Way,Saigon Kick,https://charts-static.billboard.com/img/1992/08/saigon-kick-trq-53x53.jpg,,14,12,18,same,1993-01-02
15,When She Cries,Restless Heart,https://charts-static.billboard.com/img/1992/09/restless-heart-lmt-53x53.jpg,,18,15,8,up,1993-01-02
16,Flex,Mad Cobra,https://charts-static.billboard.com/img/1992/09/mad-cobra-spu-53x53.jpg,,22,16,12,up,1993-01-02
17,Layla,Eric Clapton,https://charts-static.billboard.com/img/1992/09/eric-clapton-uz8-53x53.jpg,,16,12,14,down,1993-01-02
18,Little Miss Can't Be Wrong,Spin Doctors,https://charts-static.billboard.com/img/1992/06/spin-doctors-3bx-53x53.jpg,,17,17,12,down,1993-01-02
19,Do You Believe In Us,Jon Secada,https://charts-static.billboard.com/img/1992/09/jon-secada-kpf-53x53.jpg,,15,13,15,down,1993-01-02
20,Faithful,Go West,https://charts-static.billboard.com/img/1992/11/go-west-qga-53x53.jpg,,19,19,9,down,1993-01-02
21,Back To The Hotel,N2Deep,https://charts-static.billboard.com/img/1992/07/n2deep-mnu-53x53.jpg,,24,21,26,up,1993-01-02
22,Walking On Broken Glass,Annie Lennox,https://charts-static.billboard.com/img/1992/08/annie-lennox-uq8-53x53.jpg,,20,14,18,down,1993-01-02
23,7,Prince And The New Power Generation,https://charts-static.billboard.com/img/1992/11/prince-vp8-53x53.jpg,,29,23,6,up,1993-01-02
24,The Last Song,Elton John,https://charts-static.billboard.com/img/1992/10/elton-john-qls-53x53.jpg,,26,23,10,up,1993-01-02
25,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,https://charts-static.billboard.com/img/1992/11/peabo-bryson-64m-53x53.jpg,,42,25,3,up,1993-01-02
26,Here We Go Again!,Portrait,https://charts-static.billboard.com/img/1992/10/portrait-czh-53x53.jpg,,31,26,8,up,1993-01-02
27,Would I Lie To You?,Charles & Eddie,https://charts-static.billboard.com/img/1992/08/charles-eddie-v44-53x53.jpg,,27,13,20,same,1993-01-02
28,Where You Goin' Now,Damn Yankees,https://charts-static.billboard.com/img/1992/09/damn-yankees-fey-53x53.jpg,,23,20,13,down,1993-01-02
29,Never A Time,Genesis,Not supported yet,,25,25,9,down,1993-01-02
30,Drive,R.E.M.,https://charts-static.billboard.com/img/1992/10/rem-w4l-53x53.jpg,,28,28,10,down,1993-01-02
31,"Give It Up, Turn It Loose",En Vogue,https://charts-static.billboard.com/img/1992/11/en-vogue-osy-53x53.jpg,,38,31,5,up,1993-01-02
32,"End Of The Road (From ""Boomerang"")",Boyz II Men,https://charts-static.billboard.com/img/1992/07/boyz-ii-men-iur-53x53.jpg,,21,1,25,down,1993-01-02
33,Jump Around,House Of Pain,https://charts-static.billboard.com/img/1992/06/house-of-pain-uzu-53x53.jpg,,32,3,28,down,1993-01-02
34,Walk On The Ocean,Toad The Wet Sprocket,https://charts-static.billboard.com/img/1992/10/toad-the-wet-sprocket-50l-53x53.jpg,,34,34,8,same,1993-01-02
35,I Got A Thang 4 Ya!,Lo-Key?,Not supported yet,,39,35,8,up,1993-01-02
36,Sometimes Love Just Ain't Enough,Patty Smyth,https://charts-static.billboard.com/img/1992/08/patty-smyth-4fk-53x53.jpg,,30,2,21,down,1993-01-02
37,Gangsta,Bell Biv DeVoe,https://charts-static.billboard.com/img/1992/11/bell-biv-devoe-221-53x53.jpg,,41,30,8,up,1993-01-02
38,Who's Gonna Ride Your Wild Horses,U2,https://charts-static.billboard.com/img/1991/12/u2-uun-53x53.jpg,,35,35,9,down,1993-01-02
39,Slow And Sexy,Shabba Ranks (Featuring Johnny Gill),https://charts-static.billboard.com/img/1992/10/johnny-gill-g85-53x53.jpg,,45,39,11,up,1993-01-02
40,I Wish The Phone Would Ring,Expose,Not supported yet,,33,28,10,down,1993-01-02
41,Mr. Wendal,Arrested Development,https://charts-static.billboard.com/img/1992/10/arrested-development-6g6-53x53.jpg,,53,41,3,up,1993-01-02
42,Free Your Mind,En Vogue,https://charts-static.billboard.com/img/1992/09/en-vogue-osy-53x53.jpg,,40,8,17,down,1993-01-02
43,Keep The Faith,Bon Jovi,https://charts-static.billboard.com/img/1992/10/bon-jovi-g8x-53x53.jpg,,37,29,11,down,1993-01-02
44,"Love Shoulda Brought You Home (From ""Boomerang"")",Toni Braxton,https://charts-static.billboard.com/img/1992/08/toni-braxton-asw-53x53.jpg,,46,44,8,up,1993-01-02
45,People Everyday,Arrested Development,https://charts-static.billboard.com/img/1992/08/arrested-development-6g6-53x53.jpg,,36,8,21,down,1993-01-02
46,Baby-Baby-Baby,TLC,https://charts-static.billboard.com/img/1992/05/tlc-ll0-53x53.jpg,,44,2,31,down,1993-01-02
47,It's Gonna Be A Lovely Day,The S.O.U.L. S.Y.S.T.E.M.,Not supported yet,,43,43,6,down,1993-01-02
48,I Love You Period,Dan Baird,https://charts-static.billboard.com/img/1992/10/dan-baird-cd0-53x53.jpg,,52,48,5,up,1993-01-02
49,No Ordinary Love,Sade,https://charts-static.billboard.com/img/1992/10/sade-e4o-53x53.jpg,,49,49,9,same,1993-01-02
