rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
1,All I Want For Christmas Is You,Mariah Carey,Not supported yet,3,1,1,37,same,2020-01-04
2,Rockin' Around The Christmas Tree,Brenda Lee,Not supported yet,,2,2,32,same,2020-01-04
3,Jingle Bell Rock,Bobby Helms,Not supported yet,,9,3,30,up,2020-01-04
4,A Holly Jolly Christmas,Burl Ives,https://charts-static.billboard.com/img/1998/01/burl-ives-tv0.jpg,,6,4,15,up,2020-01-04
5,Circles,Post Malone,https://charts-static.billboard.com/img/2019/09/post-malone-tp6-circles-sb0.jpg,,3,1,17,down,2020-01-04
6,Roxanne,Arizona Zervas,Not supported yet,,4,4,8,down,2020-01-04
7,It's The Most Wonderful Time Of The Year,Andy Williams,https://charts-static.billboard.com/img/2001/12/andy-williams-lz2.jpg,,15,7,15,up,2020-01-04
8,Someone You Loved,Lewis Capaldi,https://charts-static.billboard.com/img/2019/03/lewis-capaldi-s2h-someone-you-loved-em0.jpg,,8,1,33,same,2020-01-04
9,Memories,Maroon 5,https://charts-static.billboard.com/img/2019/09/maroon-5-9st-memories-cnj.jpg,,7,4,14,down,2020-01-04
10,Good As Hell,Lizzo,https://charts-static.billboard.com/img/2016/04/lizzo-w3u-good-as-hell-lpw.jpg,,10,3,18,same,2020-01-04
11,Last Christmas,Wham!,https://charts-static.billboard.com/img/1998/01/wham-usx.jpg,,17,11,14,up,2020-01-04
12,Feliz Navidad,Jose Feliciano,https://charts-static.billboard.com/img/1998/01/jose-feliciano-b5h.jpg,,23,12,9,up,2020-01-04
13,The Box,Roddy Ricch,Not supported yet,,18,13,3,up,2020-01-04
14,Dance Monkey,Tones And I,https://charts-static.billboard.com/img/2019/08/tones-and-i-e8g-dance-monkey-945.jpg,,11,9,12,down,2020-01-04
15,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,https://charts-static.billboard.com/img/2011/12/dean-martin-mm0.jpg,,28,15,8,up,2020-01-04
16,The Christmas Song (Merry Christmas To You),Nat King Cole,Not supported yet,,30,11,21,up,2020-01-04
17,"10,000 Hours",Dan + Shay & Justin Bieber,https://charts-static.billboard.com/img/2019/10/dan-shay-aqf-10000-hours-e1h.jpg,,13,4,12,down,2020-01-04
18,Lose You To Love Me,Selena Gomez,https://charts-static.billboard.com/img/2019/11/selena-gomez-nxt-lose-you-to-love-me-ygt.jpg,,12,1,10,down,2020-01-04
19,Ballin',Mustard Featuring Roddy Ricch,https://charts-static.billboard.com/img/2019/07/mustard-000-ballin-3hx.jpg,,14,14,23,down,2020-01-04
20,BOP,DaBaby,Not supported yet,,16,11,13,down,2020-01-04
21,Sleigh Ride,The Ronettes,https://charts-static.billboard.com/img/2001/12/the-ronettes-k1e-sleigh-ride-60v.jpg,,37,21,7,up,2020-01-04
22,Rudolph The Red-Nosed Reindeer,Gene Autry,https://charts-static.billboard.com/img/1998/12/gene-autry-o4a.jpg,,36,16,8,up,2020-01-04
23,Bad Guy,Billie Eilish,https://charts-static.billboard.com/img/2019/04/billie-eilish-1e3-bad-guy-g9n.jpg,,25,1,39,up,2020-01-04
24,Happy Holiday / The Holiday Season,Andy Williams,https://charts-static.billboard.com/img/2001/12/andy-williams-epf.jpg,,40,24,4,up,2020-01-04
25,No Guidance,Chris Brown Featuring Drake,https://charts-static.billboard.com/img/2019/06/chris-brown-abf-no-guidance-yi0.jpg,,20,5,29,down,2020-01-04
26,Senorita,Shawn Mendes & Camila Cabello,https://charts-static.billboard.com/img/2019/06/shawn-mendes-drf-senorita-qa7.jpg,,21,1,27,down,2020-01-04
27,Bandit,Juice WRLD & YoungBoy Never Broke Again,https://charts-static.billboard.com/img/2019/10/juice-wrld-f0a-bandit-fcz.jpg,,19,10,12,down,2020-01-04
28,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,https://charts-static.billboard.com/img/2013/12/perry-como-srg.jpg,,50,28,4,up,2020-01-04
29,Christmas (Baby Please Come Home),Darlene Love,https://charts-static.billboard.com/img/2014/12/darlene-love-pok.jpg,,None,29,3,re-entry,2020-01-04
30,Panini,Lil Nas X,https://charts-static.billboard.com/img/2019/07/lil-nas-x-8wa.jpg,,29,5,27,down,2020-01-04
31,Underneath The Tree,Kelly Clarkson,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-091.jpg,,None,31,5,re-entry,2020-01-04
32,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,https://charts-static.billboard.com/img/2003/12/gene-autry-o4a.jpg,,47,28,6,up,2020-01-04
33,Hot,Young Thug Featuring Gunna,https://charts-static.billboard.com/img/2019/08/young-thug-288.jpg,,31,11,19,down,2020-01-04
34,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,https://charts-static.billboard.com/img/2019/03/lil-nas-x-zl6-old-town-road-xux.jpg,,41,1,43,up,2020-01-04
35,Truth Hurts,Lizzo,https://charts-static.billboard.com/img/2019/05/lizzo-w3u-truth-hurts-tmm.jpg,,32,1,34,down,2020-01-04
36,Run Rudolph Run,Chuck Berry,https://charts-static.billboard.com/img/1958/12/chuck-berry-qde.jpg,,None,36,5,re-entry,2020-01-04
37,(There's No Place Like) Home For The Holidays,Perry Como,https://charts-static.billboard.com/img/2014/12/perry-como-srg.jpg,,None,32,3,re-entry,2020-01-04
38,HIGHEST IN THE ROOM,Travis Scott,https://charts-static.billboard.com/img/2019/10/travis-scott-jll-highest-in-the-room-1tw.jpg,,27,1,12,down,2020-01-04
39,Heartless,The Weeknd,Not supported yet,,26,1,5,down,2020-01-04
40,Blue Christmas,Elvis Presley,https://charts-static.billboard.com/img/1998/01/elvis-presley-nq7.jpg,,None,40,2,re-entry,2020-01-04
41,everything i wanted,Billie Eilish,https://charts-static.billboard.com/img/2019/11/billie-eilish-acb-everything-i-wanted-mj1.jpg,,34,8,7,down,2020-01-04
42,White Christmas,Bing Crosby,https://charts-static.billboard.com/img/1958/12/bing-crosby-q6i.jpg,,None,12,16,re-entry,2020-01-04
43,Jingle Bells,Frank Sinatra,https://charts-static.billboard.com/img/2012/12/frank-sinatra-ytu.jpg,,None,43,2,re-entry,2020-01-04
44,Like It's Christmas,Jonas Brothers,Not supported yet,,53,44,4,up,2020-01-04
45,Baby It's Cold Outside,Dean Martin,https://charts-static.billboard.com/img/2008/12/dean-martin-mm0.jpg,,None,45,1,new,2020-01-04
46,Trampoline,SHAED,https://charts-static.billboard.com/img/2018/12/shaed-ffm-trampoline-gbg.jpg,,33,13,30,down,2020-01-04
47,Woah,Lil Baby,Not supported yet,,35,16,7,down,2020-01-04
48,Futsal Shuffle 2020,Lil Uzi Vert,Not supported yet,,5,5,2,down,2020-01-04
49,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,Not supported yet,,None,49,1,new,2020-01-04
50,Ran$om,Lil Tecca,https://charts-static.billboard.com/img/2019/06/lil-tecca-d66-ran$om-s4s.jpg,,39,4,30,down,2020-01-04
51,Falling,Trevor Daniel,Not supported yet,,38,36,6,down,2020-01-04
52,Don't Start Now,Dua Lipa,Not supported yet,,42,30,8,down,2020-01-04
53,Adore You,Harry Styles,Not supported yet,,24,24,3,down,2020-01-04
54,One Man Band,Old Dominion,https://charts-static.billboard.com/img/2019/02/old-dominion-wac-one-man-band-kmy.jpg,,44,20,18,down,2020-01-04
55,Hot Girl Bummer,blackbear,https://charts-static.billboard.com/img/2019/09/blackbear-gbd-hot-girl-bummer-nvt.jpg,,51,41,15,down,2020-01-04
56,Suicidal,YNW Melly,Not supported yet,,58,56,5,up,2020-01-04
57,Lover,Taylor Swift,https://charts-static.billboard.com/img/2019/08/taylor-swift-70p-lover-tuk.jpg,,48,10,19,down,2020-01-04
58,On Chill,Wale Featuring Jeremih,https://charts-static.billboard.com/img/2019/07/wale-p1n-on-chill-3d3.jpg,,46,22,20,down,2020-01-04
59,Even Though I'm Leaving,Luke Combs,https://charts-static.billboard.com/img/2019/06/luke-combs-y14-even-though-im-leaving-1hd.jpg,,49,11,17,down,2020-01-04
60,No Idea,Don Toliver,Not supported yet,,43,43,4,down,2020-01-04
61,Graveyard,Halsey,https://charts-static.billboard.com/img/2019/09/halsey-7xl-graveyard-qx9.jpg,,52,34,15,down,2020-01-04
62,My Oh My,Camila Cabello Featuring DaBaby,Not supported yet,,61,61,3,down,2020-01-04
63,Juicy,Doja Cat & Tyga,https://charts-static.billboard.com/img/2019/08/doja-cat-000-juicy-ly4.jpg,,57,47,9,down,2020-01-04
64,The Bones,Maren Morris,https://charts-static.billboard.com/img/2019/03/maren-morris-knd-the-bones-u43.jpg,,55,48,14,down,2020-01-04
65,Playing Games,Summer Walker,https://charts-static.billboard.com/img/2019/09/summer-walker-1sj-playing-games-nbt.jpg,,56,16,17,down,2020-01-04
66,Heat,Chris Brown Featuring Gunna,https://charts-static.billboard.com/img/2019/07/chris-brown-abf.jpg,,59,36,17,down,2020-01-04
67,Into The Unknown,Idina Menzel & AURORA,Not supported yet,,65,46,5,down,2020-01-04
68,VIBEZ,DaBaby,Not supported yet,,60,21,13,down,2020-01-04
69,Happy Xmas (War Is Over),John Legend,Not supported yet,,None,69,1,new,2020-01-04
70,Heart On Ice,Rod Wave,Not supported yet,,70,54,7,same,2020-01-04
71,What If I Never Get Over You,Lady Antebellum,https://charts-static.billboard.com/img/2019/05/lady-antebellum-cdm-what-if-i-never-get-over-you-ibu.jpg,,68,47,18,down,2020-01-04
72,Blinding Lights,The Weeknd,Not supported yet,,63,11,4,down,2020-01-04
73,Ridin' Roads,Dustin Lynch,https://charts-static.billboard.com/img/2019/03/dustin-lynch-wz1-ridin-roads-fgt.jpg,,66,66,8,down,2020-01-04
74,Camelot,NLE Choppa,https://charts-static.billboard.com/img/2019/09/nle-choppa-7eu-camelot-wa1.jpg,,71,37,15,down,2020-01-04
75,Heartache Medication,Jon Pardi,https://charts-static.billboard.com/img/2019/06/jon-pardi-trs-heartache-medication-o99.jpg,,72,67,13,down,2020-01-04
76,Start Wit Me,Roddy Ricch & Gunna,Not supported yet,,69,58,6,down,2020-01-04
77,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,https://charts-static.billboard.com/img/2019/09/post-malone-1vw.jpg,,76,8,16,down,2020-01-04
78,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",https://charts-static.billboard.com/img/2019/06/layton-greene-000-leave-em-alone-9cf.jpg,,77,60,12,down,2020-01-04
79,Hate Me,Ellie Goulding & Juice WRLD,https://charts-static.billboard.com/img/2019/07/ellie-goulding-1mr-hate-me-wrp.jpg,,75,56,20,down,2020-01-04
80,Kinfolks,Sam Hunt,Not supported yet,,81,62,11,up,2020-01-04
81,Let Me Know (I Wonder Why Freestyle),Juice WRLD,Not supported yet,,78,78,2,down,2020-01-04
82,Remember You Young,Thomas Rhett,https://charts-static.billboard.com/img/2019/05/thomas-rhett-2w0-remember-you-young-u0z.jpg,,73,53,15,down,2020-01-04
83,Death,Trippie Redd Featuring DaBaby,Not supported yet,,74,59,6,down,2020-01-04
84,223's,YNW Melly & 9lokknine,https://charts-static.billboard.com/img/2019/08/ynw-melly-000-223s-ait.jpg,,91,34,16,up,2020-01-04
85,Slide,H.E.R. Featuring YG,Not supported yet,,None,85,1,new,2020-01-04
86,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,Not supported yet,,89,86,5,up,2020-01-04
87,Watermelon Sugar,Harry Styles,Not supported yet,,54,54,5,down,2020-01-04
88,Homesick,Kane Brown,https://charts-static.billboard.com/img/2018/09/kane-brown-k3k.jpg,,96,88,6,up,2020-01-04
89,Slow Dancing In The Dark,Joji,https://charts-static.billboard.com/img/2018/09/joji-um7-slow-dancing-in-the-dark-juz.jpg,,88,69,12,down,2020-01-04
90,Easy,DaniLeigh Featuring Chris Brown,https://charts-static.billboard.com/img/2019/06/danileigh-000-easy-38r.jpg,,97,88,8,up,2020-01-04
91,Vete,Bad Bunny,Not supported yet,,85,33,5,down,2020-01-04
92,Baby Sitter,DaBaby Featuring Offset,https://charts-static.billboard.com/img/2019/04/dababy-yo9-baby-sitter-scb.jpg,,93,59,20,up,2020-01-04
