rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
1,Blank Space,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,6,1,1,8,same,2015-01-03
2,Take Me To Church,Hozier,https://charts-static.billboard.com/img/2014/04/hozier-hdg-53x53.jpg,,2,2,19,same,2015-01-03
3,Uptown Funk!,Mark Ronson Featuring Bruno Mars,https://charts-static.billboard.com/img/2014/11/mark-ronson-9s8-53x53.jpg,,3,3,6,same,2015-01-03
4,Thinking Out Loud,Ed Sheeran,https://charts-static.billboard.com/img/2014/07/ed-sheeran-3vg-53x53.jpg,,6,4,11,up,2015-01-03
5,Lips Are Movin,Meghan Trainor,https://charts-static.billboard.com/img/2014/11/meghan-trainor-vgn-53x53.jpg,,4,4,9,down,2015-01-03
6,I'm Not The Only One,Sam Smith,https://charts-static.billboard.com/img/2014/06/sam-smith-9q2-53x53.jpg,,5,5,16,down,2015-01-03
7,Love Me Harder,Ariana Grande & The Weeknd,https://charts-static.billboard.com/img/2014/09/ariana-grande-ypy-53x53.jpg,,9,7,11,up,2015-01-03
8,Jealous,Nick Jonas,https://charts-static.billboard.com/img/2014/09/nick-jonas-zlp-53x53.jpg,,11,8,15,up,2015-01-03
9,Animals,Maroon 5,https://charts-static.billboard.com/img/2014/09/maroon-5-9st-53x53.jpg,,8,3,18,down,2015-01-03
10,All About That Bass,Meghan Trainor,https://charts-static.billboard.com/img/2017/04/meghan-trainor-53x53.jpg,,7,1,24,down,2015-01-03
11,Shake It Off,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,10,1,18,down,2015-01-03
12,I Don't F**k With You,Big Sean Featuring E-40,https://charts-static.billboard.com/img/2014/10/big-sean-820-53x53.jpg,,14,11,13,up,2015-01-03
13,The Heart Wants What It Wants,Selena Gomez,https://charts-static.billboard.com/img/2014/11/selena-gomez-scg-53x53.jpg,,13,6,7,same,2015-01-03
14,Wasted Love,Matt McAndrew,Not supported yet,,,,,new,2015-01-03
15,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",https://charts-static.billboard.com/img/2014/11/nicki-minaj-thi-53x53.jpg,,12,12,8,down,2015-01-03
16,Habits (Stay High),Tove Lo,https://charts-static.billboard.com/img/2014/04/tove-lo-vxl-53x53.jpg,,15,3,30,down,2015-01-03
17,Tuesday,I LOVE MAKONNEN Featuring Drake,https://charts-static.billboard.com/img/2014/09/i-love-makonnen-sw9-53x53.jpg,,16,12,13,down,2015-01-03
18,Waves,Mr. Probz,https://charts-static.billboard.com/img/2014/05/mr-probz-ul5-53x53.jpg,,18,14,18,same,2015-01-03
19,Don't,Ed Sheeran,https://charts-static.billboard.com/img/2014/06/ed-sheeran-3vg-53x53.jpg,,17,9,28,down,2015-01-03
20,Centuries,Fall Out Boy,https://charts-static.billboard.com/img/2014/09/fall-out-boy-zhw-53x53.jpg,,26,20,15,up,2015-01-03
21,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,https://charts-static.billboard.com/img/2014/12/james-newton-howard-11g-53x53.jpg,,23,12,4,up,2015-01-03
22,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",https://charts-static.billboard.com/img/2014/08/jessie-j-zrp-53x53.jpg,,19,3,21,down,2015-01-03
23,No Type,Rae Sremmurd,https://charts-static.billboard.com/img/2014/09/rae-sremmurd-f07-53x53.jpg,,22,16,13,down,2015-01-03
24,7/11,Beyonce,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg,,20,13,4,down,2015-01-03
25,Hot Boy,Bobby Shmurda,https://charts-static.billboard.com/img/2014/07/bobby-shmurda-7fv-53x53.jpg,,24,6,21,down,2015-01-03
26,Blame,Calvin Harris Featuring John Newman,https://charts-static.billboard.com/img/2014/09/calvin-harris-s9n-53x53.jpg,,21,19,15,down,2015-01-03
27,Stay With Me,Sam Smith,https://charts-static.billboard.com/img/2014/04/sam-smith-9q2-53x53.jpg,,25,2,37,down,2015-01-03
28,CoCo,O.T. Genasis,https://charts-static.billboard.com/img/2014/11/ot-genasis-206-53x53.jpg,,27,27,5,down,2015-01-03
29,Beg For It,Iggy Azalea Featuring M0,https://charts-static.billboard.com/img/2014/11/iggy-azalea-68u-53x53.jpg,,28,28,9,down,2015-01-03
30,Don't Tell 'Em,Jeremih Featuring YG,https://charts-static.billboard.com/img/2014/06/jeremih-684-53x53.jpg,,29,6,26,down,2015-01-03
31,I Don't Mind,Usher Featuring Juicy J,https://charts-static.billboard.com/img/2014/11/usher-oqp-53x53.jpg,,37,31,5,up,2015-01-03
32,Riptide,Vance Joy,https://charts-static.billboard.com/img/2013/12/vance-joy-buo-53x53.jpg,,32,32,26,same,2015-01-03
33,Black Widow,Iggy Azalea Featuring Rita Ora,https://charts-static.billboard.com/img/2014/05/iggy-azalea-68u-53x53.jpg,,30,3,25,down,2015-01-03
34,My Baby's Got A Smile On Her Face,Craig Wayne Boyd,https://charts-static.billboard.com/img/2015/01/craig-wayne-boyd-j7l-53x53.jpg,,,,,new,2015-01-03
35,All I Want For Christmas Is You,Mariah Carey,https://charts-static.billboard.com/img/1994/12/mariah-carey-tgq-53x53.jpg,,40,21,10,up,2015-01-03
36,Heroes (We Could Be),Alesso Featuring Tove Lo,https://charts-static.billboard.com/img/2014/09/alesso-0yf-53x53.jpg,,35,35,12,down,2015-01-03
37,Trumpets,Jason Derulo,https://charts-static.billboard.com/img/2014/05/jason-derulo-3xq-53x53.jpg,,31,14,30,down,2015-01-03
38,Shotgun Rider,Tim McGraw,https://charts-static.billboard.com/img/2014/09/tim-mcgraw-j7r-53x53.jpg,,39,38,12,up,2015-01-03
39,Stolen Dance,Milky Chance,https://charts-static.billboard.com/img/2014/06/milky-chance-9ff-53x53.jpg,,42,39,22,up,2015-01-03
40,Chandelier,Sia,https://charts-static.billboard.com/img/2014/05/sia-5kn-53x53.jpg,,34,8,33,down,2015-01-03
41,Something In The Water,Carrie Underwood,https://charts-static.billboard.com/img/2014/10/carrie-underwood-ko6-53x53.jpg,,38,24,12,down,2015-01-03
42,Santa Tell Me,Ariana Grande,https://charts-static.billboard.com/img/2014/12/ariana-grande-ypy-53x53.jpg,,64,42,4,up,2015-01-03
