rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
1,Black Or White,Michael Jackson,https://charts-static.billboard.com/img/1991/11/michael-jackson-9to-53x53.jpg,5,1,1,7,same,1992-01-04
2,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,https://charts-static.billboard.com/img/1991/08/boyz-ii-men-iur-53x53.jpg,,2,2,16,same,1992-01-04
3,All 4 Love,Color Me Badd,https://charts-static.billboard.com/img/1991/10/color-me-badd-cop-53x53.jpg,,3,3,9,same,1992-01-04
4,Can't Let Go,Mariah Carey,https://charts-static.billboard.com/img/1991/10/mariah-carey-tgq-53x53.jpg,,6,4,8,up,1992-01-04
5,Set Adrift On Memory Bliss,P.M. Dawn,https://charts-static.billboard.com/img/1991/10/pm-dawn-6qa-53x53.jpg,,4,1,12,down,1992-01-04
6,Finally,CeCe Peniston,Not supported yet,,8,6,15,up,1992-01-04
7,When A Man Loves A Woman,Michael Bolton,https://charts-static.billboard.com/img/1991/08/michael-bolton-hcc-53x53.jpg,,5,1,13,down,1992-01-04
8,2 Legit 2 Quit,M.C. Hammer,Not supported yet,,9,8,9,up,1992-01-04
9,Blowing Kisses In The Wind,Paula Abdul,https://charts-static.billboard.com/img/1991/10/paula-abdul-3yb-53x53.jpg,,7,6,12,down,1992-01-04
10,Wildside,Marky Mark & The Funky Bunch,Not supported yet,,10,10,9,same,1992-01-04
11,Addams Groove,M.C. Hammer,Not supported yet,,20,11,5,up,1992-01-04
12,Don't Let The Sun Go Down On Me,George Michael/Elton John,https://charts-static.billboard.com/img/1991/12/elton-john-qls-53x53.jpg,,19,12,5,up,1992-01-04
13,Smells Like Teen Spirit,Nirvana,https://charts-static.billboard.com/img/1991/09/nirvana-ezv-53x53.jpg,,17,13,5,up,1992-01-04
14,No Son Of Mine,Genesis,Not supported yet,,13,13,10,down,1992-01-04
15,Keep Coming Back,Richard Marx,https://charts-static.billboard.com/img/1991/11/richard-marx-xrr-53x53.jpg,,12,12,10,down,1992-01-04
16,That's What Love Is For,Amy Grant,https://charts-static.billboard.com/img/1991/09/amy-grant-bra-53x53.jpg,,11,7,15,down,1992-01-04
17,I Love Your Smile,Shanice,https://charts-static.billboard.com/img/1991/10/shanice-wkd-53x53.jpg,,25,17,7,up,1992-01-04
18,O.P.P.,Naughty By Nature,https://charts-static.billboard.com/img/1991/07/naughty-by-nature-8ig-53x53.jpg,,15,6,18,down,1992-01-04
19,Diamonds And Pearls,Prince And The N.P.G.,https://charts-static.billboard.com/img/1991/11/prince-vp8-53x53.jpg,,30,19,5,up,1992-01-04
20,Don't Cry,Guns N' Roses,https://charts-static.billboard.com/img/1991/09/guns-n-roses-i8r-53x53.jpg,,18,10,16,down,1992-01-04
21,Mysterious Ways,U2,https://charts-static.billboard.com/img/1991/11/u2-uun-53x53.jpg,,26,21,7,up,1992-01-04
22,Live For Loving You,Gloria Estefan,https://charts-static.billboard.com/img/1991/09/gloria-estefan-7bs-53x53.jpg,,22,22,13,same,1992-01-04
23,Broken Arrow,Rod Stewart,https://charts-static.billboard.com/img/1991/10/rod-stewart-icm-53x53.jpg,,24,23,12,up,1992-01-04
24,Can't Stop This Thing We Started,Bryan Adams,https://charts-static.billboard.com/img/1991/09/bryan-adams-xrt-53x53.jpg,,21,2,17,down,1992-01-04
25,Let's Talk About Sex,Salt-N-Pepa,https://charts-static.billboard.com/img/1991/08/salt-n-pepa-8w9-53x53.jpg,,16,13,20,down,1992-01-04
26,Cream,Prince And The N.P.G.,https://charts-static.billboard.com/img/1991/09/prince-vp8-53x53.jpg,,14,1,15,down,1992-01-04
27,The Way I Feel About You,Karyn White,https://charts-static.billboard.com/img/1991/11/karyn-white-7np-53x53.jpg,,35,27,6,up,1992-01-04
28,Tell Me What You Want Me To Do,Tevin Campbell,https://charts-static.billboard.com/img/1991/10/tevin-campbell-l6u-53x53.jpg,,32,28,9,up,1992-01-04
29,Forever My Lady,Jodeci,https://charts-static.billboard.com/img/1991/08/jodeci-bbm-53x53.jpg,,28,25,11,down,1992-01-04
30,Change,Lisa Stansfield,https://charts-static.billboard.com/img/1991/10/lisa-stansfield-vtt-53x53.jpg,,31,30,10,up,1992-01-04
31,Set The Night To Music,Roberta Flack With Maxi Priest,https://charts-static.billboard.com/img/1991/09/maxi-priest-k3c-53x53.jpg,,23,6,16,down,1992-01-04
32,Spending My Time,Roxette,https://charts-static.billboard.com/img/1991/10/roxette-qd2-53x53.jpg,,34,32,11,up,1992-01-04
33,Love Me All Up,Stacy Earl,https://charts-static.billboard.com/img/1991/11/stacy-earl-rj9-53x53.jpg,,36,33,8,up,1992-01-04
34,Angel Baby,Angelica,https://charts-static.billboard.com/img/1991/10/angelica-1qs-53x53.jpg,,38,30,12,up,1992-01-04
35,Mind Playing Tricks On Me,Geto Boys,https://charts-static.billboard.com/img/1991/08/geto-boys-a70-53x53.jpg,,39,30,14,up,1992-01-04
36,Keep It Comin',Keith Sweat,https://charts-static.billboard.com/img/1991/11/keith-sweat-9fm-53x53.jpg,,41,36,6,up,1992-01-04
37,Save Up All Your Tears,Cher,https://charts-static.billboard.com/img/1991/10/cher-n7y-53x53.jpg,,40,37,12,up,1992-01-04
38,Emotions,Mariah Carey,https://charts-static.billboard.com/img/1991/08/mariah-carey-tgq-53x53.jpg,,37,1,19,down,1992-01-04
39,I've Got A Lot To Learn About Love,The Storm,Not supported yet,,45,39,11,up,1992-01-04
40,Home Sweet Home,Motley Crue,https://charts-static.billboard.com/img/1985/10/motley-crue-qt0-53x53.jpg,,44,40,9,up,1992-01-04
41,Is It Good To You,Heavy D & The Boyz,https://charts-static.billboard.com/img/1991/09/heavy-d-the-boyz-gqc-53x53.jpg,,50,41,7,up,1992-01-04
42,Tender Kisses,Tracie Spencer,https://charts-static.billboard.com/img/1991/08/tracie-spencer-r57-53x53.jpg,,42,42,12,same,1992-01-04
43,Street Of Dreams,Nia Peeples,https://charts-static.billboard.com/img/1991/10/nia-peeples-x3s-53x53.jpg,,33,12,13,down,1992-01-04
44,Enter Sandman,Metallica,https://charts-static.billboard.com/img/1991/08/metallica-b7f-53x53.jpg,,47,16,20,up,1992-01-04
45,In My Dreams,The Party,Not supported yet,,55,45,8,up,1992-01-04
46,The Unforgiven,Metallica,https://charts-static.billboard.com/img/1991/11/metallica-b7f-53x53.jpg,,53,46,5,up,1992-01-04
47,Too Blind To See It,Kym Sims,https://charts-static.billboard.com/img/1991/11/kym-sims-u6s-53x53.jpg,,51,47,8,up,1992-01-04
48,I Can't Make You Love Me,Bonnie Raitt,https://charts-static.billboard.com/img/1991/10/bonnie-raitt-kcr-53x53.jpg,,56,48,7,up,1992-01-04
49,Ring My Bell,D.J. Jazzy Jeff & The Fresh Prince,Not supported yet,,52,20,13,up,1992-01-04
50,I Wonder Why,Curtis Stigers,https://charts-static.billboard.com/img/1991/09/curtis-stigers-87r-53x53.jpg,,46,9,18,down,1992-01-04
51,Housecall,Shabba Ranks (Featuring Maxi Priest),https://charts-static.billboard.com/img/1991/08/maxi-priest-k3c-53x53.jpg,,49,37,11,down,1992-01-04
52,Send Me An Angel,Scorpions,https://charts-static.billboard.com/img/1991/08/scorpions-ydn-53x53.jpg,,57,52,9,up,1992-01-04
53,Hearts Don't Think (They Feel),Natural Selection,Not supported yet,,59,53,5,up,1992-01-04
