rank,title,artist,image,last week,peak position,weeks on chart,detail,date,weeks at no.1
45,Wicked Game,Chris Isaak,https://charts-static.billboard.com/img/1990/12/chris-isaak-o06-53x53.jpg,42,6,20,down,1991-04-13,
46,It's A Shame (My Sister),Monie Love Featuring True Image,https://charts-static.billboard.com/img/1991/02/monie-love-n9b-53x53.jpg,53,46,5,up,1991-04-13,
47,Call It Poison,The Escape Club,https://charts-static.billboard.com/img/1991/02/the-escape-club-lsz-53x53.jpg,48,44,8,up,1991-04-13,
48,Something In My Heart,Michel'le,https://charts-static.billboard.com/img/1990/11/michelle-t9z-53x53.jpg,47,31,14,down,1991-04-13,
49,Don't Treat Me Bad,Firehouse,https://charts-static.billboard.com/img/1991/03/firehouse-9x7-53x53.jpg,56,49,6,up,1991-04-13,
50,She Talks To Angels,The Black Crowes,https://charts-static.billboard.com/img/1991/01/the-black-crowes-rvj-53x53.jpg,55,50,5,up,1991-04-13,
51,I'll Do 4 U,Father M.C.,Not supported yet,34,20,14,down,1991-04-13,
52,What Comes Naturally,Sheena Easton,https://charts-static.billboard.com/img/1991/03/sheena-easton-wvg-53x53.jpg,61,52,3,up,1991-04-13,
53,Call It Rock N' Roll,Great White,https://charts-static.billboard.com/img/1991/03/great-white-cv7-53x53.jpg,54,53,6,up,1991-04-13,
54,My Heart Is Failing Me,Riff,https://charts-static.billboard.com/img/1991/03/riff-sn8-53x53.jpg,67,54,4,up,1991-04-13,
55,That's Why,The Party,Not supported yet,59,55,7,up,1991-04-13,
56,Waiting For Love,Alias,https://charts-static.billboard.com/img/1991/01/alias-nwj-53x53.jpg,46,13,13,down,1991-04-13,
57,Losing My Religion,R.E.M.,https://charts-static.billboard.com/img/1991/03/rem-w4l-53x53.jpg,73,57,2,up,1991-04-13,
58,Heartbreak Station,Cinderella,https://charts-static.billboard.com/img/1991/02/cinderella-o6c-53x53.jpg,63,58,5,up,1991-04-13,
59,Rescue Me,Madonna,https://charts-static.billboard.com/img/1990/12/madonna-rq3-53x53.jpg,28,9,7,down,1991-04-13,
60,Do You Want Me,Salt-N-Pepa,https://charts-static.billboard.com/img/1991/03/salt-n-pepa-8w9-53x53.jpg,66,60,4,up,1991-04-13,
61,All This Time,Sting,https://charts-static.billboard.com/img/1991/01/sting-fr9-53x53.jpg,45,5,13,down,1991-04-13,
62,How Much Is Enough,The Fixx,https://charts-static.billboard.com/img/1991/03/the-fixx-ps9-53x53.jpg,65,62,3,up,1991-04-13,
63,Miracle,Whitney Houston,https://charts-static.billboard.com/img/1991/04/whitney-houston-m52-53x53.jpg,,,,new,1991-04-13,
64,Easy Come Easy Go,Winger,https://charts-static.billboard.com/img/1991/02/winger-7l9-53x53.jpg,51,41,10,down,1991-04-13,
65,Baby's Coming Back,Jellyfish,https://charts-static.billboard.com/img/1991/03/jellyfish-t8p-53x53.jpg,62,62,6,down,1991-04-13,
66,Here I Am (Come And Take Me),UB40,https://charts-static.billboard.com/img/1991/03/ub40-8p0-53x53.jpg,72,66,4,up,1991-04-13,
67,Bitter Tears,INXS,https://charts-static.billboard.com/img/1991/02/inxs-lxc-53x53.jpg,80,67,2,up,1991-04-13,
68,Step On,Happy Mondays,https://charts-static.billboard.com/img/1991/03/happy-mondays-dc4-53x53.jpg,71,68,5,up,1991-04-13,
69,Another Like My Lover,Jasmine Guy,https://charts-static.billboard.com/img/1991/03/jasmine-guy-4bk-53x53.jpg,70,69,4,up,1991-04-13,
70,(If There Was) Any Other Way,Celine Dion,https://charts-static.billboard.com/img/1991/03/celine-dion-0hi-53x53.jpg,84,70,2,up,1991-04-13,
71,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,https://charts-static.billboard.com/img/1991/04/color-me-badd-cop-53x53.jpg,88,71,2,up,1991-04-13,
72,Love At First Sight,Styx,https://charts-static.billboard.com/img/1991/04/styx-2ra-53x53.jpg,91,72,2,up,1991-04-13,
73,I'll Never Let You Go,Steelheart,https://charts-static.billboard.com/img/1991/03/steelheart-lux-53x53.jpg,74,73,5,up,1991-04-13,
74,Mama Said Knock You Out,LL Cool J,https://charts-static.billboard.com/img/1840/12/ll-cool-j-kyv-53x53.jpg,,,,new,1991-04-13,
75,Crazy,Daisy Dee,https://charts-static.billboard.com/img/1991/03/daisy-dee-7qe-53x53.jpg,78,75,3,up,1991-04-13,
76,People Are Still Having Sex,LaTour,https://charts-static.billboard.com/img/1991/04/latour-b8i-53x53.jpg,92,76,2,up,1991-04-13,
77,Walking In Memphis,Marc Cohn,https://charts-static.billboard.com/img/1991/03/marc-cohn-pxe-53x53.jpg,82,77,3,up,1991-04-13,
78,Word Of Mouth,Mike + The Mechanics,https://charts-static.billboard.com/img/1991/04/mike-the-mechanics-xp3-53x53.jpg,83,78,2,up,1991-04-13,
79,One In A Million,Trixter,https://charts-static.billboard.com/img/1991/03/trixter-3ab-53x53.jpg,75,75,5,down,1991-04-13,
80,Strike It Up,Black Box,https://charts-static.billboard.com/img/1991/03/black-box-o7p-53x53.jpg,87,80,2,up,1991-04-13,
81,Ride The Wind,Poison,https://charts-static.billboard.com/img/1991/02/poison-r52-53x53.jpg,57,38,11,down,1991-04-13,
82,Love Me Forever Or Love Me Not,Trilogy,Not supported yet,85,82,3,up,1991-04-13,
83,Highwire,The Rolling Stones,https://charts-static.billboard.com/img/1991/03/the-rolling-stones-3a7-53x53.jpg,60,57,6,down,1991-04-13,
84,If You Needed Somebody,Bad Company,https://charts-static.billboard.com/img/1990/11/bad-company-h37-53x53.jpg,69,16,23,down,1991-04-13,
85,Funk Boutique,The Cover Girls,https://charts-static.billboard.com/img/1991/02/the-cover-girls-j9q-53x53.jpg,68,55,10,down,1991-04-13,
86,Whatever You Want,Tony Toni Tone,Not supported yet,,,,new,1991-04-13,
87,Unbelievable,EMF,https://charts-static.billboard.com/img/1991/02/emf-2to-53x53.jpg,,,,new,1991-04-13,
88,The First Time,Surface,https://charts-static.billboard.com/img/1990/11/surface-nbv-53x53.jpg,64,1,24,down,1991-04-13,
89,Going Through The Motions,Aftershock,https://charts-static.billboard.com/img/1991/03/aftershock-g6v-53x53.jpg,90,89,3,up,1991-04-13,
90,"Deep, Deep Trouble",The Simpsons Featuring Bart & Homer,Not supported yet,77,69,5,down,1991-04-13,
91,Nightgown,Candyman,https://charts-static.billboard.com/img/1991/04/candyman-gw9-53x53.jpg,,,,new,1991-04-13,
92,I'll Give All My Love To You,Keith Sweat,https://charts-static.billboard.com/img/1990/12/keith-sweat-9fm-53x53.jpg,76,7,20,down,1991-04-13,
93,Backyard,Pebbles (With Salt-N-Pepa),https://charts-static.billboard.com/img/1991/03/salt-n-pepa-8w9-53x53.jpg,,,,new,1991-04-13,
94,"Right Here, Right Now",Jesus Jones,https://charts-static.billboard.com/img/1991/01/jesus-jones-y07-53x53.jpg,,,,new,1991-04-13,
95,My Side Of The Bed,Susanna Hoffs,https://charts-static.billboard.com/img/1991/02/susanna-hoffs-2th-53x53.jpg,58,30,11,down,1991-04-13,
96,Deeper Shade Of Soul,Urban Dance Squad,https://charts-static.billboard.com/img/1990/12/urban-dance-squad-jip-53x53.jpg,79,21,18,down,1991-04-13,
97,Feel The Groove,Cartouche,Not supported yet,,,,new,1991-04-13,
98,How Can I Ease The Pain,Lisa Fischer,https://charts-static.billboard.com/img/1991/04/lisa-fischer-wee-53x53.jpg,,,,new,1991-04-13,
99,Wrap My Body Tight,Johnny Gill,https://charts-static.billboard.com/img/1991/03/johnny-gill-g85-53x53.jpg,86,84,4,down,1991-04-13,
100,Love Will Never Do (Without You),Janet Jackson,https://charts-static.billboard.com/img/1990/11/janet-jackson-9z4-53x53.jpg,89,1,22,down,1991-04-13,
1,You're In Love,Wilson Phillips,https://charts-static.billboard.com/img/1991/02/wilson-phillips-uks-53x53.jpg,2,1,11,up,1991-04-20,
2,Baby Baby,Amy Grant,https://charts-static.billboard.com/img/1991/02/amy-grant-bra-53x53.jpg,4,2,9,up,1991-04-20,
3,I've Been Thinking About You,Londonbeat,https://charts-static.billboard.com/img/1991/01/londonbeat-guk-53x53.jpg,1,1,11,down,1991-04-20,
4,Hold You Tight,Tara Kemp,https://charts-static.billboard.com/img/1991/01/tara-kemp-1rt-53x53.jpg,3,3,14,down,1991-04-20,
5,Joyride,Roxette,https://charts-static.billboard.com/img/1991/03/roxette-qd2-53x53.jpg,6,5,8,up,1991-04-20,
6,Sadeness Part 1,Enigma,https://charts-static.billboard.com/img/1991/02/enigma-kkv-53x53.jpg,5,5,11,down,1991-04-20,
7,Rico Suave,Gerardo,https://charts-static.billboard.com/img/1991/02/gerardo-62v-53x53.jpg,7,7,12,same,1991-04-20,
8,I Like The Way (The Kissing Game),Hi-Five,https://charts-static.billboard.com/img/1991/01/hi-five-i9q-53x53.jpg,13,8,9,up,1991-04-20,
9,Cry For Help,Rick Astley,https://charts-static.billboard.com/img/1991/02/rick-astley-opu-53x53.jpg,11,9,10,up,1991-04-20,
10,Here We Go,C+C Music Factory/F. Williams,Not supported yet,15,10,8,up,1991-04-20,
11,Touch Me (All Night Long),Cathy Dennis,https://charts-static.billboard.com/img/1984/12/cathy-dennis-jqj-53x53.jpg,16,11,8,up,1991-04-20,
12,I Touch Myself,Divinyls,Not supported yet,18,12,7,up,1991-04-20,
13,Iesha,Another Bad Creation,https://charts-static.billboard.com/img/1990/11/another-bad-creation-7qx-53x53.jpg,9,9,15,down,1991-04-20,
14,Voices That Care,Voices That Care,Not supported yet,19,14,6,up,1991-04-20,
15,Rhythm Of My Heart,Rod Stewart,https://charts-static.billboard.com/img/1991/03/rod-stewart-icm-53x53.jpg,23,15,6,up,1991-04-20,
16,Mercy Mercy Me (The Ecology)/I Want You,Robert Palmer,https://charts-static.billboard.com/img/1991/02/robert-palmer-i8q-53x53.jpg,17,16,10,up,1991-04-20,
17,Signs,Tesla,https://charts-static.billboard.com/img/1990/11/tesla-trh-53x53.jpg,10,8,16,down,1991-04-20,
18,"Just The Way It Is, Baby",The Rembrandts,https://charts-static.billboard.com/img/1991/02/the-rembrandts-vwa-53x53.jpg,22,18,11,up,1991-04-20,
19,Coming Out Of The Dark,Gloria Estefan,https://charts-static.billboard.com/img/1991/01/gloria-estefan-7bs-53x53.jpg,8,1,13,down,1991-04-20,
20,One More Try,Timmy T.,Not supported yet,14,1,18,down,1991-04-20,
21,Round And Round,Tevin Campbell,https://charts-static.billboard.com/img/1990/10/tevin-campbell-l6u-53x53.jpg,12,12,20,down,1991-04-20,
22,Silent Lucidity,Queensryche,Not supported yet,27,22,5,up,1991-04-20,
23,I Don't Wanna Cry,Mariah Carey,https://charts-static.billboard.com/img/1991/04/mariah-carey-tgq-53x53.jpg,31,23,3,up,1991-04-20,
24,More Than Ever,Nelson,https://charts-static.billboard.com/img/1991/03/nelson-jbe-53x53.jpg,28,24,7,up,1991-04-20,
25,Save Some Love,Keedy,Not supported yet,29,25,6,up,1991-04-20,
26,Written All Over Your Face,The Rude Boys,https://charts-static.billboard.com/img/1990/11/the-rude-boys-f19-53x53.jpg,26,26,7,same,1991-04-20,
27,This House,Tracie Spencer,https://charts-static.billboard.com/img/1990/12/tracie-spencer-r57-53x53.jpg,20,3,18,down,1991-04-20,
28,Someday,Mariah Carey,https://charts-static.billboard.com/img/1990/12/mariah-carey-tgq-53x53.jpg,21,1,14,down,1991-04-20,
29,You Don't Have To Go Home Tonight,The Triplets,https://charts-static.billboard.com/img/1991/03/the-triplets-ggo-53x53.jpg,33,29,6,up,1991-04-20,
30,More Than Words,Extreme,https://charts-static.billboard.com/img/1991/03/extreme-rt4-53x53.jpg,37,30,5,up,1991-04-20,
31,How To Dance,Bingo Boys Featuring Princessa,Not supported yet,25,25,10,down,1991-04-20,
32,It's A Shame (My Sister),Monie Love Featuring True Image,https://charts-static.billboard.com/img/1991/02/monie-love-n9b-53x53.jpg,46,32,6,up,1991-04-20,
33,The Star Spangled Banner,Whitney Houston,https://charts-static.billboard.com/img/1991/02/whitney-houston-m52-53x53.jpg,32,20,7,down,1991-04-20,
34,Losing My Religion,R.E.M.,https://charts-static.billboard.com/img/1991/03/rem-w4l-53x53.jpg,57,34,3,up,1991-04-20,
35,Don't Treat Me Bad,Firehouse,https://charts-static.billboard.com/img/1991/03/firehouse-9x7-53x53.jpg,49,35,7,up,1991-04-20,
36,Love Is A Wonderful Thing,Michael Bolton,https://charts-static.billboard.com/img/1991/04/michael-bolton-hcc-53x53.jpg,,,,new,1991-04-20,
37,What Comes Naturally,Sheena Easton,https://charts-static.billboard.com/img/1991/03/sheena-easton-wvg-53x53.jpg,52,37,4,up,1991-04-20,
38,I'll Be By Your Side,Stevie B,https://charts-static.billboard.com/img/1991/02/stevie-b-ir7-53x53.jpg,24,12,12,down,1991-04-20,
39,She Talks To Angels,The Black Crowes,https://charts-static.billboard.com/img/1991/01/the-black-crowes-rvj-53x53.jpg,50,39,6,up,1991-04-20,
40,Stone Cold Gentleman,Ralph Tresvant,https://charts-static.billboard.com/img/1991/01/ralph-tresvant-dhx-53x53.jpg,34,34,9,down,1991-04-20,
41,Let's Chill,Guy,https://charts-static.billboard.com/img/1991/02/guy-2kl-53x53.jpg,41,41,9,same,1991-04-20,
42,Miracle,Whitney Houston,https://charts-static.billboard.com/img/1991/04/whitney-houston-m52-53x53.jpg,63,42,2,up,1991-04-20,
43,All True Man,Alexander O'Neal,https://charts-static.billboard.com/img/1991/02/alexander-oneal-n93-53x53.jpg,43,43,9,same,1991-04-20,
44,Something In My Heart,Michel'le,https://charts-static.billboard.com/img/1990/11/michelle-t9z-53x53.jpg,48,31,15,up,1991-04-20,
45,My Heart Is Failing Me,Riff,https://charts-static.billboard.com/img/1991/03/riff-sn8-53x53.jpg,54,45,5,up,1991-04-20,
46,Show Me The Way,Styx,https://charts-static.billboard.com/img/1990/12/styx-2ra-53x53.jpg,35,3,20,down,1991-04-20,
47,Get Here,Oleta Adams,https://charts-static.billboard.com/img/1990/11/oleta-adams-ivq-53x53.jpg,30,5,19,down,1991-04-20,
48,Together Forever,Lisette Melendez,https://charts-static.billboard.com/img/1991/01/lisette-melendez-q82-53x53.jpg,42,35,12,down,1991-04-20,
49,Where Does My Heart Beat Now,Celine Dion,https://charts-static.billboard.com/img/1990/10/celine-dion-0hi-53x53.jpg,36,4,20,down,1991-04-20,
50,Wicked Game,Chris Isaak,https://charts-static.billboard.com/img/1990/12/chris-isaak-o06-53x53.jpg,45,6,21,down,1991-04-20,
51,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,https://charts-static.billboard.com/img/1991/04/color-me-badd-cop-53x53.jpg,71,51,3,up,1991-04-20,
52,All The Man That I Need,Whitney Houston,https://charts-static.billboard.com/img/1990/12/whitney-houston-m52-53x53.jpg,40,1,18,down,1991-04-20,
53,Around The Way Girl,LL Cool J,https://charts-static.billboard.com/img/1990/12/ll-cool-j-vs1-53x53.jpg,38,9,21,down,1991-04-20,
54,Heartbreak Station,Cinderella,https://charts-static.billboard.com/img/1991/02/cinderella-o6c-53x53.jpg,58,54,6,up,1991-04-20,
55,How Much Is Enough,The Fixx,https://charts-static.billboard.com/img/1991/03/the-fixx-ps9-53x53.jpg,62,55,4,up,1991-04-20,
56,Do You Want Me,Salt-N-Pepa,https://charts-static.billboard.com/img/1991/03/salt-n-pepa-8w9-53x53.jpg,60,56,5,up,1991-04-20,
57,Temple Of Love,Harriet,https://charts-static.billboard.com/img/1991/02/harriet-j5z-53x53.jpg,39,39,10,down,1991-04-20,
58,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,Not supported yet,44,1,23,down,1991-04-20,
59,Bitter Tears,INXS,https://charts-static.billboard.com/img/1991/02/inxs-lxc-53x53.jpg,67,59,3,up,1991-04-20,
60,Strike It Up,Black Box,https://charts-static.billboard.com/img/1991/03/black-box-o7p-53x53.jpg,80,60,3,up,1991-04-20,
61,That's Why,The Party,Not supported yet,55,55,8,down,1991-04-20,
62,(If There Was) Any Other Way,Celine Dion,https://charts-static.billboard.com/img/1991/03/celine-dion-0hi-53x53.jpg,70,62,3,up,1991-04-20,
63,Here I Am (Come And Take Me),UB40,https://charts-static.billboard.com/img/1991/03/ub40-8p0-53x53.jpg,66,63,5,up,1991-04-20,
64,Love At First Sight,Styx,https://charts-static.billboard.com/img/1991/04/styx-2ra-53x53.jpg,72,64,3,up,1991-04-20,
65,People Are Still Having Sex,LaTour,https://charts-static.billboard.com/img/1991/04/latour-b8i-53x53.jpg,76,65,3,up,1991-04-20,
66,Step On,Happy Mondays,https://charts-static.billboard.com/img/1991/03/happy-mondays-dc4-53x53.jpg,68,66,6,up,1991-04-20,
67,Mama Said Knock You Out,LL Cool J,https://charts-static.billboard.com/img/1840/12/ll-cool-j-kyv-53x53.jpg,74,67,2,up,1991-04-20,
68,I'll Do 4 U,Father M.C.,Not supported yet,51,20,15,down,1991-04-20,
69,Another Like My Lover,Jasmine Guy,https://charts-static.billboard.com/img/1991/03/jasmine-guy-4bk-53x53.jpg,69,69,5,same,1991-04-20,
70,Walking In Memphis,Marc Cohn,https://charts-static.billboard.com/img/1991/03/marc-cohn-pxe-53x53.jpg,77,70,4,up,1991-04-20,
71,Call It Poison,The Escape Club,https://charts-static.billboard.com/img/1991/02/the-escape-club-lsz-53x53.jpg,47,44,9,down,1991-04-20,
72,Call It Rock N' Roll,Great White,https://charts-static.billboard.com/img/1991/03/great-white-cv7-53x53.jpg,53,53,7,down,1991-04-20,
73,Crazy,Daisy Dee,https://charts-static.billboard.com/img/1991/03/daisy-dee-7qe-53x53.jpg,75,73,4,up,1991-04-20,
74,Unbelievable,EMF,https://charts-static.billboard.com/img/1991/02/emf-2to-53x53.jpg,87,74,2,up,1991-04-20,
75,Waiting For Love,Alias,https://charts-static.billboard.com/img/1991/01/alias-nwj-53x53.jpg,56,13,14,down,1991-04-20,
76,I'll Never Let You Go,Steelheart,https://charts-static.billboard.com/img/1991/03/steelheart-lux-53x53.jpg,73,73,6,down,1991-04-20,
77,Whatever You Want,Tony Toni Tone,Not supported yet,86,77,2,up,1991-04-20,
78,Word Of Mouth,Mike + The Mechanics,https://charts-static.billboard.com/img/1991/04/mike-the-mechanics-xp3-53x53.jpg,78,78,3,same,1991-04-20,
79,All This Time,Sting,https://charts-static.billboard.com/img/1991/01/sting-fr9-53x53.jpg,61,5,14,down,1991-04-20,
80,Seal Our Fate,Gloria Estefan,https://charts-static.billboard.com/img/1991/04/gloria-estefan-7bs-53x53.jpg,,,,new,1991-04-20,
81,Come Again,Damn Yankees,https://charts-static.billboard.com/img/1990/06/damn-yankees-fey-53x53.jpg,,,,new,1991-04-20,
82,Baby's Coming Back,Jellyfish,https://charts-static.billboard.com/img/1991/03/jellyfish-t8p-53x53.jpg,65,62,7,down,1991-04-20,
83,How Can I Ease The Pain,Lisa Fischer,https://charts-static.billboard.com/img/1991/04/lisa-fischer-wee-53x53.jpg,98,83,2,up,1991-04-20,
84,"Right Here, Right Now",Jesus Jones,https://charts-static.billboard.com/img/1991/01/jesus-jones-y07-53x53.jpg,94,84,2,up,1991-04-20,
85,One In A Million,Trixter,https://charts-static.billboard.com/img/1991/03/trixter-3ab-53x53.jpg,79,75,6,down,1991-04-20,
86,Backyard,Pebbles (With Salt-N-Pepa),https://charts-static.billboard.com/img/1991/03/salt-n-pepa-8w9-53x53.jpg,93,86,2,up,1991-04-20,
87,Going Through The Motions,Aftershock,https://charts-static.billboard.com/img/1991/03/aftershock-g6v-53x53.jpg,89,87,4,up,1991-04-20,
88,Love Me Forever Or Love Me Not,Trilogy,Not supported yet,82,82,4,down,1991-04-20,
89,Easy Come Easy Go,Winger,https://charts-static.billboard.com/img/1991/02/winger-7l9-53x53.jpg,64,41,11,down,1991-04-20,
90,Rescue Me,Madonna,https://charts-static.billboard.com/img/1990/12/madonna-rq3-53x53.jpg,59,9,8,down,1991-04-20,
91,Feel The Groove,Cartouche,Not supported yet,97,91,2,up,1991-04-20,
92,Nightgown,Candyman,https://charts-static.billboard.com/img/1991/04/candyman-gw9-53x53.jpg,91,91,2,down,1991-04-20,
93,Uncle Tom's Cabin,Warrant,https://charts-static.billboard.com/img/1991/02/warrant-kvs-53x53.jpg,,,,new,1991-04-20,
94,Dream Lover,The Rebel Pebbles,https://charts-static.billboard.com/img/1991/04/the-rebel-pebbles-ki2-53x53.jpg,,,,new,1991-04-20,
95,Ride The Wind,Poison,https://charts-static.billboard.com/img/1991/02/poison-r52-53x53.jpg,81,38,12,down,1991-04-20,
96,Highwire,The Rolling Stones,https://charts-static.billboard.com/img/1991/03/the-rolling-stones-3a7-53x53.jpg,83,57,7,down,1991-04-20,
97,If You Needed Somebody,Bad Company,https://charts-static.billboard.com/img/1990/11/bad-company-h37-53x53.jpg,84,16,24,down,1991-04-20,
98,Funk Boutique,The Cover Girls,https://charts-static.billboard.com/img/1991/02/the-cover-girls-j9q-53x53.jpg,85,55,11,down,1991-04-20,
99,"Deep, Deep Trouble",The Simpsons Featuring Bart & Homer,Not supported yet,90,69,6,down,1991-04-20,
100,The First Time,Surface,https://charts-static.billboard.com/img/1990/11/surface-nbv-53x53.jpg,88,1,25,down,1991-04-20,
1,Baby Baby,Amy Grant,https://charts-static.billboard.com/img/1991/02/amy-grant-bra-53x53.jpg,2,1,10,up,1991-04-27,
2,Joyride,Roxette,https://charts-static.billboard.com/img/1991/03/roxette-qd2-53x53.jpg,5,2,9,up,1991-04-27,
3,You're In Love,Wilson Phillips,https://charts-static.billboard.com/img/1991/02/wilson-phillips-uks-53x53.jpg,1,1,12,down,1991-04-27,
4,I Like The Way (The Kissing Game),Hi-Five,https://charts-static.billboard.com/img/1991/01/hi-five-i9q-53x53.jpg,8,4,10,up,1991-04-27,
5,Here We Go,C+C Music Factory/F. Williams,Not supported yet,10,5,9,up,1991-04-27,
6,I've Been Thinking About You,Londonbeat,https://charts-static.billboard.com/img/1991/01/londonbeat-guk-53x53.jpg,3,1,12,down,1991-04-27,
7,Cry For Help,Rick Astley,https://charts-static.billboard.com/img/1991/02/rick-astley-opu-53x53.jpg,9,7,11,up,1991-04-27,
8,Touch Me (All Night Long),Cathy Dennis,https://charts-static.billboard.com/img/1984/12/cathy-dennis-jqj-53x53.jpg,11,8,9,up,1991-04-27,
9,I Touch Myself,Divinyls,Not supported yet,12,9,8,up,1991-04-27,
10,Hold You Tight,Tara Kemp,https://charts-static.billboard.com/img/1991/01/tara-kemp-1rt-53x53.jpg,4,3,15,down,1991-04-27,
11,Sadeness Part 1,Enigma,https://charts-static.billboard.com/img/1991/02/enigma-kkv-53x53.jpg,6,5,12,down,1991-04-27,
12,Rhythm Of My Heart,Rod Stewart,https://charts-static.billboard.com/img/1991/03/rod-stewart-icm-53x53.jpg,15,12,7,up,1991-04-27,
13,Voices That Care,Voices That Care,Not supported yet,14,13,7,up,1991-04-27,
14,"Just The Way It Is, Baby",The Rembrandts,https://charts-static.billboard.com/img/1991/02/the-rembrandts-vwa-53x53.jpg,18,14,12,up,1991-04-27,
15,I Don't Wanna Cry,Mariah Carey,https://charts-static.billboard.com/img/1991/04/mariah-carey-tgq-53x53.jpg,23,15,4,up,1991-04-27,
16,Rico Suave,Gerardo,https://charts-static.billboard.com/img/1991/02/gerardo-62v-53x53.jpg,7,7,13,down,1991-04-27,
17,Iesha,Another Bad Creation,https://charts-static.billboard.com/img/1990/11/another-bad-creation-7qx-53x53.jpg,13,9,16,down,1991-04-27,
18,Silent Lucidity,Queensryche,Not supported yet,22,18,6,up,1991-04-27,
19,More Than Ever,Nelson,https://charts-static.billboard.com/img/1991/03/nelson-jbe-53x53.jpg,24,19,8,up,1991-04-27,
20,Save Some Love,Keedy,Not supported yet,25,20,7,up,1991-04-27,
21,Written All Over Your Face,The Rude Boys,https://charts-static.billboard.com/img/1990/11/the-rude-boys-f19-53x53.jpg,26,21,8,up,1991-04-27,
22,You Don't Have To Go Home Tonight,The Triplets,https://charts-static.billboard.com/img/1991/03/the-triplets-ggo-53x53.jpg,29,22,7,up,1991-04-27,
23,More Than Words,Extreme,https://charts-static.billboard.com/img/1991/03/extreme-rt4-53x53.jpg,30,23,6,up,1991-04-27,
24,Mercy Mercy Me (The Ecology)/I Want You,Robert Palmer,https://charts-static.billboard.com/img/1991/02/robert-palmer-i8q-53x53.jpg,16,16,11,down,1991-04-27,
25,Losing My Religion,R.E.M.,https://charts-static.billboard.com/img/1991/03/rem-w4l-53x53.jpg,34,25,4,up,1991-04-27,
26,Signs,Tesla,https://charts-static.billboard.com/img/1990/11/tesla-trh-53x53.jpg,17,8,17,down,1991-04-27,
27,One More Try,Timmy T.,Not supported yet,20,1,19,down,1991-04-27,
28,Coming Out Of The Dark,Gloria Estefan,https://charts-static.billboard.com/img/1991/01/gloria-estefan-7bs-53x53.jpg,19,1,14,down,1991-04-27,
29,Round And Round,Tevin Campbell,https://charts-static.billboard.com/img/1990/10/tevin-campbell-l6u-53x53.jpg,21,12,21,down,1991-04-27,
30,Love Is A Wonderful Thing,Michael Bolton,https://charts-static.billboard.com/img/1991/04/michael-bolton-hcc-53x53.jpg,36,30,2,up,1991-04-27,
31,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,https://charts-static.billboard.com/img/1991/04/color-me-badd-cop-53x53.jpg,51,31,4,up,1991-04-27,
32,It's A Shame (My Sister),Monie Love Featuring True Image,https://charts-static.billboard.com/img/1991/02/monie-love-n9b-53x53.jpg,32,32,7,same,1991-04-27,
33,Don't Treat Me Bad,Firehouse,https://charts-static.billboard.com/img/1991/03/firehouse-9x7-53x53.jpg,35,33,8,up,1991-04-27,
34,What Comes Naturally,Sheena Easton,https://charts-static.billboard.com/img/1991/03/sheena-easton-wvg-53x53.jpg,37,34,5,up,1991-04-27,
35,Miracle,Whitney Houston,https://charts-static.billboard.com/img/1991/04/whitney-houston-m52-53x53.jpg,42,35,3,up,1991-04-27,
36,This House,Tracie Spencer,https://charts-static.billboard.com/img/1990/12/tracie-spencer-r57-53x53.jpg,27,3,19,down,1991-04-27,
37,She Talks To Angels,The Black Crowes,https://charts-static.billboard.com/img/1991/01/the-black-crowes-rvj-53x53.jpg,39,37,7,up,1991-04-27,
38,My Heart Is Failing Me,Riff,https://charts-static.billboard.com/img/1991/03/riff-sn8-53x53.jpg,45,38,6,up,1991-04-27,
39,Someday,Mariah Carey,https://charts-static.billboard.com/img/1990/12/mariah-carey-tgq-53x53.jpg,28,1,15,down,1991-04-27,
40,Strike It Up,Black Box,https://charts-static.billboard.com/img/1991/03/black-box-o7p-53x53.jpg,60,40,4,up,1991-04-27,
41,How Much Is Enough,The Fixx,https://charts-static.billboard.com/img/1991/03/the-fixx-ps9-53x53.jpg,55,41,5,up,1991-04-27,
42,Do You Want Me,Salt-N-Pepa,https://charts-static.billboard.com/img/1991/03/salt-n-pepa-8w9-53x53.jpg,56,42,6,up,1991-04-27,
43,Let's Chill,Guy,https://charts-static.billboard.com/img/1991/02/guy-2kl-53x53.jpg,41,41,10,down,1991-04-27,
44,Heartbreak Station,Cinderella,https://charts-static.billboard.com/img/1991/02/cinderella-o6c-53x53.jpg,54,44,7,up,1991-04-27,
45,How To Dance,Bingo Boys Featuring Princessa,Not supported yet,31,25,11,down,1991-04-27,
46,Here I Am (Come And Take Me),UB40,https://charts-static.billboard.com/img/1991/03/ub40-8p0-53x53.jpg,63,46,6,up,1991-04-27,
47,People Are Still Having Sex,LaTour,https://charts-static.billboard.com/img/1991/04/latour-b8i-53x53.jpg,65,47,4,up,1991-04-27,
48,Bitter Tears,INXS,https://charts-static.billboard.com/img/1991/02/inxs-lxc-53x53.jpg,59,48,4,up,1991-04-27,
49,Mama Said Knock You Out,LL Cool J,https://charts-static.billboard.com/img/1840/12/ll-cool-j-kyv-53x53.jpg,67,49,3,up,1991-04-27,
