rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
24,Greedy,Tate McRae,https://charts-static.billboard.com/img/2023/09/tatemcrae-rxu-greedy-2h2-180x180.jpg,,19,7,15,down,2024-01-06
25,Little Saint Nick,The Beach Boys,https://charts-static.billboard.com/img/2001/12/the-beach-boys-m76-littlesaintnick-8s9-180x180.jpg,,31,25,8,up,2024-01-06
26,Wonderful Christmastime,Paul McCartney,https://charts-static.billboard.com/img/1996/01/paul-mccartney-grq-wonderfulchristmastime-xyz-180x180.jpg,,36,26,13,up,2024-01-06
27,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg,,14,12,23,down,2024-01-06
28,Please Come Home For Christmas,Eagles,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,,32,18,15,up,2024-01-06
29,Paint The Town Red,Doja Cat,https://charts-static.billboard.com/img/2023/08/dojacat-cqv-paintthetownred-unh-180x180.jpg,,21,1,21,down,2024-01-06
30,Santa Claus Is Comin' To Town,Jackson 5,https://charts-static.billboard.com/img/2002/01/the-jacksons-ssh-santaclausiscomintotown-cjb-180x180.jpg,,35,30,11,up,2024-01-06
31,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,https://charts-static.billboard.com/img/2023/09/zachbryan-de1-iremembereverything-to3-180x180.jpg,,28,1,18,down,2024-01-06
32,Water,Tyla,https://charts-static.billboard.com/img/2023/09/tyla-000-water-6ao-180x180.jpg,,26,10,13,down,2024-01-06
33,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,https://charts-static.billboard.com/img/2009/12/thurl-ravenscroft-000-youreameanonemrgrinch-k4l-180x180.jpg,,34,31,12,up,2024-01-06
34,This Christmas,Donny Hathaway,https://charts-static.billboard.com/img/1997/01/donny-hathaway-a6m-this-christmas-2cc-180x180.jpg,,45,34,5,up,2024-01-06
35,Agora Hills,Doja Cat,https://charts-static.billboard.com/img/2018/04/dojacat-cqv-180x180.jpg,,29,14,14,down,2024-01-06
36,Last Night,Morgan Wallen,https://charts-static.billboard.com/img/2016/08/morgan-wallen-dqx-180x180.jpg,,33,1,48,down,2024-01-06
37,Mistletoe,Justin Bieber,https://charts-static.billboard.com/img/2009/07/justin-bieber-f8k-180x180.jpg,,None,11,13,re-entry,2024-01-06
38,Happy Holiday / The Holiday Season,Andy Williams,https://charts-static.billboard.com/img/2001/12/andy-williams-epf-180x180.jpg,,44,18,19,up,2024-01-06
39,Christmastime Is Here,Vince Guaraldi Trio,https://charts-static.billboard.com/img/2006/12/vince-guaraldi-trio-y7p-174x174.jpg,,None,39,4,re-entry,2024-01-06
40,Like It's Christmas,Jonas Brothers,https://charts-static.billboard.com/img/2019/11/jonas-brothers-8dr-likeitschristmas-y6k-180x180.jpg,,43,40,7,up,2024-01-06
41,Have Yourself A Merry Little Christmas,Michael Buble,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg,,None,41,4,re-entry,2024-01-06
42,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,https://charts-static.billboard.com/img/1996/01/john-lennon-a21-happyxmaswarisover-xlh-180x180.jpg,,48,38,6,up,2024-01-06
43,I Saw Mommy Kissing Santa Claus,Jackson 5,https://charts-static.billboard.com/img/2002/01/the-jacksons-34u-155x155.jpg,,None,43,1,new,2024-01-06
44,Thinkin' Bout Me,Morgan Wallen,https://charts-static.billboard.com/img/2016/08/morgan-wallen-dqx-180x180.jpg,,37,7,43,down,2024-01-06
45,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,https://charts-static.billboard.com/img/1998/12/gene-autry-bp4-rudolphtherednosedreindeer-630-180x180.jpg,,38,16,27,down,2024-01-06
46,Merry Christmas,Ed Sheeran & Elton John,https://charts-static.billboard.com/img/2021/12/ed-sheeran-w3r-merry-christmas-pjm-180x180.jpg,,None,42,7,re-entry,2024-01-06
47,Fast Car,Luke Combs,https://charts-static.billboard.com/img/2015/07/luke-combs-9dm-180x180.jpg,,46,2,40,down,2024-01-06
48,Lose Control,Teddy Swims,https://charts-static.billboard.com/img/2021/02/teddyswims-vot-180x180.jpg,,41,39,20,down,2024-01-06
49,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg,,40,1,9,down,2024-01-06
50,(There's No Place Like) Home For The Holidays (1954),Perry Como With Mitchell Ayers And His Orchestra,https://charts-static.billboard.com/img/2005/12/perry-como-nwg-theresnoplacelikehomefortheholidays-xu7-180x180.jpg,,None,50,1,new,2024-01-06
51,Lil Boo Thang,Paul Russell,https://charts-static.billboard.com/img/2023/09/paulrussell-000-lilboothang-ruh-180x180.jpg,,47,23,15,down,2024-01-06
52,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,50,11,12,down,2024-01-06
53,FTCU,Nicki Minaj,https://charts-static.billboard.com/img/2009/08/nicki-minaj-2j4-180x180.jpg,,42,42,3,down,2024-01-06
54,Stick Season,Noah Kahan,https://charts-static.billboard.com/img/2022/07/noah-kahan-k6d-stickseason-gpe-180x180.jpg,,53,31,13,down,2024-01-06
55,Everybody,Nicki Minaj Featuring Lil Uzi Vert,https://charts-static.billboard.com/img/2009/08/nicki-minaj-2j4-180x180.jpg,,39,26,3,down,2024-01-06
56,White Horse,Chris Stapleton,https://charts-static.billboard.com/img/2023/08/chris-stapleton-gzh-whitehorse-jbq-180x180.jpg,,52,12,23,down,2024-01-06
57,First Person Shooter,Drake Featuring J. Cole,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,51,1,12,down,2024-01-06
58,Used To Be Young,Miley Cyrus,https://charts-static.billboard.com/img/2023/09/miley-cyrus-jca-usedtobeyoung-xxs-180x180.jpg,,54,8,18,down,2024-01-06
59,Houdini,Dua Lipa,https://charts-static.billboard.com/img/2023/11/dua-lipa-eqf-houdini-kv5-180x180.jpg,,57,11,7,down,2024-01-06
60,Good Good,"Usher, Summer Walker & 21 Savage",https://charts-static.billboard.com/img/2023/08/usher-9xv-goodgood-bv0-180x180.jpg,,56,25,20,down,2024-01-06
61,World On Fire,Nate Smith,https://charts-static.billboard.com/img/2023/05/natesmith-ry3-worldonfire-p1b-180x180.jpg,,55,47,9,down,2024-01-06
62,La Diabla,Xavi,https://charts-static.billboard.com/img/2023/12/xavi-fj3-ladiabla-v1o-180x180.jpg,,76,62,2,up,2024-01-06
63,Pretty Little Poison,Warren Zeiders,https://charts-static.billboard.com/img/2023/04/warrenzeiders-5kf-prettylittlepoison-tcp-180x180.jpg,,59,46,16,down,2024-01-06
64,On My Mama,Victoria Monet,https://charts-static.billboard.com/img/2023/07/victoria-monet-4qq-onmymama-z3u-180x180.jpg,,62,48,15,down,2024-01-06
65,My Love Mine All Mine,Mitski,https://charts-static.billboard.com/img/2016/03/mitski-bcr-180x180.jpg,,58,26,14,down,2024-01-06
66,Exes,Tate McRae,https://charts-static.billboard.com/img/2019/11/tatemcrae-rxu-180x180.jpg,,60,34,6,down,2024-01-06
67,Surround Sound,JID Featuring 21 Savage & Baby Tate,https://charts-static.billboard.com/img/2022/01/jid-lem-surroundsound-h7r-180x180.jpg,,61,61,7,down,2024-01-06
68,Monaco,Bad Bunny,https://charts-static.billboard.com/img/2016/10/bad-bunny-xva-180x180.jpg,,64,5,11,down,2024-01-06
69,Strangers,Kenya Grace,https://charts-static.billboard.com/img/2023/09/kenyagrace-q62-strangers-c1h-180x180.jpg,,66,52,15,down,2024-01-06
70,You Broke My Heart,Drake,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,70,11,6,same,2024-01-06
71,Get Him Back!,Olivia Rodrigo,https://charts-static.billboard.com/img/2019/11/olivia-rodrigo-3wl-180x180.jpg,,68,11,16,down,2024-01-06
72,IDGAF,Drake Featuring Yeat,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,63,2,12,down,2024-01-06
73,Harley Quinn,Fuerza Regida & Marshmello,https://charts-static.billboard.com/img/2018/06/fuerzaregida-ir7-180x180.jpg,,69,40,8,down,2024-01-06
74,Wild Ones,Jessie Murph & Jelly Roll,https://charts-static.billboard.com/img/2023/10/jessiemurph-000-wildones-lqw-180x180.jpg,,67,42,12,down,2024-01-06
75,Bellakeo,Peso Pluma & Anitta,https://charts-static.billboard.com/img/2023/12/pesopluma-2yo-bellakeo-wht-180x180.jpg,,71,71,2,down,2024-01-06
76,Truck Bed,HARDY,https://charts-static.billboard.com/img/2023/02/hardy-tzj-truckbed-iha-180x180.jpg,,72,55,28,down,2024-01-06
77,Save Me The Trouble,Dan + Shay,https://charts-static.billboard.com/img/2023/07/dan-shay-rcl-savemethetrouble-quf-180x180.jpg,,73,73,9,down,2024-01-06
78,Jingle Bells,Meghan Trainor,https://charts-static.billboard.com/img/2023/12/meghan-trainor-3k0-jinglebells-yj1-180x180.jpg,,81,78,2,up,2024-01-06
79,La Victima,Xavi,https://charts-static.billboard.com/img/2023/11/xavi-fj3-lavictima-qr6-180x180.jpg,,91,79,2,up,2024-01-06
80,Where The Wild Things Are,Luke Combs,https://charts-static.billboard.com/img/2023/04/luke-combs-9dm-wherethewildthingsare-h87-180x180.jpg,,78,78,6,down,2024-01-06
81,Qlona,Karol G & Peso Pluma,https://charts-static.billboard.com/img/2016/05/karol-g-7vn-180x180.jpg,,82,28,20,up,2024-01-06
82,You're Losing Me (From The Vault),Taylor Swift,https://charts-static.billboard.com/img/2023/12/taylor-swift-9sy-yourelosingme-tlz-180x180.jpg,,77,27,5,down,2024-01-06
83,500lbs,Lil Tecca,https://charts-static.billboard.com/img/2023/08/liltecca-bra-500lbs-vdh-180x180.jpg,,75,51,14,down,2024-01-06
84,The Painter,Cody Johnson,https://charts-static.billboard.com/img/2023/08/cody-johnson-dkq-thepainter-v7d-180x180.jpg,,80,55,12,down,2024-01-06
85,Never Lose Me,Flo Milli,https://charts-static.billboard.com/img/2023/12/flomilli-d17-neverloseme-ly3-180x180.jpg,,84,84,2,down,2024-01-06
86,Burn It Down,Parker McCollum,https://charts-static.billboard.com/img/2023/05/parker-mccollum-2ed-burnitdown-f0z-180x180.jpg,,86,77,10,same,2024-01-06
87,Winter Wonderland,Chloe,https://charts-static.billboard.com/img/2023/12/chloe-000-winterwonderland-xch-180x180.jpg,,96,87,2,up,2024-01-06
88,Segun Quien,Maluma & Carin Leon,https://charts-static.billboard.com/img/2023/09/maluma-mjl-segunquien-7bb-180x180.jpg,,89,68,13,up,2024-01-06
89,Needle,Nicki Minaj Featuring Drake,https://charts-static.billboard.com/img/2009/08/nicki-minaj-2j4-180x180.jpg,,65,34,3,down,2024-01-06
90,DJ Play A Christmas Song,Cher,https://charts-static.billboard.com/img/2023/11/cher-tsg-djplayachristmassong-4in-180x180.jpg,,94,90,2,up,2024-01-06
91,Mind On You,George Birge,https://charts-static.billboard.com/img/2022/08/george-birge-000-mind-on-you-4ie-180x180.jpg,,88,88,2,down,2024-01-06
92,Lace It,"Juice WRLD, Eminem & benny blanco",https://charts-static.billboard.com/img/2023/12/juice-wrld-as8-laceit-ady-180x180.jpg,,85,85,2,down,2024-01-06
93,Hey Driver,Zach Bryan Featuring The War And Treaty,https://charts-static.billboard.com/img/2019/09/zachbryan-de1-180x180.jpg,,92,14,18,down,2024-01-06
94,Feather,Sabrina Carpenter,https://charts-static.billboard.com/img/2023/10/sabrina-carpenter-0lv-feather-vff-180x180.jpg,,90,90,4,down,2024-01-06
95,Can't Catch Me Now,Olivia Rodrigo,https://charts-static.billboard.com/img/2023/11/oliviarodrigo-3wl-cantcatchmenow-0iw-180x180.jpg,,87,56,8,down,2024-01-06
96,El Amor de Su Vida,Grupo Frontera & Grupo Firme,https://charts-static.billboard.com/img/2023/08/grupofrontera-an1-elamordesuvida-d7l-180x180.jpg,,None,68,16,re-entry,2024-01-06
97,Standing Next To You,Jung Kook,https://charts-static.billboard.com/img/2023/11/jungkook-is6-standingnexttoyou-8w7-180x180.jpg,,79,5,8,down,2024-01-06
98,Man Made A Bar,Morgan Wallen Featuring Eric Church,https://charts-static.billboard.com/img/2023/03/morgan-wallen-dqx-manmadeabar-et9-180x180.jpg,,None,15,14,re-entry,2024-01-06
99,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,https://charts-static.billboard.com/img/2023/09/calle24-000-queonda-uni-180x180.jpg,,98,61,13,down,2024-01-06
100,Great Gatsby,Rod Wave,https://charts-static.billboard.com/img/2019/06/rod-wave-qt2-180x180.jpg,,99,30,14,down,2024-01-06
1,Lovin On Me,Jack Harlow,https://charts-static.billboard.com/img/2023/11/jackharlow-i43-lovinonme-y0w-180x180.jpg,1,9,1,8,up,2024-01-13
2,Cruel Summer,Taylor Swift,https://charts-static.billboard.com/img/2019/08/taylor-swift-9sy-cruelsummer-i1p-180x180.jpg,,19,1,35,up,2024-01-13
3,Greedy,Tate McRae,https://charts-static.billboard.com/img/2023/09/tatemcrae-rxu-greedy-2h2-180x180.jpg,,24,3,16,up,2024-01-13
4,Paint The Town Red,Doja Cat,https://charts-static.billboard.com/img/2023/08/dojacat-cqv-paintthetownred-unh-180x180.jpg,,29,1,22,up,2024-01-13
5,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,https://charts-static.billboard.com/img/2023/09/zachbryan-de1-iremembereverything-to3-180x180.jpg,,31,1,19,up,2024-01-13
6,Snooze,SZA,https://charts-static.billboard.com/img/2022/12/sza-xyh-snooze-eom-180x180.jpg,,None,2,55,re-entry,2024-01-13
7,Water,Tyla,https://charts-static.billboard.com/img/2023/09/tyla-000-water-6ao-180x180.jpg,,32,7,14,up,2024-01-13
8,Last Night,Morgan Wallen,https://charts-static.billboard.com/img/2016/08/morgan-wallen-dqx-180x180.jpg,,36,1,49,up,2024-01-13
9,Fast Car,Luke Combs,https://charts-static.billboard.com/img/2015/07/luke-combs-9dm-180x180.jpg,,47,2,41,up,2024-01-13
10,Agora Hills,Doja Cat,https://charts-static.billboard.com/img/2018/04/dojacat-cqv-180x180.jpg,,35,10,15,up,2024-01-13
11,Thinkin' Bout Me,Morgan Wallen,https://charts-static.billboard.com/img/2016/08/morgan-wallen-dqx-180x180.jpg,,44,7,44,up,2024-01-13
12,Lose Control,Teddy Swims,https://charts-static.billboard.com/img/2021/02/teddyswims-vot-180x180.jpg,,48,12,21,up,2024-01-13
13,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,https://charts-static.billboard.com/img/2006/07/taylor-swift-9sy-180x180.jpg,,49,1,10,up,2024-01-13
14,Lil Boo Thang,Paul Russell,https://charts-static.billboard.com/img/2023/09/paulrussell-000-lilboothang-ruh-180x180.jpg,,51,14,16,up,2024-01-13
15,Flowers,Miley Cyrus,https://charts-static.billboard.com/img/2023/01/miley-cyrus-jca-flowers-rqa-180x180.jpg,,None,1,46,re-entry,2024-01-13
16,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,52,11,13,up,2024-01-13
17,FTCU,Nicki Minaj,https://charts-static.billboard.com/img/2009/08/nicki-minaj-2j4-180x180.jpg,,53,17,4,up,2024-01-13
18,White Horse,Chris Stapleton,https://charts-static.billboard.com/img/2023/08/chris-stapleton-gzh-whitehorse-jbq-180x180.jpg,,56,12,24,up,2024-01-13
19,Stick Season,Noah Kahan,https://charts-static.billboard.com/img/2022/07/noah-kahan-k6d-stickseason-gpe-180x180.jpg,,54,19,14,up,2024-01-13
20,What Was I Made For?,Billie Eilish,https://charts-static.billboard.com/img/2023/07/billie-eilish-lrt-whatwasimadeforX-kn4-180x180.jpg,,None,14,24,re-entry,2024-01-13
21,Vampire,Olivia Rodrigo,https://charts-static.billboard.com/img/2023/06/oliviarodrigo-3wl-vampire-q3w-180x180.jpg,,None,1,24,re-entry,2024-01-13
22,Need A Favor,Jelly Roll,https://charts-static.billboard.com/img/2022/12/jelly-roll-z4p-needafavor-04i-180x180.jpg,,None,13,38,re-entry,2024-01-13
23,Dance The Night,Dua Lipa,https://charts-static.billboard.com/img/2023/06/dua-lipa-eqf-dancethenight-thm-180x180.jpg,,None,6,27,re-entry,2024-01-13
24,Fukumean,Gunna,https://charts-static.billboard.com/img/2023/06/gunna-czg-fukumean-3ws-180x180.jpg,,None,4,27,re-entry,2024-01-13
25,World On Fire,Nate Smith,https://charts-static.billboard.com/img/2023/05/natesmith-ry3-worldonfire-p1b-180x180.jpg,,61,25,10,up,2024-01-13
26,Houdini,Dua Lipa,https://charts-static.billboard.com/img/2023/11/dua-lipa-eqf-houdini-kv5-180x180.jpg,,59,11,8,up,2024-01-13
27,Everybody,Nicki Minaj Featuring Lil Uzi Vert,https://charts-static.billboard.com/img/2009/08/nicki-minaj-2j4-180x180.jpg,,55,26,4,up,2024-01-13
28,Save Me,Jelly Roll With Lainey Wilson,https://charts-static.billboard.com/img/2023/05/jelly-roll-z4p-saveme-1jj-180x180.jpg,,None,19,26,re-entry,2024-01-13
29,First Person Shooter,Drake Featuring J. Cole,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,57,1,13,up,2024-01-13
30,Used To Be Young,Miley Cyrus,https://charts-static.billboard.com/img/2023/09/miley-cyrus-jca-usedtobeyoung-xxs-180x180.jpg,,58,8,19,up,2024-01-13
31,Kill Bill,SZA,https://charts-static.billboard.com/img/2022/12/sza-xyh-killbill-6i8-180x180.jpg,,None,1,51,re-entry,2024-01-13
32,Good Good,"Usher, Summer Walker & 21 Savage",https://charts-static.billboard.com/img/2023/08/usher-9xv-goodgood-bv0-180x180.jpg,,60,25,21,up,2024-01-13
33,Pretty Little Poison,Warren Zeiders,https://charts-static.billboard.com/img/2023/04/warrenzeiders-5kf-prettylittlepoison-tcp-180x180.jpg,,63,33,17,up,2024-01-13
34,La Diabla,Xavi,https://charts-static.billboard.com/img/2023/12/xavi-fj3-ladiabla-v1o-180x180.jpg,,62,34,3,up,2024-01-13
35,On My Mama,Victoria Monet,https://charts-static.billboard.com/img/2023/07/victoria-monet-4qq-onmymama-z3u-180x180.jpg,,64,35,16,up,2024-01-13
36,Truck Bed,HARDY,https://charts-static.billboard.com/img/2023/02/hardy-tzj-truckbed-iha-180x180.jpg,,76,36,29,up,2024-01-13
37,My Love Mine All Mine,Mitski,https://charts-static.billboard.com/img/2016/03/mitski-bcr-180x180.jpg,,65,26,15,up,2024-01-13
38,Save Me The Trouble,Dan + Shay,https://charts-static.billboard.com/img/2023/07/dan-shay-rcl-savemethetrouble-quf-180x180.jpg,,77,38,10,up,2024-01-13
39,Exes,Tate McRae,https://charts-static.billboard.com/img/2019/11/tatemcrae-rxu-180x180.jpg,,66,34,7,up,2024-01-13
40,I Know ?,Travis Scott,https://charts-static.billboard.com/img/2013/07/travis-scott-lu8-180x180.jpg,,None,11,21,re-entry,2024-01-13
41,Wild Ones,Jessie Murph & Jelly Roll,https://charts-static.billboard.com/img/2023/10/jessiemurph-000-wildones-lqw-180x180.jpg,,74,41,13,up,2024-01-13
42,Strangers,Kenya Grace,https://charts-static.billboard.com/img/2023/09/kenyagrace-q62-strangers-c1h-180x180.jpg,,69,42,16,up,2024-01-13
43,Monaco,Bad Bunny,https://charts-static.billboard.com/img/2016/10/bad-bunny-xva-180x180.jpg,,68,5,12,up,2024-01-13
44,Surround Sound,JID Featuring 21 Savage & Baby Tate,https://charts-static.billboard.com/img/2022/01/jid-lem-surroundsound-h7r-180x180.jpg,,67,44,8,up,2024-01-13
45,The Painter,Cody Johnson,https://charts-static.billboard.com/img/2023/08/cody-johnson-dkq-thepainter-v7d-180x180.jpg,,84,45,13,up,2024-01-13
46,Get Him Back!,Olivia Rodrigo,https://charts-static.billboard.com/img/2019/11/olivia-rodrigo-3wl-180x180.jpg,,71,11,17,up,2024-01-13
47,Never Lose Me,Flo Milli,https://charts-static.billboard.com/img/2023/12/flomilli-d17-neverloseme-ly3-180x180.jpg,,85,47,3,up,2024-01-13
48,Dial Drunk,Noah Kahan With Post Malone,https://charts-static.billboard.com/img/2023/06/noah-kahan-k6d-dialdrunk-onl-180x180.jpg,,None,25,24,re-entry,2024-01-13
49,Where The Wild Things Are,Luke Combs,https://charts-static.billboard.com/img/2023/04/luke-combs-9dm-wherethewildthingsare-h87-180x180.jpg,,80,49,7,up,2024-01-13
50,You Broke My Heart,Drake,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,70,11,7,up,2024-01-13
51,IDGAF,Drake Featuring Yeat,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,72,2,13,up,2024-01-13
52,Harley Quinn,Fuerza Regida & Marshmello,https://charts-static.billboard.com/img/2018/06/fuerzaregida-ir7-180x180.jpg,,73,40,9,up,2024-01-13
53,Burn It Down,Parker McCollum,https://charts-static.billboard.com/img/2023/05/parker-mccollum-2ed-burnitdown-f0z-180x180.jpg,,86,53,11,up,2024-01-13
54,Bellakeo,Peso Pluma & Anitta,https://charts-static.billboard.com/img/2023/12/pesopluma-2yo-bellakeo-wht-180x180.jpg,,75,54,3,up,2024-01-13
55,La Victima,Xavi,https://charts-static.billboard.com/img/2023/11/xavi-fj3-lavictima-qr6-180x180.jpg,,79,55,3,up,2024-01-13
56,Feather,Sabrina Carpenter,https://charts-static.billboard.com/img/2023/10/sabrina-carpenter-0lv-feather-vff-180x180.jpg,,94,56,5,up,2024-01-13
57,500lbs,Lil Tecca,https://charts-static.billboard.com/img/2023/08/liltecca-bra-500lbs-vdh-180x180.jpg,,83,51,15,up,2024-01-13
58,Qlona,Karol G & Peso Pluma,https://charts-static.billboard.com/img/2016/05/karol-g-7vn-180x180.jpg,,81,28,21,up,2024-01-13
59,I Can Feel It,Kane Brown,https://charts-static.billboard.com/img/2023/09/kane-brown-dqa-icanfeelit-ee6-180x180.jpg,,None,59,1,new,2024-01-13
60,Hey Driver,Zach Bryan Featuring The War And Treaty,https://charts-static.billboard.com/img/2019/09/zachbryan-de1-180x180.jpg,,93,14,19,up,2024-01-13
61,You're Losing Me (From The Vault),Taylor Swift,https://charts-static.billboard.com/img/2023/12/taylor-swift-9sy-yourelosingme-tlz-180x180.jpg,,82,27,6,up,2024-01-13
62,Mind On You,George Birge,https://charts-static.billboard.com/img/2022/08/george-birge-000-mind-on-you-4ie-180x180.jpg,,91,62,3,up,2024-01-13
63,Can't Catch Me Now,Olivia Rodrigo,https://charts-static.billboard.com/img/2023/11/oliviarodrigo-3wl-cantcatchmenow-0iw-180x180.jpg,,95,56,9,up,2024-01-13
64,Different 'Round Here,Riley Green Featuring Luke Combs,https://charts-static.billboard.com/img/2023/05/riley-green-btc-differentroundhere-x6z-180x180.jpg,,None,64,5,re-entry,2024-01-13
65,Segun Quien,Maluma & Carin Leon,https://charts-static.billboard.com/img/2023/09/maluma-mjl-segunquien-7bb-180x180.jpg,,88,65,14,up,2024-01-13
66,Man Made A Bar,Morgan Wallen Featuring Eric Church,https://charts-static.billboard.com/img/2023/03/morgan-wallen-dqx-manmadeabar-et9-180x180.jpg,,98,15,15,up,2024-01-13
67,El Amor de Su Vida,Grupo Frontera & Grupo Firme,https://charts-static.billboard.com/img/2023/08/grupofrontera-an1-elamordesuvida-d7l-180x180.jpg,,96,67,17,up,2024-01-13
