rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
1,Physical,Olivia Newton-John,https://charts-static.billboard.com/img/1981/10/olivia-newton-john-hxh-53x53.jpg,7,1,1,14,same,1982-01-02
2,Waiting For A Girl Like You,Foreigner,https://charts-static.billboard.com/img/1981/10/foreigner-kky-53x53.jpg,,2,2,13,same,1982-01-02
3,Let's Groove,"Earth, Wind & Fire",https://charts-static.billboard.com/img/1840/12/earth-wind-fire-m7o-53x53.jpg,,3,3,14,same,1982-01-02
4,I Can't Go For That (No Can Do),Daryl Hall John Oates,Not supported yet,,4,4,8,same,1982-01-02
5,Young Turks,Rod Stewart,https://charts-static.billboard.com/img/1981/10/rod-stewart-icm-53x53.jpg,,5,5,12,same,1982-01-02
6,Harden My Heart,Quarterflash,https://charts-static.billboard.com/img/1981/10/quarterflash-omq-53x53.jpg,,6,6,12,same,1982-01-02
7,Why Do Fools Fall In Love,Diana Ross,https://charts-static.billboard.com/img/1981/10/diana-ross-1zl-53x53.jpg,,7,7,12,same,1982-01-02
8,Leather And Lace,Stevie Nicks With Don Henley,https://charts-static.billboard.com/img/1981/10/stevie-nicks-dt0-53x53.jpg,,8,8,11,same,1982-01-02
9,Don't Stop Believin',Journey,https://charts-static.billboard.com/img/1981/08/journey-9r5-53x53.jpg,,9,9,10,same,1982-01-02
10,Trouble,Lindsey Buckingham,https://charts-static.billboard.com/img/1981/10/lindsey-buckingham-p93-53x53.jpg,,10,10,11,same,1982-01-02
11,Centerfold,The J. Geils Band,https://charts-static.billboard.com/img/1981/11/the-j-geils-band-etm-53x53.jpg,,11,11,9,same,1982-01-02
12,Yesterday's Songs,Neil Diamond,https://charts-static.billboard.com/img/1981/11/neil-diamond-4va-53x53.jpg,,12,12,9,same,1982-01-02
13,Comin' In And Out Of Your Life,Barbra Streisand,https://charts-static.billboard.com/img/1981/11/barbra-streisand-2i4-53x53.jpg,,13,13,8,same,1982-01-02
14,Turn Your Love Around,George Benson,https://charts-static.billboard.com/img/1981/10/george-benson-qb2-53x53.jpg,,14,14,11,same,1982-01-02
15,The Sweetest Thing (I've Ever Known),Juice Newton,https://charts-static.billboard.com/img/1981/10/juice-newton-n90-53x53.jpg,,15,15,12,same,1982-01-02
16,Hooked On Classics,Royal Philharmonic Orchestra,https://charts-static.billboard.com/img/1981/10/royal-philharmonic-orchestra-3od-53x53.jpg,,16,16,10,same,1982-01-02
17,Take My Heart (You Can Have It If You Want It),Kool & The Gang,https://charts-static.billboard.com/img/1981/10/kool-the-gang-bbp-53x53.jpg,,17,17,12,same,1982-01-02
18,Cool Night,Paul Davis,https://charts-static.billboard.com/img/1981/11/paul-davis-6mn-53x53.jpg,,18,18,9,same,1982-01-02
19,Oh No,Commodores,https://charts-static.billboard.com/img/1981/09/commodores-lju-53x53.jpg,,19,4,15,same,1982-01-02
20,Every Little Thing She Does Is Magic,The Police,https://charts-static.billboard.com/img/1981/09/the-police-yho-53x53.jpg,,20,3,15,same,1982-01-02
21,Someone Could Lose A Heart Tonight,Eddie Rabbitt,https://charts-static.billboard.com/img/1981/11/eddie-rabbitt-sm6-53x53.jpg,,21,21,8,same,1982-01-02
22,Here I Am (Just When I Thought I Was Over You),Air Supply,https://charts-static.billboard.com/img/1981/09/air-supply-6x5-53x53.jpg,,22,5,15,same,1982-01-02
23,I Wouldn't Have Missed It For The World,Ronnie Milsap,https://charts-static.billboard.com/img/1981/10/ronnie-milsap-qvq-53x53.jpg,,23,23,11,same,1982-01-02
24,Shake It Up,The Cars,https://charts-static.billboard.com/img/1981/11/the-cars-ndj-53x53.jpg,,24,24,7,same,1982-01-02
25,Steal The Night,Stevie Woods,Not supported yet,,25,25,17,same,1982-01-02
26,Waiting On A Friend,The Rolling Stones,https://charts-static.billboard.com/img/1981/12/the-rolling-stones-3a7-53x53.jpg,,26,26,5,same,1982-01-02
27,Our Lips Are Sealed,Go-Go's,Not supported yet,,27,20,19,same,1982-01-02
28,She's Got A Way,Billy Joel,https://charts-static.billboard.com/img/1981/11/billy-joel-9l9-53x53.jpg,,28,28,7,same,1982-01-02
29,"My Girl (Gone, Gone, Gone)",Chilliwack,https://charts-static.billboard.com/img/1981/09/chilliwack-av7-53x53.jpg,,29,22,15,same,1982-01-02
30,Come Go With Me,The Beach Boys,https://charts-static.billboard.com/img/1981/11/the-beach-boys-nds-53x53.jpg,,30,30,7,same,1982-01-02
31,Under Pressure,Queen & David Bowie,https://charts-static.billboard.com/img/1981/11/queen-m21-53x53.jpg,,31,31,9,same,1982-01-02
32,You Could Have Been With Me,Sheena Easton,https://charts-static.billboard.com/img/1981/11/sheena-easton-wvg-53x53.jpg,,32,32,6,same,1982-01-02
33,Leader Of The Band,Dan Fogelberg,https://charts-static.billboard.com/img/1981/11/dan-fogelberg-4ox-53x53.jpg,,33,33,6,same,1982-01-02
34,Heart Like A Wheel,The Steve Miller Band,https://charts-static.billboard.com/img/1981/10/the-steve-miller-band-s0o-53x53.jpg,,34,24,10,same,1982-01-02
35,Take It Easy On Me,Little River Band,https://charts-static.billboard.com/img/1981/12/little-river-band-45x-53x53.jpg,,35,35,5,same,1982-01-02
36,Castles In The Air,Don McLean,https://charts-static.billboard.com/img/1981/10/don-mclean-zii-53x53.jpg,,36,36,10,same,1982-01-02
37,More Than Just The Two Of Us,Sneaker,Not supported yet,,37,37,10,same,1982-01-02
38,Private Eyes,Daryl Hall John Oates,Not supported yet,,38,1,19,same,1982-01-02
39,Start Me Up,The Rolling Stones,https://charts-static.billboard.com/img/1981/08/the-rolling-stones-3a7-53x53.jpg,,39,2,20,same,1982-01-02
40,Love Is Alright Tonite,Rick Springfield,https://charts-static.billboard.com/img/1981/12/rick-springfield-ind-53x53.jpg,,40,40,5,same,1982-01-02
41,Working For The Weekend,Loverboy,https://charts-static.billboard.com/img/1981/11/loverboy-e51-53x53.jpg,,41,41,8,same,1982-01-02
42,Sweet Dreams,Air Supply,https://charts-static.billboard.com/img/1981/12/air-supply-6x5-53x53.jpg,,42,42,4,same,1982-01-02
43,The Old Songs,Barry Manilow,https://charts-static.billboard.com/img/1981/10/barry-manilow-0ni-53x53.jpg,,43,15,13,same,1982-01-02
44,Love In The First Degree,Alabama,https://charts-static.billboard.com/img/1981/11/alabama-ggf-53x53.jpg,,44,44,8,same,1982-01-02
45,Arthur's Theme (Best That You Can Do),Christopher Cross,https://charts-static.billboard.com/img/1981/08/christopher-cross-r4j-53x53.jpg,,45,1,21,same,1982-01-02
46,If I Were You,Lulu,https://charts-static.billboard.com/img/1981/11/lulu-kn3-53x53.jpg,,46,46,7,same,1982-01-02
47,Key Largo,Bertie Higgins,https://charts-static.billboard.com/img/1981/11/bertie-higgins-vm8-53x53.jpg,,47,47,8,same,1982-01-02
48,Let Me Love You Once,Greg Lake,https://charts-static.billboard.com/img/1981/11/greg-lake-2n0-53x53.jpg,,48,48,7,same,1982-01-02
49,No Reply At All,Genesis,Not supported yet,,49,29,15,same,1982-01-02
50,Never Too Much,Luther Vandross,https://charts-static.billboard.com/img/1981/10/luther-vandross-wv3-53x53.jpg,,50,33,13,same,1982-01-02
51,My Kinda Lover,Billy Squier,https://charts-static.billboard.com/img/1981/11/billy-squier-nam-53x53.jpg,,51,51,6,same,1982-01-02
52,Wrack My Brain,Ringo Starr,https://charts-static.billboard.com/img/1981/11/ringo-starr-oai-53x53.jpg,,52,38,9,same,1982-01-02
53,Tryin' To Live My Life Without You,Bob Seger,https://charts-static.billboard.com/img/1981/09/bob-seger-moj-53x53.jpg,,53,5,17,same,1982-01-02
54,All Our Tomorrows,Eddie Schwartz,Not supported yet,,54,54,4,same,1982-01-02
55,Poor Man's Son,Survivor,https://charts-static.billboard.com/img/1981/10/survivor-yca-53x53.jpg,,55,33,12,same,1982-01-02
56,Breakin' Away,Al Jarreau,https://charts-static.billboard.com/img/1981/12/al-jarreau-cux-53x53.jpg,,56,56,5,same,1982-01-02
