rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
25,Unpretty,TLC,https://charts-static.billboard.com/img/1999/04/tlc-ll0-53x53.jpg,,20,1,28,down,2000-01-01
26,Breathe,Faith Hill,https://charts-static.billboard.com/img/2017/04/faith-hill-53x53.jpg,,28,26,9,up,2000-01-01
27,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,https://charts-static.billboard.com/img/1999/05/juvenile-yh3-53x53.jpg,,25,19,26,down,2000-01-01
28,"4, 5, 6",Sole Featuring JT Money & Kandi,https://charts-static.billboard.com/img/1999/03/sole-sk6-53x53.jpg,,23,21,10,down,2000-01-01
29,Stay The Night,IMx,Not supported yet,,36,29,13,up,2000-01-01
30,Don't Say You Love Me,M2M,https://charts-static.billboard.com/img/1999/11/m2m-x2m-53x53.jpg,,44,30,7,up,2000-01-01
31,Where My Girls At?,702,https://charts-static.billboard.com/img/1999/04/702-0hh-53x53.jpg,,19,4,36,down,2000-01-01
32,Mambo No. 5 (A Little Bit Of...),Lou Bega,https://charts-static.billboard.com/img/1999/08/lou-bega-gms-53x53.jpg,,18,3,19,down,2000-01-01
33,Hanginaround,Counting Crows,https://charts-static.billboard.com/img/1999/10/counting-crows-z1i-53x53.jpg,,35,33,9,up,2000-01-01
34,Take A Picture,Filter,https://charts-static.billboard.com/img/1999/10/filter-yo7-53x53.jpg,,38,34,6,up,2000-01-01
35,Get Gone,Ideal,https://charts-static.billboard.com/img/1999/07/ideal-9zl-53x53.jpg,,27,13,20,down,2000-01-01
36,Someday,Sugar Ray,https://charts-static.billboard.com/img/1999/06/sugar-ray-8v2-53x53.jpg,,34,7,27,down,2000-01-01
37,He Didn't Have To Be,Brad Paisley,https://charts-static.billboard.com/img/1999/09/brad-paisley-ws4-53x53.jpg,,31,30,11,down,2000-01-01
38,Got Your Money,Ol' Dirty Bastard Featuring Kelis,https://charts-static.billboard.com/img/1999/09/ol-dirty-bastard-gj3-53x53.jpg,,33,33,11,down,2000-01-01
39,Shake Your Bon-Bon,Ricky Martin,https://charts-static.billboard.com/img/1999/10/ricky-martin-dcj-53x53.jpg,,39,39,7,same,2000-01-01
40,If You Love Me,Mint Condition,https://charts-static.billboard.com/img/1999/08/mint-condition-ao8-53x53.jpg,,40,30,9,same,2000-01-01
41,Black Balloon,Goo Goo Dolls,https://charts-static.billboard.com/img/1999/06/goo-goo-dolls-d57-53x53.jpg,,37,16,26,down,2000-01-01
42,Rhythm Divine,Enrique Iglesias,https://charts-static.billboard.com/img/1999/11/enrique-iglesias-m5f-53x53.jpg,,67,42,5,up,2000-01-01
43,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,https://charts-static.billboard.com/img/1999/11/mariah-carey-tgq-53x53.jpg,,50,43,4,up,2000-01-01
44,Satisfy You,Puff Daddy Featuring R. Kelly,https://charts-static.billboard.com/img/1999/08/puff-daddy-rb6-53x53.jpg,,32,2,15,down,2000-01-01
45,Amazed,Lonestar,https://charts-static.billboard.com/img/1840/12/lonestar-2gl-53x53.jpg,,45,24,22,same,2000-01-01
46,What Do You Say,Reba,https://charts-static.billboard.com/img/1999/09/reba-mcentire-ivy-53x53.jpg,,46,46,10,same,2000-01-01
47,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,https://charts-static.billboard.com/img/1999/10/ice-cube-bw5-53x53.jpg,,42,42,5,down,2000-01-01
48,Cowboy Take Me Away,Dixie Chicks,https://charts-static.billboard.com/img/1999/09/dixie-chicks-1tn-53x53.jpg,,52,48,6,up,2000-01-01
49,When I Said I Do,Clint Black,https://charts-static.billboard.com/img/1999/09/clint-black-hzk-53x53.jpg,,41,31,12,down,2000-01-01
50,My Best Friend,Tim McGraw,https://charts-static.billboard.com/img/1999/05/tim-mcgraw-j7r-53x53.jpg,,54,50,6,up,2000-01-01
51,Got To Get It,Sisqo Featuring Make It Hot,Not supported yet,,48,48,7,down,2000-01-01
52,All The Small Things,Blink-182,https://charts-static.billboard.com/img/1999/08/blink-182-7mr-53x53.jpg,,59,52,5,up,2000-01-01
53,This Gift,98 Degrees,Not supported yet,,,,,new,2000-01-01
54,Auld Lang Syne,Kenny G,https://charts-static.billboard.com/img/1999/12/kenny-g-r4k-53x53.jpg,,89,54,2,up,2000-01-01
55,Angels,Robbie Williams,https://charts-static.billboard.com/img/1999/10/robbie-williams-5qr-53x53.jpg,,56,55,7,up,2000-01-01
56,Say My Name,Destiny's Child,https://charts-static.billboard.com/img/1999/11/destinys-child-31s-53x53.jpg,,83,56,2,up,2000-01-01
57,Pop A Top,Alan Jackson,https://charts-static.billboard.com/img/1999/10/alan-jackson-pbl-53x53.jpg,,55,55,8,down,2000-01-01
58,Caught Out There,Kelis,https://charts-static.billboard.com/img/1999/11/kelis-2so-53x53.jpg,,63,58,5,up,2000-01-01
59,15 Minutes,Marc Nelson,Not supported yet,,43,27,14,down,2000-01-01
60,Heartbreaker,Mariah Carey Featuring Jay-Z,https://charts-static.billboard.com/img/1999/08/mariah-carey-tgq-53x53.jpg,,51,1,18,down,2000-01-01
61,Higher,Creed,https://charts-static.billboard.com/img/1999/09/creed-r7u-53x53.jpg,,61,52,17,same,2000-01-01
62,Bling Bling,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",https://charts-static.billboard.com/img/1999/08/bg-q54-53x53.jpg,,62,36,16,same,2000-01-01
63,Will 2K,Will Smith Featuring K-Ci,https://charts-static.billboard.com/img/1999/10/will-smith-wy2-53x53.jpg,,58,25,10,down,2000-01-01
64,Deep Inside,Mary J. Blige,https://charts-static.billboard.com/img/1999/08/mary-j-blige-hn0-53x53.jpg,,64,64,8,same,2000-01-01
65,All Things Considered,Yankee Grey,Not supported yet,,57,55,16,down,2000-01-01
66,I Love You,Martina McBride,https://charts-static.billboard.com/img/1999/07/martina-mcbride-bwm-53x53.jpg,,60,24,19,down,2000-01-01
67,Sexual (Li Da Di),Amber,Not supported yet,,69,67,21,up,2000-01-01
68,None Of Ur Friends Business,Ginuwine,https://charts-static.billboard.com/img/1999/10/ginuwine-1th-53x53.jpg,,71,68,4,up,2000-01-01
69,Deck The Halls,SHeDAISY,https://charts-static.billboard.com/img/1999/11/shedaisy-zwb-53x53.jpg,,97,69,2,up,2000-01-01
70,Left & Right,D'Angelo Featuring Method Man And Redman,https://charts-static.billboard.com/img/1999/10/dangelo-nam-53x53.jpg,,75,70,4,up,2000-01-01
71,Smile,Lonestar,https://charts-static.billboard.com/img/1999/09/lonestar-2an-53x53.jpg,,80,71,3,up,2000-01-01
72,The Great Beyond,R.E.M.,https://charts-static.billboard.com/img/1999/11/rem-w4l-53x53.jpg,,79,72,2,up,2000-01-01
73,Bug A Boo,Destiny's Child,https://charts-static.billboard.com/img/1999/08/destinys-child-31s-53x53.jpg,,72,33,15,down,2000-01-01
74,Show Me The Meaning Of Being Lonely,Backstreet Boys,https://charts-static.billboard.com/img/2000/01/backstreet-boys-fo7-53x53.jpg,,,,,new,2000-01-01
75,We Can't Be Friends,Deborah Cox With R.L.,https://charts-static.billboard.com/img/1999/06/deborah-cox-gw1-53x53.jpg,,77,8,17,up,2000-01-01
76,(You Drive Me) Crazy,Britney Spears,https://charts-static.billboard.com/img/1999/09/britney-spears-s89-53x53.jpg,,53,10,16,down,2000-01-01
77,One Night Stand,J-Shin Featuring LaTocha Scott,https://charts-static.billboard.com/img/1999/10/j-shin-gva-53x53.jpg,,96,77,2,up,2000-01-01
78,N 2 Gether Now,Limp Bizkit Featuring Method Man,https://charts-static.billboard.com/img/1999/10/limp-bizkit-8uz-53x53.jpg,,78,78,5,same,2000-01-01
79,No More Rain (In This Cloud),Angie Stone,https://charts-static.billboard.com/img/1999/09/angie-stone-wyr-53x53.jpg,,86,79,2,up,2000-01-01
80,Home To You,John Michael Montgomery,https://charts-static.billboard.com/img/1999/07/john-michael-montgomery-ayn-53x53.jpg,,68,45,14,down,2000-01-01
81,The Chemicals Between Us,Bush,https://charts-static.billboard.com/img/1999/09/bush-zix-53x53.jpg,,73,67,14,down,2000-01-01
82,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,https://charts-static.billboard.com/img/1999/10/lil-wayne-9q6-53x53.jpg,,84,82,5,up,2000-01-01
83,Guerrilla Radio,Rage Against The Machine,https://charts-static.billboard.com/img/1999/10/rage-against-the-machine-4m0-53x53.jpg,,87,69,10,up,2000-01-01
84,"Live, Laugh, Love",Clay Walker,https://charts-static.billboard.com/img/1999/08/clay-walker-ea6-53x53.jpg,,94,84,5,up,2000-01-01
85,Notorious B.I.G.,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,https://charts-static.billboard.com/img/1999/11/the-notorious-big-rts-53x53.jpg,,88,82,4,up,2000-01-01
86,She Thinks My Tractor's Sexy,Kenny Chesney,https://charts-static.billboard.com/img/1999/06/kenny-chesney-en6-53x53.jpg,,74,74,7,down,2000-01-01
87,Larger Than Life,Backstreet Boys,https://charts-static.billboard.com/img/1999/08/backstreet-boys-fo7-53x53.jpg,,70,25,16,down,2000-01-01
88,There She Goes,Sixpence None The Richer,https://charts-static.billboard.com/img/1999/07/sixpence-none-the-richer-q4q-53x53.jpg,,76,32,17,down,2000-01-01
89,The Greatest Romance Ever Sold,Prince,https://charts-static.billboard.com/img/1999/10/prince-vp8-53x53.jpg,,92,63,11,up,2000-01-01
90,The Rockafeller Skank,Fatboy Slim,https://charts-static.billboard.com/img/1998/07/fatboy-slim-0z4-53x53.jpg,,82,77,24,down,2000-01-01
91,Give You What You Want (Fa Sure),Chico DeBarge,https://charts-static.billboard.com/img/1999/07/chico-debarge-204-53x53.jpg,,90,71,11,down,2000-01-01
92,Music Of My Heart,'N Sync & Gloria Estefan,https://charts-static.billboard.com/img/1999/08/n-sync-yuh-53x53.jpg,,85,2,18,down,2000-01-01
93,A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,https://charts-static.billboard.com/img/1999/11/chad-brock-nf1-53x53.jpg,,,,,new,2000-01-01
94,I Wanna Know,Joe,https://charts-static.billboard.com/img/1999/08/joe-4t9-53x53.jpg,,,,,new,2000-01-01
95,Re-arranged,Limp Bizkit,https://charts-static.billboard.com/img/1999/10/limp-bizkit-8uz-53x53.jpg,,95,90,5,same,2000-01-01
96,L.A. Song,Beth Hart,https://charts-static.billboard.com/img/1999/09/beth-hart-itt-53x53.jpg,,99,96,6,up,2000-01-01
97,Gotta Man,Eve,https://charts-static.billboard.com/img/1999/08/eve-mfo-53x53.jpg,,66,26,16,down,2000-01-01
98,The Quittin' Kind,Joe Diffie,https://charts-static.billboard.com/img/1999/09/joe-diffie-icf-53x53.jpg,,,,,new,2000-01-01
99,Steam,Ty Herndon,https://charts-static.billboard.com/img/1999/08/ty-herndon-tgk-53x53.jpg,,91,83,12,down,2000-01-01
100,NAStradamus,Nas,https://charts-static.billboard.com/img/1999/10/nas-w6t-53x53.jpg,,100,92,6,same,2000-01-01
1,Smooth,Santana Featuring Rob Thomas,https://charts-static.billboard.com/img/2017/05/santana-53x53.jpg,12,1,1,24,same,2000-01-08
2,Back At One,Brian McKnight,https://charts-static.billboard.com/img/1999/08/brian-mcknight-sam-53x53.jpg,,2,2,20,same,2000-01-08
3,I Wanna Love You Forever,Jessica Simpson,https://charts-static.billboard.com/img/1999/10/jessica-simpson-sz9-53x53.jpg,,3,3,13,same,2000-01-08
4,My Love Is Your Love,Whitney Houston,https://charts-static.billboard.com/img/1999/07/whitney-houston-m52-53x53.jpg,,4,4,19,same,2000-01-08
5,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",https://charts-static.billboard.com/img/1999/10/missy-elliott-zjj-53x53.jpg,,7,5,7,up,2000-01-08
6,I Knew I Loved You,Savage Garden,https://charts-static.billboard.com/img/1999/10/savage-garden-l4s-53x53.jpg,,5,4,12,down,2000-01-08
7,Auld Lang Syne,Kenny G,https://charts-static.billboard.com/img/1999/12/kenny-g-r4k-53x53.jpg,,54,7,3,up,2000-01-08
8,I Need To Know,Marc Anthony,https://charts-static.billboard.com/img/1999/08/marc-anthony-2xf-53x53.jpg,,6,3,18,down,2000-01-08
9,Bring It All To Me,Blaque,https://charts-static.billboard.com/img/1999/08/blaque-83b-53x53.jpg,,9,9,12,same,2000-01-08
10,U Know What's Up,Donell Jones,https:https://charts-static.billboard.com/img/1999/08/donell-jones-oeo-53x53.jpg,,8,7,16,down,2000-01-08
11,What A Girl Wants,Christina Aguilera,https://charts-static.billboard.com/img/1999/11/christina-aguilera-9ag-53x53.jpg,,11,11,7,same,2000-01-08
12,Girl On TV,LFO,https://charts-static.billboard.com/img/1999/11/lfo-psp-53x53.jpg,,10,10,8,down,2000-01-08
13,Blue (Da Ba Dee),Eiffel 65,https://charts-static.billboard.com/img/1999/12/eiffel-65-2et-53x53.jpg,,13,13,5,same,2000-01-08
14,24/7,Kevon Edmonds,https://charts-static.billboard.com/img/1999/09/kevon-edmonds-ikr-53x53.jpg,,12,10,10,down,2000-01-08
15,He Can't Love U,Jagged Edge,https://charts-static.billboard.com/img/1999/05/jagged-edge-o2z-53x53.jpg,,15,15,5,same,2000-01-08
16,Then The Morning Comes,Smash Mouth,https://charts-static.billboard.com/img/1999/10/smash-mouth-sb0-53x53.jpg,,14,14,11,down,2000-01-08
17,That's The Way It Is,Celine Dion,https://charts-static.billboard.com/img/1999/10/celine-dion-0hi-53x53.jpg,,17,17,9,same,2000-01-08
18,The Christmas Song (Chestnuts Roasting On An Open Fire),Christina Aguilera,https://charts-static.billboard.com/img/1999/12/christina-aguilera-9ag-53x53.jpg,,18,18,4,same,2000-01-08
19,Waiting For Tonight,Jennifer Lopez,https://charts-static.billboard.com/img/1999/09/jennifer-lopez-eme-53x53.jpg,,16,8,13,down,2000-01-08
20,Get It On Tonite,Montell Jordan,https://charts-static.billboard.com/img/1999/10/montell-jordan-27n-53x53.jpg,,21,20,12,up,2000-01-08
21,Don't Say You Love Me,M2M,https://charts-static.billboard.com/img/1999/11/m2m-x2m-53x53.jpg,,30,21,8,up,2000-01-08
22,Dancin',Guy,https://charts-static.billboard.com/img/1999/10/guy-2kl-53x53.jpg,,19,19,4,down,2000-01-08
23,Stay The Night,IMx,Not supported yet,,29,23,14,up,2000-01-08
24,Meet Virginia,Train,https://charts-static.billboard.com/img/1999/04/train-z35-53x53.jpg,,24,21,14,same,2000-01-08
25,Unpretty,TLC,https://charts-static.billboard.com/img/1999/04/tlc-ll0-53x53.jpg,,25,1,29,same,2000-01-08
26,Learn To Fly,Foo Fighters,https://charts-static.billboard.com/img/1999/10/foo-fighters-vm6-53x53.jpg,,22,22,13,down,2000-01-08
27,Steal My Sunshine,Len,https://charts-static.billboard.com/img/1999/05/len-gsw-53x53.jpg,,20,9,22,down,2000-01-08
28,Where My Girls At?,702,https://charts-static.billboard.com/img/1999/04/702-0hh-53x53.jpg,,31,4,37,up,2000-01-08
29,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,https://charts-static.billboard.com/img/1999/05/juvenile-yh3-53x53.jpg,,27,19,27,down,2000-01-08
30,Big Deal,LeAnn Rimes,https://charts-static.billboard.com/img/1999/09/leann-rimes-4xc-53x53.jpg,,23,23,13,down,2000-01-08
31,Someday,Sugar Ray,https://charts-static.billboard.com/img/1999/06/sugar-ray-8v2-53x53.jpg,,36,7,28,up,2000-01-08
32,Hanginaround,Counting Crows,https://charts-static.billboard.com/img/1999/10/counting-crows-z1i-53x53.jpg,,33,32,10,up,2000-01-08
33,"4, 5, 6",Sole Featuring JT Money & Kandi,https://charts-static.billboard.com/img/1999/03/sole-sk6-53x53.jpg,,28,21,11,down,2000-01-08
34,Take A Picture,Filter,https://charts-static.billboard.com/img/1999/10/filter-yo7-53x53.jpg,,34,34,7,same,2000-01-08
35,Mambo No. 5 (A Little Bit Of...),Lou Bega,https://charts-static.billboard.com/img/1999/08/lou-bega-gms-53x53.jpg,,32,3,20,down,2000-01-08
36,Get Gone,Ideal,https://charts-static.billboard.com/img/1999/07/ideal-9zl-53x53.jpg,,35,13,21,down,2000-01-08
37,Black Balloon,Goo Goo Dolls,https://charts-static.billboard.com/img/1999/06/goo-goo-dolls-d57-53x53.jpg,,41,16,27,up,2000-01-08
38,Got Your Money,Ol' Dirty Bastard Featuring Kelis,https://charts-static.billboard.com/img/1999/09/ol-dirty-bastard-gj3-53x53.jpg,,38,33,12,same,2000-01-08
39,Rhythm Divine,Enrique Iglesias,https://charts-static.billboard.com/img/1999/11/enrique-iglesias-m5f-53x53.jpg,,42,39,6,up,2000-01-08
40,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,https://charts-static.billboard.com/img/1999/10/ice-cube-bw5-53x53.jpg,,47,40,6,up,2000-01-08
41,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,https://charts-static.billboard.com/img/1999/11/mariah-carey-tgq-53x53.jpg,,43,41,5,up,2000-01-08
42,If You Love Me,Mint Condition,https://charts-static.billboard.com/img/1999/08/mint-condition-ao8-53x53.jpg,,40,30,10,down,2000-01-08
43,Breathe,Faith Hill,https://charts-static.billboard.com/img/2017/04/faith-hill-53x53.jpg,,26,26,10,down,2000-01-08
44,Say My Name,Destiny's Child,https://charts-static.billboard.com/img/1999/11/destinys-child-31s-53x53.jpg,,56,44,3,up,2000-01-08
45,Amazed,Lonestar,https://charts-static.billboard.com/img/1840/12/lonestar-2gl-53x53.jpg,,45,24,23,same,2000-01-08
46,Shake Your Bon-Bon,Ricky Martin,https://charts-static.billboard.com/img/1999/10/ricky-martin-dcj-53x53.jpg,,39,39,8,down,2000-01-08
47,Satisfy You,Puff Daddy Featuring R. Kelly,https://charts-static.billboard.com/img/1999/08/puff-daddy-rb6-53x53.jpg,,44,2,16,down,2000-01-08
48,Got To Get It,Sisqo Featuring Make It Hot,Not supported yet,,51,48,8,up,2000-01-08
49,This Gift,98 Degrees,Not supported yet,,53,49,2,up,2000-01-08
50,He Didn't Have To Be,Brad Paisley,https://charts-static.billboard.com/img/1999/09/brad-paisley-ws4-53x53.jpg,,37,30,12,down,2000-01-08
51,All The Small Things,Blink-182,https://charts-static.billboard.com/img/1999/08/blink-182-7mr-53x53.jpg,,52,51,6,up,2000-01-08
52,Cowboy Take Me Away,Dixie Chicks,https://charts-static.billboard.com/img/1999/09/dixie-chicks-1tn-53x53.jpg,,48,48,7,down,2000-01-08
53,What Do You Say,Reba,https://charts-static.billboard.com/img/1999/09/reba-mcentire-ivy-53x53.jpg,,46,46,11,down,2000-01-08
54,Caught Out There,Kelis,https://charts-static.billboard.com/img/1999/11/kelis-2so-53x53.jpg,,58,54,6,up,2000-01-08
55,My Best Friend,Tim McGraw,https://charts-static.billboard.com/img/1999/05/tim-mcgraw-j7r-53x53.jpg,,50,50,7,down,2000-01-08
56,When I Said I Do,Clint Black,https://charts-static.billboard.com/img/1999/09/clint-black-hzk-53x53.jpg,,49,31,13,down,2000-01-08
57,Higher,Creed,https://charts-static.billboard.com/img/1999/09/creed-r7u-53x53.jpg,,61,52,18,up,2000-01-08
58,Will 2K,Will Smith Featuring K-Ci,https://charts-static.billboard.com/img/1999/10/will-smith-wy2-53x53.jpg,,63,25,11,up,2000-01-08
59,Sexual (Li Da Di),Amber,Not supported yet,,67,59,22,up,2000-01-08
60,None Of Ur Friends Business,Ginuwine,https://charts-static.billboard.com/img/1999/10/ginuwine-1th-53x53.jpg,,68,60,5,up,2000-01-08
61,Deck The Halls,SHeDAISY,https://charts-static.billboard.com/img/1999/11/shedaisy-zwb-53x53.jpg,,69,61,3,up,2000-01-08
62,Show Me The Meaning Of Being Lonely,Backstreet Boys,https://charts-static.billboard.com/img/2000/01/backstreet-boys-fo7-53x53.jpg,,74,62,2,up,2000-01-08
63,Pop A Top,Alan Jackson,https://charts-static.billboard.com/img/1999/10/alan-jackson-pbl-53x53.jpg,,57,55,9,down,2000-01-08
64,Angels,Robbie Williams,https://charts-static.billboard.com/img/1999/10/robbie-williams-5qr-53x53.jpg,,55,55,8,down,2000-01-08
65,Deep Inside,Mary J. Blige,https://charts-static.billboard.com/img/1999/08/mary-j-blige-hn0-53x53.jpg,,64,64,9,down,2000-01-08
66,Heartbreaker,Mariah Carey Featuring Jay-Z,https://charts-static.billboard.com/img/1999/08/mariah-carey-tgq-53x53.jpg,,60,1,19,down,2000-01-08
67,15 Minutes,Marc Nelson,Not supported yet,,59,27,15,down,2000-01-08
68,Bling Bling,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",https://charts-static.billboard.com/img/1999/08/bg-q54-53x53.jpg,,62,36,17,down,2000-01-08
69,One Night Stand,J-Shin Featuring LaTocha Scott,https://charts-static.billboard.com/img/1999/10/j-shin-gva-53x53.jpg,,77,69,3,up,2000-01-08
70,The Great Beyond,R.E.M.,https://charts-static.billboard.com/img/1999/11/rem-w4l-53x53.jpg,,72,70,3,up,2000-01-08
71,I Love You,Martina McBride,https://charts-static.billboard.com/img/1999/07/martina-mcbride-bwm-53x53.jpg,,66,24,20,down,2000-01-08
72,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,https://charts-static.billboard.com/img/1999/10/lil-wayne-9q6-53x53.jpg,,82,72,6,up,2000-01-08
73,N 2 Gether Now,Limp Bizkit Featuring Method Man,https://charts-static.billboard.com/img/1999/10/limp-bizkit-8uz-53x53.jpg,,78,73,6,up,2000-01-08
74,No More Rain (In This Cloud),Angie Stone,https://charts-static.billboard.com/img/1999/09/angie-stone-wyr-53x53.jpg,,79,74,3,up,2000-01-08
75,A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,https://charts-static.billboard.com/img/1999/11/chad-brock-nf1-53x53.jpg,,93,75,2,up,2000-01-08
76,All Things Considered,Yankee Grey,Not supported yet,,65,55,17,down,2000-01-08
77,G'd Up,Snoop Dogg Presents Tha Eastsidaz,https://charts-static.billboard.com/img/1999/12/tha-eastsidaz-ypt-53x53.jpg,,,,,new,2000-01-08
78,Guerrilla Radio,Rage Against The Machine,https://charts-static.billboard.com/img/1999/10/rage-against-the-machine-4m0-53x53.jpg,,83,69,11,up,2000-01-08
79,The Chemicals Between Us,Bush,https://charts-static.billboard.com/img/1999/09/bush-zix-53x53.jpg,,81,67,15,up,2000-01-08
80,Smile,Lonestar,https://charts-static.billboard.com/img/1999/09/lonestar-2an-53x53.jpg,,71,71,4,down,2000-01-08
81,We Can't Be Friends,Deborah Cox With R.L.,https://charts-static.billboard.com/img/1999/06/deborah-cox-gw1-53x53.jpg,,75,8,18,down,2000-01-08
82,Notorious B.I.G.,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,https://charts-static.billboard.com/img/1999/11/the-notorious-big-rts-53x53.jpg,,85,82,5,up,2000-01-08
83,All I Want For Christmas Is You,Mariah Carey,https://charts-static.billboard.com/img/1994/12/mariah-carey-tgq-53x53.jpg,,,,,new,2000-01-08
84,There She Goes,Sixpence None The Richer,https://charts-static.billboard.com/img/1999/07/sixpence-none-the-richer-q4q-53x53.jpg,,88,32,18,up,2000-01-08
85,The Greatest Romance Ever Sold,Prince,https://charts-static.billboard.com/img/1999/10/prince-vp8-53x53.jpg,,89,63,12,up,2000-01-08
86,I Wanna Know,Joe,https://charts-static.billboard.com/img/1999/08/joe-4t9-53x53.jpg,,94,86,2,up,2000-01-08
87,Give You What You Want (Fa Sure),Chico DeBarge,https://charts-static.billboard.com/img/1999/07/chico-debarge-204-53x53.jpg,,91,71,12,up,2000-01-08
88,Bug A Boo,Destiny's Child,https://charts-static.billboard.com/img/1999/08/destinys-child-31s-53x53.jpg,,73,33,16,down,2000-01-08
89,(You Drive Me) Crazy,Britney Spears,https://charts-static.billboard.com/img/1999/09/britney-spears-s89-53x53.jpg,,76,10,17,down,2000-01-08
90,Home To You,John Michael Montgomery,https://charts-static.billboard.com/img/1999/07/john-michael-montgomery-ayn-53x53.jpg,,80,45,15,down,2000-01-08
91,Left & Right,D'Angelo Featuring Method Man And Redman,https://charts-static.billboard.com/img/1999/10/dangelo-nam-53x53.jpg,,70,70,5,down,2000-01-08
