rank,title,artist,image,last week,peak position,weeks on chart,detail,date,weeks at no.1
25,Somebody To Love,Justin Bieber Featuring Usher,https://charts-static.billboard.com/img/2010/04/justin-bieber-3jm-53x53.jpg,33,25,7,up,2010-07-10,
26,Your Love,Nicki Minaj,https://charts-static.billboard.com/img/2010/03/nicki-minaj-thi-53x53.jpg,27,26,4,up,2010-07-10,
27,Un-Thinkable (I'm Ready),Alicia Keys,https://charts-static.billboard.com/img/2010/01/alicia-keys-xkr-53x53.jpg,21,21,12,down,2010-07-10,
28,In My Head,Jason Derulo,https://charts-static.billboard.com/img/2009/12/jason-derulo-3xq-53x53.jpg,24,5,29,down,2010-07-10,
29,Breakeven,The Script,https://charts-static.billboard.com/img/2017/07/the-script-53x53.jpg,20,12,30,down,2010-07-10,
30,Undo It,Carrie Underwood,https://charts-static.billboard.com/img/2009/11/carrie-underwood-ko6-53x53.jpg,25,23,9,down,2010-07-10,
31,Young Forever,Jay-Z + Mr. Hudson,https://charts-static.billboard.com/img/2009/09/jay-z-gbw-53x53.jpg,19,10,24,down,2010-07-10,
32,Haven't Met You Yet,Michael Buble,Not supported yet,28,24,39,down,2010-07-10,
33,Rude Boy,Rihanna,https://charts-static.billboard.com/img/2010/01/rihanna-v3t-53x53.jpg,23,1,20,down,2010-07-10,
34,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",https://charts-static.billboard.com/img/2010/02/dj-khaled-igg-53x53.jpg,29,27,19,down,2010-07-10,
35,The House That Built Me,Miranda Lambert,https://charts-static.billboard.com/img/2010/03/miranda-lambert-miy-53x53.jpg,30,28,14,down,2010-07-10,
36,Over,Drake,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,32,14,16,down,2010-07-10,
37,Pray For You,Jaron And The Long Road To Love,https://charts-static.billboard.com/img/2009/12/jaron-and-the-long-road-to-love-rrp-53x53.jpg,37,37,14,same,2010-07-10,
38,There Goes My Baby,Usher,https://charts-static.billboard.com/img/2010/01/usher-oqp-53x53.jpg,44,38,15,up,2010-07-10,
39,This Afternoon,Nickelback,https://charts-static.billboard.com/img/2010/04/nickelback-5lu-53x53.jpg,34,34,12,down,2010-07-10,
40,Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,https://charts-static.billboard.com/img/2010/05/shakira-mhe-53x53.jpg,38,38,3,down,2010-07-10,
41,Rain Is A Good Thing,Luke Bryan,https://charts-static.billboard.com/img/2010/01/luke-bryan-kl4-53x53.jpg,46,41,14,up,2010-07-10,
42,"Lover, Lover",Jerrod Niemann,https://charts-static.billboard.com/img/2010/03/jerrod-niemann-x81-53x53.jpg,48,42,9,up,2010-07-10,
43,Telephone,Lady Gaga Featuring Beyonce,https://charts-static.billboard.com/img/2009/12/lady-gaga-gyl-53x53.jpg,35,3,31,down,2010-07-10,
44,Misery,Maroon 5,https://charts-static.billboard.com/img/2010/07/maroon-5-9st-53x53.jpg,,,,new,2010-07-10,
45,Water,Brad Paisley,https://charts-static.billboard.com/img/2009/06/brad-paisley-ws4-53x53.jpg,47,45,11,up,2010-07-10,
46,TiK ToK,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,39,1,38,down,2010-07-10,
47,Whataya Want From Me,Adam Lambert,https://charts-static.billboard.com/img/2009/12/adam-lambert-00l-53x53.jpg,41,10,28,down,2010-07-10,
48,Free,Zac Brown Band,https://charts-static.billboard.com/img/2010/05/zac-brown-band-elb-53x53.jpg,42,42,6,down,2010-07-10,
49,I Gotta Feeling,The Black Eyed Peas,https://charts-static.billboard.com/img/1840/12/the-black-eyed-peas-99h-53x53.jpg,43,1,55,down,2010-07-10,
50,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,https://charts-static.billboard.com/img/2010/04/david-guetta-z71-53x53.jpg,55,50,9,up,2010-07-10,
51,If We Ever Meet Again,Timbaland Featuring Katy Perry,https://charts-static.billboard.com/img/2009/12/timbaland-3i9-53x53.jpg,40,37,15,down,2010-07-10,
52,Hello Good Morning,Diddy - Dirty Money Featuring T.I.,https://charts-static.billboard.com/img/2010/04/diddy-dirty-money-l2h-53x53.jpg,52,34,13,same,2010-07-10,
53,Ride,Ciara Featuring Ludacris,https://charts-static.billboard.com/img/2010/05/ciara-b1v-53x53.jpg,56,53,10,up,2010-07-10,
54,Crazy Town,Jason Aldean,https://charts-static.billboard.com/img/2010/03/jason-aldean-jfn-53x53.jpg,51,51,11,down,2010-07-10,
55,My Chick Bad,Ludacris Featuring Nicki Minaj,https://charts-static.billboard.com/img/2010/02/ludacris-5cn-53x53.jpg,45,11,18,down,2010-07-10,
56,She Won't Be Lonely Long,Clay Walker,https://charts-static.billboard.com/img/2009/11/clay-walker-ea6-53x53.jpg,53,53,13,down,2010-07-10,
57,Love Like Crazy,Lee Brice,https://charts-static.billboard.com/img/2009/09/lee-brice-vbm-53x53.jpg,59,57,8,up,2010-07-10,
58,I Never Told You,Colbie Caillat,https://charts-static.billboard.com/img/2010/02/colbie-caillat-961-53x53.jpg,60,58,14,up,2010-07-10,
59,King Of Anything,Sara Bareilles,https://charts-static.billboard.com/img/2010/05/sara-bareilles-m95-53x53.jpg,,,,new,2010-07-10,
60,Lose My Mind,Young Jeezy Featuring Plies,https://charts-static.billboard.com/img/2010/03/jeezy-g79-53x53.jpg,54,35,8,down,2010-07-10,
61,Got Your Back,T.I. Featuring Keri Hilson,https://charts-static.billboard.com/img/2010/06/ti-e27-53x53.jpg,61,38,4,same,2010-07-10,
62,Won't Back Down,Eminem Featuring P!nk,https://charts-static.billboard.com/img/2010/07/eminem-1xq-53x53.jpg,,,,new,2010-07-10,
63,Teach Me How To Dougie,Cali Swag District,https://charts-static.billboard.com/img/2010/04/cali-swag-district-972-53x53.jpg,66,63,5,up,2010-07-10,
64,Pretty Good At Drinkin' Beer,Billy Currington,https://charts-static.billboard.com/img/2010/06/billy-currington-kzk-53x53.jpg,68,64,4,up,2010-07-10,
65,Beautiful Monster,Ne-Yo,https://charts-static.billboard.com/img/2010/06/ne-yo-9u2-53x53.jpg,64,64,3,down,2010-07-10,
66,The Only Exception,Paramore,https://charts-static.billboard.com/img/2009/10/paramore-teo-53x53.jpg,73,66,5,up,2010-07-10,
67,Shark In The Water,V V Brown,Not supported yet,70,67,4,up,2010-07-10,
68,Eenie Meenie,Sean Kingston & Justin Bieber,https://charts-static.billboard.com/img/2010/03/sean-kingston-qzx-53x53.jpg,58,15,14,down,2010-07-10,
69,Half Of My Heart,John Mayer,https://charts-static.billboard.com/img/2009/12/john-mayer-4ke-53x53.jpg,75,25,5,up,2010-07-10,
70,Sex Room,Ludacris Featuring Trey Songz,https://charts-static.billboard.com/img/2010/04/ludacris-5cn-53x53.jpg,69,69,5,down,2010-07-10,
71,Cold Wind Blows,Eminem,https://charts-static.billboard.com/img/2010/06/eminem-1xq-53x53.jpg,,,,new,2010-07-10,
72,Gimmie That Girl,Joe Nichols,https://charts-static.billboard.com/img/2009/10/joe-nichols-yxj-53x53.jpg,67,34,18,down,2010-07-10,
73,If It's Love,Train,https://charts-static.billboard.com/img/2010/05/train-z35-53x53.jpg,77,73,3,up,2010-07-10,
74,I'm In,Keith Urban,https://charts-static.billboard.com/img/2009/04/keith-urban-t54-53x53.jpg,79,74,5,up,2010-07-10,
75,Stay,Miley Cyrus,https://charts-static.billboard.com/img/2010/07/miley-cyrus-clj-53x53.jpg,,,,new,2010-07-10,
76,Miss Me,Drake Featuring Lil Wayne,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,63,15,4,down,2010-07-10,
77,Glitter In The Air,P!nk,https://charts-static.billboard.com/img/2010/02/pnk-e1s-53x53.jpg,76,18,6,down,2010-07-10,
78,Hold You (Hold Yuh),Gyptian,https://charts-static.billboard.com/img/2010/03/gyptian-i43-53x53.jpg,86,78,5,up,2010-07-10,
79,The Man I Want To Be,Chris Young,https://charts-static.billboard.com/img/2009/11/chris-young-obk-53x53.jpg,72,48,17,down,2010-07-10,
80,Wrong Baby Wrong,Martina McBride,https://charts-static.billboard.com/img/2010/01/martina-mcbride-bwm-53x53.jpg,74,74,14,down,2010-07-10,
81,Little White Church,Little Big Town,https://charts-static.billboard.com/img/2010/03/little-big-town-z2a-53x53.jpg,83,81,4,up,2010-07-10,
82,Pretty Boy Swag,Soulja Boy Tell'em,https://charts-static.billboard.com/img/2010/05/soulja-boy-4vz-53x53.jpg,90,82,2,up,2010-07-10,
83,Animal,Neon Trees,https://charts-static.billboard.com/img/2010/02/neon-trees-p7d-53x53.jpg,88,83,4,up,2010-07-10,
84,Wavin' Flag,K'Naan,https://charts-static.billboard.com/img/2009/03/knaan-19c-53x53.jpg,82,82,4,down,2010-07-10,
85,I Keep On Loving You,Reba,https://charts-static.billboard.com/img/2010/02/reba-mcentire-ivy-53x53.jpg,78,78,10,down,2010-07-10,
86,Never Say Never,Justin Bieber Featuring Jaden Smith,https://charts-static.billboard.com/img/2010/06/justin-bieber-3jm-53x53.jpg,65,33,3,down,2010-07-10,
87,Neighbors Know My Name,Trey Songz,https://charts-static.billboard.com/img/2009/12/trey-songz-kc8-53x53.jpg,84,43,18,down,2010-07-10,
88,Talkin' 2 Myself,Eminem Featuring Kobe,https://charts-static.billboard.com/img/2010/07/eminem-1xq-53x53.jpg,,,,new,2010-07-10,
89,Our Kind Of Love,Lady Antebellum,https://charts-static.billboard.com/img/2010/02/lady-antebellum-g3u-53x53.jpg,94,80,3,up,2010-07-10,
90,Up All Night,Drake Featuring Nicki Minaj,https://charts-static.billboard.com/img/2010/07/drake-zwl-53x53.jpg,49,49,2,down,2010-07-10,
91,Magic,B.o.B Featuring Rivers Cuomo,https://charts-static.billboard.com/img/2010/05/bob-1-t7h-53x53.jpg,100,83,3,up,2010-07-10,
92,25 To Life,Eminem,https://charts-static.billboard.com/img/2010/06/eminem-1xq-53x53.jpg,,,,new,2010-07-10,
93,Kissin U,Miranda Cosgrove,https://charts-static.billboard.com/img/2010/04/miranda-cosgrove-7k1-53x53.jpg,-,54,5,re-entry,2010-07-10,
94,If I Had You,Adam Lambert,https://charts-static.billboard.com/img/2010/06/adam-lambert-00l-53x53.jpg,,,,new,2010-07-10,
95,I'm Back,T.I.,https://charts-static.billboard.com/img/2010/03/ti-e27-53x53.jpg,85,44,15,down,2010-07-10,
96,This Ain't Nothin',Craig Morgan,https://charts-static.billboard.com/img/2010/01/craig-morgan-u5x-53x53.jpg,97,96,2,up,2010-07-10,
97,All About Tonight,Blake Shelton,https://charts-static.billboard.com/img/2010/04/blake-shelton-22w-53x53.jpg,98,97,2,up,2010-07-10,
98,Farmer's Daughter,Rodney Atkins,https://charts-static.billboard.com/img/2010/04/rodney-atkins-r4o-53x53.jpg,96,96,2,down,2010-07-10,
99,143,Bobby Brackins Featuring Ray J,https://charts-static.billboard.com/img/2010/05/bobby-brackins-vlj-53x53.jpg,91,91,2,down,2010-07-10,
100,Lay Me Down,The Dirty Heads Featuring Rome,https://charts-static.billboard.com/img/2010/02/the-dirty-heads-cms-53x53.jpg,93,93,2,down,2010-07-10,
1,California Gurls,Katy Perry Featuring Snoop Dogg,https://charts-static.billboard.com/img/2010/05/katy-perry-l8p-53x53.jpg,1,1,8,same,2010-07-17,5
2,Love The Way You Lie,Eminem Featuring Rihanna,https://charts-static.billboard.com/img/2010/06/eminem-1xq-53x53.jpg,2,2,2,same,2010-07-17,
3,OMG,Usher Featuring will.i.am,https://charts-static.billboard.com/img/2010/03/usher-oqp-53x53.jpg,3,1,14,same,2010-07-17,
4,Airplanes,B.o.B Featuring Hayley Williams,https://charts-static.billboard.com/img/2010/05/bob-1-t7h-53x53.jpg,4,2,12,same,2010-07-17,
5,Billionaire,Travie McCoy Featuring Bruno Mars,https://charts-static.billboard.com/img/2010/03/travie-mccoy-xyy-53x53.jpg,5,4,14,same,2010-07-17,
6,Cooler Than Me,Mike Posner,https://charts-static.billboard.com/img/2010/04/mike-posner-oiz-53x53.jpg,7,6,10,up,2010-07-17,
7,Dynamite,Taio Cruz,https://charts-static.billboard.com/img/2010/06/taio-cruz-vf6-53x53.jpg,14,7,5,up,2010-07-17,
8,Find Your Love,Drake,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,6,5,9,down,2010-07-17,
9,Ridin' Solo,Jason Derulo,https://charts-static.billboard.com/img/2010/03/jason-derulo-3xq-53x53.jpg,10,9,14,up,2010-07-17,
10,Not Afraid,Eminem,https://charts-static.billboard.com/img/2010/05/eminem-1xq-53x53.jpg,11,1,9,up,2010-07-17,
11,Your Love Is My Drug,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,8,4,21,down,2010-07-17,
12,Alejandro,Lady Gaga,https://charts-static.billboard.com/img/2009/12/lady-gaga-gyl-53x53.jpg,9,5,14,down,2010-07-17,
13,Bulletproof,La Roux,https://charts-static.billboard.com/img/2009/07/la-roux-0ka-53x53.jpg,13,8,18,same,2010-07-17,
14,Break Your Heart,Taio Cruz Featuring Ludacris,https://charts-static.billboard.com/img/2010/02/taio-cruz-vf6-53x53.jpg,12,1,19,down,2010-07-17,
15,Somebody To Love,Justin Bieber Featuring Usher,https://charts-static.billboard.com/img/2010/04/justin-bieber-3jm-53x53.jpg,25,15,8,up,2010-07-17,
16,"Hey, Soul Sister",Train,https://charts-static.billboard.com/img/2017/05/train-53x53.jpg,16,3,40,same,2010-07-17,
17,Impossible,Shontelle,https://charts-static.billboard.com/img/2010/04/shontelle-eqb-53x53.jpg,19,17,11,up,2010-07-17,
18,I Like It,Enrique Iglesias Featuring Pitbull,https://charts-static.billboard.com/img/2010/05/enrique-iglesias-m5f-53x53.jpg,22,18,8,up,2010-07-17,
19,Nothin' On You,B.o.B Featuring Bruno Mars,https://charts-static.billboard.com/img/2010/01/bob-1-t7h-53x53.jpg,17,1,23,down,2010-07-17,
20,My First Kiss,3OH!3 Featuring Ke$ha,https://charts-static.billboard.com/img/2010/05/3oh3-eia-53x53.jpg,15,9,9,down,2010-07-17,
21,Need You Now,Lady Antebellum,https://charts-static.billboard.com/img/2017/07/lady-antebellum-53x53.jpg,21,2,47,same,2010-07-17,
22,POWER,Kanye West,https://charts-static.billboard.com/img/2010/06/kanye-west-irm-53x53.jpg,,,,new,2010-07-17,
23,Your Love,Nicki Minaj,https://charts-static.billboard.com/img/2010/03/nicki-minaj-thi-53x53.jpg,26,23,5,up,2010-07-17,
24,Un-Thinkable (I'm Ready),Alicia Keys,https://charts-static.billboard.com/img/2010/01/alicia-keys-xkr-53x53.jpg,27,21,13,up,2010-07-17,
25,Rock That Body,The Black Eyed Peas,https://charts-static.billboard.com/img/2009/06/the-black-eyed-peas-b9u-53x53.jpg,20,9,10,down,2010-07-17,
26,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",https://charts-static.billboard.com/img/2010/02/dj-khaled-igg-53x53.jpg,34,26,20,up,2010-07-17,
27,Undo It,Carrie Underwood,https://charts-static.billboard.com/img/2009/11/carrie-underwood-ko6-53x53.jpg,30,23,10,up,2010-07-17,
28,In My Head,Jason Derulo,https://charts-static.billboard.com/img/2009/12/jason-derulo-3xq-53x53.jpg,28,5,30,same,2010-07-17,
29,Hello Good Morning,Diddy - Dirty Money Featuring T.I.,https://charts-static.billboard.com/img/2010/04/diddy-dirty-money-l2h-53x53.jpg,52,29,14,up,2010-07-17,
30,Breakeven,The Script,https://charts-static.billboard.com/img/2017/07/the-script-53x53.jpg,29,12,31,down,2010-07-17,
31,Can't Be Tamed,Miley Cyrus,https://charts-static.billboard.com/img/2010/05/miley-cyrus-clj-53x53.jpg,18,8,7,down,2010-07-17,
32,Haven't Met You Yet,Michael Buble,Not supported yet,32,24,40,same,2010-07-17,
33,Rude Boy,Rihanna,https://charts-static.billboard.com/img/2010/01/rihanna-v3t-53x53.jpg,33,1,21,same,2010-07-17,
34,There Goes My Baby,Usher,https://charts-static.billboard.com/img/2010/01/usher-oqp-53x53.jpg,38,34,16,up,2010-07-17,
35,The House That Built Me,Miranda Lambert,https://charts-static.billboard.com/img/2010/03/miranda-lambert-miy-53x53.jpg,35,28,15,same,2010-07-17,
36,Pray For You,Jaron And The Long Road To Love,https://charts-static.billboard.com/img/2009/12/jaron-and-the-long-road-to-love-rrp-53x53.jpg,37,36,15,up,2010-07-17,
37,Young Forever,Jay-Z + Mr. Hudson,https://charts-static.billboard.com/img/2009/09/jay-z-gbw-53x53.jpg,31,10,25,down,2010-07-17,
38,"Lover, Lover",Jerrod Niemann,https://charts-static.billboard.com/img/2010/03/jerrod-niemann-x81-53x53.jpg,42,38,10,up,2010-07-17,
39,Free,Zac Brown Band,https://charts-static.billboard.com/img/2010/05/zac-brown-band-elb-53x53.jpg,48,39,7,up,2010-07-17,
40,Rain Is A Good Thing,Luke Bryan,https://charts-static.billboard.com/img/2010/01/luke-bryan-kl4-53x53.jpg,41,40,15,up,2010-07-17,
41,This Afternoon,Nickelback,https://charts-static.billboard.com/img/2010/04/nickelback-5lu-53x53.jpg,39,34,13,down,2010-07-17,
42,Water,Brad Paisley,https://charts-static.billboard.com/img/2009/06/brad-paisley-ws4-53x53.jpg,45,42,12,up,2010-07-17,
43,Over,Drake,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,36,14,17,down,2010-07-17,
44,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,https://charts-static.billboard.com/img/2010/04/david-guetta-z71-53x53.jpg,50,44,10,up,2010-07-17,
45,Whataya Want From Me,Adam Lambert,https://charts-static.billboard.com/img/2009/12/adam-lambert-00l-53x53.jpg,47,10,29,up,2010-07-17,
46,Telephone,Lady Gaga Featuring Beyonce,https://charts-static.billboard.com/img/2009/12/lady-gaga-gyl-53x53.jpg,43,3,32,down,2010-07-17,
47,Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,https://charts-static.billboard.com/img/2010/05/shakira-mhe-53x53.jpg,40,38,4,down,2010-07-17,
48,Round & Round,Selena Gomez & The Scene,https://charts-static.billboard.com/img/2010/07/selena-gomez-scg-53x53.jpg,24,24,2,down,2010-07-17,
49,I Gotta Feeling,The Black Eyed Peas,https://charts-static.billboard.com/img/1840/12/the-black-eyed-peas-99h-53x53.jpg,49,1,56,same,2010-07-17,
50,Ride,Ciara Featuring Ludacris,https://charts-static.billboard.com/img/2010/05/ciara-b1v-53x53.jpg,53,50,11,up,2010-07-17,
51,King Of Anything,Sara Bareilles,https://charts-static.billboard.com/img/2010/05/sara-bareilles-m95-53x53.jpg,59,51,2,up,2010-07-17,
52,Love Like Crazy,Lee Brice,https://charts-static.billboard.com/img/2009/09/lee-brice-vbm-53x53.jpg,57,52,9,up,2010-07-17,
53,Crazy Town,Jason Aldean,https://charts-static.billboard.com/img/2010/03/jason-aldean-jfn-53x53.jpg,54,51,12,up,2010-07-17,
54,Misery,Maroon 5,https://charts-static.billboard.com/img/2010/07/maroon-5-9st-53x53.jpg,44,44,2,down,2010-07-17,
55,Lose My Mind,Young Jeezy Featuring Plies,https://charts-static.billboard.com/img/2010/03/jeezy-g79-53x53.jpg,60,35,9,up,2010-07-17,
56,I Never Told You,Colbie Caillat,https://charts-static.billboard.com/img/2010/02/colbie-caillat-961-53x53.jpg,58,56,15,up,2010-07-17,
57,She Won't Be Lonely Long,Clay Walker,https://charts-static.billboard.com/img/2009/11/clay-walker-ea6-53x53.jpg,56,53,14,down,2010-07-17,
58,Teach Me How To Dougie,Cali Swag District,https://charts-static.billboard.com/img/2010/04/cali-swag-district-972-53x53.jpg,63,58,6,up,2010-07-17,
59,Pretty Good At Drinkin' Beer,Billy Currington,https://charts-static.billboard.com/img/2010/06/billy-currington-kzk-53x53.jpg,64,59,5,up,2010-07-17,
60,Beautiful Monster,Ne-Yo,https://charts-static.billboard.com/img/2010/06/ne-yo-9u2-53x53.jpg,65,60,4,up,2010-07-17,
61,Got Your Back,T.I. Featuring Keri Hilson,https://charts-static.billboard.com/img/2010/06/ti-e27-53x53.jpg,61,38,5,same,2010-07-17,
62,My Chick Bad,Ludacris Featuring Nicki Minaj,https://charts-static.billboard.com/img/2010/02/ludacris-5cn-53x53.jpg,55,11,19,down,2010-07-17,
63,Jar Of Hearts,Christina Perri,https://charts-static.billboard.com/img/2010/07/christina-perri-vd0-53x53.jpg,,,,new,2010-07-17,
64,The Only Exception,Paramore,https://charts-static.billboard.com/img/2009/10/paramore-teo-53x53.jpg,66,64,6,up,2010-07-17,
65,Club Can't Handle Me,Flo Rida Featuring David Guetta,https://charts-static.billboard.com/img/2010/07/flo-rida-8v1-53x53.jpg,,,,new,2010-07-17,
66,Half Of My Heart,John Mayer,https://charts-static.billboard.com/img/2009/12/john-mayer-4ke-53x53.jpg,69,25,6,up,2010-07-17,
67,No Love,Eminem Featuring Lil Wayne,https://charts-static.billboard.com/img/2010/06/eminem-1xq-53x53.jpg,23,23,2,down,2010-07-17,
68,If We Ever Meet Again,Timbaland Featuring Katy Perry,https://charts-static.billboard.com/img/2009/12/timbaland-3i9-53x53.jpg,51,37,16,down,2010-07-17,
69,If It's Love,Train,https://charts-static.billboard.com/img/2010/05/train-z35-53x53.jpg,73,69,4,up,2010-07-17,
70,Pretty Boy Swag,Soulja Boy Tell'em,https://charts-static.billboard.com/img/2010/05/soulja-boy-4vz-53x53.jpg,82,70,3,up,2010-07-17,
71,I'm In,Keith Urban,https://charts-static.billboard.com/img/2009/04/keith-urban-t54-53x53.jpg,74,71,6,up,2010-07-17,
72,Miss Me,Drake Featuring Lil Wayne,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,76,15,5,up,2010-07-17,
73,Sex Room,Ludacris Featuring Trey Songz,https://charts-static.billboard.com/img/2010/04/ludacris-5cn-53x53.jpg,70,69,6,down,2010-07-17,
74,Gimmie That Girl,Joe Nichols,https://charts-static.billboard.com/img/2009/10/joe-nichols-yxj-53x53.jpg,72,34,19,down,2010-07-17,
75,Glitter In The Air,P!nk,https://charts-static.billboard.com/img/2010/02/pnk-e1s-53x53.jpg,77,18,7,up,2010-07-17,
76,Little White Church,Little Big Town,https://charts-static.billboard.com/img/2010/03/little-big-town-z2a-53x53.jpg,81,76,5,up,2010-07-17,
77,Animal,Neon Trees,https://charts-static.billboard.com/img/2010/02/neon-trees-p7d-53x53.jpg,83,77,5,up,2010-07-17,
78,Magic,B.o.B Featuring Rivers Cuomo,https://charts-static.billboard.com/img/2010/05/bob-1-t7h-53x53.jpg,91,78,4,up,2010-07-17,
79,Hold You (Hold Yuh),Gyptian,https://charts-static.billboard.com/img/2010/03/gyptian-i43-53x53.jpg,78,78,6,down,2010-07-17,
80,Our Kind Of Love,Lady Antebellum,https://charts-static.billboard.com/img/2010/02/lady-antebellum-g3u-53x53.jpg,89,80,4,up,2010-07-17,
81,Eenie Meenie,Sean Kingston & Justin Bieber,https://charts-static.billboard.com/img/2010/03/sean-kingston-qzx-53x53.jpg,68,15,15,down,2010-07-17,
82,Shark In The Water,V V Brown,Not supported yet,67,67,5,down,2010-07-17,
83,Secrets,OneRepublic,https://charts-static.billboard.com/img/2009/11/onerepublic-bjw-53x53.jpg,-,83,2,re-entry,2010-07-17,
84,Outta Your Mind,Lil Jon Featuring LMFAO,https://charts-static.billboard.com/img/2010/03/lil-jon-cje-53x53.jpg,,,,new,2010-07-17,
85,If I Had You,Adam Lambert,https://charts-static.billboard.com/img/2010/06/adam-lambert-00l-53x53.jpg,94,85,2,up,2010-07-17,
86,The Man I Want To Be,Chris Young,https://charts-static.billboard.com/img/2009/11/chris-young-obk-53x53.jpg,79,48,18,down,2010-07-17,
87,Deuces,Chris Brown Featuring Tyga & Kevin McCall,https://charts-static.billboard.com/img/2010/07/chris-brown-cte-53x53.jpg,,,,new,2010-07-17,
88,Kissin U,Miranda Cosgrove,https://charts-static.billboard.com/img/2010/04/miranda-cosgrove-7k1-53x53.jpg,93,54,6,up,2010-07-17,
89,Farmer's Daughter,Rodney Atkins,https://charts-static.billboard.com/img/2010/04/rodney-atkins-r4o-53x53.jpg,98,89,3,up,2010-07-17,
90,Wrong Baby Wrong,Martina McBride,https://charts-static.billboard.com/img/2010/01/martina-mcbride-bwm-53x53.jpg,80,74,15,down,2010-07-17,
91,All About Tonight,Blake Shelton,https://charts-static.billboard.com/img/2010/04/blake-shelton-22w-53x53.jpg,97,91,3,up,2010-07-17,
92,This Ain't Nothin',Craig Morgan,https://charts-static.billboard.com/img/2010/01/craig-morgan-u5x-53x53.jpg,96,92,3,up,2010-07-17,
93,143,Bobby Brackins Featuring Ray J,https://charts-static.billboard.com/img/2010/05/bobby-brackins-vlj-53x53.jpg,99,91,3,up,2010-07-17,
94,Wavin' Flag,K'Naan,https://charts-static.billboard.com/img/2009/03/knaan-19c-53x53.jpg,84,82,5,down,2010-07-17,
95,We'll Be A Dream,WE the Kings Featuring Demi Lovato,https://charts-static.billboard.com/img/2010/05/we-the-kings-dll-53x53.jpg,,,,new,2010-07-17,
96,Neighbors Know My Name,Trey Songz,https://charts-static.billboard.com/img/2009/12/trey-songz-kc8-53x53.jpg,87,43,19,down,2010-07-17,
97,All Over Me,Josh Turner,https://charts-static.billboard.com/img/2010/04/josh-turner-ru7-53x53.jpg,,,,new,2010-07-17,
98,Never Say Never,Justin Bieber Featuring Jaden Smith,https://charts-static.billboard.com/img/2010/06/justin-bieber-3jm-53x53.jpg,86,33,4,down,2010-07-17,
99,Cuando Me Enamoro,Enrique Iglesias Featuring Juan Luis Guerra,https://charts-static.billboard.com/img/2017/03/enrique-iglesias-53x53.jpg,,,,new,2010-07-17,
100,I Can Do Anything,3OH!3,https://charts-static.billboard.com/img/2010/07/3oh3-eia-53x53.jpg,,,,new,2010-07-17,
1,California Gurls,Katy Perry Featuring Snoop Dogg,https://charts-static.billboard.com/img/2010/05/katy-perry-l8p-53x53.jpg,1,1,9,same,2010-07-24,6
2,Love The Way You Lie,Eminem Featuring Rihanna,https://charts-static.billboard.com/img/2010/06/eminem-1xq-53x53.jpg,2,2,3,same,2010-07-24,
3,Airplanes,B.o.B Featuring Hayley Williams,https://charts-static.billboard.com/img/2010/05/bob-1-t7h-53x53.jpg,4,2,13,up,2010-07-24,
4,OMG,Usher Featuring will.i.am,https://charts-static.billboard.com/img/2010/03/usher-oqp-53x53.jpg,3,1,15,down,2010-07-24,
5,Billionaire,Travie McCoy Featuring Bruno Mars,https://charts-static.billboard.com/img/2010/03/travie-mccoy-xyy-53x53.jpg,5,4,15,same,2010-07-24,
6,Dynamite,Taio Cruz,https://charts-static.billboard.com/img/2010/06/taio-cruz-vf6-53x53.jpg,7,6,6,up,2010-07-24,
7,Cooler Than Me,Mike Posner,https://charts-static.billboard.com/img/2010/04/mike-posner-oiz-53x53.jpg,6,6,11,down,2010-07-24,
8,I Like It,Enrique Iglesias Featuring Pitbull,https://charts-static.billboard.com/img/2010/05/enrique-iglesias-m5f-53x53.jpg,18,8,9,up,2010-07-24,
9,Find Your Love,Drake,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,8,5,10,down,2010-07-24,
10,Ridin' Solo,Jason Derulo,https://charts-static.billboard.com/img/2010/03/jason-derulo-3xq-53x53.jpg,9,9,15,down,2010-07-24,
11,Not Afraid,Eminem,https://charts-static.billboard.com/img/2010/05/eminem-1xq-53x53.jpg,10,1,10,down,2010-07-24,
12,Your Love Is My Drug,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,11,4,22,down,2010-07-24,
13,Alejandro,Lady Gaga,https://charts-static.billboard.com/img/2009/12/lady-gaga-gyl-53x53.jpg,12,5,15,down,2010-07-24,
