rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
65,Low,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,52,17,3,down,2023-01-07
66,Son Of A Sinner,Jelly Roll,https://charts-static.billboard.com/img/2021/10/jelly-roll-54d-son-of-a-sinner-f0f-180x180.jpg,,68,31,26,up,2023-01-07
67,Blind,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,48,12,3,down,2023-01-07
68,What My World Spins Around,Jordan Davis,https://charts-static.billboard.com/img/2022/06/jordan-davis-8bp-what-my-world-spins-around-3ix-180x180.jpg,,65,41,20,down,2023-01-07
69,Wait In The Truck,HARDY Featuring Lainey Wilson,https://charts-static.billboard.com/img/2022/09/hardy-jul-waitinthetruck-q88-180x180.jpg,,69,51,17,same,2023-01-07
70,"Going, Going, Gone",Luke Combs,https://charts-static.billboard.com/img/2022/07/luke-combs-9dm-goinggoinggone-h44-180x180.jpg,,73,70,7,up,2023-01-07
71,Heart Like A Truck,Lainey Wilson,https://charts-static.billboard.com/img/2022/05/lainey-wilson-2a9-heartlikeatruck-kkr-180x180.jpg,,74,71,7,up,2023-01-07
72,Last Christmas,Lauren Spencer-Smith,https://charts-static.billboard.com/img/2022/12/laurenspencersmith-j6z-lastchristmas-36u-180x180.jpg,,81,72,5,up,2023-01-07
73,Blue Christmas,Kane Brown,https://charts-static.billboard.com/img/2022/12/kane-brown-dqa-bluechristmas-7mp-180x180.jpg,,76,73,4,up,2023-01-07
74,Snooze,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,61,29,3,down,2023-01-07
75,Escapism,RAYE Featuring 070 Shake,https://charts-static.billboard.com/img/2022/12/raye-pn7-escapism-lq3-180x180.jpg,,72,72,4,down,2023-01-07
76,"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande,https://charts-static.billboard.com/img/2021/12/kelly-clarkson-w89-santacantyouhearme-hin-180x180.jpg,,78,76,4,up,2023-01-07
77,Love Language,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,58,21,3,down,2023-01-07
78,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,https://charts-static.billboard.com/img/2022/10/lil-nas-x-qv4-starwalkinleagueoflegendsworldsanthem-hbq-180x180.jpg,,77,32,14,down,2023-01-07
79,Calm Down,Rema & Selena Gomez,https://charts-static.billboard.com/img/2022/02/rema-000-calmdown-5vt-180x180.jpg,,83,74,17,up,2023-01-07
80,Whiskey On You,Nate Smith,https://charts-static.billboard.com/img/2022/05/nate-smith-ry3-whiskey-on-you-9sh-180x180.jpg,,80,44,28,same,2023-01-07
81,Seek & Destroy,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,63,24,3,down,2023-01-07
82,Hold Me Closer,Elton John & Britney Spears,https://charts-static.billboard.com/img/2022/09/elton-john-m6x-holdmecloser-952-180x180.jpg,,98,6,18,up,2023-01-07
83,Que Vuelvas,Carin Leon X Grupo Frontera,https://charts-static.billboard.com/img/2022/12/carinleon-yy4-quevuelvas-z3n-180x180.jpg,,None,83,1,new,2023-01-07
84,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg,,84,22,4,same,2023-01-07
85,Spin Bout U,Drake & 21 Savage,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,87,5,8,up,2023-01-07
86,Used,SZA Featuring Don Toliver,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,70,30,3,down,2023-01-07
87,Romantic Homicide,d4vd,https://charts-static.billboard.com/img/2022/08/d4vd-7p1-romantichomicide-98c-180x180.jpg,,94,33,17,up,2023-01-07
88,Circo Loco,Drake & 21 Savage,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,90,8,8,up,2023-01-07
89,Ghost In The Machine,SZA Featuring Phoebe Bridgers,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,75,40,3,down,2023-01-07
90,Down Home,Jimmie Allen,https://charts-static.billboard.com/img/2022/03/jimmie-allen-tmq-down-home-l02-180x180.jpg,,96,88,6,up,2023-01-07
91,Bebe Dame,Fuerza Regida X Grupo Frontera,https://charts-static.billboard.com/img/2022/12/fuerzaregida-30k-bebedame-0yy-180x180.jpg,,None,91,1,new,2023-01-07
92,Special,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,71,37,3,down,2023-01-07
93,No Se Va,Grupo Frontera,https://charts-static.billboard.com/img/2022/09/grupofrontera-cdi-noseva-cwa-180x180.jpg,,None,57,12,re-entry,2023-01-07
94,Kid On Christmas,Pentatonix Featuring Meghan Trainor,https://charts-static.billboard.com/img/2011/12/pentatonix-nky-180x180.jpg,,93,93,2,down,2023-01-07
95,One Thing At A Time,Morgan Wallen,https://charts-static.billboard.com/img/2022/12/morgan-wallen-nlu-onethingatatime-jsv-180x180.jpg,,97,37,4,up,2023-01-07
96,Pick Me Up,Gabby Barrett,https://charts-static.billboard.com/img/2021/12/gabby-barrett-ait-pick-me-up-ql6-180x180.jpg,,None,69,19,re-entry,2023-01-07
97,SOS,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,79,32,3,down,2023-01-07
98,Forget Me,Lewis Capaldi,https://charts-static.billboard.com/img/2022/09/lewis-capaldi-s0e-forgetme-63y-180x180.jpg,,None,95,7,re-entry,2023-01-07
99,La Jumpa,Arcangel & Bad Bunny,https://charts-static.billboard.com/img/2022/12/arcangel-pqf-lajumpa-qh2-180x180.jpg,,None,68,2,re-entry,2023-01-07
100,Gone Girl,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,82,43,3,down,2023-01-07
1,Anti-Hero,Taylor Swift,https://charts-static.billboard.com/img/2022/10/taylor-swift-824-antihero-fgo-180x180.jpg,1,8,1,11,up,2023-01-14
2,Unholy,Sam Smith & Kim Petras,https://charts-static.billboard.com/img/2022/10/sam-smith-jw8-unholy-7a7-180x180.jpg,,10,1,15,up,2023-01-14
3,Kill Bill,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,11,3,4,up,2023-01-14
4,I'm Good (Blue),David Guetta & Bebe Rexha,https://charts-static.billboard.com/img/2022/09/david-guetta-ruw-imgoodblue-d17-180x180.jpg,,19,4,19,up,2023-01-14
5,Rich Flex,Drake & 21 Savage,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,21,2,9,up,2023-01-14
6,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg,,22,5,5,up,2023-01-14
7,As It Was,Harry Styles,https://charts-static.billboard.com/img/2022/04/harry-styles-6jk-asitwas-po3-180x180.jpg,,31,1,40,up,2023-01-14
8,Die For You,The Weeknd,https://charts-static.billboard.com/img/2016/12/the-weeknd-xmx-dieforyou-eei-180x180.jpg,,26,8,23,up,2023-01-14
9,Bad Habit,Steve Lacy,https://charts-static.billboard.com/img/2022/07/steve-lacy-d2o-badhabit-l6b-180x180.jpg,,30,1,27,up,2023-01-14
10,Cuff It,Beyonce,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg,,38,10,21,up,2023-01-14
11,Something In The Orange,Zach Bryan,https://charts-static.billboard.com/img/2022/05/zach-bryan-cfd-something-in-the-orange-ynj-180x180.jpg,,42,11,37,up,2023-01-14
12,Made You Look,Meghan Trainor,https://charts-static.billboard.com/img/2014/07/meghan-trainor-3k0-180x180.jpg,,45,12,11,up,2023-01-14
13,You Proof,Morgan Wallen,https://charts-static.billboard.com/img/2022/05/morgan-wallen-nlu-you-proof-uu4-180x180.jpg,,46,5,34,up,2023-01-14
14,Under The Influence,Chris Brown,https://charts-static.billboard.com/img/2022/08/chris-brown-94g-undertheinfluence-oac-180x180.jpg,,39,14,17,up,2023-01-14
15,Golden Hour,JVKE,https://charts-static.billboard.com/img/2022/09/jvke-4lr-goldenhour-ig9-180x180.jpg,,49,15,19,up,2023-01-14
16,Just Wanna Rock,Lil Uzi Vert,https://charts-static.billboard.com/img/2022/10/lil-uzi-vert-g7z-justwannarock-uyx-180x180.jpg,,53,16,12,up,2023-01-14
17,Thank God,Kane Brown With Katelyn Brown,https://charts-static.billboard.com/img/2022/09/kane-brown-dqa-thankgod-qyu-180x180.jpg,,56,17,17,up,2023-01-14
18,Super Freaky Girl,Nicki Minaj,https://charts-static.billboard.com/img/2022/08/nicki-minaj-721-superfreakygirl-wpa-180x180.jpg,,51,1,21,up,2023-01-14
19,I Like You (A Happier Song),Post Malone Featuring Doja Cat,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg,,None,3,28,re-entry,2023-01-14
20,Rock And A Hard Place,Bailey Zimmerman,https://charts-static.billboard.com/img/2022/06/baileyzimmerman-qt3-rockandahardplace-vms-180x180.jpg,,61,20,30,up,2023-01-14
21,Tomorrow 2,GloRilla & Cardi B,https://charts-static.billboard.com/img/2022/08/glorilla-000-tomorrow2-5ob-180x180.jpg,,54,9,15,up,2023-01-14
22,Wasted On You,Morgan Wallen,https://charts-static.billboard.com/img/2021/01/morgan-wallen-nlu-wasted-on-you-32x-180x180.jpg,,None,9,57,re-entry,2023-01-14
23,Shirt,SZA,https://charts-static.billboard.com/img/2022/11/sza-mhq-shirt-e9d-180x180.jpg,,52,11,10,up,2023-01-14
24,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg,,55,8,5,up,2023-01-14
25,Lift Me Up,Rihanna,https://charts-static.billboard.com/img/2022/11/rihanna-k0p-liftmeup-5gp-180x180.jpg,,57,2,10,up,2023-01-14
26,About Damn Time,Lizzo,https://charts-static.billboard.com/img/2022/04/lizzo-o9x-about-damn-time-f6q-180x180.jpg,,None,1,34,re-entry,2023-01-14
27,Until I Found You,Stephen Sanchez,https://charts-static.billboard.com/img/2022/03/stephensanchez-s9k-untilifoundyou-6xd-180x180.jpg,,58,27,27,up,2023-01-14
28,Wait For U,Future Featuring Drake & Tems,https://charts-static.billboard.com/img/1988/03/future-f8b-180x180.jpg,,None,1,33,re-entry,2023-01-14
29,Sunroof,Nicky Youre & dazy,https://charts-static.billboard.com/img/2022/02/nicky-youre-alv-sunroof-3kv-180x180.jpg,,None,4,28,re-entry,2023-01-14
30,I Ain't Worried,OneRepublic,https://charts-static.billboard.com/img/2022/06/onerepublic-m2z-i-aint-worried-p2t-180x180.jpg,,None,6,26,re-entry,2023-01-14
31,"Going, Going, Gone",Luke Combs,https://charts-static.billboard.com/img/2022/07/luke-combs-9dm-goinggoinggone-h44-180x180.jpg,,70,31,8,up,2023-01-14
32,Vegas,Doja Cat,https://charts-static.billboard.com/img/2022/05/doja-cat-lm6-vegas-w90-180x180.jpg,,None,10,27,re-entry,2023-01-14
33,Thought You Should Know,Morgan Wallen,https://charts-static.billboard.com/img/2022/05/morgan-wallen-nlu-thought-you-should-know-xxs-180x180.jpg,,None,12,21,re-entry,2023-01-14
34,The Kind Of Love We Make,Luke Combs,https://charts-static.billboard.com/img/2022/06/luke-combs-9dm-the-kind-of-love-we-make-oo9-180x180.jpg,,None,8,24,re-entry,2023-01-14
35,She Had Me At Heads Carolina,Cole Swindell,https://charts-static.billboard.com/img/2013/06/cole-swindell-2q7-180x180.jpg,,None,16,28,re-entry,2023-01-14
36,Son Of A Sinner,Jelly Roll,https://charts-static.billboard.com/img/2021/10/jelly-roll-54d-son-of-a-sinner-f0f-180x180.jpg,,66,31,27,up,2023-01-14
37,Lavender Haze,Taylor Swift,https://charts-static.billboard.com/img/2006/07/taylor-swift-824-180x180.jpg,,64,2,11,up,2023-01-14
38,Wait In The Truck,HARDY Featuring Lainey Wilson,https://charts-static.billboard.com/img/2022/09/hardy-jul-waitinthetruck-q88-180x180.jpg,,69,38,18,up,2023-01-14
39,Heart Like A Truck,Lainey Wilson,https://charts-static.billboard.com/img/2022/05/lainey-wilson-2a9-heartlikeatruck-kkr-180x180.jpg,,71,39,8,up,2023-01-14
40,Victoria's Secret,Jax,https://charts-static.billboard.com/img/2022/07/jax-6vn-victoriassecret-745-180x180.jpg,,63,35,23,up,2023-01-14
41,Unstoppable,Sia,https://charts-static.billboard.com/img/2006/01/sia-0sp-180x180.jpg,,None,28,21,re-entry,2023-01-14
42,Nobody Gets Me,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,59,10,4,up,2023-01-14
43,Escapism,RAYE Featuring 070 Shake,https://charts-static.billboard.com/img/2022/12/raye-pn7-escapism-lq3-180x180.jpg,,75,43,5,up,2023-01-14
44,What My World Spins Around,Jordan Davis,https://charts-static.billboard.com/img/2022/06/jordan-davis-8bp-what-my-world-spins-around-3ix-180x180.jpg,,68,41,21,up,2023-01-14
45,Low,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,65,17,4,up,2023-01-14
46,Calm Down,Rema & Selena Gomez,https://charts-static.billboard.com/img/2022/02/rema-000-calmdown-5vt-180x180.jpg,,79,46,18,up,2023-01-14
47,Whiskey On You,Nate Smith,https://charts-static.billboard.com/img/2022/05/nate-smith-ry3-whiskey-on-you-9sh-180x180.jpg,,80,44,29,up,2023-01-14
48,Fall In Love,Bailey Zimmerman,https://charts-static.billboard.com/img/2022/02/baileyzimmerman-qt3-fallinlove-d5q-180x180.jpg,,None,29,33,re-entry,2023-01-14
49,Jimmy Cooks,Drake Featuring 21 Savage,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,None,1,25,re-entry,2023-01-14
50,Bebe Dame,Fuerza Regida X Grupo Frontera,https://charts-static.billboard.com/img/2022/12/fuerzaregida-vjz-bebedame-0yy-180x180.jpg,,91,50,2,up,2023-01-14
51,Blind,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,67,12,4,up,2023-01-14
52,Hold Me Closer,Elton John & Britney Spears,https://charts-static.billboard.com/img/2022/09/elton-john-m6x-holdmecloser-952-180x180.jpg,,82,6,19,up,2023-01-14
53,Snooze,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,74,29,4,up,2023-01-14
54,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,https://charts-static.billboard.com/img/2022/10/lil-nas-x-qv4-starwalkinleagueoflegendsworldsanthem-hbq-180x180.jpg,,78,32,15,up,2023-01-14
55,Hotel Lobby (Unc And Phew),Quavo & Takeoff,https://charts-static.billboard.com/img/2022/06/quavo-bdb-hotellobbyuncandphew-506-180x180.jpg,,None,55,21,re-entry,2023-01-14
56,Love Language,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,77,21,4,up,2023-01-14
57,Que Vuelvas,Carin Leon X Grupo Frontera,https://charts-static.billboard.com/img/2022/12/carinleon-yy4-quevuelvas-z3n-180x180.jpg,,83,57,2,up,2023-01-14
58,Tennessee Orange,Megan Moroney,https://charts-static.billboard.com/img/2022/09/meganmoroney-r88-tennesseeorange-rop-180x180.jpg,,None,58,4,re-entry,2023-01-14
59,Romantic Homicide,d4vd,https://charts-static.billboard.com/img/2022/08/d4vd-7p1-romantichomicide-98c-180x180.jpg,,87,33,18,up,2023-01-14
60,Gato de Noche,Nengo Flow & Bad Bunny,https://charts-static.billboard.com/img/2023/01/nengo-flow-000-gatodenoche-asz-180x180.jpg,,62,60,2,up,2023-01-14
61,Down Home,Jimmie Allen,https://charts-static.billboard.com/img/2022/03/jimmie-allen-tmq-down-home-l02-180x180.jpg,,90,61,7,up,2023-01-14
62,Spin Bout U,Drake & 21 Savage,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,85,5,9,up,2023-01-14
63,Pick Me Up,Gabby Barrett,https://charts-static.billboard.com/img/2021/12/gabby-barrett-ait-pick-me-up-ql6-180x180.jpg,,96,63,20,up,2023-01-14
64,Circo Loco,Drake & 21 Savage,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg,,88,8,9,up,2023-01-14
65,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg,,84,22,5,up,2023-01-14
66,Seek & Destroy,SZA,https://charts-static.billboard.com/img/2014/04/sza-8os-180x180.jpg,,81,24,4,up,2023-01-14
67,What He Didn't Do,Carly Pearce,https://charts-static.billboard.com/img/2021/10/carly-pearce-al1-what-he-didnt-do-3k9-180x180.jpg,,None,67,3,re-entry,2023-01-14
68,Bloody Mary,Lady Gaga,https://charts-static.billboard.com/img/2008/04/lady-gaga-b8x-180x180.jpg,,None,68,1,new,2023-01-14
69,Handle On You,Parker McCollum,https://charts-static.billboard.com/img/2022/08/parker-mccollum-2ed-handleonyou-aqz-180x180.jpg,,None,69,1,new,2023-01-14
70,No Se Va,Grupo Frontera,https://charts-static.billboard.com/img/2022/09/grupofrontera-cdi-noseva-cwa-180x180.jpg,,93,57,13,up,2023-01-14
71,Snap,Rosa Linn,https://charts-static.billboard.com/img/2022/07/rosa-linn-rc0-snap-c7i-180x180.jpg,,None,71,10,re-entry,2023-01-14
