,title,artist,count,year
0,Rolling In The Deep,Adele,51,2011
1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,39,2011
2,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",38,2011
3,Crazy Girl,Eli Young Band,36,2011
4,Good Life,OneRepublic,34,2011
5,Pumped Up Kicks,Foster The People,34,2011
6,Super Bass,Nicki Minaj,34,2011
7,Without You,Keith Urban,34,2011
8,Firework,Katy Perry,33,2011
9,Just A Kiss,Lady Antebellum,33,2011
10,F**k You! (Forget You),Cee Lo Green,32,2011
11,Just Can't Get Enough,The Black Eyed Peas,31,2011
12,The Show Goes On,Lupe Fiasco,31,2011
13,If I Die Young,The Band Perry,30,2011
14,F**kin' Perfect,P!nk,30,2011
15,Tonight Tonight,Hot Chelle Rae,30,2011
16,On The Floor,Jennifer Lopez Featuring Pitbull,29,2011
17,E.T.,Katy Perry Featuring Kanye West,29,2011
18,For The First Time,The Script,29,2011
19,Down On Me,Jeremih Featuring 50 Cent,28,2011
20,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,27,2011
21,Dirt Road Anthem,Jason Aldean,27,2011
22,Just The Way You Are,Bruno Mars,27,2011
23,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,27,2011
24,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,26,2011
25,The Lazy Song,Bruno Mars,26,2011
26,Love You Like A Love Song,Selena Gomez & The Scene,26,2011
27,Motivation,Kelly Rowland Featuring Lil Wayne,25,2011
28,Far Away,Marsha Ambrosius,25,2011
29,Blow,Ke$ha,25,2011
30,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,25,2011
31,S&M,Rihanna Featuring Britney Spears,25,2011
32,Grenade,Bruno Mars,25,2011
33,Barefoot Blue Jean Night,Jake Owen,24,2011
34,Someone Like You,Adele,24,2011
35,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,24,2011
36,How To Love,Lil Wayne,24,2011
37,All Of The Lights,Kanye West,24,2011
38,The Edge Of Glory,Lady Gaga,24,2011
39,You Make Me Feel...,Cobra Starship Featuring Sabi,23,2011
40,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",23,2011
41,God Gave Me You,Blake Shelton,23,2011
42,Sure Thing,Miguel,23,2011
43,Take A Back Road,Rodney Atkins,23,2011
44,Moment 4 Life,Nicki Minaj Featuring Drake,23,2011
45,Last Friday Night (T.G.I.F.),Katy Perry,23,2011
46,Lighters,Bad Meets Evil Featuring Bruno Mars,22,2011
47,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,22,2011
48,Roll Up,Wiz Khalifa,22,2011
49,Country Must Be Country Wide,Brantley Gilbert,21,2011
50,Tomorrow,Chris Young,21,2011
51,Easy,Rascal Flatts Featuring Natasha Bedingfield,21,2011
52,Jar Of Hearts,Christina Perri,21,2011
53,Born This Way,Lady Gaga,21,2011
54,A Little Bit Stronger,Sara Evans,21,2011
55,My Last,Big Sean Featuring Chris Brown,21,2011
56,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,21,2011
57,Homeboy,Eric Church,21,2011
58,More,Usher,21,2011
59,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,21,2011
60,Price Tag,Jessie J Featuring B.o.B,21,2011
61,Raise Your Glass,P!nk,21,2011
62,Country Girl (Shake It For Me),Luke Bryan,20,2011
63,Keep Your Head Up,Andy Grammer,20,2011
64,Take Over Control,Afrojack Featuring Eva Simons,20,2011
65,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,20,2011
66,John,Lil Wayne Featuring Rick Ross,20,2011
67,The Cave,Mumford & Sons,20,2011
68,I Wanna Go,Britney Spears,20,2011
69,Colder Weather,Zac Brown Band,20,2011
70,Honey Bee,Blake Shelton,20,2011
71,Just Fishin',Trace Adkins,20,2011
72,Old Alabama,Brad Paisley Featuring Alabama,20,2011
73,Best Love Song,T-Pain Featuring Chris Brown,20,2011
74,Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,20,2011
75,Remind Me,Brad Paisley Duet With Carrie Underwood,20,2011
76,Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,20,2011
77,You Lie,The Band Perry,20,2011
78,Heart Like Mine,Miranda Lambert,20,2011
79,You And Tequila,Kenny Chesney Featuring Grace Potter,20,2011
80,You And I,Lady Gaga,20,2011
81,Written In The Stars,Tinie Tempah Featuring Eric Turner,20,2011
82,Hello,Martin Solveig & Dragonette,20,2011
83,Am I The Only One,Dierks Bentley,20,2011
84,Made In America,Toby Keith,20,2011
85,Who Says,Selena Gomez & The Scene,20,2011
86,Are You Gonna Kiss Me Or Not,Thompson Square,20,2011
87,If Heaven Wasn't So Far Away,Justin Moore,20,2011
88,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,20,2011
89,What The Hell,Avril Lavigne,20,2011
90,What Do You Want,Jerrod Niemann,20,2011
91,Backseat,New Boyz Featuring The Cataracs & Dev,20,2011
92,Here For A Good Time,George Strait,20,2011
93,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,20,2011
94,In The Dark,Dev,20,2011
95,Otis,Jay Z Kanye West Featuring Otis Redding,20,2011
96,Mr. Saxobeat,Alexandra Stan,20,2011
97,She Ain't You,Chris Brown,20,2011
98,Best Thing I Never Had,Beyonce,20,2011
99,Mean,Taylor Swift,19,2011
