,title,artist,count,year
0,Dancing With A Stranger,Sam Smith & Normani,45,2019
1,Wow.,Post Malone,44,2019
2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,44,2019
3,Talk,Khalid,43,2019
4,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,42,2019
5,Without Me,Halsey,41,2019
6,Sucker,Jonas Brothers,38,2019
7,Bad Guy,Billie Eilish,38,2019
8,Suge,DaBaby,35,2019
9,Sweet But Psycho,Ava Max,34,2019
10,Happier,Marshmello & Bastille,34,2019
11,Better,Khalid,34,2019
12,Going Bad,Meek Mill Featuring Drake,34,2019
13,Shallow,Lady Gaga & Bradley Cooper,33,2019
14,7 Rings,Ariana Grande,33,2019
15,Truth Hurts,Lizzo,33,2019
16,Sicko Mode,Travis Scott,32,2019
17,Someone You Loved,Lewis Capaldi,32,2019
18,High Hopes,Panic! At The Disco,32,2019
19,I Don't Care,Ed Sheeran & Justin Bieber,30,2019
20,Eastside,"benny blanco, Halsey & Khalid",29,2019
21,Trampoline,SHAED,29,2019
22,Look Back At It,A Boogie Wit da Hoodie,29,2019
23,Ran$om,Lil Tecca,29,2019
24,No Guidance,Chris Brown Featuring Drake,28,2019
25,Middle Child,J. Cole,28,2019
26,Whiskey Glasses,Morgan Wallen,27,2019
27,Only Human,Jonas Brothers,27,2019
28,Pop Out,Polo G Featuring Lil Tjay,27,2019
29,Talk You Out Of It,Florida Georgia Line,26,2019
30,Envy Me,Calboy,26,2019
31,Panini,Lil Nas X,26,2019
32,Senorita,Shawn Mendes & Camila Cabello,26,2019
33,Con Calma,Daddy Yankee Featuring Snow,25,2019
34,Beautiful Crazy,Luke Combs,25,2019
35,Speechless,Dan + Shay,25,2019
36,Pure Water,Mustard & Migos,25,2019
37,Worth It,YK Osiris,25,2019
38,Beautiful People,Ed Sheeran Featuring Khalid,24,2019
39,God's Country,Blake Shelton,23,2019
40,Money In The Grave,Drake Featuring Rick Ross,23,2019
41,One Thing Right,Marshmello & Kane Brown,23,2019
42,If I Can't Have You,Shawn Mendes,23,2019
43,A Lot,21 Savage,23,2019
44,When The Party's Over,Billie Eilish,23,2019
45,Girls Like You,Maroon 5 Featuring Cardi B,22,2019
46,"Hey Look Ma, I Made It",Panic! At The Disco,22,2019
47,Close Friends,Lil Baby,22,2019
48,Knockin' Boots,Luke Bryan,22,2019
49,Ballin',Mustard Featuring Roddy Ricch,22,2019
50,Be Alright,Dean Lewis,21,2019
51,Beer Never Broke My Heart,Luke Combs,21,2019
52,Drip Too Hard,Lil Baby & Gunna,21,2019
53,GIRL,Maren Morris,21,2019
54,Lalala,Y2K & bbno$,21,2019
55,"Thank U, Next",Ariana Grande,21,2019
56,Goodbyes,Post Malone Featuring Young Thug,21,2019
57,You Need To Calm Down,Taylor Swift,21,2019
58,Act Up,City Girls,21,2019
59,Callaita,Bad Bunny & Tainy,20,2019
60,Bury A Friend,Billie Eilish,20,2019
61,How Do You Sleep?,Sam Smith,20,2019
62,Calma,Pedro Capo X Farruko,20,2019
63,Time,NF,20,2019
64,Hate Me,Ellie Goulding & Juice WRLD,20,2019
65,Cash Shit,Megan Thee Stallion Featuring DaBaby,20,2019
66,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,20,2019
67,Clout,Offset Featuring Cardi B,20,2019
68,Here Tonight,Brett Young,20,2019
69,Tip Of My Tongue,Kenny Chesney,20,2019
70,Thotiana,Blueface,20,2019
71,Good As You,Kane Brown,20,2019
72,Put A Date On It,Yo Gotti Featuring Lil Baby,20,2019
73,Walk Me Home,P!nk,20,2019
74,Prayed For You,Matt Stell,20,2019
75,Girls Need Love,Summer Walker X Drake,20,2019
76,Eyes On You,Chase Rice,20,2019
77,Please Me,Cardi B & Bruno Mars,20,2019
78,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,20,2019
79,I Don't Know About You,Chris Lane,20,2019
80,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",20,2019
81,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,20,2019
82,The Git Up,Blanco Brown,20,2019
83,Make It Sweet,Old Dominion,20,2019
84,Shotta Flow,NLE Choppa,20,2019
85,ME!,Taylor Swift Featuring Brendon Urie,20,2019
86,Love Someone,Lukas Graham,20,2019
87,All To Myself,Dan + Shay,20,2019
88,You Say,Lauren Daigle,20,2019
89,Miss Me More,Kelsea Ballerini,20,2019
90,Baby,Lil Baby & DaBaby,20,2019
91,Baby Shark,Pinkfong,20,2019
92,Murder On My Mind,YNW Melly,20,2019
93,My Type,Saweetie,20,2019
94,Look What God Gave Her,Thomas Rhett,20,2019
95,The London,"Young Thug, J. Cole & Travis Scott",20,2019
96,Rumor,Lee Brice,20,2019
97,Youngblood,5 Seconds Of Summer,19,2019
98,Go Loko,"YG, Tyga & Jon Z",19,2019
99,Baby Sitter,DaBaby Featuring Offset,19,2019
