,title,artist,count,year
0,Radioactive,Imagine Dragons,52,2013
1,Sail,AWOLNATION,47,2013
2,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,44,2013
3,Mirrors,Justin Timberlake,42,2013
4,Stay,Rihanna Featuring Mikky Ekko,41,2013
5,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,39,2013
6,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,38,2013
7,Cruise,Florida Georgia Line Featuring Nelly,36,2013
8,Just Give Me A Reason,P!nk Featuring Nate Ruess,36,2013
9,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,35,2013
10,Demons,Imagine Dragons,34,2013
11,Ho Hey,The Lumineers,34,2013
12,When I Was Your Man,Bruno Mars,34,2013
13,Clarity,Zedd Featuring Foxes,33,2013
14,Safe And Sound,Capital Cities,33,2013
15,"Gone, Gone, Gone",Phillip Phillips,30,2013
16,Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,30,2013
17,I Love It,Icona Pop Featuring Charli XCX,29,2013
18,Get Lucky,Daft Punk Featuring Pharrell Williams,29,2013
19,Power Trip,J. Cole Featuring Miguel,29,2013
20,Brave,Sara Bareilles,27,2013
21,I Knew You Were Trouble.,Taylor Swift,27,2013
22,HeadBand,B.o.B Featuring 2 Chainz,27,2013
23,Sweater Weather,The Neighbourhood,27,2013
24,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,26,2013
25,The Way,Ariana Grande Featuring Mac Miller,26,2013
26,We Can't Stop,Miley Cyrus,26,2013
27,Counting Stars,OneRepublic,26,2013
28,Bad,Wale Featuring Tiara Thomas Or Rihanna,26,2013
29,Suit & Tie,Justin Timberlake Featuring JAY Z,26,2013
30,Wagon Wheel,Darius Rucker,26,2013
31,Wake Me Up!,Avicii,25,2013
32,I Need Your Love,Calvin Harris Featuring Ellie Goulding,25,2013
33,Locked Out Of Heaven,Bruno Mars,25,2013
34,Royals,Lorde,24,2013
35,Feel This Moment,Pitbull Featuring Christina Aguilera,24,2013
36,Treasure,Bruno Mars,23,2013
37,Daylight,Maroon 5,23,2013
38,Summertime Sadness,Lana Del Rey & Cedric Gervais,23,2013
39,Holy Grail,Jay Z Featuring Justin Timberlake,23,2013
40,It Goes Like This,Thomas Rhett,22,2013
41,Love Me,Lil Wayne Featuring Drake & Future,22,2013
42,Come & Get It,Selena Gomez,22,2013
43,Started From The Bottom,Drake,22,2013
44,Sweet Nothing,Calvin Harris Featuring Florence Welch,21,2013
45,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,21,2013
46,"Bitch, Don't Kill My Vibe",Kendrick Lamar,21,2013
47,Crash My Party,Luke Bryan,21,2013
48,Gas Pedal,Sage The Gemini Featuring IamSu!,21,2013
49,Scream & Shout,will.i.am & Britney Spears,21,2013
50,Love More,Chris Brown Featuring Nicki Minaj,21,2013
51,The Other Side,Jason Derulo,21,2013
52,Love Somebody,Maroon 5,21,2013
53,Young And Beautiful,Lana Del Rey,21,2013
54,Hey Girl,Billy Currington,21,2013
55,Heart Attack,Demi Lovato,21,2013
56,We Still In This B****,B.o.B Featuring T.I. & Juicy J,20,2013
57,Carry On,fun.,20,2013
58,Crooked Smile,J. Cole Featuring TLC,20,2013
59,Highway Don't Care,Tim McGraw With Taylor Swift,20,2013
60,Little Bit Of Everything,Keith Urban,20,2013
61,I Will Wait,Mumford & Sons,20,2013
62,Downtown,Lady Antebellum,20,2013
63,Don't You Worry Child,Swedish House Mafia Featuring John Martin,20,2013
64,Tom Ford,JAY-Z,20,2013
65,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,20,2013
66,I Want Crazy,Hunter Hayes,20,2013
67,Don't Ya,Brett Eldredge,20,2013
68,Type Of Way,Rich Homie Quan,20,2013
69,Get Your Shine On,Florida Georgia Line,20,2013
70,Hey Pretty Girl,Kip Moore,20,2013
71,Harlem Shake,Baauer,20,2013
72,Troublemaker,Olly Murs Featuring Flo Rida,20,2013
73,I Drive Your Truck,Lee Brice,20,2013
74,DONE.,The Band Perry,20,2013
75,How Many Drinks?,Miguel,20,2013
76,Let Her Go,Passenger,20,2013
77,Round Here,Florida Georgia Line,20,2013
78,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",20,2013
79,Aw Naw,Chris Young,20,2013
80,Red Nose,Sage The Gemini,20,2013
81,Rich As F**k,Lil Wayne Featuring 2 Chainz,20,2013
82,Bugatti,Ace Hood Featuring Future & Rick Ross,20,2013
83,Anywhere With You,Jake Owen,20,2013
84,Beat This Summer,Brad Paisley,20,2013
85,Next To Me,Emeli Sande,20,2013
86,Sure Be Cool If You Did,Blake Shelton,20,2013
87,Southern Girl,Tim McGraw,20,2013
88,Parking Lot Party,Lee Brice,20,2013
89,Mine Would Be You,Blake Shelton,20,2013
90,Mama's Broken Heart,Miranda Lambert,20,2013
91,Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,20,2013
92,Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20,2013
93,Loveeeeeee Song,Rihanna Featuring Future,20,2013
94,Body Party,Ciara,20,2013
95,All Over The Road,Easton Corbin,20,2013
96,Pour It Up,Rihanna,20,2013
97,See You Again,Carrie Underwood,20,2013
98,Redneck Crazy,Tyler Farr,20,2013
99,Alive,Krewella,20,2013
