,title,artist,count,year
0,Love Lies,Khalid & Normani,44,2018
1,Meant To Be,Bebe Rexha & Florida Georgia Line,43,2018
2,I Like Me Better,Lauv,41,2018
3,Perfect,Ed Sheeran,40,2018
4,The Middle,"Zedd, Maren Morris & Grey",40,2018
5,Psycho,Post Malone Featuring Ty Dolla $ign,39,2018
6,Tequila,Dan + Shay,38,2018
7,Sad!,XXXTENTACION,38,2018
8,I Like It,"Cardi B, Bad Bunny & J Balvin",37,2018
9,God's Plan,Drake,36,2018
10,Never Be The Same,Camila Cabello,35,2018
11,Delicate,Taylor Swift,35,2018
12,Boo'd Up,Ella Mai,35,2018
13,Mine,Bazzi,34,2018
14,Better Now,Post Malone,34,2018
15,Lucid Dreams,Juice WRLD,32,2018
16,Friends,Marshmello & Anne-Marie,31,2018
17,Girls Like You,Maroon 5 Featuring Cardi B,30,2018
18,Taste,Tyga Featuring Offset,29,2018
19,Youngblood,5 Seconds Of Summer,29,2018
20,Yes Indeed,Lil Baby & Drake,29,2018
21,New Rules,Dua Lipa,27,2018
22,Havana,Camila Cabello Featuring Young Thug,27,2018
23,Rockstar,Post Malone Featuring 21 Savage,27,2018
24,No Tears Left To Cry,Ariana Grande,27,2018
25,Heaven,Kane Brown,26,2018
26,Whatever It Takes,Imagine Dragons,26,2018
27,Back To You,Selena Gomez,26,2018
28,X,"ScHoolboy Q, 2 Chainz & Saudi",26,2018
29,Finesse,Bruno Mars & Cardi B,25,2018
30,Nice For What,Drake,25,2018
31,Look Alive,BlocBoy JB Featuring Drake,25,2018
32,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",24,2018
33,In My Blood,Shawn Mendes,23,2018
34,Ric Flair Drip,Offset & Metro Boomin,23,2018
35,You Say,Lauren Daigle,23,2018
36,IDGAF,Dua Lipa,23,2018
37,Wait,Maroon 5,23,2018
38,Eastside,"benny blanco, Halsey & Khalid",23,2018
39,In My Feelings,Drake,22,2018
40,Natural,Imagine Dragons,22,2018
41,Nonstop,Drake,22,2018
42,Broken,lovelytheband,22,2018
43,Walk It Talk It,Migos Featuring Drake,22,2018
44,God Is A Woman,Ariana Grande,22,2018
45,All The Stars,Kendrick Lamar & SZA,21,2018
46,Dura,Daddy Yankee,21,2018
47,One Kiss,Calvin Harris & Dua Lipa,21,2018
48,Stir Fry,Migos,21,2018
49,Get Along,Kenny Chesney,21,2018
50,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",21,2018
51,Lose It,Kane Brown,21,2018
52,Changes,XXXTENTACION,20,2018
53,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,20,2018
54,Mercy,Brett Young,20,2018
55,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",20,2018
56,Plug Walk,Rich The Kid,20,2018
57,Ring,Cardi B Featuring Kehlani,20,2018
58,Moonlight,XXXTENTACION,20,2018
59,Freaky Friday,Lil Dicky Featuring Chris Brown,20,2018
60,Lie,NF,20,2018
61,Medicine,Queen Naija,20,2018
62,Trip,Ella Mai,20,2018
63,Up Down,Morgan Wallen Featuring Florida Georgia Line,20,2018
64,Red Roses,Lil Skies Featuring Landon Cube,20,2018
65,Bartier Cardi,Cardi B Featuring 21 Savage,20,2018
66,I'm A Mess,Bebe Rexha,20,2018
67,Pray For Me,The Weeknd & Kendrick Lamar,20,2018
68,High Hopes,Panic! At The Disco,20,2018
69,That's On Me,Yella Beezy,20,2018
70,Simple,Florida Georgia Line,20,2018
71,Sicko Mode,Travis Scott,20,2018
72,One Number Away,Luke Combs,20,2018
73,Sit Next To Me,Foster The People,20,2018
74,You Make It Easy,Jason Aldean,20,2018
75,Beautiful,Bazzi Featuring Camila Cabello,20,2018
76,All Girls Are The Same,Juice WRLD,20,2018
77,Be Careful,Cardi B,20,2018
78,El Farsante,Ozuna & Romeo Santos,20,2018
79,Outside Today,YoungBoy Never Broke Again,19,2018
80,Best Part,Daniel Caesar Featuring H.E.R.,19,2018
81,Hotel Key,Old Dominion,19,2018
82,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,19,2018
83,She Got The Best Of Me ,Luke Combs,19,2018
84,New Freezer,Rich The Kid Featuring Kendrick Lamar,19,2018
85,Drunk Me,Mitchell Tenpenny,19,2018
86,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,19,2018
87,Singles You Up,Jordan Davis,19,2018
88,Call Out My Name,The Weeknd,18,2018
89,OTW,"Khalid, Ty Dolla $ign & 6LACK",18,2018
90,I Lived It,Blake Shelton,18,2018
91,Zombie,Bad Wolves,18,2018
92,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,18,2018
93,Happier,Marshmello & Bastille,18,2018
94,Most People Are Good,Luke Bryan,18,2018
95,Feel It Still,Portugal. The Man,18,2018
96,Thunder,Imagine Dragons,18,2018
97,Let You Down,NF,18,2018
98,Breathin,Ariana Grande,18,2018
99,Him & I,G-Eazy & Halsey,17,2018
