,title,artist,count,year
0,Tainted Love,Soft Cell,43,1982
1,Hurts So Good,John Cougar,28,1982
2,Don't You Want Me,The Human League,28,1982
3,867-5309/jenny,Tommy Tutone,27,1982
4,Gloria,Laura Branigan,25,1982
5,Eye In The Sky,The Alan Parsons Project,25,1982
6,Chariots Of Fire - Titles,Vangelis,25,1982
7,Abracadabra,The Steve Miller Band,25,1982
8,Who Can It Be Now?,Men At Work,25,1982
9,Eye Of The Tiger,Survivor,25,1982
10,You Should Hear How She Talks About You,Melissa Manchester,25,1982
11,Hard To Say I'm Sorry,Chicago,24,1982
12,Always On My Mind,Willie Nelson,23,1982
13,Only The Lonely,The Motels,23,1982
14,Let It Whip,Dazz Band,23,1982
15,Rosanna,Toto,23,1982
16,Jack & Diane,John Cougar,22,1982
17,Key Largo,Bertie Higgins,22,1982
18,I Ran (So Far Away),A Flock Of Seagulls,22,1982
19,Making Love,Roberta Flack,21,1982
20,Steppin' Out,Kool & The Gang,21,1982
21,Don't Talk To Strangers,Rick Springfield,21,1982
22,The Other Woman,Ray Parker Jr.,21,1982
23,I've Never Been To Me,Charlene,20,1982
24,I Love Rock 'N Roll,Joan Jett & the Blackhearts,20,1982
25,'65 Love Affair,Paul Davis,20,1982
26,You Can Do Magic,America,20,1982
27,What's Forever For,Michael Murphey,20,1982
28,One Hundred Ways,Quincy Jones Featuring James Ingram,19,1982
29,Up Where We Belong,Joe Cocker And Jennifer Warnes,19,1982
30,Ebony And Ivory,Paul McCartney And Stevie Wonder,19,1982
31,Pac-Man Fever,Buckner & Garcia,19,1982
32,I Keep Forgettin' (Every Time You're Near),Michael McDonald,19,1982
33,Somebody's Baby,Jackson Browne,19,1982
34,We Got The Beat,Go-Go's,19,1982
35,You Don't Want Me Anymore,Steel Breeze,18,1982
36,Heat Of The Moment,Asia,18,1982
37,Blue Eyes,Elton John,18,1982
38,That Girl,Stevie Wonder,18,1982
39,Nobody,Sylvia,18,1982
40,Personally,Karla Bonoff,18,1982
41,Kids In America,Kim Wilde,18,1982
42,Love Is In Control (Finger On The Trigger),Donna Summer,18,1982
43,Even The Nights Are Better,Air Supply,18,1982
44,Open Arms,Journey,18,1982
45,Do You Believe In Love,Huey Lewis & The News,17,1982
46,Empty Garden (Hey Hey Johnny),Elton John,17,1982
47,Genius Of Love,Tom Tom Club,17,1982
48,Get Down On It,Kool & The Gang,17,1982
49,Love Plus One,Haircut One Hundred,17,1982
50,Heart Attack,Olivia Newton-John,17,1982
51,Hold Me,Fleetwood Mac,17,1982
52,Hot In The City,Billy Idol,17,1982
53,It's Gonna Take A Miracle,Deniece Williams,17,1982
54,Caught Up In You,38 Special,17,1982
55,Love's Been A Little Bit Hard On Me,Juice Newton,17,1982
56,Mickey,Toni Basil,17,1982
57,Sweet Dreams,Air Supply,17,1982
58,The One You Love,Glenn Frey,17,1982
59,Theme From Magnum P.i.,Mike Post,17,1982
60,Think I'm In Love,Eddie Money,17,1982
61,Centerfold,The J. Geils Band,17,1982
62,Love Will Turn You Around,Kenny Rogers,17,1982
63,Break It To Me Gently,Juice Newton,17,1982
64,If The Love Fits Wear It,Leslie Pearl,16,1982
65,Should I Do It,The Pointer Sisters,16,1982
66,Love Come Down,Evelyn King,16,1982
67,Shake It Up,The Cars,16,1982
68,Forget Me Nots,Patrice Rushen,16,1982
69,Freeze-frame,The J. Geils Band,16,1982
70,Take It Away,Paul McCartney,16,1982
71,Man On Your Mind,Little River Band,16,1982
72,The Look Of Love (Part One),ABC,16,1982
73,Did It In A Minute,Daryl Hall John Oates,16,1982
74,Fantasy,Aldo Nova,16,1982
75,Goin' Down,Greg Guidry,16,1982
76,Keep The Fire Burnin',REO Speedwagon,16,1982
77,Heartlight,Neil Diamond,16,1982
78,Any Day Now,Ronnie Milsap,16,1982
79,Out Of Work,Gary U.S. Bonds,16,1982
80,(oh) Pretty Woman,Van Halen,16,1982
81,I'm So Excited,The Pointer Sisters,15,1982
82,Southern Cross,"Crosby, Stills & Nash",15,1982
83,Leader Of The Band,Dan Fogelberg,15,1982
84,Wasted On The Way,"Crosby, Stills & Nash",15,1982
85,I Really Don't Need No Light,Jeffrey Osborne,15,1982
86,What About Me,Moving Pictures,15,1982
87,"Baby, Come To Me",Patti Austin A Duet With James Ingram,15,1982
88,Rock This Town,Stray Cats,15,1982
89,Play The Game Tonight,Kansas,15,1982
90,When He Shines,Sheena Easton,15,1982
91,My Guy,Sister Sledge,15,1982
92,When It's Over,Loverboy,15,1982
93,A Penny For Your Thoughts,Tavares,15,1982
94,Crimson And Clover,Joan Jett & the Blackhearts,15,1982
95,Take It Easy On Me,Little River Band,15,1982
96,Without You (Not Another Lonely Night),Franke & The Knockouts,15,1982
97,Let Me Tickle Your Fancy,Jermaine Jackson,15,1982
98,Vacation,Go-Go's,14,1982
99,Love In The First Degree,Alabama,14,1982
