,title,artist,count,year
0,Borderline,Madonna,30,1984
1,Missing You,John Waite,29,1984
2,What's Love Got To Do With It,Tina Turner,28,1984
3,The Glamorous Life,Sheila E.,26,1984
4,I Can Dream About You,Dan Hartman,25,1984
5,Self Control,Laura Branigan,25,1984
6,If Ever You're In My Arms Again,Peabo Bryson,25,1984
7,Jump (for My Love),The Pointer Sisters,24,1984
8,Hello,Lionel Richie,24,1984
9,Sister Christian,Night Ranger,24,1984
10,Against All Odds (Take A Look At Me Now),Phil Collins,24,1984
11,Sunglasses At Night,Corey Hart,23,1984
12,Tonight,Kool & The Gang,23,1984
13,Dance Hall Days,Wang Chung,22,1984
14,I'm So Excited,The Pointer Sisters,22,1984
15,Eyes Without A Face,Billy Idol,22,1984
16,Footloose,Kenny Loggins,22,1984
17,Hard Habit To Break,Chicago,22,1984
18,Girls Just Want To Have Fun,Cyndi Lauper,21,1984
19,The Reflex,Duran Duran,21,1984
20,Ghostbusters,Ray Parker Jr.,21,1984
21,When Doves Cry,Prince,21,1984
22,The Warrior,Scandal Featuring Patty Smyth,21,1984
23,To All The Girls I've Loved Before,Julio Iglesias And Willie Nelson,21,1984
24,Caribbean Queen (No More Love On The Run),Billy Ocean,21,1984
25,Dancing In The Dark,Bruce Springsteen,21,1984
26,Jump,Van Halen,20,1984
27,Hold Me Now,Thompson Twins,20,1984
28,Almost Paradise...Love Theme From Footloose,Mike Reno And Ann Wilson,20,1984
29,Time After Time,Cyndi Lauper,20,1984
30,The Heart Of Rock & Roll,Huey Lewis & The News,20,1984
31,I Just Called To Say I Love You,Stevie Wonder,20,1984
32,"Oh, Sherrie",Steve Perry,20,1984
33,Legs,ZZ Top,19,1984
34,Here Comes The Rain Again,Eurythmics,19,1984
35,Let's Go Crazy,Prince And The Revolution,19,1984
36,Drive,The Cars,19,1984
37,Breakdance,Irene Cara,19,1984
38,Stuck On You,Lionel Richie,19,1984
39,Strut,Sheena Easton,19,1984
40,Let's Hear It For The Boy,Deniece Williams,19,1984
41,Sad Songs (say So Much),Elton John,19,1984
42,Automatic,The Pointer Sisters,19,1984
43,Alibis,Sergio Mendes,19,1984
44,She Bop,Cyndi Lauper,18,1984
45,Hold Me,Teddy Pendergrass And Whitney Houston,18,1984
46,On The Dark Side,John Cafferty & The Beaver Brown Band,18,1984
47,Round and Round,Ratt,18,1984
48,The Longest Time,Billy Joel,18,1984
49,Give It Up,KC,18,1984
50,Dancing In The Sheets,Shalamar,18,1984
51,99 Luftballons,Nena,18,1984
52,Cover Me,Bruce Springsteen,18,1984
53,Breakin'...there's No Stopping Us,Ollie And Jerry,18,1984
54,White Horse,Laid Back,18,1984
55,Cruel Summer,Bananarama,18,1984
56,Somebody's Watching Me,Rockwell,18,1984
57,Infatuation,Rod Stewart,18,1984
58,I Want A New Drug,Huey Lewis & The News,18,1984
59,Desert Moon,Dennis DeYoung,17,1984
60,You Might Think,The Cars,17,1984
61,Stay The Night,Chicago,17,1984
62,I Feel For You,Chaka Khan,17,1984
63,Romancing The Stone,Eddy Grant,17,1984
64,If This Is It,Huey Lewis & The News,17,1984
65,"Run, Runaway",Slade,17,1984
66,When You Close Your Eyes,Night Ranger,17,1984
67,Some Guys Have All The Luck,Rod Stewart,17,1984
68,Wake Me Up Before You Go-Go,Wham!,17,1984
69,No More Words,Berlin,17,1984
70,Dynamite,Jermaine Jackson,17,1984
71,Modern Day Delilah,Van Stephenson,17,1984
72,They Don't Know,Tracey Ullman,17,1984
73,Magic,The Cars,17,1984
74,You Can't Get What You Want,Joe Jackson,16,1984
75,Doctor! Doctor!,Thompson Twins,16,1984
76,I Can't Hold Back,Survivor,16,1984
77,All Of You,Julio Iglesias & Diana Ross,16,1984
78,Rock Me Tonite,Billy Squier,16,1984
79,Love Somebody,Rick Springfield,16,1984
80,Blue Jean,David Bowie,16,1984
81,Better Be Good To Me,Tina Turner,16,1984
82,Miss Me Blind,Culture Club,16,1984
83,Lucky Star,Madonna,16,1984
84,Adult Education,Daryl Hall John Oates,16,1984
85,Go Insane,Lindsey Buckingham,16,1984
86,Head Over Heels,Go-Go's,16,1984
87,No Way Out,Jefferson Starship,16,1984
88,What About Me?,Kenny Rogers With Kim Carnes & James Ingram,16,1984
89,Rock You Like A Hurricane,Scorpions,16,1984
90,Karma Chameleon,Culture Club,16,1984
91,Got A Hold On Me,Christine McVie,15,1984
92,10-9-8,Face To Face,15,1984
93,Girls,Dwight Twilley,15,1984
94,The Lucky One,Laura Branigan,15,1984
95,A Fine Fine Day,Tony Carey,15,1984
96,Sexy Girl,Glenn Frey,15,1984
97,We're Not Gonna Take It,Twisted Sister,15,1984
98,Cool It Now,New Edition,15,1984
99,Let The Music Play,Shannon,15,1984
