,title,artist,count,year
0,What Hurts The Most,Rascal Flatts,46,2006
1,Over My Head (Cable Car),The Fray,42,2006
2,Move Along,The All-American Rejects,39,2006
3,Unwritten,Natasha Bedingfield,38,2006
4,I Write Sins Not Tragedies,Panic! At The Disco,37,2006
5,How To Save A Life,The Fray,36,2006
6,Bad Day,Daniel Powter,32,2006
7,Hips Don't Lie,Shakira Featuring Wyclef Jean,31,2006
8,Chasing Cars,Snow Patrol,31,2006
9,Temperature,Sean Paul,31,2006
10,Ridin',Chamillionaire Featuring Krayzie Bone,31,2006
11,Black Horse & The Cherry Tree,KT Tunstall,30,2006
12,Buttons,The Pussycat Dolls Featuring Snoop Dogg,30,2006
13,You're Beautiful,James Blunt,30,2006
14,Walk Away,Kelly Clarkson,29,2006
15,Crazy,Gnarls Barkley,29,2006
16,Hate Me,Blue October,28,2006
17,Everytime We Touch,Cascada,28,2006
18,Savin' Me,Nickelback,28,2006
19,SOS,Rihanna,28,2006
20,It's Goin' Down,Yung Joc,28,2006
21,Snap Yo Fingers,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,28,2006
22,Me & U,Cassie,27,2006
23,Be Without You,Mary J. Blige,27,2006
24,Dani California,Red Hot Chili Peppers,26,2006
25,Who Says You Can't Go Home,Bon Jovi,26,2006
26,Promiscuous,Nelly Furtado Featuring Timbaland,26,2006
27,U And Dat,E-40 Featuring T-Pain & Kandi Girl,25,2006
28,"Lean Wit It, Rock Wit It",Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,2006
29,What's Left Of Me,Nick Lachey,25,2006
30,Ms. New Booty,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,24,2006
31,SexyBack,Justin Timberlake,24,2006
32,Lips Of An Angel,Hinder,23,2006
33,Waiting On The World To Change,John Mayer,23,2006
34,Rompe,Daddy Yankee,23,2006
35,"Dance, Dance",Fall Out Boy,22,2006
36,Far Away,Nickelback,22,2006
37,(When You Gonna) Give It Up To Me,Sean Paul Featuring Keyshia Cole,22,2006
38,Sexy Love,Ne-Yo,22,2006
39,London Bridge,Fergie,21,2006
40,So What,Field Mob Featuring Ciara,21,2006
41,Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,21,2006
42,So Sick,Ne-Yo,21,2006
43,Check On It,Beyonce Featuring Slim Thug,21,2006
44,Touch It,Busta Rhymes,21,2006
45,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",21,2006
46,Stay With You,Goo Goo Dolls,20,2006
47,Leave The Pieces,The Wreckers,20,2006
48,Suddenly I See,KT Tunstall,20,2006
49,I Call It Love,Lionel Richie,20,2006
50,Shoulder Lean,Young Dro Featuring T.I.,20,2006
51,Bossy,Kelis Featuring Too $hort,20,2006
52,Unfaithful,Rihanna,20,2006
53,Where'd You Go,Fort Minor Featuring Holly Brook,20,2006
54,Enough Cryin,Mary J. Blige Featuring Brook-Lyn,20,2006
55,Ever The Same,Rob Thomas,20,2006
56,When You're Mad,Ne-Yo,20,2006
57,Yo (Excuse Me Miss),Chris Brown,20,2006
58,Life Is A Highway,Rascal Flatts,20,2006
59,Animal I Have Become,Three Days Grace,20,2006
60,When The Stars Go Blue,Tim McGraw,20,2006
61,What You Know,T.I.,20,2006
62,I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,20,2006
63,"Steady, As She Goes",The Raconteurs,20,2006
64,Miss Murder,AFI,20,2006
65,Gallery,Mario Vazquez,20,2006
66,Get Drunk And Be Somebody,Toby Keith,20,2006
67,Get Up,Ciara Featuring Chamillionaire,20,2006
68,Upside Down,Jack Johnson,20,2006
69,Gimme That,Chris Brown Featuring Lil Wayne,20,2006
70,Ain't No Other Man,Christina Aguilera,20,2006
71,Girl Next Door,Saving Jane,20,2006
72,Summertime,Kenny Chesney,20,2006
73,If You're Going Through Hell (Before The Devil Even Knows),Rodney Atkins,20,2006
74,For You I Will (Confidence),Teddy Geiger,20,2006
75,The Diary Of Jane,Breaking Benjamin,20,2006
76,Torn,LeToya,20,2006
77,Beep,The Pussycat Dolls Featuring will.i.am,20,2006
78,The World,Brad Paisley,20,2006
79,Not Ready To Make Nice,Dixie Chicks,20,2006
80,Would You Go With Me,Josh Turner,20,2006
81,Why,Jason Aldean,20,2006
82,Chain Hang Low,Jibbs,20,2006
83,Why You Wanna,T.I.,20,2006
84,S.E.X.,Lyfe Jennings,20,2006
85,Pullin' Me Back,Chingy Featuring Tyrese,20,2006
86,Brand New Girlfriend,Steve Holy,20,2006
87,Crazy Bitch,Buckcherry,20,2006
88,The Kill (Bury Me),Thirty Seconds To Mars,20,2006
89,Through Glass,Stone Sour,20,2006
90,Run It!,Chris Brown,19,2006
91,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,19,2006
92,Give It Away,George Strait,19,2006
93,Face Down,The Red Jumpsuit Apparatus,19,2006
94,Gettin' Some,Shawnna,19,2006
95,Can't Let Go,Anthony Hamilton,19,2006
96,I Loved Her First,Heartland,19,2006
97,Say Goodbye,Chris Brown,19,2006
98,Because Of You,Kelly Clarkson,19,2006
99,Put Your Records On,Corinne Bailey Rae,19,2006
