,title,artist,count,year
0,Blinding Lights,The Weeknd,52,2020
1,I Hope,Gabby Barrett,51,2020
2,Adore You,Harry Styles,48,2020
3,Circles,Post Malone,47,2020
4,Don't Start Now,Dua Lipa,45,2020
5,Before You Go,Lewis Capaldi,44,2020
6,The Bones,Maren Morris,39,2020
7,Life Is Good,Future Featuring Drake,38,2020
8,Say So,Doja Cat,38,2020
9,Heartless,The Weeknd,37,2020
10,The Box,Roddy Ricch,36,2020
11,Chasin' You,Morgan Wallen,36,2020
12,Blueberry Faygo,Lil Mosey,33,2020
13,Falling,Trevor Daniel,33,2020
14,Rockstar,DaBaby Featuring Roddy Ricch,33,2020
15,Whats Poppin,Jack Harlow,33,2020
16,Watermelon Sugar,Harry Styles,33,2020
17,Go Crazy,Chris Brown & Young Thug,32,2020
18,Break My Heart,Dua Lipa,32,2020
19,Intentions,Justin Bieber Featuring Quavo,31,2020
20,If The World Was Ending,JP Saxe Featuring Julia Michaels,29,2020
21,Memories,Maroon 5,28,2020
22,High Fashion,Roddy Ricch Featuring Mustard,28,2020
23,Savage,Megan Thee Stallion,28,2020
24,Hot Girl Bummer,blackbear,28,2020
25,ily,surf mesa Featuring Emilee,28,2020
26,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,26,2020
27,More Than My Hometown,Morgan Wallen,26,2020
28,One Of Them Girls,Lee Brice,26,2020
29,Roses,SAINt JHN,25,2020
30,Dance Monkey,Tones And I,25,2020
31,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,25,2020
32,I Hope You're Happy Now,Carly Pearce & Lee Brice,25,2020
33,My Oh My,Camila Cabello Featuring DaBaby,25,2020
34,P*$$y Fairy (OTW),Jhene Aiko,25,2020
35,Die From A Broken Heart,Maddie & Tae,25,2020
36,Emotionally Scarred,Lil Baby,25,2020
37,Got What I Got,Jason Aldean,25,2020
38,Nobody But You,Blake Shelton Duet With Gwen Stefani,24,2020
39,Bang!,AJR,24,2020
40,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,24,2020
41,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,23,2020
42,Ballin',Mustard Featuring Roddy Ricch,22,2020
43,We Paid,Lil Baby & 42 Dugg,22,2020
44,Someone You Loved,Lewis Capaldi,22,2020
45,Said Sum,Moneybagg Yo,22,2020
46,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",22,2020
47,Supalonely,BENEE Featuring Gus Dapperton,22,2020
48,Sunday Best,Surfaces,21,2020
49,Be Like That,Kane Brown With Swae Lee & Khalid,21,2020
50,Heart On Ice,Rod Wave,21,2020
51,Dior,Pop Smoke,21,2020
52,Sum 2 Prove,Lil Baby,20,2020
53,Hard To Forget,Sam Hunt,20,2020
54,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,20,2020
55,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,20,2020
56,Lovin' On You,Luke Combs,20,2020
57,More Hearts Than Mine,Ingrid Andress,20,2020
58,Party Girl,StaySolidRocky,20,2020
59,Toosie Slide,Drake,20,2020
60,Bluebird,Miranda Lambert,20,2020
61,God Whispered Your Name,Keith Urban,20,2020
62,Godzilla,Eminem Featuring Juice WRLD,20,2020
63,After Party,Don Toliver,20,2020
64,I Should Probably Go To Bed,Dan + Shay,20,2020
65,Wishing Well,Juice WRLD,20,2020
66,One Margarita,Luke Bryan,20,2020
67,Walk Em Down,NLE Choppa Featuring Roddy Ricch,20,2020
68,Come & Go,Juice WRLD x Marshmello,20,2020
69,B.S.,Jhene Aiko Featuring H.E.R.,20,2020
70,I Love My Country,Florida Georgia Line,20,2020
71,Pretty Heart,Parker McCollum,20,2020
72,Mood Swings,Pop Smoke Featuring Lil Tjay,20,2020
73,Cool Again,Kane Brown,20,2020
74,Rain On Me,Lady Gaga & Ariana Grande,20,2020
75,Rags2Riches,Rod Wave Featuring ATR Son Son,20,2020
76,The Bigger Picture,Lil Baby,20,2020
77,Slide,H.E.R. Featuring YG,20,2020
78,Popstar,DJ Khaled Featuring Drake,19,2020
79,Martin & Gina,Polo G,19,2020
80,"10,000 Hours",Dan + Shay & Justin Bieber,19,2020
81,Tap In,Saweetie,19,2020
82,Does To Me,Luke Combs Featuring Eric Church,19,2020
83,Dollaz On My Head,Gunna Featuring Young Thug,19,2020
84,Mood,24kGoldn Featuring iann dior,19,2020
85,Death Bed,Powfu Featuring beabadoobee,19,2020
86,Kings & Queens,Ava Max,19,2020
87,Slow Dance In A Parking Lot,Jordan Davis,19,2020
88,Roxanne,Arizona Zervas,19,2020
89,WAP,Cardi B Featuring Megan Thee Stallion,19,2020
90,everything i wanted,Billie Eilish,19,2020
91,Tusa,Karol G & Nicki Minaj,18,2020
92,BEST ON EARTH,Russ & BIA,18,2020
93,Girls In The Hood,Megan Thee Stallion,18,2020
94,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,18,2020
95,BOP,DaBaby,18,2020
96,My Ex's Best Friend,Machine Gun Kelly X blackbear,18,2020
97,Laugh Now Cry Later,Drake Featuring Lil Durk,18,2020
98,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,18,2020
99,Like That,Doja Cat Featuring Gucci Mane,18,2020
