,title,artist,count,year
0,Bleeding Love,Leona Lewis,39,2008
1,All Summer Long,Kid Rock,36,2008
2,Closer,Ne-Yo,35,2008
3,Pocketful Of Sunshine,Natasha Bedingfield,35,2008
4,No Air,Jordin Sparks Duet With Chris Brown,35,2008
5,I'm Yours,Jason Mraz,35,2008
6,Love Song,Sara Bareilles,34,2008
7,Forever,Chris Brown,33,2008
8,American Boy,Estelle Featuring Kanye West,33,2008
9,Low,Flo Rida Featuring T-Pain,32,2008
10,Viva La Vida,Coldplay,32,2008
11,Shake It,Metro Station,30,2008
12,Stop And Stare,OneRepublic,30,2008
13,It's Not My Time,3 Doors Down,29,2008
14,Lollipop,Lil Wayne Featuring Static Major,28,2008
15,Love Remains The Same,Gavin Rossdale,28,2008
16,Got Money,Lil Wayne Featuring T-Pain,27,2008
17,Addicted,Saving Abel,27,2008
18,Fall For You,Secondhand Serenade,27,2008
19,Apologize,Timbaland Featuring OneRepublic,27,2008
20,Take A Bow,Rihanna,27,2008
21,Dangerous,Kardinal Offishall Featuring Akon,27,2008
22,With You,Chris Brown,26,2008
23,Say,John Mayer,26,2008
24,Don't Stop The Music,Rihanna,26,2008
25,Realize,Colbie Caillat,26,2008
26,Sexy Can I,Ray J & Yung Berg,26,2008
27,Disturbia,Rihanna,26,2008
28,What You Got,Colby O'Donis Featuring Akon,25,2008
29,See You Again,Miley Cyrus,25,2008
30,Love In This Club,Usher Featuring Young Jeezy,25,2008
31,No One,Alicia Keys,24,2008
32,Leavin',Jesse McCartney,24,2008
33,Our Song,Taylor Swift,24,2008
34,I Don't Care,Fall Out Boy,23,2008
35,I Kissed A Girl,Katy Perry,23,2008
36,A Milli,Lil Wayne,23,2008
37,In Love With A Girl,Gavin DeGraw,23,2008
38,Better In Time,Leona Lewis,23,2008
39,Bust It Baby Part 2,Plies Featuring Ne-Yo,22,2008
40,Bubbly,Colbie Caillat,22,2008
41,Damaged,Danity Kane,22,2008
42,Sorry,Buckcherry,22,2008
43,Paralyzer,Finger Eleven,22,2008
44,Independent,Webbie Featuring Lil' Phat & Lil' Boosie,21,2008
45,Get Like Me,David Banner Featuring Chris Brown,21,2008
46,Spotlight,Jennifer Hudson,21,2008
47,One Step At A Time,Jordin Sparks,21,2008
48,In The Ayer,Flo Rida Featuring will.i.am,21,2008
49,Heaven Sent,Keyshia Cole,20,2008
50,Do You Believe Me Now,Jimmy Wayne,20,2008
51,Good Time,Alan Jackson,20,2008
52,She Got It,2 Pistols Featuring T-Pain & Tay Dizm,20,2008
53,Mercy,Duffy,20,2008
54,She Never Cried In Front Of Me,Toby Keith,20,2008
55,Teardrops On My Guitar,Taylor Swift,20,2008
56,Picture To Burn,Taylor Swift,20,2008
57,Should've Said No,Taylor Swift,20,2008
58,Need U Bad,Jazmine Sullivan,20,2008
59,Take You Down,Chris Brown,20,2008
60,Handlebars,Flobots,20,2008
61,Small Town Southern Man,Alan Jackson,20,2008
62,Don't Think I Don't Think About It,Darius Rucker,20,2008
63,All-American Girl,Carrie Underwood,20,2008
64,Home,Blake Shelton,20,2008
65,Swing,Savage Featuring Soulja Boy Tell'em,20,2008
66,If I Never See Your Face Again,Maroon 5 Featuring Rihanna,20,2008
67,4 Minutes,Madonna Featuring Justin Timberlake & Timbaland,20,2008
68,The Boss,Rick Ross Featuring T-Pain,20,2008
69,I'm Still A Guy,Brad Paisley,20,2008
70,Feels Like Tonight,Daughtry,20,2008
71,Bartender Song,Rehab,20,2008
72,Lolli Lolli (Pop That Body),"Three 6 Mafia Featuring Project Pat, Young D & Superpower",20,2008
73,Waitin' On A Woman,Brad Paisley,20,2008
74,All Around Me,Flyleaf,20,2008
75,What Kinda Gone,Chris Cagle,20,2008
76,Paper Planes,M.I.A.,20,2008
77,Whatever It Takes,Lifehouse,20,2008
78,I Saw God Today,George Strait,20,2008
79,Touch My Body,Mariah Carey,20,2008
80,Last Name,Carrie Underwood,20,2008
81,I Luv Your Girl,The-Dream,20,2008
82,Can't Believe It,T-Pain Featuring Lil Wayne,20,2008
83,When I Grow Up,The Pussycat Dolls,20,2008
84,You're Gonna Miss This,Trace Adkins,20,2008
85,Just Got Started Lovin' You,James Otto,20,2008
86,Hot N Cold,Katy Perry,20,2008
87,Put On,Young Jeezy Featuring Kanye West,20,2008
88,The Time Of My Life,David Cook,20,2008
89,New Soul,Yael Naim,19,2008
90,Falsetto,The-Dream,19,2008
91,Shattered (Turn The Car Around),O.A.R.,19,2008
92,Nine In The Afternoon,Panic! At The Disco,19,2008
93,Just Dance,Lady Gaga Featuring Colby O'Donis,19,2008
94,Tattoo,Jordin Sparks,19,2008
95,Whatever You Like,T.I.,19,2008
96,My Life,The Game Featuring Lil Wayne,19,2008
97,Superstar,Lupe Fiasco Featuring Matthew Santos,19,2008
98,I Still Miss You,Keith Anderson,19,2008
99,Just A Dream,Carrie Underwood,19,2008
