,title,artist,count,year
0,I Can't Wait,Stevie Nicks,36,1986
1,Something About You,Level 42,27,1986
2,Words Get In The Way,Miami Sound Machine,24,1986
3,Let's Go All The Way,Sly Fox,24,1986
4,Don't Forget Me (When I'm Gone),Glass Tiger,24,1986
5,No One Is To Blame,Howard Jones,23,1986
6,All Cried Out,Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou,23,1986
7,Holding Back The Years,Simply Red,23,1986
8,On My Own,Patti LaBelle & Michael McDonald,23,1986
9,Secret Lovers,Atlantic Starr,22,1986
10,Point Of No Return,Nu Shooz,22,1986
11,Addicted To Love,Robert Palmer,22,1986
12,We Don't Have To Take Our Clothes Off,Jermaine Stewart,22,1986
13,Two Of Hearts,Stacey Q,22,1986
14,Higher Love,Steve Winwood,22,1986
15,Your Love,The Outfield,22,1986
16,Mad About You,Belinda Carlisle,21,1986
17,"Glory Of Love (Theme From ""The Karate Kid Part II"")",Peter Cetera,21,1986
18,Sledgehammer,Peter Gabriel,21,1986
19,"Take My Breath Away (Love Theme From ""Top Gun"")",Berlin,21,1986
20,There'll Be Sad Songs (To Make You Cry),Billy Ocean,21,1986
21,Danger Zone,Kenny Loggins,21,1986
22,Your Wildest Dreams,The Moody Blues,21,1986
23,Friends And Lovers,Carl Anderson & Gloria Loring,21,1986
24,What Have You Done For Me Lately,Janet Jackson,21,1986
25,Baby Love,Regina,20,1986
26,Sweet Love,Anita Baker,20,1986
27,Take Me Home Tonight,Eddie Money,20,1986
28,What You Need,INXS,20,1986
29,Crush On You,The Jets,20,1986
30,West End Girls,Pet Shop Boys,20,1986
31,Manic Monday,The Bangles,20,1986
32,These Dreams,Heart,20,1986
33,If You Leave,Orchestral Manoeuvres In The Dark,20,1986
34,I Didn't Mean To Turn You On,Robert Palmer,20,1986
35,"Sweet Freedom (Theme From ""Running Scared"")",Michael McDonald,20,1986
36,"Who's Johnny (""Short Circuit"" Theme)",El DeBarge,19,1986
37,Digging Your Scene,The Blow Monkeys,19,1986
38,Nasty,Janet Jackson,19,1986
39,I Wanna Be A Cowboy,Boys Don't Cry,19,1986
40,When I Think Of You,Janet Jackson,19,1986
41,Rumors,Timex Social Club,19,1986
42,How Will I Know,Whitney Houston,19,1986
43,Sara,Starship,19,1986
44,All I Need Is A Miracle,Mike + The Mechanics,19,1986
45,You Should Be Mine (The Woo Woo Song),Jeffrey Osborne,19,1986
46,Venus,Bananarama,19,1986
47,Stuck With You,Huey Lewis & The News,19,1986
48,Talk To Me,Stevie Nicks,19,1986
49,Tuff Enuff,The Fabulous Thunderbirds,19,1986
50,Tender Love,Force M.D.'s,19,1986
51,Bad Boy,Miami Sound Machine,19,1986
52,The Captain Of Her Heart,Double,18,1986
53,A Matter Of Trust,Billy Joel,18,1986
54,Live To Tell,Madonna,18,1986
55,Kyrie,Mr. Mister,18,1986
56,Kiss,Prince And The Revolution,18,1986
57,Nikita,Elton John,18,1986
58,This Could Be The Night,Loverboy,18,1986
59,I'm Your Man,Wham!,18,1986
60,I'll Be Over You,Toto,18,1986
61,True Colors,Cyndi Lauper,18,1986
62,Greatest Love Of All,Whitney Houston,18,1986
63,Night Moves,Marilyn Martin,18,1986
64,"Love Touch (Theme From ""Legal Eagles"")",Rod Stewart,18,1986
65,"When The Going Gets Tough, The Tough Get Going",Billy Ocean,18,1986
66,Papa Don't Preach,Madonna,18,1986
67,Silent Running (On Dangerous Ground),Mike + The Mechanics,18,1986
68,Heaven In Your Eyes,Loverboy,17,1986
69,You Give Love A Bad Name,Bon Jovi,17,1986
70,Wild Wild Life,Talking Heads,17,1986
71,Saturday Love,Cherrelle With Alexander O'Neal,17,1986
72,Emotion In Motion,Ric Ocasek,17,1986
73,Rock Me Amadeus,Falco,17,1986
74,Invisible Touch,Genesis,17,1986
75,Is It Love,Mr. Mister,17,1986
76,R.O.C.K. In The U.S.A. (A Salute to 60's Rock),John Mellencamp,17,1986
77,Dancing On The Ceiling,Lionel Richie,17,1986
78,Beat's So Lonely,Charlie Sexton,17,1986
79,One Step Closer To You,Gavin Christopher,17,1986
80,Take It Easy,Andy Taylor,17,1986
81,Like No Other Night,Thirty Eight Special,16,1986
82,Missionary Man,Eurythmics,16,1986
83,Walk This Way,Run-D.M.C.,16,1986
84,No Easy Way Out,Robert Tepper,16,1986
85,Typical Male,Tina Turner,16,1986
86,Word Up,Cameo,16,1986
87,Feel It Again,Honeymoon Suite,16,1986
88,Human,The Human League,16,1986
89,The Rain,Oran 'Juice' Jones,16,1986
90,Take Me Home,Phil Collins,16,1986
91,Throwing It All Away,Genesis,16,1986
92,Life In A Northern Town,The Dream Academy,16,1986
93,The Sweetest Taboo,Sade,16,1986
94,What Does It Take,Honeymoon Suite,16,1986
95,Nothin' At All,Heart,16,1986
96,When The Heart Rules The Mind,GTR,16,1986
97,Live Is Life,Opus,16,1986
98,Opportunities (Let's Make Lots Of Money),Pet Shop Boys,16,1986
99,Why Can't This Be Love,Van Halen,16,1986
