,title,artist,count,year
0,Sorry,Justin Bieber,55,2016
1,Needed Me,Rihanna,45,2016
2,Don't Let Me Down,The Chainsmokers Featuring Daya,44,2016
3,Cheap Thrills,Sia Featuring Sean Paul,44,2016
4,Stressed Out,twenty one pilots,40,2016
5,Panda,Desiigner,40,2016
6,Ride,twenty one pilots,39,2016
7,Cake By The Ocean,DNCE,38,2016
8,Love Yourself,Justin Bieber,37,2016
9,I Took A Pill In Ibiza,Mike Posner,37,2016
10,One Dance,Drake Featuring WizKid & Kyla,36,2016
11,Work,Rihanna Featuring Drake,36,2016
12,7 Years,Lukas Graham,36,2016
13,Low Life,Future Featuring The Weeknd,35,2016
14,I Hate U I Love U,gnash Featuring Olivia O'Brien,35,2016
15,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,34,2016
16,Let It Go,James Bay,34,2016
17,My House,Flo Rida,34,2016
18,Can't Stop The Feeling!,Justin Timberlake,32,2016
19,This Is What You Came For,Calvin Harris Featuring Rihanna,32,2016
20,Unsteady,X Ambassadors,31,2016
21,"Me, Myself & I",G-Eazy x Bebe Rexha,31,2016
22,Too Good,Drake Featuring Rihanna,29,2016
23,Treat You Better,Shawn Mendes,28,2016
24,Broccoli,D.R.A.M. Featuring Lil Yachty,27,2016
25,Oui,Jeremih,27,2016
26,Gold,Kiiara,27,2016
27,Exchange,Bryson Tiller,27,2016
28,Just Like Fire,P!nk,26,2016
29,Really Really,Kevin Gates,26,2016
30,Send My Love (To Your New Lover),Adele,26,2016
31,Controlla,Drake,26,2016
32,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,26,2016
33,Heathens,twenty one pilots,26,2016
34,Never Be Like You,Flume Featuring Kai,26,2016
35,2 Phones,Kevin Gates,25,2016
36,Come And See Me,PARTYNEXTDOOR Featuring Drake,24,2016
37,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,24,2016
38,Into You,Ariana Grande,24,2016
39,"Sit Still, Look Pretty",Daya,24,2016
40,Head Over Boots,Jon Pardi,24,2016
41,Pillowtalk,Zayn,24,2016
42,One Call Away,Charlie Puth,24,2016
43,Don't,Bryson Tiller,23,2016
44,Stitches,Shawn Mendes,23,2016
45,You Was Right,Lil Uzi Vert,23,2016
46,Never Forget You,Zara Larsson & MNEK,23,2016
47,Father Stretch My Hands Pt. 1,Kanye West,23,2016
48,Hymn For The Weekend,Coldplay,23,2016
49,Roses,The Chainsmokers Featuring Rozes,23,2016
50,Money Longer,Lil Uzi Vert,22,2016
51,H.O.L.Y.,Florida Georgia Line,22,2016
52,Luv,Tory Lanez,22,2016
53,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",22,2016
54,Lost Boy,Ruth B,22,2016
55,Dangerous Woman,Ariana Grande,21,2016
56,Cold Water,Major Lazer Featuring Justin Bieber & MO,21,2016
57,Middle,DJ Snake Featuring Bipolar Sunshine,21,2016
58,Light It Up,Major Lazer Featuring Nyla & Fuse ODG,20,2016
59,THat Part,ScHoolboy Q Featuring Kanye West,20,2016
60,Middle Of A Memory,Cole Swindell,20,2016
61,Me Too,Meghan Trainor,20,2016
62,Closer,The Chainsmokers Featuring Halsey,20,2016
63,Setting The World On Fire,Kenny Chesney Featuring P!nk,20,2016
64,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,20,2016
65,Different For Girls,Dierks Bentley Featuring Elle King,20,2016
66,Close,Nick Jonas Featuring Tove Lo,20,2016
67,Let Me Love You,Ariana Grande Featuring Lil Wayne,20,2016
68,Pop Style,Drake Featuring The Throne,20,2016
69,Confession,Florida Georgia Line,20,2016
70,Snapback,Old Dominion,20,2016
71,Record Year,Eric Church,20,2016
72,Cut It,O.T. Genasis Featuring Young Dolph,20,2016
73,You Should Be Here,Cole Swindell,20,2016
74,Tiimmy Turner,Desiigner,20,2016
75,Uber Everywhere,MadeinTYO,20,2016
76,Think Of You,Chris Young Duet With Cassadee Pope,20,2016
77,Jumpman,Drake & Future,20,2016
78,No Limit,Usher Featuring Young Thug,20,2016
79,No,Meghan Trainor,20,2016
80,All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",20,2016
81,Somewhere On A Beach,Dierks Bentley,20,2016
82,For Free,DJ Khaled Featuring Drake,20,2016
83,Starving,Hailee Steinfeld & Grey Featuring Zedd,20,2016
84,Wicked,Future,20,2016
85,Back To Sleep,Chris Brown,20,2016
86,Peter Pan,Kelsea Ballerini,20,2016
87,You Don't Own Me,Grace Featuring G-Eazy,20,2016
88,Don't Mind,Kent Jones,20,2016
89,My Church,Maren Morris,20,2016
90,Wild Things,Alessia Cara,20,2016
91,"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,20,2016
92,Humble And Kind,Tim McGraw,20,2016
93,T-Shirt,Thomas Rhett,20,2016
94,The Sound Of Silence,Disturbed,20,2016
95,Hands To Myself,Selena Gomez,19,2016
96,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",19,2016
97,Die A Happy Man,Thomas Rhett,19,2016
98,1 Night,Lil Yachty,19,2016
99,Down In The DM,Yo Gotti Featuring Nicki Minaj,19,2016
