Unnamed: 0.1,Unnamed: 0,title,artist,count,year,id
742,42,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,25,2017,3izNaTiYdotdPL0Bs76JqO
743,43,Mi Gente,J Balvin & Willy William Featuring Beyonce,24,2017,6kex4EBAj0WHXDKZMEJaaF
744,44,Bodak Yellow (Money Moves),Cardi B,24,2017,4Q3N4Ct4zCuIHuZ65E3BD4
745,45,Selfish,PnB Rock,23,2017,4VFE6ZNqa8jHAmbYICoAFg
746,46,What Ifs,Kane Brown Featuring Lauren Alaina,23,2017,0Qh38w01QRXK6KHIv0e3hb
747,47,Bank Account,21 Savage,23,2017,0CokSRCu5hZgPxcZBaEzVE
748,48,Sorry Not Sorry,Demi Lovato,23,2017,3I7krC8kr0gFR7P6vInR1I
749,49,Young Dumb & Broke,Khalid,22,2017,0VbOBom0Ya2zrlSpv7II1C
750,50,Hurricane,Luke Combs,22,2017,4cxMGhkinTocPSVVKWIw0d
751,51,The Fighter,Keith Urban Featuring Carrie Underwood,22,2017,0OlS52TmtK2gPaEtdmr7DN
752,52,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,22,2017,0Fv5N0cHBsl4bzCbollCAS
753,53,Love On The Brain,Rihanna,22,2017,7qpDqr5TxcTlOHG0k7moGt
754,54,Butterfly Effect,Travis Scott,22,2017,4pAl7FkDMNBsjykPXo91B3
755,55,Bounce Back,Big Sean,22,2017,1i1fxkWeaMmKEB4T7zqbzK
756,56,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",22,2017,3S4px9f4lceWdKf0gWciFu
757,57,Both,Gucci Mane Featuring Drake,22,2017,3CRDbSIZ4r5MsZ0YwxuEkn
758,58,Rake It Up,Yo Gotti Featuring Nicki Minaj,22,2017,5YEOzOojehCqxGQCcQiyR4
759,59,I Feel It Coming,The Weeknd Featuring Daft Punk,22,2017,3RJclnBV8g9mvHPtSzPf7c
760,60,First Day Out,Tee Grizzley,21,2017,76hfruVvmfQbw0eYn1nmeC
761,61,Slippery,Migos Featuring Gucci Mane,21,2017,50kpGaPAhYJ3sGmk6vplg0
762,62,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,21,2017,0vbtURX4qv1l7besfwmnD8
763,63,Praying,Kesha,21,2017,1zi7xx7UVEFkmKfv06H8x0
764,64,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,21,2017,72TFWvU3wUYdUuxejTTIzt
765,65,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,21,2017,5kqIPrATaCc2LqxVWzQGbk
766,66,Craving You,Thomas Rhett Featuring Maren Morris,20,2017,7EiZI6JVHllARrX9PUvAdX
767,67,Look At Me!,XXXTENTACION,20,2017,7vRriwrloYVaoAe3a9wJHe
768,68,Drinkin' Problem,Midland,20,2017,4tCtwWceOPWzenK2HAIJSb
769,69,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",20,2017,6igXETl1zKir06CA7NWYo2
770,70,Love Galore,SZA Featuring Travis Scott,20,2017,6Knv6wdA0luoMUuuoYi2i1
771,71,Felices Los 4,Maluma,20,2017,0azC730Exh71aQlOt9Zj3y
772,72,DNA.,Kendrick Lamar,20,2017,7lGKEWMXVWWTt3X71Bv44I
773,73,Deja Vu,J. Cole,20,2017,40YcuQysJ0KlGQTeGUosTC
774,74,Magnolia,Playboi Carti,20,2017,3BtuIIrQlkujKPuWF2B85z
775,75,Escapate Conmigo,Wisin Featuring Ozuna,20,2017,3QGsuHI8jO1Rx4JWLUh9jd
776,76,Cold,Maroon 5 Featuring Future,20,2017,4ns2xaym21aBOOUN1vaBPJ
777,77,Now Or Never,Halsey,20,2017,0PJIbOdMs3bd5AT8liULMQ
778,78,Everyday We Lit,YFN Lucci Featuring PnB Rock,20,2017,7yNX3ZFBWZoR52pbeU4Mcl
779,79,Slide,Calvin Harris Featuring Frank Ocean & Migos,20,2017,6VWFrHAnLDyNUEJbJvpkZA
780,80,Passionfruit,Drake,20,2017,7K5dzhGda2vRTaAWYI3hrb
781,81,You Look Good,Lady Antebellum,20,2017,10I3CmmwT0BkOVhduDy53o
782,82,Party,Chris Brown Featuring Usher & Gucci Mane,20,2017,0t7fVeEJxO2Xi4H2K5Svc9
783,83,When It Rains It Pours,Luke Combs,20,2017,3O8NlPh2LByMU9lSRSHedm
784,84,Paris,The Chainsmokers,20,2017,4X0gLfG9AtY5Kja1Ejbz51
785,85,Small Town Boy,Dustin Lynch,20,2017,6i0V12jOa3mr6uu4WYhUBr
786,86,Can't Stop The Feeling!,Justin Timberlake,20,2017,5mPSyjLatqB00IkPqRlbTE
787,87,New Rules,Dua Lipa,20,2017,0wdKiSBUT7aZkXUIdJWcwC
788,88,My Girl,Dylan Scott,20,2017,6cEguiQecbXrFlsnMi2ysr
789,89,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,20,2017,54PbBpquVfhfrwRwvjSXbI
790,90,Tunnel Vision,Kodak Black,20,2017,1Jm1I3APcmVz3MqPr5vfTx
791,91,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,19,2017,6w2rrJsn8Qpa7veSaVAyKh
792,92,What About Us,P!nk,19,2017,4ly1QBXEwYoDmje9rmEgC4
793,93,Glorious,Macklemore Featuring Skylar Grey,19,2017,0PDUDa38GO8lMxLCRc4lL1
794,94,Do I Make You Wanna,Billy Currington,19,2017,0UNTBB02C1aB55Fu4H63qd
795,95,Heavy,Linkin Park Featuring Kiiara,19,2017,3UBItNVbFQiVC5hBQlBvnr
796,96,Losin Control,Russ,19,2017,5jsw9uXEGuKyJzs0boZ1bT
797,97,Mercy,Shawn Mendes,19,2017,736KP0gdltJQWPKk0wVL7l
798,98,No Such Thing As A Broken Heart,Old Dominion,19,2017,6hmhG1b4LEyNuashVvuIAo
799,99,Moves,Big Sean,19,2017,4KW1lqgSr8TKrvBII0Brf8
800,0,Sorry,Justin Bieber,55,2016,1OeTY85K4i1I7kNnvESfeb
801,1,Needed Me,Rihanna,45,2016,0B8QzDH7YWih85V5SEMnyJ
802,2,Don't Let Me Down,The Chainsmokers Featuring Daya,44,2016,0BCy325UZyR9z0t0uxwn2N
803,3,Cheap Thrills,Sia Featuring Sean Paul,44,2016,16Ah4QqH4mgYVXqfC4mdSd
804,4,Stressed Out,twenty one pilots,40,2016,4dASQiO1Eoo3RJvt74FtXB
805,5,Panda,Desiigner,40,2016,0zMzyHAeMvwq5CRstru1Fp
806,6,Ride,twenty one pilots,39,2016,30QbrkRLEimw7HWXb7ntrU
807,7,Cake By The Ocean,DNCE,38,2016,7zsXy7vlHdItvUSH8EwQss
808,8,Love Yourself,Justin Bieber,37,2016,0g5EKLgdKvNlln7TNqBByK
809,9,I Took A Pill In Ibiza,Mike Posner,37,2016,1qFSPn37zEeCyRiVpkW9dt
810,10,One Dance,Drake Featuring WizKid & Kyla,36,2016,2yJ9GVCLMmzBBfQAnfzlwr
811,11,Work,Rihanna Featuring Drake,36,2016,38gZVjeaeR3gcnCzziAxBm
812,12,7 Years,Lukas Graham,36,2016,3KwwE4sgCzMaKWq6QBebmX
813,13,Low Life,Future Featuring The Weeknd,35,2016,7AclP0W2jy6yrbvBiC4prQ
814,14,I Hate U I Love U,gnash Featuring Olivia O'Brien,35,2016,5uDASfU19gDxSjW8cnCaBp
815,15,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,34,2016,5HJId22hZ2IvFnvNSy6ZbE
816,16,Let It Go,James Bay,34,2016,5FXOEdfNW7nYQrBWtW49Cl
817,17,My House,Flo Rida,34,2016,4kte3OcW800TPvOVgrLLj8
818,18,Can't Stop The Feeling!,Justin Timberlake,32,2016,5mPSyjLatqB00IkPqRlbTE
819,19,This Is What You Came For,Calvin Harris Featuring Rihanna,32,2016,6IFPfV8PNSYOmufzQ95hmm
820,20,Unsteady,X Ambassadors,31,2016,7I5fYc4qKJddht8Ozhqqdx
821,21,"Me, Myself & I",G-Eazy x Bebe Rexha,31,2016,5fSPbm5lcwtqwXkeQQswW8
822,22,Too Good,Drake Featuring Rihanna,29,2016,376KnY4TrgBITxjlnbnmIy
823,23,Treat You Better,Shawn Mendes,28,2016,63thx7OANplv4I4BQsanHk
824,24,Broccoli,D.R.A.M. Featuring Lil Yachty,27,2016,3NJG6vMH1ZsectZkocMEm0
825,25,Oui,Jeremih,27,2016,1EeQUb8jruGF8JRt1BgKve
826,26,Gold,Kiiara,27,2016,1FlDtQBj95pnFbS9kCTZEI
827,27,Exchange,Bryson Tiller,27,2016,27GmP9AWRs744SzKcpJsTZ
828,28,Just Like Fire,P!nk,26,2016,1CDBn2Lm7E63XKQDsdCq6O
829,29,Really Really,Kevin Gates,26,2016,0l0CvurVUrr2w3Jj1hOVFc
830,30,Send My Love (To Your New Lover),Adele,26,2016,7Ezwtgfw7khBrpvaNPtMoT
831,31,Controlla,Drake,26,2016,5CG9Ps5ynNjpKJHmwc95pa
832,32,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,26,2016,0ARK753YaiJbpLUk7z5yIM
833,33,Heathens,twenty one pilots,26,2016,4Ce37cRWvM1vIGGynKcs22
834,34,Never Be Like You,Flume Featuring Kai,26,2016,6BbINUfGabVyiNFJpQXn3x
835,35,2 Phones,Kevin Gates,25,2016,6dlpABcXrQKRU9G00i6Zba
836,36,Come And See Me,PARTYNEXTDOOR Featuring Drake,24,2016,2wqXQjOmQ9KoBm9Ssgt4Fo
837,37,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,24,2016,6KI1ZpZWYAJLvmVhCJz65G
838,38,Into You,Ariana Grande,24,2016,6De63WRULDaa1fxOyLilnv
839,39,"Sit Still, Look Pretty",Daya,24,2016,1LM5zQv5pBKPyO7rm7Uz6U
840,40,Head Over Boots,Jon Pardi,24,2016,0bmm9xZUJQDR1tBhWtIXVM
841,41,Pillowtalk,Zayn,24,2016,0dbzWSYpMcRtwjI1S7Pkql
842,42,One Call Away,Charlie Puth,24,2016,2Zh6XtOWdtcY6GdosPU9bF
843,43,Don't,Bryson Tiller,23,2016,2asIUjALYhUbH8hvLUhDWo
844,44,Stitches,Shawn Mendes,23,2016,2hHLbkatPwOOmrNxTiD41L
845,45,You Was Right,Lil Uzi Vert,23,2016,4VJ7mnW4wjjIgPBM6KWvPu
846,46,Never Forget You,Zara Larsson & MNEK,23,2016,5kNe7PE09d6Kvw5pAsx23n
847,47,Father Stretch My Hands Pt. 1,Kanye West,23,2016,
848,48,Hymn For The Weekend,Coldplay,23,2016,5w1vhNA2OEWUQ371QzyMmM
849,49,Roses,The Chainsmokers Featuring Rozes,23,2016,1Jmkm1iiVn6cxiKRaOlqOW
850,50,Money Longer,Lil Uzi Vert,22,2016,4kbj5MwxO1bq9wjT5g9HaA
851,51,H.O.L.Y.,Florida Georgia Line,22,2016,34gCuhDGsG4bRPIf9bb02f
852,52,Luv,Tory Lanez,22,2016,2d8JP84HNLKhmd6IYOoupQ
853,53,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",22,2016,4frLb7nWtsz2ymBE6k2GRP
854,54,Lost Boy,Ruth B,22,2016,7x6SuiiH3fcrsAgfkp2OwQ
855,55,Dangerous Woman,Ariana Grande,21,2016,5RIVoVdkDLEygELLCniZFr
856,56,Cold Water,Major Lazer Featuring Justin Bieber & MO,21,2016,66hayvUbTotekKU3H4ta1f
857,57,Middle,DJ Snake Featuring Bipolar Sunshine,21,2016,0fgZUSa7D7aVvv3GfO0A1n
858,58,Light It Up,Major Lazer Featuring Nyla & Fuse ODG,20,2016,01aTsQoKoeXofSTvKuunzv
859,59,THat Part,ScHoolboy Q Featuring Kanye West,20,2016,0fYVliAYKHuPmECRs1pbRf
860,60,Middle Of A Memory,Cole Swindell,20,2016,7oGZAicScQt96OAW4AruYy
861,61,Me Too,Meghan Trainor,20,2016,0Cy7wt6IlRfBPHXXjmZbcP
862,62,Closer,The Chainsmokers Featuring Halsey,20,2016,1MQrMQwfqjgOjXEUaN9AMd
863,63,Setting The World On Fire,Kenny Chesney Featuring P!nk,20,2016,4VKnkoNNM6yTb4cXXX3wqD
864,64,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,20,2016,1vL2jApEjTYUtGaBAjm2nR
865,65,Different For Girls,Dierks Bentley Featuring Elle King,20,2016,37f4ITSlgPX81ad2EvmVQr
866,66,Close,Nick Jonas Featuring Tove Lo,20,2016,4Tt6GiWS2V9sQjZjS2xjp2
867,67,Let Me Love You,Ariana Grande Featuring Lil Wayne,20,2016,1TWhpLaqdToKoHHpFnCxsd
868,68,Pop Style,Drake Featuring The Throne,20,2016,1hjRhYpWyqDpPahmSlUTlc
869,69,Confession,Florida Georgia Line,20,2016,1p80LdxRV74UKvL8gnD7ky
870,70,Snapback,Old Dominion,20,2016,0AjTlkLRzTLP3SWftMzj3F
871,71,Record Year,Eric Church,20,2016,18URo35acNKRTHfEdjTcGn
872,72,Cut It,O.T. Genasis Featuring Young Dolph,20,2016,7qCAVkHWZkF44OzOUKf8Cr
873,73,You Should Be Here,Cole Swindell,20,2016,5S9lfZu1YF8xKkgSsqL2Bd
874,74,Tiimmy Turner,Desiigner,20,2016,7fBv7CLKzipRk6EC6TWHOB
875,75,Uber Everywhere,MadeinTYO,20,2016,4T0ScSPdQKmGvruK7pavNP
876,76,Think Of You,Chris Young Duet With Cassadee Pope,20,2016,5thts3213xwSroRd11fv5A
877,77,Jumpman,Drake & Future,20,2016,22VdIZQfgXJea34mQxlt81
878,78,No Limit,Usher Featuring Young Thug,20,2016,03GzYByXsXHcoEAxjsWv9G
879,79,No,Meghan Trainor,20,2016,2bJvI42r8EF3wxjOuDav4r
880,80,All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",20,2016,3KTxIOIZIE7UM6vwCX4Ofv
881,81,Somewhere On A Beach,Dierks Bentley,20,2016,578Eooad7oUyn4stovZiPg
882,82,For Free,DJ Khaled Featuring Drake,20,2016,5jE48hhRu8E6zBDPRSkEq7
883,83,Starving,Hailee Steinfeld & Grey Featuring Zedd,20,2016,11qh54D0PKkBwelpDxxiEU
884,84,Wicked,Future,20,2016,5NQbUaeTEOGdD6hHcre0dZ
885,85,Back To Sleep,Chris Brown,20,2016,6qAcApH8obo8eqatCKUHd9
886,86,Peter Pan,Kelsea Ballerini,20,2016,3KDCYRQl4O681lkYI2sCqE
887,87,You Don't Own Me,Grace Featuring G-Eazy,20,2016,70eDxAyAraNTiD6lx2ZEnH
888,88,Don't Mind,Kent Jones,20,2016,0NTMtAO2BV4tnGvw9EgBVq
889,89,My Church,Maren Morris,20,2016,2ixsaeFioXJmMgkkbd4uj1
890,90,Wild Things,Alessia Cara,20,2016,2YlZnw2ikdb837oKMKjBkW
891,91,"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,20,2016,0H04yVa3DJxoXbLBpAb7iV
892,92,Humble And Kind,Tim McGraw,20,2016,1CS7Sd1u5tWkstBhpssyjP
893,93,T-Shirt,Thomas Rhett,20,2016,5PIveStlGgjVL54GpVcqxr
894,94,The Sound Of Silence,Disturbed,20,2016,2zhk0kypGeOPsaaZcjyc14
895,95,Hands To Myself,Selena Gomez,19,2016,7795WJLVKJoAyVoOtCWqXN
896,96,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",19,2016,6hr4weuSidHy2LNMw8UVJ2
897,97,Die A Happy Man,Thomas Rhett,19,2016,5nN8BwAQDJDguq7Dpd3JQQ
898,98,1 Night,Lil Yachty,19,2016,57kR5SniQIbsbVoIjjOUDa
899,99,Down In The DM,Yo Gotti Featuring Nicki Minaj,19,2016,3G7XYAwtxtoGK7fAm4IlD9
900,0,Uptown Funk!,Mark Ronson Featuring Bruno Mars,50,2015,6gj08XDlv9Duc2fPOxUmVD
901,1,Shut Up And Dance,WALK THE MOON,48,2015,7x5xYW5W42OGPAdHUyyguy
902,2,Thinking Out Loud,Ed Sheeran,48,2015,0PT7nlpo11hYYyfnBgtilT
903,3,Trap Queen,Fetty Wap,47,2015,3WKg25vrbjJlkhsgl2W4p3
904,4,Earned It (Fifty Shades Of Grey),The Weeknd,43,2015,5ZManJDV3CexO66nRCkdiV
905,5,Sugar,Maroon 5,42,2015,2kR18wsL3gvXRXdNE4dCGc
906,6,Watch Me,Silento,42,2015,2WKLUgklz0VDX5bKTZ3eYD
907,7,Where Are U Now,Skrillex & Diplo With Justin Bieber,41,2015,60g4sp8i3gXSb1EkphMl1g
908,8,See You Again,Wiz Khalifa Featuring Charlie Puth,40,2015,1RGIjMFMgJxkZHMDXVYzOJ
909,9,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,37,2015,5Eg4TsPcqNbIjd8ADMZosg
910,10,Worth It,Fifth Harmony Featuring Kid Ink,36,2015,78TTtXnFQPzwqlbtbwqN0y
911,11,Lean On,Major Lazer & DJ Snake Featuring MO,36,2015,49zD0wr2S3d0lZPib0K4e1
912,12,Renegades,X Ambassadors,35,2015,0qt5f5EL92o8Snzopsv0en
913,13,Want To Want Me,Jason Derulo,35,2015,0p1HtkrNYxv0iDfEKwXSTp
914,14,Love Me Like You Do,Ellie Goulding,34,2015,08zJpaUQVi9FrKv2e32Bah
915,15,Cheerleader,OMI,34,2015,04aAxqtGp5pv12UXAg4pkq
916,16,Shake It Off,Taylor Swift,33,2015,2RLpFEf6d0708O7Bqhjyxg
917,17,Take Your Time,Sam Hunt,32,2015,1bzM1cd6oqFozdr4wK6HdR
918,18,Fight Song,Rachel Platten,31,2015,7xoUc6faLbCqZO6fQEYprd
919,19,"Honey, I'm Good.",Andy Grammer,31,2015,7e44z4wOjkllaD8eulUeMd
920,20,Talking Body,Tove Lo,30,2015,5uqphUYsR45kPYplrYSAQh
921,21,Style,Taylor Swift,30,2015,4jTiyLlOJVJj3mCr7yfPQD
922,22,Blank Space,Taylor Swift,30,2015,7FC9Lng8iXU081lbigu8m8
923,23,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,30,2015,1qC0pi9ZH47XDjvaNbg8ch
924,24,Photograph,Ed Sheeran,30,2015,79XrkTOfV1AqySNjVlygpW
925,25,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,30,2015,0k6DnZMLoEUH8NGD5zh2SE
926,26,Elastic Heart,Sia,30,2015,22mek4IiqubGD9ctzxc69s
927,27,Stitches,Shawn Mendes,29,2015,2hHLbkatPwOOmrNxTiD41L
928,28,The Hills,The Weeknd,29,2015,4LfkoDOt4mhrbo8Ndk37sQ
929,29,Flex (Ooh Ooh Ooh),Rich Homie Quan,27,2015,16PNN9wK1LbedzcTp7y8y0
930,30,Uma Thurman,Fall Out Boy,27,2015,0hy1SOTEn9ifXTzOwnCwEr
931,31,Can't Feel My Face,The Weeknd,27,2015,4iLPK8QnOvqm0Azbsk2GDn
932,32,Slow Motion,Trey Songz,26,2015,1I0HPyA358wezY1aCpuLBS
933,33,Time Of Our Lives,Pitbull & Ne-Yo,26,2015,4fUh9VvKW4shhWN5LfN1Ba
934,34,Somebody,Natalie La Rose Featuring Jeremih,26,2015,2egOALV9p8YIu1Lsu45SpQ
935,35,Good For You,Selena Gomez Featuring A$AP Rocky,25,2015,5fyIGoaaKelzdyW8ELhYJZ
936,36,All About That Bass,Meghan Trainor,24,2015,6mH3qVIeOsnQIAho5eWwhH
937,37,Girl Crush,Little Big Town,24,2015,5g15o2Sm55Hn9ShK5yEXgp
938,38,679,Fetty Wap Featuring Remy Boyz,24,2015,0ZUnRmGiWEypcw14WjW109
939,39,Bad Blood,Taylor Swift Featuring Kendrick Lamar,24,2015,5InOp6q2vvx0fShv3bzFLZ
940,40,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",24,2015,6Wt5QBzHp9vdSLAFlvdnDQ
941,41,Ex's & Oh's,Elle King,23,2015,4tqcoej1zPvwePZCzuAjJd
942,42,B**** Better Have My Money,Rihanna,23,2015,3OZVqx1YsqDDkxQ6TnmHtn
943,43,Budapest,George Ezra,23,2015,3cU2wBxuV6nFiuf6PJZNlC
944,44,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,23,2015,0H9Q7Vzu8nYRDBZYKbtU8d
945,45,I'm Comin' Over,Chris Young,23,2015,3U4isOIWM3VvDubwSI3y7a
946,46,Take Me To Church,Hozier,23,2015,6CbcdeTQKj0qTaZTt0xkdk
947,47,My Way,Fetty Wap Featuring Monty,22,2015,
948,48,Burning House,Cam,22,2015,2tpWsVSb9UEmDRxAl1zhX1
949,49,I'm Not The Only One,Sam Smith,22,2015,3fpTMuD1u3gJlVI4FadVHs
950,50,Like A Wrecking Ball,Eric Church,22,2015,0A9mHc7oYUoCECqByV8cQR
951,51,Where Ya At,Future Featuring Drake,21,2015,67awxiNHNyjMXhVgsHuIrs
952,52,You Know You Like It,DJ Snake & AlunaGeorge,21,2015,5Nm9ERjJZ5oyfXZTECKmRt
953,53,Classic Man,Jidenna Featuring Roman GianArthur,21,2015,5BrTUo0xP1wKXLJWUaGFtk
954,54,Lips Are Movin,Meghan Trainor,21,2015,3gbBpTdY8lnQwqxNCcf795
955,55,Locked Away,R. City Featuring Adam Levine,21,2015,6RtPijgfPKROxEzTHNRiDp
956,56,Nasty Freestyle,T-Wayne,20,2015,1DunhgeZSEgWiIYbHqXl0c
957,57,Bright,Echosmith,20,2015,6g6A7qNhTfUgOSH7ROOxTD
958,58,Break Up With Him,Old Dominion,20,2015,2s1sdSqGcKxpPr5lCl7jAV
959,59,Homegrown,Zac Brown Band,20,2015,1fidCEsYlaVE3pHwKCvpFZ
960,60,Buy Me A Boat,Chris Janson,20,2015,5Hroj5K7vLpIG4FNCRIjbP
961,61,Crash And Burn,Thomas Rhett,20,2015,0Z7cJizY93V2SGCpNKYV2j
962,62,Cool For The Summer,Demi Lovato,20,2015,3cHyrEgdyYRjgJKSOiOtcS
963,63,Chains,Nick Jonas,20,2015,14OxJlLdcHNpgsm4DRwDOB
964,64,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,20,2015,5KONnBIQ9LqCxyeSPin26k
965,65,Commas,Future,20,2015,5maiP9UMnTSgoxPX8X3bdz
966,66,Geronimo,Sheppard,20,2015,0nrRP2bk19rLc0orkWPQk2
967,67,Sangria,Blake Shelton,20,2015,2TR7A4ulH9R1PNwMyd8o8U
968,68,Planez,Jeremih Featuring J. Cole,20,2015,3LlAyCYU26dvFZBDUIMb7a
969,69,Centuries,Fall Out Boy,20,2015,0am001WwFBVGDGLwRh3ixi
970,70,Lay Me Down,Sam Smith,20,2015,6FE2iI43OZnszFLuLtvvmg
971,71,Blessings,Big Sean Featuring Drake,20,2015,6YUTL4dYpB9xZO5qExPf05
972,72,One Last Time,Ariana Grande,20,2015,0FDzzruyVECATHXKHFs9eJ
973,73,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,20,2015,3G6hD9B2ZHOsgf4WfNu7X1
974,74,Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug,20,2015,0HZUp8fm9fh1Mitqx4CIOr
975,75,This Could Be Us,Rae Sremmurd,20,2015,0Y1MWB026LYxGvhq4EcMiC
976,76,Heartbeat Song,Kelly Clarkson,20,2015,7vS3Y0IKjde7Xg85LWIEdP
977,77,Lose My Mind,Brett Eldredge,20,2015,2uXlHCUbq9OMUwx3hrk06o
978,78,Energy,Drake,20,2015,3rVHrg2msB9jIvNsj0ceQM
979,79,Ayo,Chris Brown & Tyga,20,2015,0Dc7J9VPV4eOInoxUiZrsL
980,80,How Deep Is Your Love,Calvin Harris & Disciples,20,2015,4nVBt6MZDDP6tRVdQTgxJg
981,81,I Really Like You,Carly Rae Jepsen,20,2015,3jVtllWS5CFFWLQng8sKsr
982,82,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,20,2015,7pNC5ZIKtwUK0ReSpM3P9f
983,83,A Guy Walks Into A Bar,Tyler Farr,20,2015,1j8z4TTjJ1YOdoFEDwJTQa
984,84,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,20,2015,1KxwZYyzWNyZSRyErj2ojT
985,85,Don't It,Billy Currington,20,2015,13P5rwmk2EsoFRIz9UCeh9
986,86,House Party,Sam Hunt,20,2015,7DTlsMOQjGysXHpwwpHuPl
987,87,Don't,Ed Sheeran,20,2015,2asIUjALYhUbH8hvLUhDWo
988,88,Be Real,Kid Ink Featuring DeJ Loaf,20,2015,4gbVRS8gloEluzf0GzDOFc
989,89,Love You Like That,Canaan Smith,20,2015,3fBbfrWZUuWWrMQXFISr7N
990,90,Feeling Myself,Nicki Minaj Featuring Beyonce,20,2015,3nB82yGjtbQFSU0JLAwLRH
991,91,"John Cougar, John Deere, John 3:16",Keith Urban,20,2015,48RrDBpOSSl1aLVCalGl5C
992,92,Kick The Dust Up,Luke Bryan,20,2015,2sLwPnIP3CUVmIuHranJZU
993,93,Smoke,A Thousand Horses,20,2015,5hgnY0mVcVetszbb85qeDg
994,94,Know Yourself,Drake,20,2015,3cTjArwFDQZOwlxGgClHO1
995,95,Hotline Bling,Drake,19,2015,3wx2kQWPn9p5UppQbNhPAk
996,96,Wet Dreamz,J. Cole,19,2015,2dLLR6qlu5UJ5gk0dKz0h3
997,97,Ain't Worth The Whiskey,Cole Swindell,19,2015,0ZfByLXCeKchuj7zi1CJ0S
998,98,Dear Future Husband,Meghan Trainor,19,2015,2kWowW0k4oFymhkr7LmvzO
999,99,Sippin' On Fire,Florida Georgia Line,19,2015,4lhqb6JvbHId48OUJGwymk
1000,0,All Of Me,John Legend,49,2014,3M31S6f0z8S3nkFh3eS06W
1001,1,Let It Go,Idina Menzel,47,2014,5FXOEdfNW7nYQrBWtW49Cl
1002,2,Happy,Pharrell Williams,47,2014,2423gyT9B3zNqC9ZD8QfSu
1003,3,Dark Horse,Katy Perry Featuring Juicy J,44,2014,3JUT20Ycry03hgIbMSSBzV
1004,4,Counting Stars,OneRepublic,42,2014,3DZQ6mzUkAdHqZWzqxBKIK
1005,5,Fancy,Iggy Azalea Featuring Charli XCX,39,2014,4QoZGQ8woaho94v629kVl1
1006,6,Animals,Martin Garrix,38,2014,3tInTDUq8wdIMw5ftohmqJ
1007,7,Turn Down For What,DJ Snake & Lil Jon,37,2014,6s9m5J92By7jii22Q2XtY2
1008,8,Stay With Me,Sam Smith,37,2014,2wBCrtJS3E3TimRZ5MElTI
1009,9,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,36,2014,5CXnIPD6rTjszYYQm6fY2P
1010,10,Pompeii,Bastille,35,2014,4O1CExxinEpKZi3861NlTK
1011,11,Rude,MAGIC!,34,2014,6HfOzLLjsaXsehIFEsrxTk
1012,12,Latch,Disclosure Featuring Sam Smith,33,2014,7ngdkrVQPgP3AoIxUrTpHT
1013,13,Talk Dirty,Jason Derulo Featuring 2 Chainz,33,2014,2K2M0TcglCRLLpFOzKeFZA
1014,14,Chandelier,Sia,32,2014,3DmW6y7wTEYHJZlLo1r6XJ
1015,15,Am I Wrong,Nico & Vinz,31,2014,1soxUgYIZb1qx1c7o1Lc7z
1016,16,Best Day Of My Life,American Authors,31,2014,6jG2YzhxptolDzLHTGLt7S
1017,17,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,30,2014,2L8cFPItBljPNJgPjTnuIf
1018,18,Timber,Pitbull Featuring Ke$ha,29,2014,0rFke7eNFHbGuGJUdRgjB2
1019,19,Habits (Stay High),Tove Lo,29,2014,5BtS8w1kkjLV1BbvB0t12u
1020,20,Trumpets,Jason Derulo,29,2014,48td6xvpokdYwvbl3JIiXP
